CityName,CityCode,MSOAName,MSOACode,Population,PopulationDensity
Leeds,J01000051,Leeds 044,E02002373,9605.0,11113.678677014348
Leeds,J01000051,Leeds 045,E02002374,6977.0,4165.524170932569
Leeds,J01000051,Leeds 046,E02002375,6401.0,2610.360011802641
Leeds,J01000051,Leeds 047,E02002376,7898.0,7136.791315697613
Leeds,J01000051,Leeds 048,E02002377,7955.0,15499.12292769522
Leeds,J01000051,Leeds 050,E02002379,5659.0,4525.365984565496
Leeds,J01000051,Leeds 051,E02002380,5144.0,3819.6943782452427
Leeds,J01000051,Leeds 052,E02002381,6088.0,2810.75216043063
Leeds,J01000051,Leeds 053,E02002382,8806.0,18591.56105380812
Leeds,J01000051,Leeds 054,E02002383,8263.0,20244.412861363904
Leeds,J01000051,Leeds 055,E02002384,13745.0,7042.233252379374
Leeds,J01000051,Leeds 056,E02002385,8978.0,6694.413744939792
Leeds,J01000051,Leeds 057,E02002386,8559.0,1222.634324067077
Leeds,J01000051,Leeds 058,E02002387,5645.0,4832.637646723241
Leeds,J01000051,Leeds 059,E02002388,7688.0,4233.449739812682
Leeds,J01000051,Leeds 060,E02002389,7359.0,3634.7479888570556
Leeds,J01000051,Leeds 061,E02002390,6509.0,3655.93310234582
Leeds,J01000051,Leeds 063,E02002392,11669.0,8790.281623546665
Leeds,J01000051,Leeds 064,E02002393,9576.0,6939.663466203643
Leeds,J01000051,Leeds 065,E02002394,8406.0,7782.882582722211
Leeds,J01000051,Leeds 067,E02002396,8898.0,4254.301513864266
Leeds,J01000051,Leeds 068,E02002397,7501.0,4087.9613530362617
Leeds,J01000051,Leeds 069,E02002398,7173.0,902.7144439693632
Leeds,J01000051,Leeds 070,E02002399,6102.0,1548.183135059544
Leeds,J01000051,Leeds 071,E02002400,8975.0,3469.2660920738563
Leeds,J01000051,Leeds 072,E02002401,6569.0,1752.9047068538177
Leeds,J01000051,Leeds 073,E02002402,5367.0,1272.763546954265
Leeds,J01000051,Leeds 075,E02002404,11208.0,6413.255427856026
Leeds,J01000051,Leeds 078,E02002407,6520.0,4956.921578183037
Leeds,J01000051,Leeds 080,E02002409,5889.0,1213.840388592092
Leeds,J01000051,Leeds 081,E02002410,6574.0,3118.617117099956
Leeds,J01000051,Leeds 082,E02002411,9005.0,4181.9718221495405
Leeds,J01000051,Leeds 083,E02002412,7088.0,1436.048987633423
Leeds,J01000051,Leeds 085,E02002414,6887.0,5292.5489151166175
Leeds,J01000051,Leeds 086,E02002415,7698.0,10754.477963246101
Leeds,J01000051,Leeds 090,E02002419,8260.0,2836.2367297856395
Leeds,J01000051,Leeds 091,E02002420,8543.0,4253.726270161265
Leeds,J01000051,Leeds 092,E02002421,6072.0,4387.90212358096
Leeds,J01000051,Leeds 094,E02002423,5750.0,3749.64161833448
Leeds,J01000051,Leeds 099,E02002428,7949.0,2082.4933755797183
Leeds,J01000051,Leeds 101,E02002430,7785.0,2906.6905530171252
Leeds,J01000051,Leeds 109,E02006852,11799.0,2652.655206978229
Leeds,J01000051,Leeds 110,E02006861,13722.0,9287.47230451886
Leeds,J01000051,Leeds 111,E02006875,14425.0,5727.04207678623
Leeds,J01000051,Leeds 112,E02006876,8638.0,1660.6196906479427
Leicester,J01000052,Leicester 001,E02002827,6344.0,1271.6749169087818
Leicester,J01000052,Leicester 002,E02002828,7568.0,2049.0835341878897
Leicester,J01000052,Leicester 003,E02002829,11204.0,3649.449921741106
Leicester,J01000052,Leicester 004,E02002830,10069.0,2566.5024930957597
Leicester,J01000052,Leicester 005,E02002831,6687.0,5309.177594394619
Leicester,J01000052,Leicester 006,E02002832,9223.0,6901.515105486193
Leicester,J01000052,Leicester 007,E02002833,8404.0,9863.937374926762
Leicester,J01000052,Leicester 008,E02002834,11737.0,3717.9687153497707
Leicester,J01000052,Leicester 010,E02002836,9644.0,8245.67015851183
Leicester,J01000052,Leicester 011,E02002837,8514.0,7574.296907267089
Leicester,J01000052,Leicester 012,E02002838,8015.0,4392.970699179061
Leicester,J01000052,Leicester 013,E02002839,7862.0,5418.972615949018
Leicester,J01000052,Leicester 016,E02002842,8592.0,10891.425057978784
Leicester,J01000052,Leicester 017,E02002843,14193.0,14531.593991397443
Leicester,J01000052,Leicester 018,E02002844,11531.0,11945.725081099556
Leicester,J01000052,Leicester 019,E02002845,10770.0,4836.643292854018
Leicester,J01000052,Leicester 020,E02002846,7039.0,2533.045194379468
Leicester,J01000052,Leicester 021,E02002847,10009.0,7226.4384086869595
Leicester,J01000052,Leicester 022,E02002848,11193.0,21142.818912862844
Leicester,J01000052,Leicester 023,E02002849,14638.0,11639.437464521792
Leicester,J01000052,Leicester 025,E02002851,8258.0,2604.9134361019983
Leicester,J01000052,Leicester 026,E02002852,6895.0,3321.9082485970025
Leicester,J01000052,Leicester 027,E02002853,13199.0,9417.182985324223
Leicester,J01000052,Leicester 028,E02002854,8149.0,5517.3838519184
Leicester,J01000052,Leicester 029,E02002855,8066.0,5402.163053679829
Leicester,J01000052,Leicester 030,E02002856,11613.0,4486.1531451589
Leicester,J01000052,Leicester 031,E02002857,6694.0,4327.003880047917
Leicester,J01000052,Leicester 032,E02002858,6865.0,3257.3858332701025
Leicester,J01000052,Leicester 034,E02002860,7757.0,2347.262544007712
Leicester,J01000052,Leicester 035,E02002861,7393.0,4507.062791824221
Leicester,J01000052,Leicester 036,E02002862,7923.0,5811.887872082582
Leicester,J01000052,Leicester 037,E02006815,10724.0,5055.649558542804
Leicester,J01000052,Leicester 038,E02006817,8844.0,4118.077769367029
Leicester,J01000052,Leicester 039,E02006819,8076.0,3980.0088962590758
Leicester,J01000052,Leicester 040,E02006850,13594.0,11708.667474808706
Leicester,J01000052,Leicester 041,E02006851,12146.0,9765.11725398416
Lincoln,J01000053,Lincoln 001,E02005442,6037.0,5137.118439701873
Lincoln,J01000053,Lincoln 002,E02005443,7252.0,4006.80516839342
Lincoln,J01000053,Lincoln 003,E02005444,12453.0,1862.3116970859678
Lincoln,J01000053,Lincoln 004,E02005445,12135.0,2993.8596915879075
Lincoln,J01000053,Lincoln 005,E02005446,11461.0,6156.990727307305
Lincoln,J01000053,Lincoln 006,E02005447,7672.0,2243.8798260159715
Lincoln,J01000053,Lincoln 007,E02005448,7018.0,3680.383967944806
Lincoln,J01000053,Lincoln 008,E02005449,9406.0,1618.8920536227843
Lincoln,J01000053,Lincoln 009,E02005450,7914.0,2072.7315558845603
Lincoln,J01000053,Lincoln 010,E02005451,7934.0,4591.690733271555
Lincoln,J01000053,Lincoln 011,E02005452,10767.0,3150.7458247971085
Liverpool,J01000054,Liverpool 001,E02001347,7832.0,3460.3898198539528
Liverpool,J01000054,Liverpool 002,E02001348,6685.0,6317.983826706323
Liverpool,J01000054,Liverpool 003,E02001349,7742.0,6202.558307338658
Liverpool,J01000054,Liverpool 004,E02001350,7958.0,2750.056283256718
Liverpool,J01000054,Liverpool 005,E02001351,8646.0,2846.7917956761185
Liverpool,J01000054,Liverpool 006,E02001352,7378.0,6952.770174742739
Liverpool,J01000054,Liverpool 007,E02001353,7195.0,3049.468824573646
Liverpool,J01000054,Liverpool 008,E02001354,7541.0,4511.562984865375
Liverpool,J01000054,Liverpool 009,E02001355,6668.0,4961.551595662308
Liverpool,J01000054,Liverpool 010,E02001356,8512.0,6677.411266344335
Liverpool,J01000054,Liverpool 011,E02001357,7055.0,6413.603159065778
Liverpool,J01000054,Liverpool 012,E02001358,7069.0,11817.408374658542
Liverpool,J01000054,Liverpool 013,E02001359,5279.0,1823.7888065689717
Liverpool,J01000054,Liverpool 014,E02001360,8647.0,3602.6623771072086
Liverpool,J01000054,Liverpool 015,E02001361,7321.0,4854.7693199977475
Liverpool,J01000054,Liverpool 016,E02001362,7110.0,5296.68595099254
Liverpool,J01000054,Liverpool 017,E02001363,7727.0,4948.017417575701
Liverpool,J01000054,Liverpool 018,E02001364,6002.0,5801.693885205847
Liverpool,J01000054,Liverpool 019,E02001365,9590.0,10949.006133471965
Liverpool,J01000054,Liverpool 020,E02001366,8907.0,5814.580425788182
Liverpool,J01000054,Liverpool 021,E02001367,9463.0,3823.6385962565346
Liverpool,J01000054,Liverpool 022,E02001368,6948.0,2029.1539322720866
Liverpool,J01000054,Liverpool 023,E02001369,8246.0,4025.666838105277
Liverpool,J01000054,Liverpool 024,E02001370,7190.0,6488.659097906448
Liverpool,J01000054,Liverpool 025,E02001371,7142.0,7727.657713440467
Liverpool,J01000054,Liverpool 026,E02001372,5894.0,3340.3265204865693
Liverpool,J01000054,Liverpool 027,E02001373,9110.0,5564.902876891936
Liverpool,J01000054,Liverpool 028,E02001374,9676.0,4154.7027804809895
Liverpool,J01000054,Liverpool 029,E02001375,6665.0,7196.407690422867
Liverpool,J01000054,Liverpool 030,E02001376,9569.0,10934.173254956344
Liverpool,J01000054,Liverpool 031,E02001377,16570.0,9482.521092318182
Liverpool,J01000054,Liverpool 032,E02001378,7561.0,5614.792488035748
Liverpool,J01000054,Liverpool 034,E02001380,7590.0,4951.006264453766
Liverpool,J01000054,Liverpool 035,E02001381,10021.0,7751.006630518256
Liverpool,J01000054,Liverpool 036,E02001382,6659.0,5115.852416099435
Liverpool,J01000054,Liverpool 037,E02001383,9961.0,9034.756070266205
Liverpool,J01000054,Liverpool 038,E02001384,11050.0,11259.710074415603
Liverpool,J01000054,Liverpool 039,E02001385,10212.0,10806.171381666809
Liverpool,J01000054,Liverpool 040,E02001386,7718.0,4188.830024627618
Liverpool,J01000054,Liverpool 041,E02001387,7712.0,4711.290242233405
Liverpool,J01000054,Liverpool 042,E02001388,8757.0,7039.346090461276
Liverpool,J01000054,Liverpool 043,E02001389,7070.0,6401.969850808126
Liverpool,J01000054,Liverpool 044,E02001390,9584.0,7678.619183297582
Liverpool,J01000054,Liverpool 045,E02001391,5741.0,2180.3130228178507
Liverpool,J01000054,Liverpool 046,E02001392,6141.0,3517.1214763608396
Liverpool,J01000054,Liverpool 047,E02001393,7537.0,2186.607162747848
Liverpool,J01000054,Liverpool 048,E02001394,9067.0,4019.7656237801393
Liverpool,J01000054,Liverpool 049,E02001395,6079.0,4740.1297592670435
Liverpool,J01000054,Liverpool 050,E02001396,7890.0,5295.293614585159
Liverpool,J01000054,Liverpool 051,E02001397,7208.0,5236.828168187255
Liverpool,J01000054,Liverpool 052,E02001398,7720.0,3373.469880887948
Liverpool,J01000054,Liverpool 053,E02001399,7047.0,4862.639240620841
Liverpool,J01000054,Liverpool 054,E02001400,6689.0,2126.6905062032165
Liverpool,J01000054,Liverpool 055,E02001401,7724.0,2499.0255326272613
Liverpool,J01000054,Liverpool 056,E02001402,9208.0,3646.662191715731
Liverpool,J01000054,Liverpool 057,E02001403,6674.0,3770.0041387894153
Liverpool,J01000054,Liverpool 059,E02001405,9905.0,4623.037500443745
Liverpool,J01000054,Liverpool 060,E02006932,19410.0,13199.75205544049
Liverpool,J01000054,Liverpool 061,E02006933,8828.0,5431.918606934159
Liverpool,J01000054,Liverpool 062,E02006934,8738.0,6692.959710192389
Manchester,J01000058,Manchester 001,E02001045,8107.0,3351.310068391243
Manchester,J01000058,Manchester 002,E02001046,10427.0,4218.893249651837
Manchester,J01000058,Manchester 003,E02001047,9935.0,4246.542629993501
Manchester,J01000058,Manchester 004,E02001048,8954.0,1884.323889665337
Manchester,J01000058,Manchester 005,E02001049,9643.0,4462.795145508143
Manchester,J01000058,Manchester 006,E02001050,8513.0,5096.060730457624
Manchester,J01000058,Manchester 007,E02001051,8998.0,6640.470882067494
Manchester,J01000058,Manchester 008,E02001052,14260.0,7069.4341903177
Manchester,J01000058,Manchester 009,E02001053,11142.0,4074.052597396195
Manchester,J01000058,Manchester 011,E02001055,9108.0,2665.8161808083773
Manchester,J01000058,Manchester 012,E02001056,8189.0,4492.561365541512
Manchester,J01000058,Manchester 015,E02001059,11937.0,3233.852526514199
Manchester,J01000058,Manchester 017,E02001061,10149.0,5269.630803490443
Manchester,J01000058,Manchester 018,E02001062,11269.0,4344.439575606083
Manchester,J01000058,Manchester 019,E02001063,14693.0,8586.663994966175
Manchester,J01000058,Manchester 020,E02001064,10407.0,4010.7127034088144
Manchester,J01000058,Manchester 021,E02001065,9718.0,5059.978807018553
Manchester,J01000058,Manchester 022,E02001066,13077.0,11594.138465914337
Manchester,J01000058,Manchester 023,E02001067,11296.0,6561.019590978664
Manchester,J01000058,Manchester 024,E02001068,10691.0,8508.424097462332
Manchester,J01000058,Manchester 025,E02001069,12723.0,14477.195705828046
Manchester,J01000058,Manchester 026,E02001070,13603.0,8822.513782966611
Manchester,J01000058,Manchester 028,E02001072,9046.0,8307.22784183584
Manchester,J01000058,Manchester 029,E02001073,9502.0,7146.348152545794
Manchester,J01000058,Manchester 030,E02001074,11728.0,6065.018272988115
Manchester,J01000058,Manchester 031,E02001075,8728.0,7447.2398770157515
Manchester,J01000058,Manchester 032,E02001076,11853.0,8708.372324196262
Manchester,J01000058,Manchester 033,E02001077,7199.0,5524.236645469017
Manchester,J01000058,Manchester 034,E02001078,10337.0,6248.230354657157
Manchester,J01000058,Manchester 035,E02001079,8905.0,5242.030312295716
Manchester,J01000058,Manchester 036,E02001080,9476.0,9206.147341479978
Manchester,J01000058,Manchester 037,E02001081,6235.0,2810.9058542237394
Manchester,J01000058,Manchester 038,E02001082,6645.0,7427.470946960546
Manchester,J01000058,Manchester 039,E02001083,8262.0,5814.368588294721
Manchester,J01000058,Manchester 040,E02001084,8242.0,6005.667636876888
Manchester,J01000058,Manchester 041,E02001085,8202.0,6054.887276171587
Manchester,J01000058,Manchester 042,E02001086,6775.0,3240.702939396844
Manchester,J01000058,Manchester 043,E02001087,9388.0,4616.041907050191
Manchester,J01000058,Manchester 045,E02001089,7917.0,3023.777962007598
Manchester,J01000058,Manchester 054,E02006902,7494.0,4559.140133079078
Manchester,J01000058,Manchester 055,E02006912,19715.0,13479.862168525977
Manchester,J01000058,Manchester 056,E02006913,7313.0,4277.066849597306
Manchester,J01000058,Manchester 057,E02006914,11096.0,17460.87016023016
Manchester,J01000058,Manchester 058,E02006915,9502.0,5256.219703850724
Manchester,J01000058,Manchester 059,E02006916,6759.0,10370.855051660834
Manchester,J01000058,Manchester 060,E02006917,7650.0,7918.68003245967
Newcastle-upon-Tyne,J01000062,Newcastle upon Tyne 002,E02001709,10190.0,1261.1664019126674
Newcastle-upon-Tyne,J01000062,Newcastle upon Tyne 003,E02001710,9638.0,4845.751941806096
Newcastle-upon-Tyne,J01000062,Newcastle upon Tyne 004,E02001711,9642.0,539.7784126416308
Newcastle-upon-Tyne,J01000062,Newcastle upon Tyne 005,E02001712,9553.0,4630.523958824793
Newcastle-upon-Tyne,J01000062,Newcastle upon Tyne 006,E02001713,10387.0,4363.261554276945
Newcastle-upon-Tyne,J01000062,Newcastle upon Tyne 007,E02001714,9588.0,3192.140659306986
Newcastle-upon-Tyne,J01000062,Newcastle upon Tyne 008,E02001715,11515.0,3308.15751618842
Newcastle-upon-Tyne,J01000062,Newcastle upon Tyne 011,E02001718,6175.0,4694.114207130441
Newcastle-upon-Tyne,J01000062,Newcastle upon Tyne 012,E02001719,8554.0,4308.288621294439
Newcastle-upon-Tyne,J01000062,Newcastle upon Tyne 013,E02001720,9429.0,7163.090367442644
Newcastle-upon-Tyne,J01000062,Newcastle upon Tyne 015,E02001722,9955.0,4682.715738016343
Newcastle-upon-Tyne,J01000062,Newcastle upon Tyne 016,E02001723,6742.0,5089.787201619481
Newcastle-upon-Tyne,J01000062,Newcastle upon Tyne 017,E02001724,8952.0,7265.99219023521
Newcastle-upon-Tyne,J01000062,Newcastle upon Tyne 018,E02001725,10196.0,9530.012508512133
Newcastle-upon-Tyne,J01000062,Newcastle upon Tyne 019,E02001726,12193.0,5020.229648991632
Newcastle-upon-Tyne,J01000062,Newcastle upon Tyne 020,E02001727,8354.0,3931.0114020416577
Newcastle-upon-Tyne,J01000062,Newcastle upon Tyne 021,E02001728,9234.0,2388.4141474158628
Newcastle-upon-Tyne,J01000062,Newcastle upon Tyne 022,E02001729,14448.0,8790.420746188054
Newcastle-upon-Tyne,J01000062,Newcastle upon Tyne 025,E02001732,5316.0,2591.0802863159424
Newcastle-upon-Tyne,J01000062,Newcastle upon Tyne 027,E02001734,8493.0,4171.977605176161
Newcastle-upon-Tyne,J01000062,Newcastle upon Tyne 028,E02001735,6713.0,6267.327426042465
Newcastle-upon-Tyne,J01000062,Newcastle upon Tyne 030,E02001737,6091.0,3324.0452983689634
Newcastle-upon-Tyne,J01000062,Newcastle upon Tyne 031,E02006893,10178.0,3508.625258651993
Norwich,J01000066,Norwich 001,E02005584,10947.0,1930.5166260113228
Norwich,J01000066,Norwich 002,E02005585,11078.0,4029.1300175410775
Norwich,J01000066,Norwich 003,E02005586,9908.0,7358.981231559416
Norwich,J01000066,Norwich 004,E02005587,9935.0,4315.106901614054
Norwich,J01000066,Norwich 005,E02005588,12254.0,3796.397011123628
Norwich,J01000066,Norwich 006,E02005589,11837.0,3172.8845120234887
Norwich,J01000066,Norwich 009,E02005592,9348.0,8115.3511855256365
Norwich,J01000066,Norwich 010,E02005593,13052.0,4565.738860680684
Norwich,J01000066,Norwich 011,E02005594,11153.0,5660.179927661017
Norwich,J01000066,Norwich 012,E02005595,9035.0,1823.2903981850059
Norwich,J01000066,Norwich 013,E02005596,9341.0,2927.230172991994
Norwich,J01000066,Norwich 014,E02006907,6982.0,3255.8812168856366
Norwich,J01000066,Norwich 015,E02006908,5750.0,4236.145965375974
Nottingham,J01000067,Nottingham 001,E02002868,5764.0,3640.8622208504726
Nottingham,J01000067,Nottingham 002,E02002869,7574.0,2590.960254616757
Nottingham,J01000067,Nottingham 004,E02002871,7588.0,4386.103139154295
Nottingham,J01000067,Nottingham 005,E02002872,8754.0,3583.927173556612
Nottingham,J01000067,Nottingham 006,E02002873,9500.0,5936.287535621602
Nottingham,J01000067,Nottingham 007,E02002874,8300.0,4468.470389662934
Nottingham,J01000067,Nottingham 008,E02002875,8630.0,5679.909443597974
Nottingham,J01000067,Nottingham 009,E02002876,8150.0,3590.307028856108
Nottingham,J01000067,Nottingham 010,E02002877,7768.0,5164.458965501567
Nottingham,J01000067,Nottingham 011,E02002878,9661.0,5910.1182151610565
Nottingham,J01000067,Nottingham 012,E02002879,9844.0,6712.735544212389
Nottingham,J01000067,Nottingham 013,E02002880,9102.0,7660.470907914452
Nottingham,J01000067,Nottingham 014,E02002881,6880.0,3485.6759708742748
Nottingham,J01000067,Nottingham 015,E02002882,8618.0,4309.843145322045
Nottingham,J01000067,Nottingham 016,E02002883,7942.0,5554.984073073617
Nottingham,J01000067,Nottingham 017,E02002884,7120.0,11291.964090383355
Nottingham,J01000067,Nottingham 018,E02002885,9332.0,12638.390380099068
Nottingham,J01000067,Nottingham 019,E02002886,9782.0,4176.740399279964
Nottingham,J01000067,Nottingham 020,E02002887,6492.0,3043.797180750278
Nottingham,J01000067,Nottingham 021,E02002888,7619.0,6831.022445774545
Nottingham,J01000067,Nottingham 022,E02002889,13877.0,10094.73994309773
Nottingham,J01000067,Nottingham 023,E02002890,14483.0,12129.601268887585
Nottingham,J01000067,Nottingham 024,E02002891,8139.0,3310.59709447263
Nottingham,J01000067,Nottingham 025,E02002892,6096.0,3542.626630391002
Nottingham,J01000067,Nottingham 026,E02002893,16371.0,13085.103470235552
Nottingham,J01000067,Nottingham 028,E02002895,8861.0,7659.101750883865
Nottingham,J01000067,Nottingham 029,E02002896,10631.0,3633.697906784946
Nottingham,J01000067,Nottingham 030,E02002897,8179.0,3152.0433910865354
Nottingham,J01000067,Nottingham 031,E02002898,11275.0,2163.974434205657
Nottingham,J01000067,Nottingham 038,E02006834,7495.0,5618.764108755406
Nottingham,J01000067,Nottingham 039,E02006904,13194.0,6242.122466858052
Nottingham,J01000067,Nottingham 040,E02006905,7864.0,3250.138504016618
Oxford,J01000070,Oxford 001,E02005940,5464.0,1410.2660422118493
Oxford,J01000070,Oxford 002,E02005941,6903.0,3662.378976952615
Oxford,J01000070,Oxford 003,E02005942,6604.0,3180.2731961127192
Oxford,J01000070,Oxford 004,E02005943,6093.0,1663.93099637596
Oxford,J01000070,Oxford 005,E02005944,6996.0,4361.272175433966
Oxford,J01000070,Oxford 006,E02005945,14878.0,5189.33878994946
Oxford,J01000070,Oxford 007,E02005946,7292.0,4503.536566703882
Oxford,J01000070,Oxford 008,E02005947,18665.0,5289.4092946844485
Oxford,J01000070,Oxford 009,E02005948,6816.0,1097.9286230926512
Oxford,J01000070,Oxford 010,E02005949,7055.0,4364.539162499413
Oxford,J01000070,Oxford 011,E02005950,10525.0,6385.6880727557245
Oxford,J01000070,Oxford 012,E02005951,5382.0,2291.998946195468
Oxford,J01000070,Oxford 014,E02005953,4920.0,4377.012116020374
Oxford,J01000070,Oxford 015,E02005954,9025.0,3914.6439596091686
Oxford,J01000070,Oxford 016,E02005955,9678.0,3980.506226254647
Oxford,J01000070,Oxford 017,E02005956,5709.0,4655.657043030512
Oxford,J01000070,Oxford 018,E02005957,5999.0,5964.747814976774
Plymouth,J01000072,Plymouth 001,E02003122,7124.0,1972.3325648639786
Plymouth,J01000072,Plymouth 002,E02003123,8772.0,3191.4503414139067
Plymouth,J01000072,Plymouth 003,E02003124,8075.0,2916.1244591477525
Plymouth,J01000072,Plymouth 004,E02003125,5989.0,1840.179070291388
Plymouth,J01000072,Plymouth 005,E02003126,7944.0,1562.6516584544488
Plymouth,J01000072,Plymouth 006,E02003127,7433.0,3894.4662874199803
Plymouth,J01000072,Plymouth 007,E02003128,8959.0,4320.735851065573
Plymouth,J01000072,Plymouth 008,E02003129,6156.0,2797.1656627951347
Plymouth,J01000072,Plymouth 009,E02003130,10418.0,5569.459077030152
Plymouth,J01000072,Plymouth 010,E02003131,7272.0,2675.750871254651
Plymouth,J01000072,Plymouth 011,E02003132,9039.0,4835.8841190608255
Plymouth,J01000072,Plymouth 012,E02003133,7116.0,4008.5966584487687
Plymouth,J01000072,Plymouth 013,E02003134,6813.0,3530.5580255077
Plymouth,J01000072,Plymouth 014,E02003135,7620.0,2901.5155986839895
Plymouth,J01000072,Plymouth 015,E02003136,7645.0,1812.8052226180644
Plymouth,J01000072,Plymouth 016,E02003137,7794.0,4007.0640392793416
Plymouth,J01000072,Plymouth 017,E02003138,7636.0,5510.235553408067
Plymouth,J01000072,Plymouth 018,E02003139,6586.0,5086.530274629836
Plymouth,J01000072,Plymouth 019,E02003140,7635.0,2079.6556970513257
Plymouth,J01000072,Plymouth 020,E02003141,7916.0,9627.264232369194
Plymouth,J01000072,Plymouth 021,E02003142,9036.0,3831.037034746789
Plymouth,J01000072,Plymouth 022,E02003143,7330.0,3846.416183715797
Plymouth,J01000072,Plymouth 023,E02003144,9092.0,10052.78575009619
Plymouth,J01000072,Plymouth 024,E02003145,6829.0,5606.751896110283
Plymouth,J01000072,Plymouth 025,E02003146,8653.0,10489.959669695168
Plymouth,J01000072,Plymouth 026,E02003147,9290.0,4468.554968440777
Plymouth,J01000072,Plymouth 027,E02003148,10903.0,7123.154565718992
Plymouth,J01000072,Plymouth 028,E02003149,9614.0,4719.015706886414
Plymouth,J01000072,Plymouth 030,E02003151,7884.0,1677.3870797863844
Plymouth,J01000072,Plymouth 031,E02003152,10507.0,1336.5205968618027
Plymouth,J01000072,Plymouth 032,E02003153,7409.0,3079.6702788275297
Portsmouth,J01000074,Portsmouth 001,E02003524,7896.0,4194.690554189884
Portsmouth,J01000074,Portsmouth 002,E02003525,6478.0,3242.361466116228
Portsmouth,J01000074,Portsmouth 003,E02003526,6710.0,2979.887758820358
Portsmouth,J01000074,Portsmouth 004,E02003527,6311.0,1637.6880689917757
Portsmouth,J01000074,Portsmouth 006,E02003529,8181.0,5468.7280767818065
Portsmouth,J01000074,Portsmouth 007,E02003530,7658.0,4509.139605923858
Portsmouth,J01000074,Portsmouth 008,E02003531,7739.0,2012.7123212489566
Portsmouth,J01000074,Portsmouth 009,E02003532,7693.0,9761.401198600499
Portsmouth,J01000074,Portsmouth 010,E02003533,5675.0,4236.7013137747035
Portsmouth,J01000074,Portsmouth 011,E02003534,9025.0,10759.46171853684
Portsmouth,J01000074,Portsmouth 012,E02003535,9785.0,15316.198035987278
Portsmouth,J01000074,Portsmouth 013,E02003536,8156.0,7060.019223549161
Portsmouth,J01000074,Portsmouth 014,E02003537,10333.0,6836.944457406667
Portsmouth,J01000074,Portsmouth 015,E02003538,10564.0,10979.027970361127
Portsmouth,J01000074,Portsmouth 017,E02003540,9405.0,3689.7811767228864
Portsmouth,J01000074,Portsmouth 018,E02003541,12648.0,18505.099558503818
Portsmouth,J01000074,Portsmouth 019,E02003542,9439.0,16622.704771268833
Portsmouth,J01000074,Portsmouth 020,E02003543,9037.0,15522.383457455287
Portsmouth,J01000074,Portsmouth 021,E02003544,6283.0,12923.962228600032
Portsmouth,J01000074,Portsmouth 022,E02003545,7444.0,13009.037371431836
Portsmouth,J01000074,Portsmouth 023,E02003546,8538.0,4605.577823694645
Portsmouth,J01000074,Portsmouth 024,E02003547,9474.0,5274.524200018029
Portsmouth,J01000074,Portsmouth 025,E02003548,6622.0,12264.070254057564
Portsmouth,J01000074,Portsmouth 026,E02006821,6550.0,1680.7601068847523
Preston,J01000075,Preston 003,E02005255,8933.0,3915.955693557824
Preston,J01000075,Preston 004,E02005256,6554.0,1510.804521668904
Preston,J01000075,Preston 005,E02005257,5893.0,3882.1060222989854
Preston,J01000075,Preston 006,E02005258,7822.0,2831.105022879792
Preston,J01000075,Preston 007,E02005259,10298.0,3747.4002929153926
Preston,J01000075,Preston 008,E02005260,6474.0,3535.858122313032
Preston,J01000075,Preston 009,E02005261,10100.0,1608.4331373749785
Preston,J01000075,Preston 010,E02005262,6632.0,701.3615420394998
Preston,J01000075,Preston 011,E02005263,7110.0,5593.526562201602
Preston,J01000075,Preston 012,E02005264,12702.0,6432.463682238276
Preston,J01000075,Preston 013,E02005265,10606.0,4136.71908983435
Preston,J01000075,Preston 014,E02005266,8879.0,7407.411945260768
Preston,J01000075,Preston 015,E02005267,7363.0,8842.319712554294
Preston,J01000075,Preston 016,E02005268,9274.0,2611.725677836424
Preston,J01000075,Preston 017,E02005269,11113.0,5109.379735129439
Salford,J01000080,Salford 010,E02001166,7351.0,5743.392689151762
Salford,J01000080,Salford 011,E02001167,7291.0,3580.946398071289
Salford,J01000080,Salford 017,E02001173,8366.0,2917.3062129683185
Salford,J01000080,Salford 018,E02001174,5520.0,5454.135142718504
Salford,J01000080,Salford 021,E02001177,13392.0,3782.500580124744
Salford,J01000080,Salford 023,E02001179,6865.0,7535.004658034145
Salford,J01000080,Salford 024,E02001180,6669.0,7297.07745811892
Sheffield,J01000082,Sheffield 005,E02001615,7211.0,650.6486182467784
Sheffield,J01000082,Sheffield 006,E02001616,7202.0,4371.853187630018
Sheffield,J01000082,Sheffield 007,E02001617,5849.0,3590.1513150519686
Sheffield,J01000082,Sheffield 009,E02001619,9782.0,4207.307254185854
Sheffield,J01000082,Sheffield 010,E02001620,7021.0,4981.002938716991
Sheffield,J01000082,Sheffield 011,E02001621,6129.0,4105.0139442013515
Sheffield,J01000082,Sheffield 012,E02001622,8850.0,4178.207276313151
Sheffield,J01000082,Sheffield 013,E02001623,8458.0,5514.040608314066
Sheffield,J01000082,Sheffield 014,E02001624,9943.0,2778.472578295767
Sheffield,J01000082,Sheffield 015,E02001625,7909.0,5283.060366611912
Sheffield,J01000082,Sheffield 016,E02001626,5769.0,6394.3937632715515
Sheffield,J01000082,Sheffield 017,E02001627,6165.0,1900.574793325828
Sheffield,J01000082,Sheffield 018,E02001628,7145.0,997.7906380369513
Sheffield,J01000082,Sheffield 019,E02001629,6988.0,4060.917915543574
Sheffield,J01000082,Sheffield 020,E02001630,9814.0,4951.808533890012
