CityName,CityCode,MSOAName,MSOACode,Time,Aggregation,Price
Birmingham,J01000007,Birmingham 008,E02001834,2019-03,Mean,"150,622"
Birmingham,J01000007,Birmingham 008,E02001834,2019-06,Mean,"151,903"
Birmingham,J01000007,Birmingham 008,E02001834,2019-09,Mean,"155,302"
Birmingham,J01000007,Birmingham 008,E02001834,2019-12,Mean,"153,377"
Birmingham,J01000007,Birmingham 008,E02001834,2020-03,Mean,"151,646"
Birmingham,J01000007,Birmingham 008,E02001834,2020-06,Mean,"151,720"
Birmingham,J01000007,Birmingham 008,E02001834,2020-09,Mean,"149,720"
Birmingham,J01000007,Birmingham 008,E02001834,2020-12,Mean,"148,858"
Birmingham,J01000007,Birmingham 008,E02001834,2021-03,Mean,"162,384"
Birmingham,J01000007,Birmingham 008,E02001834,2021-06,Mean,"165,379"
Birmingham,J01000007,Birmingham 008,E02001834,2021-09,Mean,"172,391"
Birmingham,J01000007,Birmingham 008,E02001834,2021-12,Mean,"179,252"
Birmingham,J01000007,Birmingham 008,E02001834,2022-03,Mean,"180,152"
Birmingham,J01000007,Birmingham 008,E02001834,2019-03,Median,"145,000"
Birmingham,J01000007,Birmingham 008,E02001834,2019-06,Median,"152,000"
Birmingham,J01000007,Birmingham 008,E02001834,2019-09,Median,"155,000"
Birmingham,J01000007,Birmingham 008,E02001834,2019-12,Median,"155,000"
Birmingham,J01000007,Birmingham 008,E02001834,2020-03,Median,"151,500"
Birmingham,J01000007,Birmingham 008,E02001834,2020-06,Median,"148,500"
Birmingham,J01000007,Birmingham 008,E02001834,2020-09,Median,"145,500"
Birmingham,J01000007,Birmingham 008,E02001834,2020-12,Median,"146,250"
Birmingham,J01000007,Birmingham 008,E02001834,2021-03,Median,"160,000"
Birmingham,J01000007,Birmingham 008,E02001834,2021-06,Median,"160,000"
Birmingham,J01000007,Birmingham 008,E02001834,2021-09,Median,"167,000"
Birmingham,J01000007,Birmingham 008,E02001834,2021-12,Median,"175,000"
Birmingham,J01000007,Birmingham 008,E02001834,2022-03,Median,"177,000"
Birmingham,J01000007,Birmingham 011,E02001837,2019-03,Mean,"133,197"
Birmingham,J01000007,Birmingham 011,E02001837,2019-06,Mean,"131,792"
Birmingham,J01000007,Birmingham 011,E02001837,2019-09,Mean,"132,524"
Birmingham,J01000007,Birmingham 011,E02001837,2019-12,Mean,"133,042"
Birmingham,J01000007,Birmingham 011,E02001837,2020-03,Mean,"133,636"
Birmingham,J01000007,Birmingham 011,E02001837,2020-06,Mean,"134,266"
Birmingham,J01000007,Birmingham 011,E02001837,2020-09,Mean,"137,178"
Birmingham,J01000007,Birmingham 011,E02001837,2020-12,Mean,"144,787"
Birmingham,J01000007,Birmingham 011,E02001837,2021-03,Mean,"146,004"
Birmingham,J01000007,Birmingham 011,E02001837,2021-06,Mean,"148,329"
Birmingham,J01000007,Birmingham 011,E02001837,2021-09,Mean,"150,485"
Birmingham,J01000007,Birmingham 011,E02001837,2021-12,Mean,"157,665"
Birmingham,J01000007,Birmingham 011,E02001837,2022-03,Mean,"164,506"
Birmingham,J01000007,Birmingham 011,E02001837,2019-03,Median,"135,000"
Birmingham,J01000007,Birmingham 011,E02001837,2019-06,Median,"132,500"
Birmingham,J01000007,Birmingham 011,E02001837,2019-09,Median,"135,000"
Birmingham,J01000007,Birmingham 011,E02001837,2019-12,Median,"135,050"
Birmingham,J01000007,Birmingham 011,E02001837,2020-03,Median,"136,500"
Birmingham,J01000007,Birmingham 011,E02001837,2020-06,Median,"137,500"
Birmingham,J01000007,Birmingham 011,E02001837,2020-09,Median,"138,000"
Birmingham,J01000007,Birmingham 011,E02001837,2020-12,Median,"143,500"
Birmingham,J01000007,Birmingham 011,E02001837,2021-03,Median,"147,000"
Birmingham,J01000007,Birmingham 011,E02001837,2021-06,Median,"147,000"
Birmingham,J01000007,Birmingham 011,E02001837,2021-09,Median,"150,000"
Birmingham,J01000007,Birmingham 011,E02001837,2021-12,Median,"158,000"
Birmingham,J01000007,Birmingham 011,E02001837,2022-03,Median,"161,000"
Birmingham,J01000007,Birmingham 013,E02001839,2019-03,Mean,"147,992"
Birmingham,J01000007,Birmingham 013,E02001839,2019-06,Mean,"149,365"
Birmingham,J01000007,Birmingham 013,E02001839,2019-09,Mean,"152,295"
Birmingham,J01000007,Birmingham 013,E02001839,2019-12,Mean,"156,228"
Birmingham,J01000007,Birmingham 013,E02001839,2020-03,Mean,"157,983"
Birmingham,J01000007,Birmingham 013,E02001839,2020-06,Mean,"158,359"
Birmingham,J01000007,Birmingham 013,E02001839,2020-09,Mean,"161,381"
Birmingham,J01000007,Birmingham 013,E02001839,2020-12,Mean,"160,690"
Birmingham,J01000007,Birmingham 013,E02001839,2021-03,Mean,"165,826"
Birmingham,J01000007,Birmingham 013,E02001839,2021-06,Mean,"173,262"
Birmingham,J01000007,Birmingham 013,E02001839,2021-09,Mean,"176,857"
Birmingham,J01000007,Birmingham 013,E02001839,2021-12,Mean,"181,821"
Birmingham,J01000007,Birmingham 013,E02001839,2022-03,Mean,"184,546"
Birmingham,J01000007,Birmingham 013,E02001839,2019-03,Median,"147,500"
Birmingham,J01000007,Birmingham 013,E02001839,2019-06,Median,"148,000"
Birmingham,J01000007,Birmingham 013,E02001839,2019-09,Median,"150,000"
Birmingham,J01000007,Birmingham 013,E02001839,2019-12,Median,"157,750"
Birmingham,J01000007,Birmingham 013,E02001839,2020-03,Median,"156,000"
Birmingham,J01000007,Birmingham 013,E02001839,2020-06,Median,"155,500"
Birmingham,J01000007,Birmingham 013,E02001839,2020-09,Median,"160,000"
Birmingham,J01000007,Birmingham 013,E02001839,2020-12,Median,"160,000"
Birmingham,J01000007,Birmingham 013,E02001839,2021-03,Median,"165,000"
Birmingham,J01000007,Birmingham 013,E02001839,2021-06,Median,"170,000"
Birmingham,J01000007,Birmingham 013,E02001839,2021-09,Median,"171,500"
Birmingham,J01000007,Birmingham 013,E02001839,2021-12,Median,"175,500"
Birmingham,J01000007,Birmingham 013,E02001839,2022-03,Median,"182,250"
Birmingham,J01000007,Birmingham 014,E02001840,2019-03,Mean,"168,834"
Birmingham,J01000007,Birmingham 014,E02001840,2019-06,Mean,"171,068"
Birmingham,J01000007,Birmingham 014,E02001840,2019-09,Mean,"166,638"
Birmingham,J01000007,Birmingham 014,E02001840,2019-12,Mean,"165,705"
Birmingham,J01000007,Birmingham 014,E02001840,2020-03,Mean,"159,896"
Birmingham,J01000007,Birmingham 014,E02001840,2020-06,Mean,"154,403"
Birmingham,J01000007,Birmingham 014,E02001840,2020-09,Mean,"153,270"
Birmingham,J01000007,Birmingham 014,E02001840,2020-12,Mean,"153,200"
Birmingham,J01000007,Birmingham 014,E02001840,2021-03,Mean,"155,552"
Birmingham,J01000007,Birmingham 014,E02001840,2021-06,Mean,"160,227"
Birmingham,J01000007,Birmingham 014,E02001840,2021-09,Mean,"164,037"
Birmingham,J01000007,Birmingham 014,E02001840,2021-12,Mean,"163,910"
Birmingham,J01000007,Birmingham 014,E02001840,2022-03,Mean,"166,610"
Birmingham,J01000007,Birmingham 014,E02001840,2019-03,Median,"150,000"
Birmingham,J01000007,Birmingham 014,E02001840,2019-06,Median,"153,500"
Birmingham,J01000007,Birmingham 014,E02001840,2019-09,Median,"152,250"
Birmingham,J01000007,Birmingham 014,E02001840,2019-12,Median,"152,500"
Birmingham,J01000007,Birmingham 014,E02001840,2020-03,Median,"150,000"
Birmingham,J01000007,Birmingham 014,E02001840,2020-06,Median,"149,000"
Birmingham,J01000007,Birmingham 014,E02001840,2020-09,Median,"148,000"
Birmingham,J01000007,Birmingham 014,E02001840,2020-12,Median,"149,000"
Birmingham,J01000007,Birmingham 014,E02001840,2021-03,Median,"154,250"
Birmingham,J01000007,Birmingham 014,E02001840,2021-06,Median,"158,000"
Birmingham,J01000007,Birmingham 014,E02001840,2021-09,Median,"161,000"
Birmingham,J01000007,Birmingham 014,E02001840,2021-12,Median,"165,000"
Birmingham,J01000007,Birmingham 014,E02001840,2022-03,Median,"168,875"
Birmingham,J01000007,Birmingham 016,E02001842,2019-03,Mean,"201,742"
Birmingham,J01000007,Birmingham 016,E02001842,2019-06,Mean,"201,301"
Birmingham,J01000007,Birmingham 016,E02001842,2019-09,Mean,"195,800"
Birmingham,J01000007,Birmingham 016,E02001842,2019-12,Mean,"189,948"
Birmingham,J01000007,Birmingham 016,E02001842,2020-03,Mean,"185,263"
Birmingham,J01000007,Birmingham 016,E02001842,2020-06,Mean,"180,177"
Birmingham,J01000007,Birmingham 016,E02001842,2020-09,Mean,"175,967"
Birmingham,J01000007,Birmingham 016,E02001842,2020-12,Mean,"176,487"
Birmingham,J01000007,Birmingham 016,E02001842,2021-03,Mean,"186,946"
Birmingham,J01000007,Birmingham 016,E02001842,2021-06,Mean,"191,824"
Birmingham,J01000007,Birmingham 016,E02001842,2021-09,Mean,"193,968"
Birmingham,J01000007,Birmingham 016,E02001842,2021-12,Mean,"199,028"
Birmingham,J01000007,Birmingham 016,E02001842,2022-03,Mean,"196,311"
Birmingham,J01000007,Birmingham 016,E02001842,2019-03,Median,"185,000"
Birmingham,J01000007,Birmingham 016,E02001842,2019-06,Median,"186,000"
Birmingham,J01000007,Birmingham 016,E02001842,2019-09,Median,"180,000"
Birmingham,J01000007,Birmingham 016,E02001842,2019-12,Median,"179,950"
Birmingham,J01000007,Birmingham 016,E02001842,2020-03,Median,"178,980"
Birmingham,J01000007,Birmingham 016,E02001842,2020-06,Median,"176,975"
Birmingham,J01000007,Birmingham 016,E02001842,2020-09,Median,"170,000"
Birmingham,J01000007,Birmingham 016,E02001842,2020-12,Median,"172,000"
Birmingham,J01000007,Birmingham 016,E02001842,2021-03,Median,"180,000"
Birmingham,J01000007,Birmingham 016,E02001842,2021-06,Median,"183,250"
Birmingham,J01000007,Birmingham 016,E02001842,2021-09,Median,"185,000"
Birmingham,J01000007,Birmingham 016,E02001842,2021-12,Median,"191,000"
Birmingham,J01000007,Birmingham 016,E02001842,2022-03,Median,"193,750"
Birmingham,J01000007,Birmingham 017,E02001843,2019-03,Mean,"152,063"
Birmingham,J01000007,Birmingham 017,E02001843,2019-06,Mean,"152,903"
Birmingham,J01000007,Birmingham 017,E02001843,2019-09,Mean,"159,614"
Birmingham,J01000007,Birmingham 017,E02001843,2019-12,Mean,"156,045"
Birmingham,J01000007,Birmingham 017,E02001843,2020-03,Mean,"155,868"
Birmingham,J01000007,Birmingham 017,E02001843,2020-06,Mean,"154,967"
Birmingham,J01000007,Birmingham 017,E02001843,2020-09,Mean,"150,646"
Birmingham,J01000007,Birmingham 017,E02001843,2020-12,Mean,"152,713"
Birmingham,J01000007,Birmingham 017,E02001843,2021-03,Mean,"160,882"
Birmingham,J01000007,Birmingham 017,E02001843,2021-06,Mean,"163,894"
Birmingham,J01000007,Birmingham 017,E02001843,2021-09,Mean,"167,525"
Birmingham,J01000007,Birmingham 017,E02001843,2021-12,Mean,"172,164"
Birmingham,J01000007,Birmingham 017,E02001843,2022-03,Mean,"175,022"
Birmingham,J01000007,Birmingham 017,E02001843,2019-03,Median,"149,000"
Birmingham,J01000007,Birmingham 017,E02001843,2019-06,Median,"150,000"
Birmingham,J01000007,Birmingham 017,E02001843,2019-09,Median,"155,000"
Birmingham,J01000007,Birmingham 017,E02001843,2019-12,Median,"152,000"
Birmingham,J01000007,Birmingham 017,E02001843,2020-03,Median,"156,000"
Birmingham,J01000007,Birmingham 017,E02001843,2020-06,Median,"155,000"
Birmingham,J01000007,Birmingham 017,E02001843,2020-09,Median,"152,500"
Birmingham,J01000007,Birmingham 017,E02001843,2020-12,Median,"160,000"
Birmingham,J01000007,Birmingham 017,E02001843,2021-03,Median,"165,000"
Birmingham,J01000007,Birmingham 017,E02001843,2021-06,Median,"168,500"
Birmingham,J01000007,Birmingham 017,E02001843,2021-09,Median,"171,000"
Birmingham,J01000007,Birmingham 017,E02001843,2021-12,Median,"176,000"
Birmingham,J01000007,Birmingham 017,E02001843,2022-03,Median,"178,000"
Birmingham,J01000007,Birmingham 019,E02001845,2019-03,Mean,"163,770"
Birmingham,J01000007,Birmingham 019,E02001845,2019-06,Mean,"163,192"
Birmingham,J01000007,Birmingham 019,E02001845,2019-09,Mean,"169,122"
Birmingham,J01000007,Birmingham 019,E02001845,2019-12,Mean,"167,525"
Birmingham,J01000007,Birmingham 019,E02001845,2020-03,Mean,"168,140"
Birmingham,J01000007,Birmingham 019,E02001845,2020-06,Mean,"171,502"
Birmingham,J01000007,Birmingham 019,E02001845,2020-09,Mean,"168,204"
Birmingham,J01000007,Birmingham 019,E02001845,2020-12,Mean,"166,662"
Birmingham,J01000007,Birmingham 019,E02001845,2021-03,Mean,"172,359"
Birmingham,J01000007,Birmingham 019,E02001845,2021-06,Mean,"174,289"
Birmingham,J01000007,Birmingham 019,E02001845,2021-09,Mean,"182,955"
Birmingham,J01000007,Birmingham 019,E02001845,2021-12,Mean,"180,305"
Birmingham,J01000007,Birmingham 019,E02001845,2022-03,Mean,"184,380"
Birmingham,J01000007,Birmingham 019,E02001845,2019-03,Median,"152,500"
Birmingham,J01000007,Birmingham 019,E02001845,2019-06,Median,"158,000"
Birmingham,J01000007,Birmingham 019,E02001845,2019-09,Median,"163,000"
Birmingham,J01000007,Birmingham 019,E02001845,2019-12,Median,"164,000"
Birmingham,J01000007,Birmingham 019,E02001845,2020-03,Median,"165,000"
Birmingham,J01000007,Birmingham 019,E02001845,2020-06,Median,"165,000"
Birmingham,J01000007,Birmingham 019,E02001845,2020-09,Median,"165,000"
Birmingham,J01000007,Birmingham 019,E02001845,2020-12,Median,"165,000"
Birmingham,J01000007,Birmingham 019,E02001845,2021-03,Median,"170,500"
Birmingham,J01000007,Birmingham 019,E02001845,2021-06,Median,"170,000"
Birmingham,J01000007,Birmingham 019,E02001845,2021-09,Median,"180,000"
Birmingham,J01000007,Birmingham 019,E02001845,2021-12,Median,"180,000"
Birmingham,J01000007,Birmingham 019,E02001845,2022-03,Median,"185,000"
Birmingham,J01000007,Birmingham 020,E02001846,2019-03,Mean,"144,989"
Birmingham,J01000007,Birmingham 020,E02001846,2019-06,Mean,"148,143"
Birmingham,J01000007,Birmingham 020,E02001846,2019-09,Mean,"148,697"
Birmingham,J01000007,Birmingham 020,E02001846,2019-12,Mean,"149,546"
Birmingham,J01000007,Birmingham 020,E02001846,2020-03,Mean,"147,081"
Birmingham,J01000007,Birmingham 020,E02001846,2020-06,Mean,"149,503"
Birmingham,J01000007,Birmingham 020,E02001846,2020-09,Mean,"145,535"
Birmingham,J01000007,Birmingham 020,E02001846,2020-12,Mean,"147,353"
Birmingham,J01000007,Birmingham 020,E02001846,2021-03,Mean,"152,807"
Birmingham,J01000007,Birmingham 020,E02001846,2021-06,Mean,"156,649"
Birmingham,J01000007,Birmingham 020,E02001846,2021-09,Mean,"165,762"
Birmingham,J01000007,Birmingham 020,E02001846,2021-12,Mean,"167,844"
Birmingham,J01000007,Birmingham 020,E02001846,2022-03,Mean,"179,278"
Birmingham,J01000007,Birmingham 020,E02001846,2019-03,Median,"145,000"
Birmingham,J01000007,Birmingham 020,E02001846,2019-06,Median,"145,000"
Birmingham,J01000007,Birmingham 020,E02001846,2019-09,Median,"144,000"
Birmingham,J01000007,Birmingham 020,E02001846,2019-12,Median,"142,000"
Birmingham,J01000007,Birmingham 020,E02001846,2020-03,Median,"143,500"
Birmingham,J01000007,Birmingham 020,E02001846,2020-06,Median,"146,750"
Birmingham,J01000007,Birmingham 020,E02001846,2020-09,Median,"146,500"
Birmingham,J01000007,Birmingham 020,E02001846,2020-12,Median,"146,500"
Birmingham,J01000007,Birmingham 020,E02001846,2021-03,Median,"155,000"
Birmingham,J01000007,Birmingham 020,E02001846,2021-06,Median,"156,250"
Birmingham,J01000007,Birmingham 020,E02001846,2021-09,Median,"165,000"
Birmingham,J01000007,Birmingham 020,E02001846,2021-12,Median,"165,500"
Birmingham,J01000007,Birmingham 020,E02001846,2022-03,Median,"173,000"
Birmingham,J01000007,Birmingham 022,E02001848,2019-03,Mean,"137,473"
Birmingham,J01000007,Birmingham 022,E02001848,2019-06,Mean,"137,637"
Birmingham,J01000007,Birmingham 022,E02001848,2019-09,Mean,"145,059"
Birmingham,J01000007,Birmingham 022,E02001848,2019-12,Mean,"152,876"
Birmingham,J01000007,Birmingham 022,E02001848,2020-03,Mean,"153,551"
Birmingham,J01000007,Birmingham 022,E02001848,2020-06,Mean,"156,387"
Birmingham,J01000007,Birmingham 022,E02001848,2020-09,Mean,"150,933"
Birmingham,J01000007,Birmingham 022,E02001848,2020-12,Mean,"149,600"
Birmingham,J01000007,Birmingham 022,E02001848,2021-03,Mean,"160,848"
Birmingham,J01000007,Birmingham 022,E02001848,2021-06,Mean,"166,423"
Birmingham,J01000007,Birmingham 022,E02001848,2021-09,Mean,"168,000"
Birmingham,J01000007,Birmingham 022,E02001848,2021-12,Mean,"175,512"
Birmingham,J01000007,Birmingham 022,E02001848,2022-03,Mean,"168,985"
Birmingham,J01000007,Birmingham 022,E02001848,2019-03,Median,"137,000"
Birmingham,J01000007,Birmingham 022,E02001848,2019-06,Median,"140,000"
Birmingham,J01000007,Birmingham 022,E02001848,2019-09,Median,"143,000"
Birmingham,J01000007,Birmingham 022,E02001848,2019-12,Median,"151,000"
Birmingham,J01000007,Birmingham 022,E02001848,2020-03,Median,"151,000"
Birmingham,J01000007,Birmingham 022,E02001848,2020-06,Median,"154,000"
Birmingham,J01000007,Birmingham 022,E02001848,2020-09,Median,"147,500"
Birmingham,J01000007,Birmingham 022,E02001848,2020-12,Median,"145,000"
Birmingham,J01000007,Birmingham 022,E02001848,2021-03,Median,"153,250"
Birmingham,J01000007,Birmingham 022,E02001848,2021-06,Median,"163,000"
Birmingham,J01000007,Birmingham 022,E02001848,2021-09,Median,"166,000"
Birmingham,J01000007,Birmingham 022,E02001848,2021-12,Median,"169,500"
Birmingham,J01000007,Birmingham 022,E02001848,2022-03,Median,"168,000"
Birmingham,J01000007,Birmingham 023,E02001849,2019-03,Mean,"180,832"
Birmingham,J01000007,Birmingham 023,E02001849,2019-06,Mean,"177,771"
Birmingham,J01000007,Birmingham 023,E02001849,2019-09,Mean,"171,309"
Birmingham,J01000007,Birmingham 023,E02001849,2019-12,Mean,"152,951"
Birmingham,J01000007,Birmingham 023,E02001849,2020-03,Mean,"152,200"
Birmingham,J01000007,Birmingham 023,E02001849,2020-06,Mean,"151,987"
Birmingham,J01000007,Birmingham 023,E02001849,2020-09,Mean,"156,042"
Birmingham,J01000007,Birmingham 023,E02001849,2020-12,Mean,"166,422"
Birmingham,J01000007,Birmingham 023,E02001849,2021-03,Mean,"178,441"
Birmingham,J01000007,Birmingham 023,E02001849,2021-06,Mean,"183,729"
Birmingham,J01000007,Birmingham 023,E02001849,2021-09,Mean,"186,236"
Birmingham,J01000007,Birmingham 023,E02001849,2021-12,Mean,"196,632"
Birmingham,J01000007,Birmingham 023,E02001849,2022-03,Mean,"195,796"
Birmingham,J01000007,Birmingham 023,E02001849,2019-03,Median,"172,500"
Birmingham,J01000007,Birmingham 023,E02001849,2019-06,Median,"165,000"
Birmingham,J01000007,Birmingham 023,E02001849,2019-09,Median,"162,000"
Birmingham,J01000007,Birmingham 023,E02001849,2019-12,Median,"141,975"
Birmingham,J01000007,Birmingham 023,E02001849,2020-03,Median,"143,950"
Birmingham,J01000007,Birmingham 023,E02001849,2020-06,Median,"139,950"
Birmingham,J01000007,Birmingham 023,E02001849,2020-09,Median,"147,950"
Birmingham,J01000007,Birmingham 023,E02001849,2020-12,Median,"159,000"
Birmingham,J01000007,Birmingham 023,E02001849,2021-03,Median,"170,500"
Birmingham,J01000007,Birmingham 023,E02001849,2021-06,Median,"175,000"
Birmingham,J01000007,Birmingham 023,E02001849,2021-09,Median,"177,000"
Birmingham,J01000007,Birmingham 023,E02001849,2021-12,Median,"192,000"
Birmingham,J01000007,Birmingham 023,E02001849,2022-03,Median,"191,500"
Birmingham,J01000007,Birmingham 024,E02001850,2019-03,Mean,"161,161"
Birmingham,J01000007,Birmingham 024,E02001850,2019-06,Mean,"162,683"
Birmingham,J01000007,Birmingham 024,E02001850,2019-09,Mean,"173,059"
Birmingham,J01000007,Birmingham 024,E02001850,2019-12,Mean,"183,898"
Birmingham,J01000007,Birmingham 024,E02001850,2020-03,Mean,"184,553"
Birmingham,J01000007,Birmingham 024,E02001850,2020-06,Mean,"187,859"
Birmingham,J01000007,Birmingham 024,E02001850,2020-09,Mean,"189,941"
Birmingham,J01000007,Birmingham 024,E02001850,2020-12,Mean,"186,438"
Birmingham,J01000007,Birmingham 024,E02001850,2021-03,Mean,"190,313"
Birmingham,J01000007,Birmingham 024,E02001850,2021-06,Mean,"189,718"
Birmingham,J01000007,Birmingham 024,E02001850,2021-09,Mean,"191,431"
Birmingham,J01000007,Birmingham 024,E02001850,2021-12,Mean,"197,323"
Birmingham,J01000007,Birmingham 024,E02001850,2022-03,Mean,"206,102"
Birmingham,J01000007,Birmingham 024,E02001850,2019-03,Median,"160,000"
Birmingham,J01000007,Birmingham 024,E02001850,2019-06,Median,"160,000"
Birmingham,J01000007,Birmingham 024,E02001850,2019-09,Median,"168,723"
Birmingham,J01000007,Birmingham 024,E02001850,2019-12,Median,"175,995"
Birmingham,J01000007,Birmingham 024,E02001850,2020-03,Median,"172,000"
Birmingham,J01000007,Birmingham 024,E02001850,2020-06,Median,"176,750"
Birmingham,J01000007,Birmingham 024,E02001850,2020-09,Median,"175,000"
Birmingham,J01000007,Birmingham 024,E02001850,2020-12,Median,"175,000"
Birmingham,J01000007,Birmingham 024,E02001850,2021-03,Median,"181,500"
Birmingham,J01000007,Birmingham 024,E02001850,2021-06,Median,"181,500"
Birmingham,J01000007,Birmingham 024,E02001850,2021-09,Median,"183,000"
Birmingham,J01000007,Birmingham 024,E02001850,2021-12,Median,"190,000"
Birmingham,J01000007,Birmingham 024,E02001850,2022-03,Median,"190,000"
Birmingham,J01000007,Birmingham 025,E02001851,2019-03,Mean,"190,876"
Birmingham,J01000007,Birmingham 025,E02001851,2019-06,Mean,"193,265"
Birmingham,J01000007,Birmingham 025,E02001851,2019-09,Mean,"195,740"
Birmingham,J01000007,Birmingham 025,E02001851,2019-12,Mean,"208,296"
Birmingham,J01000007,Birmingham 025,E02001851,2020-03,Mean,"208,895"
Birmingham,J01000007,Birmingham 025,E02001851,2020-06,Mean,"215,545"
Birmingham,J01000007,Birmingham 025,E02001851,2020-09,Mean,"209,970"
Birmingham,J01000007,Birmingham 025,E02001851,2020-12,Mean,"214,078"
Birmingham,J01000007,Birmingham 025,E02001851,2021-03,Mean,"218,499"
Birmingham,J01000007,Birmingham 025,E02001851,2021-06,Mean,"218,462"
Birmingham,J01000007,Birmingham 025,E02001851,2021-09,Mean,"225,536"
Birmingham,J01000007,Birmingham 025,E02001851,2021-12,Mean,"223,811"
Birmingham,J01000007,Birmingham 025,E02001851,2022-03,Mean,"220,605"
Birmingham,J01000007,Birmingham 025,E02001851,2019-03,Median,"185,000"
Birmingham,J01000007,Birmingham 025,E02001851,2019-06,Median,"189,000"
Birmingham,J01000007,Birmingham 025,E02001851,2019-09,Median,"193,000"
Birmingham,J01000007,Birmingham 025,E02001851,2019-12,Median,"200,000"
Birmingham,J01000007,Birmingham 025,E02001851,2020-03,Median,"197,750"
Birmingham,J01000007,Birmingham 025,E02001851,2020-06,Median,"205,000"
Birmingham,J01000007,Birmingham 025,E02001851,2020-09,Median,"196,250"
Birmingham,J01000007,Birmingham 025,E02001851,2020-12,Median,"200,000"
Birmingham,J01000007,Birmingham 025,E02001851,2021-03,Median,"200,000"
Birmingham,J01000007,Birmingham 025,E02001851,2021-06,Median,"204,500"
Birmingham,J01000007,Birmingham 025,E02001851,2021-09,Median,"212,250"
Birmingham,J01000007,Birmingham 025,E02001851,2021-12,Median,"213,750"
Birmingham,J01000007,Birmingham 025,E02001851,2022-03,Median,"211,250"
Birmingham,J01000007,Birmingham 026,E02001852,2019-03,Mean,"150,352"
Birmingham,J01000007,Birmingham 026,E02001852,2019-06,Mean,"153,769"
Birmingham,J01000007,Birmingham 026,E02001852,2019-09,Mean,"153,221"
Birmingham,J01000007,Birmingham 026,E02001852,2019-12,Mean,"150,038"
Birmingham,J01000007,Birmingham 026,E02001852,2020-03,Mean,"145,501"
Birmingham,J01000007,Birmingham 026,E02001852,2020-06,Mean,"140,359"
Birmingham,J01000007,Birmingham 026,E02001852,2020-09,Mean,"142,595"
Birmingham,J01000007,Birmingham 026,E02001852,2020-12,Mean,"145,928"
Birmingham,J01000007,Birmingham 026,E02001852,2021-03,Mean,"149,938"
Birmingham,J01000007,Birmingham 026,E02001852,2021-06,Mean,"158,040"
Birmingham,J01000007,Birmingham 026,E02001852,2021-09,Mean,"166,466"
Birmingham,J01000007,Birmingham 026,E02001852,2021-12,Mean,"173,642"
Birmingham,J01000007,Birmingham 026,E02001852,2022-03,Mean,"178,337"
Birmingham,J01000007,Birmingham 026,E02001852,2019-03,Median,"150,500"
Birmingham,J01000007,Birmingham 026,E02001852,2019-06,Median,"155,000"
Birmingham,J01000007,Birmingham 026,E02001852,2019-09,Median,"155,000"
Birmingham,J01000007,Birmingham 026,E02001852,2019-12,Median,"155,000"
Birmingham,J01000007,Birmingham 026,E02001852,2020-03,Median,"154,000"
Birmingham,J01000007,Birmingham 026,E02001852,2020-06,Median,"143,000"
Birmingham,J01000007,Birmingham 026,E02001852,2020-09,Median,"148,750"
Birmingham,J01000007,Birmingham 026,E02001852,2020-12,Median,"155,000"
Birmingham,J01000007,Birmingham 026,E02001852,2021-03,Median,"161,475"
Birmingham,J01000007,Birmingham 026,E02001852,2021-06,Median,"164,000"
Birmingham,J01000007,Birmingham 026,E02001852,2021-09,Median,"168,000"
Birmingham,J01000007,Birmingham 026,E02001852,2021-12,Median,"175,000"
Birmingham,J01000007,Birmingham 026,E02001852,2022-03,Median,"177,250"
Birmingham,J01000007,Birmingham 028,E02001854,2019-03,Mean,"169,313"
Birmingham,J01000007,Birmingham 028,E02001854,2019-06,Mean,"173,860"
Birmingham,J01000007,Birmingham 028,E02001854,2019-09,Mean,"174,691"
Birmingham,J01000007,Birmingham 028,E02001854,2019-12,Mean,"174,061"
Birmingham,J01000007,Birmingham 028,E02001854,2020-03,Mean,"173,771"
Birmingham,J01000007,Birmingham 028,E02001854,2020-06,Mean,"174,315"
Birmingham,J01000007,Birmingham 028,E02001854,2020-09,Mean,"182,795"
Birmingham,J01000007,Birmingham 028,E02001854,2020-12,Mean,"193,141"
Birmingham,J01000007,Birmingham 028,E02001854,2021-03,Mean,"199,479"
Birmingham,J01000007,Birmingham 028,E02001854,2021-06,Mean,"205,499"
Birmingham,J01000007,Birmingham 028,E02001854,2021-09,Mean,"205,398"
Birmingham,J01000007,Birmingham 028,E02001854,2021-12,Mean,"199,577"
Birmingham,J01000007,Birmingham 028,E02001854,2022-03,Mean,"203,207"
Birmingham,J01000007,Birmingham 028,E02001854,2019-03,Median,"160,000"
Birmingham,J01000007,Birmingham 028,E02001854,2019-06,Median,"166,000"
Birmingham,J01000007,Birmingham 028,E02001854,2019-09,Median,"170,000"
Birmingham,J01000007,Birmingham 028,E02001854,2019-12,Median,"170,000"
Birmingham,J01000007,Birmingham 028,E02001854,2020-03,Median,"172,000"
Birmingham,J01000007,Birmingham 028,E02001854,2020-06,Median,"169,000"
Birmingham,J01000007,Birmingham 028,E02001854,2020-09,Median,"174,653"
Birmingham,J01000007,Birmingham 028,E02001854,2020-12,Median,"180,000"
Birmingham,J01000007,Birmingham 028,E02001854,2021-03,Median,"188,500"
Birmingham,J01000007,Birmingham 028,E02001854,2021-06,Median,"204,000"
Birmingham,J01000007,Birmingham 028,E02001854,2021-09,Median,"202,500"
