CityName,CityCode,MSOAName,MSOACode,BuildingNum,Area,BuildingDensity
Bristol,J01000015,Bristol 023,E02003034,4048,1.25808450477219,3217.58990325773
Bristol,J01000015,Bristol 025,E02003036,1965,0.801458833194733,2451.779079116541
Bristol,J01000015,Bristol 026,E02003037,1887,0.830812035701752,2271.271862842153
Bristol,J01000015,Bristol 027,E02003038,3720,0.93529477407074,3977.3556991120768
Bristol,J01000015,Bristol 028,E02003039,3790,1.15477030902863,3282.0379692547453
Bristol,J01000015,Bristol 029,E02003040,3953,1.33214868921661,2967.3864726951924
Bristol,J01000015,Bristol 030,E02003041,1511,1.12520826313019,1342.8625166656573
Bristol,J01000015,Bristol 032,E02003043,2918,2.46967286108398,1181.5330062457106
Bristol,J01000015,Bristol 033,E02003044,3088,1.37196710213089,2250.7828323316426
Bristol,J01000015,Bristol 034,E02003045,1487,0.632237085865021,2351.965794549208
Bristol,J01000015,Bristol 035,E02003046,4268,1.79357972352219,2379.5987120207856
Bristol,J01000015,Bristol 036,E02003047,3759,1.90183522476196,1976.511924407378
Bristol,J01000015,Bristol 037,E02003048,2485,0.891454152355194,2787.5802624674616
Bristol,J01000015,Bristol 038,E02003049,519,3.13531538164902,165.53358652137632
Bristol,J01000015,Bristol 039,E02003050,2040,1.47889352460098,1379.4096505699504
Bristol,J01000015,Bristol 040,E02003051,476,0.958086891971588,496.823413396742
Bristol,J01000015,Bristol 041,E02003052,2657,1.74644729912567,1521.374278702932
Bristol,J01000015,Bristol 042,E02003053,2430,1.43440203102875,1694.0857217395387
Bristol,J01000015,Bristol 043,E02003054,1725,2.44498020298767,705.5271850022007
Bristol,J01000015,Bristol 044,E02003055,1733,1.4162599314537,1223.6454350729152
Bristol,J01000015,Bristol 045,E02003056,3063,1.81834921733093,1684.4949093420212
Bristol,J01000015,Bristol 046,E02003057,2107,2.3912021493454,881.1467489592206
Bristol,J01000015,Bristol 047,E02003058,749,2.64296882270432,283.39342998136976
Bristol,J01000015,Bristol 048,E02003059,293,1.63835197979736,178.83824941954157
Bristol,J01000015,Bristol 049,E02003060,814,3.05870667388535,266.1255513481484
Bristol,J01000015,Bristol 050,E02003061,1013,1.18422881224823,855.4090134632376
Bristol,J01000015,Bristol 051,E02003062,470,1.27088001701736,369.82248025509705
Bristol,J01000015,Bristol 052,E02003063,375,1.70879233220673,219.4532319300181
Bristol,J01000015,Bristol 053,E02003064,2714,2.09391154059601,1296.1388040430247
Bristol,J01000015,South Gloucestershire 020,E02003109,2863,1.48876125828552,1923.075297712324
Bristol,J01000015,South Gloucestershire 021,E02003110,5754,3.40840228265762,1688.1810076460388
Bristol,J01000015,South Gloucestershire 022,E02003111,3380,1.50279275486755,2249.145791428772
Bristol,J01000015,South Gloucestershire 023,E02003112,2644,1.1830840834045402,2234.8369292497014
Bristol,J01000015,South Gloucestershire 025,E02003114,3591,1.36249975310898,2635.596807857016
Bristol,J01000015,South Gloucestershire 026,E02003115,5421,1.5451569797515898,3508.3813949256582
Bristol,J01000015,South Gloucestershire 027,E02003116,3465,1.3767790171051,2516.743759856045
Bristol,J01000015,South Gloucestershire 028,E02003117,4169,1.68281130718613,2477.401941737061
Bristol,J01000015,South Gloucestershire 029,E02003118,5166,3.49917874601364,1476.346415822641
Bristol,J01000015,South Gloucestershire 030,E02003119,4604,3.94047489451218,1168.3870912137768
Bristol,J01000015,South Gloucestershire 031,E02003120,4684,3.19216963038635,1467.3405684374902
Bristol,J01000015,South Gloucestershire 032,E02003121,5032,4.79011875366592,1050.4958767773692
Bristol,J01000015,Bristol 054,E02006887,1228,1.95349468144608,628.6170173194275
Bristol,J01000015,Bristol 055,E02006888,2386,0.730078413146973,3268.142102319181
Bristol,J01000015,Bristol 056,E02006889,1932,1.59040369217682,1214.7859122205818
Bristol,J01000015,Bristol 057,E02006890,3482,1.01317290073776,3436.72831899128
Cambridge,J01000019,Cambridge 001,E02003719,2546,1.57140563116455,1620.205470508076
Cambridge,J01000019,Cambridge 002,E02003720,2544,1.50028999453735,1695.672176221173
Cambridge,J01000019,Cambridge 003,E02003721,3153,2.6040103985900904,1210.8246578842975
Cambridge,J01000019,Cambridge 004,E02003722,2363,1.52084392666626,1553.7426020957812
Cambridge,J01000019,Cambridge 005,E02003723,1885,3.41490321772766,551.9922175874472
Cambridge,J01000019,Cambridge 006,E02003724,3030,3.95320425028992,766.4668476914103
Cambridge,J01000019,Cambridge 007,E02003725,2661,6.13976417488098,433.4042683409064
Cambridge,J01000019,Cambridge 008,E02003726,2043,1.05229985423279,1941.4618293276387
Cambridge,J01000019,Cambridge 009,E02003727,2587,1.4912714559631302,1734.7612935628806
Cambridge,J01000019,Cambridge 010,E02003728,2390,1.93670510891724,1234.0546782241852
Cambridge,J01000019,Cambridge 011,E02003729,2784,3.6647737719574,759.6648997280483
Cambridge,J01000019,Cambridge 012,E02003730,2800,7.33129506016541,381.9243362900232
Cambridge,J01000019,Cambridge 013,E02003731,2685,4.51649414768982,594.4876517493935
Cambridge,J01000019,South Cambridgeshire 007,E02003781,3891,28.2972738802643,137.50441178412404
Cambridge,J01000019,South Cambridgeshire 009,E02003783,3260,31.7234947147446,102.76295311451928
Cambridge,J01000019,South Cambridgeshire 011,E02003785,2968,46.0433564368439,64.46098264080952
Cambridge,J01000019,South Cambridgeshire 012,E02003786,2156,15.7988556134491,136.46558034017735
Carlisle,J01000021,Carlisle 003,E02003989,350,3.9584995956420896,88.41733882840732
Carlisle,J01000021,Carlisle 004,E02003990,1265,35.574495143035904,35.55918348001173
Carlisle,J01000021,Carlisle 005,E02003991,684,57.9391698707428,11.80548498582123
Carlisle,J01000021,Carlisle 006,E02003992,711,3.7995477216491698,187.12753519289788
Carlisle,J01000021,Carlisle 008,E02003994,253,2.09895114846802,120.53639275247512
Carlisle,J01000021,Carlisle 009,E02003995,289,2.2273313013916,129.75168975510627
Carlisle,J01000021,Carlisle 010,E02003996,415,3.25069096166992,127.66516561968392
Carlisle,J01000021,Carlisle 011,E02003997,979,2.40838944132996,406.49572000256615
Carlisle,J01000021,Carlisle 012,E02003998,139,1.56791002714539,88.65304615282668
Carlisle,J01000021,Carlisle 013,E02003999,1255,86.3115740289917,14.540344259953487
Coventry,J01000028,Coventry 001,E02001958,1849,2.68118118268585,689.6214295177845
Coventry,J01000028,Coventry 002,E02001959,1487,4.2863168059082,346.9178941580659
Coventry,J01000028,Coventry 004,E02001961,1236,1.51020747117615,818.4305955243374
Coventry,J01000028,Coventry 005,E02001962,904,1.42754187774658,633.2563787389499
Coventry,J01000028,Coventry 006,E02001963,1170,1.2851987744140598,910.365013795955
Coventry,J01000028,Coventry 007,E02001964,1693,3.29480430976105,513.8393181605319
Coventry,J01000028,Coventry 008,E02001965,1774,2.25911007432556,785.2649679009617
Coventry,J01000028,Coventry 009,E02001966,964,1.17486132144165,820.5223734977452
Coventry,J01000028,Coventry 010,E02001967,2946,16.3506281602478,180.17656392935496
Coventry,J01000028,Coventry 011,E02001968,1077,1.5878299036026,678.2842403688287
Coventry,J01000028,Coventry 012,E02001969,1254,0.9310237552795412,1346.9044080658125
Coventry,J01000028,Coventry 013,E02001970,1038,1.75044749552917,592.9912223309542
Coventry,J01000028,Coventry 014,E02001971,1579,1.1136903350296,1417.8088381794505
Coventry,J01000028,Coventry 015,E02001972,1189,1.88985236573792,629.149674099404
Coventry,J01000028,Coventry 016,E02001973,1696,1.29310591177368,1311.5708346532056
Coventry,J01000028,Coventry 017,E02001974,3809,2.0387829683914203,1868.2714438237945
Coventry,J01000028,Coventry 018,E02001975,3102,1.19564477168274,2594.416061916344
Coventry,J01000028,Coventry 019,E02001976,3009,3.36562946766663,894.037810432567
Coventry,J01000028,Coventry 020,E02001977,2208,1.47084640218353,1501.176463240578
Coventry,J01000028,Coventry 021,E02001978,1633,0.998949387413025,1634.7174547340917
Coventry,J01000028,Coventry 022,E02001979,2409,1.38675619406128,1737.1474598898003
Coventry,J01000028,Coventry 023,E02001980,2387,1.37585707926941,1734.9185725508016
Coventry,J01000028,Coventry 024,E02001981,3489,1.2403334405365,2812.953263995568
Coventry,J01000028,Coventry 025,E02001982,3703,2.05875176339722,1798.6626973858893
Coventry,J01000028,Coventry 026,E02001983,3095,2.05848592858124,1503.532259816394
