CityName,CityCode,Date,ActualCost,PerCitizenCost
Birmingham,J01000007,2019-01,24262.939459999998,0.02182725761050172
Birmingham,J01000007,2021-01,16998.30515,0.015291897589846608
Birmingham,J01000007,2021-02,16510.65426,0.014853200472476787
Birmingham,J01000007,2021-03,20890.81777,0.018793652842912265
Birmingham,J01000007,2021-04,18987.72177,0.017081602795637595
Birmingham,J01000007,2021-05,17709.765900000002,0.015931936983903223
Birmingham,J01000007,2021-06,19895.89016,0.01789860295486911
Birmingham,J01000007,2021-07,16164.67104,0.014541949443544332
Birmingham,J01000007,2021-08,18664.36664,0.016790708292363454
Birmingham,J01000007,2021-10,18924.22069,0.017024476393703067
Birmingham,J01000007,2021-11,18200.65667,0.01637354873968706
Birmingham,J01000007,2021-12,15817.51288,0.014229641423223872
Birmingham,J01000007,2022-01,17766.60529,0.01598307044240272
Birmingham,J01000007,2022-02,18074.50495,0.01626006100276271
Birmingham,J01000007,2022-03,22451.72839,0.02019786844778061
Birmingham,J01000007,2022-04,20595.89262,0.018528334321408362
Birmingham,J01000007,2022-05,23400.00507,0.021050950549168803
Birmingham,J01000007,2022-06,23853.38199,0.02145881435494594
Birmingham,J01000007,2022-07,24732.900840000002,0.022250041013360155
Birmingham,J01000007,2022-08,24568.58636,0.022102221558507686
Birmingham,J01000007,2020-12,17475.22745,0.01572094312736092
Birmingham,J01000007,2020-11,17339.39893,0.015598750014618712
Birmingham,J01000007,2021-09,17279.9316,0.015545252426931177
Birmingham,J01000007,2020-09,20400.99641,0.018353003142348476
Birmingham,J01000007,2020-10,18019.5832,0.01621065267828307
Birmingham,J01000007,2019-03,22664.691189999998,0.020389452567450738
Birmingham,J01000007,2019-04,21864.79643,0.019669856781598234
Birmingham,J01000007,2019-05,25285.46697,0.022747136729492648
Birmingham,J01000007,2019-06,24909.707430000002,0.02240909853372065
Birmingham,J01000007,2019-07,24240.30621,0.021806896442839934
Birmingham,J01000007,2019-08,27120.43683,0.024397899610377576
Birmingham,J01000007,2019-09,25483.0389,0.022924875021253358
Birmingham,J01000007,2019-10,27152.75514,0.024426973584661237
Birmingham,J01000007,2019-11,23542.01787,0.021178707121067227
Birmingham,J01000007,2019-02,20458.362110000002,0.018404610076206224
Birmingham,J01000007,2020-01,22661.9137,0.020386953901127127
Birmingham,J01000007,2020-02,21858.8828,0.01966453680272115
Birmingham,J01000007,2020-03,20326.47838,0.018285965748131728
Birmingham,J01000007,2020-04,18101.0337,0.016283926613163677
Birmingham,J01000007,2020-05,15988.97502,0.014383891006478114
Birmingham,J01000007,2020-06,20339.430220000002,0.018297617392759376
Birmingham,J01000007,2020-07,19127.94794,0.017207752091825304
Birmingham,J01000007,2020-08,18172.68461,0.01634838470873677
Birmingham,J01000007,2019-12,20284.6567,0.01824834241792605
Bradford,J01000013,2020-12,6071.1529199999995,0.011851979744186409
Bradford,J01000013,2021-07,5546.7409,0.010828233394761912
Bradford,J01000013,2021-06,6789.2506300000005,0.013253835310240353
Bradford,J01000013,2021-05,6615.49122,0.01291462576720651
Bradford,J01000013,2021-01,5312.66561,0.010371276432509253
Bradford,J01000013,2021-03,7434.259440000001,0.014513008230388407
Bradford,J01000013,2021-02,5476.0929,0.01069031582358545
Bradford,J01000013,2021-08,5881.49952,0.011481742281082601
Bradford,J01000013,2021-04,6312.82018,0.012323757593977917
Bradford,J01000013,2021-10,6370.82974,0.01243700266277272
Bradford,J01000013,2022-03,7408.7016300000005,0.014463114799862568
Bradford,J01000013,2021-12,5507.7684,0.010752152082584997
Bradford,J01000013,2022-01,5913.39484,0.011544007668160735
Bradford,J01000013,2022-02,5210.84838,0.010172510932204714
Bradford,J01000013,2022-04,6693.86617,0.013067627731098999
Bradford,J01000013,2022-05,8210.13262,0.01602765187955834
Bradford,J01000013,2022-06,8562.16079,0.016714874025862473
Bradford,J01000013,2022-07,8856.0689,0.017288635387546658
Bradford,J01000013,2022-08,9728.85627,0.018992472923271542
Bradford,J01000013,2021-11,6243.77562,0.012188970225359592
Bradford,J01000013,2020-11,5524.09421,0.010784022992769128
Bradford,J01000013,2021-09,5320.07299,0.010385736967250238
Bradford,J01000013,2020-09,6216.59526,0.012135909286127032
Bradford,J01000013,2019-02,6544.69229,0.012776413553591229
Bradford,J01000013,2019-03,6638.75581,0.012960042420858646
Bradford,J01000013,2019-04,6427.05842,0.012546771134294327
Bradford,J01000013,2019-05,8585.8573,0.016761133864846713
Bradford,J01000013,2019-06,8653.43895,0.016893065370679826
Bradford,J01000013,2019-07,8845.90682,0.017268797184176416
Bradford,J01000013,2019-08,9356.63129,0.018265822980275178
Bradford,J01000013,2019-09,8400.27055,0.016398835232153176
Bradford,J01000013,2019-10,8954.28364,0.01748036818103731
Bradford,J01000013,2019-11,6865.643959999999,0.01340296879636426
Bradford,J01000013,2019-01,6709.135969999999,0.013097437120301102
Bradford,J01000013,2019-12,5989.03232,0.011691665599475255
Bradford,J01000013,2020-08,6087.25264,0.011883409286127031
Bradford,J01000013,2020-07,6237.35963,0.012176445061766957
Bradford,J01000013,2020-06,7033.56304,0.013730776967406412
Bradford,J01000013,2020-05,5571.26475,0.010876108349861786
Bradford,J01000013,2020-10,5815.411700000001,0.011352726999422157
Bradford,J01000013,2020-03,7737.2683,0.01510453588886633
Bradford,J01000013,2020-02,6618.26933,0.012920049136355827
Bradford,J01000013,2020-01,7719.64939,0.015070140615483124
Bradford,J01000013,2020-04,6197.52103,0.01209867296700036
Brighton & Hove,J01000014,2020-12,2841.24522,0.009739030294305163
