CityName,CityCode,MSOAName,MSOACode,WindSpeed,Time
Birmingham,J01000007,Birmingham 019,E02001845,2.8120105748491855,2019-10
Birmingham,J01000007,Birmingham 019,E02001845,2.903506881671479,2019-11
Birmingham,J01000007,Birmingham 019,E02001845,3.4695573923035172,2019-12
Birmingham,J01000007,Birmingham 019,E02001845,3.6929400689297123,2020-01
Birmingham,J01000007,Birmingham 019,E02001845,5.057047793772007,2020-02
Birmingham,J01000007,Birmingham 019,E02001845,3.877150740753903,2020-03
Birmingham,J01000007,Birmingham 019,E02001845,2.9106776027337538,2020-04
Birmingham,J01000007,Birmingham 019,E02001845,2.77938219952398,2020-05
Birmingham,J01000007,Birmingham 019,E02001845,2.9238024739234403,2020-06
Birmingham,J01000007,Birmingham 019,E02001845,2.9695113357293743,2020-07
Birmingham,J01000007,Birmingham 019,E02001845,3.12469370153441,2020-08
Birmingham,J01000007,Birmingham 019,E02001845,2.6975772937191285,2020-09
Birmingham,J01000007,Birmingham 019,E02001845,3.2067130366375807,2020-10
Birmingham,J01000007,Birmingham 019,E02001845,3.1928427058071387,2020-11
Birmingham,J01000007,Birmingham 019,E02001845,3.304692187648109,2020-12
Birmingham,J01000007,Birmingham 019,E02001845,2.9878312600135186,2021-01
Birmingham,J01000007,Birmingham 019,E02001845,3.9176230123077014,2021-02
Birmingham,J01000007,Birmingham 019,E02001845,3.55897513938058,2021-03
Birmingham,J01000007,Birmingham 019,E02001845,2.602557697038721,2021-04
Birmingham,J01000007,Birmingham 019,E02001845,2.965296820286677,2021-05
Birmingham,J01000007,Birmingham 019,E02001845,2.5579076113068884,2021-06
Birmingham,J01000007,Birmingham 019,E02001845,2.20651402434284,2021-07
Birmingham,J01000007,Birmingham 019,E02001845,2.5329547873452762,2021-08
Birmingham,J01000007,Birmingham 019,E02001845,2.2478907232922647,2021-09
Birmingham,J01000007,Birmingham 019,E02001845,3.2094463241331423,2021-10
Birmingham,J01000007,Birmingham 019,E02001845,2.9021099396801393,2021-11
Birmingham,J01000007,Birmingham 019,E02001845,3.3096468234897034,2021-12
Birmingham,J01000007,Birmingham 020,E02001846,3.133826972771795,2019-01
Birmingham,J01000007,Birmingham 020,E02001846,3.381236739805344,2019-02
Birmingham,J01000007,Birmingham 020,E02001846,4.29234089274946,2019-03
Birmingham,J01000007,Birmingham 020,E02001846,3.237925219932722,2019-04
Birmingham,J01000007,Birmingham 020,E02001846,2.6600891470767465,2019-05
Birmingham,J01000007,Birmingham 020,E02001846,3.039272306751603,2019-06
Birmingham,J01000007,Birmingham 020,E02001846,2.5011005855007022,2019-07
Birmingham,J01000007,Birmingham 020,E02001846,3.017590723784088,2019-08
Birmingham,J01000007,Birmingham 020,E02001846,2.7625553468717587,2019-09
Birmingham,J01000007,Birmingham 020,E02001846,2.929428473055486,2019-10
Birmingham,J01000007,Birmingham 020,E02001846,2.991855501630077,2019-11
Birmingham,J01000007,Birmingham 020,E02001846,3.588872284466441,2019-12
Birmingham,J01000007,Birmingham 020,E02001846,3.8331339728901064,2020-01
Birmingham,J01000007,Birmingham 020,E02001846,5.1621054805543976,2020-02
Birmingham,J01000007,Birmingham 020,E02001846,3.984327661709582,2020-03
Birmingham,J01000007,Birmingham 020,E02001846,2.9553317750867323,2020-04
Birmingham,J01000007,Birmingham 020,E02001846,2.849772890121331,2020-05
Birmingham,J01000007,Birmingham 020,E02001846,3.0077893216793474,2020-06
Birmingham,J01000007,Birmingham 020,E02001846,3.0441208625694385,2020-07
Birmingham,J01000007,Birmingham 020,E02001846,3.257399682629429,2020-08
Birmingham,J01000007,Birmingham 020,E02001846,2.797086032585316,2020-09
Birmingham,J01000007,Birmingham 020,E02001846,3.3310163533705546,2020-10
Birmingham,J01000007,Birmingham 020,E02001846,3.2863519494134863,2020-11
Birmingham,J01000007,Birmingham 020,E02001846,3.4231979215874695,2020-12
Birmingham,J01000007,Birmingham 020,E02001846,3.0680260828607326,2021-01
Birmingham,J01000007,Birmingham 020,E02001846,4.041695259976304,2021-02
Birmingham,J01000007,Birmingham 020,E02001846,3.674752471250906,2021-03
Birmingham,J01000007,Birmingham 020,E02001846,2.648767119006499,2021-04
Birmingham,J01000007,Birmingham 020,E02001846,3.079046292217022,2021-05
Birmingham,J01000007,Birmingham 020,E02001846,2.6501993295536233,2021-06
Birmingham,J01000007,Birmingham 020,E02001846,2.286433145247024,2021-07
Birmingham,J01000007,Birmingham 020,E02001846,2.6372729959451617,2021-08
Birmingham,J01000007,Birmingham 020,E02001846,2.3275351758995555,2021-09
Birmingham,J01000007,Birmingham 020,E02001846,3.3321794458943286,2021-10
Birmingham,J01000007,Birmingham 020,E02001846,2.9906038734643663,2021-11
Birmingham,J01000007,Birmingham 020,E02001846,3.390946715465725,2021-12
Birmingham,J01000007,Birmingham 022,E02001848,3.0926469538513865,2019-01
Birmingham,J01000007,Birmingham 022,E02001848,3.3430168749506555,2019-02
Birmingham,J01000007,Birmingham 022,E02001848,4.2398738763524255,2019-03
Birmingham,J01000007,Birmingham 022,E02001848,3.2112473432749304,2019-04
Birmingham,J01000007,Birmingham 022,E02001848,2.6233995645985018,2019-05
Birmingham,J01000007,Birmingham 022,E02001848,2.9988393810533007,2019-06
Birmingham,J01000007,Birmingham 022,E02001848,2.4820825618857816,2019-07
Birmingham,J01000007,Birmingham 022,E02001848,2.9781011447376375,2019-08
Birmingham,J01000007,Birmingham 022,E02001848,2.7249198432943094,2019-09
Birmingham,J01000007,Birmingham 022,E02001848,2.8863071066638146,2019-10
Birmingham,J01000007,Birmingham 022,E02001848,2.9549389554170795,2019-11
Birmingham,J01000007,Birmingham 022,E02001848,3.54596472100954,2019-12
Birmingham,J01000007,Birmingham 022,E02001848,3.7833202838964595,2020-01
Birmingham,J01000007,Birmingham 022,E02001848,5.117980711726345,2020-02
Birmingham,J01000007,Birmingham 022,E02001848,3.942978951696216,2020-03
Birmingham,J01000007,Birmingham 022,E02001848,2.9349162203767194,2020-04
Birmingham,J01000007,Birmingham 022,E02001848,2.8211911909437415,2020-05
Birmingham,J01000007,Birmingham 022,E02001848,2.973952032761055,2020-06
Birmingham,J01000007,Birmingham 022,E02001848,3.0142926937921337,2020-07
Birmingham,J01000007,Birmingham 022,E02001848,3.2070983376232087,2020-08
Birmingham,J01000007,Birmingham 022,E02001848,2.756809331663841,2020-09
Birmingham,J01000007,Birmingham 022,E02001848,3.2845708173796213,2020-10
Birmingham,J01000007,Birmingham 022,E02001848,3.248072448304432,2020-11
Birmingham,J01000007,Birmingham 022,E02001848,3.3789916878680173,2020-12
Birmingham,J01000007,Birmingham 022,E02001848,3.0366353723772033,2021-01
Birmingham,J01000007,Birmingham 022,E02001848,3.9938118303084,2021-02
Birmingham,J01000007,Birmingham 022,E02001848,3.631600849505752,2021-03
Birmingham,J01000007,Birmingham 022,E02001848,2.6287769237811425,2021-04
Birmingham,J01000007,Birmingham 022,E02001848,3.036480844277926,2021-05
Birmingham,J01000007,Birmingham 022,E02001848,2.6155500251584165,2021-06
Birmingham,J01000007,Birmingham 022,E02001848,2.2579572251514093,2021-07
Birmingham,J01000007,Birmingham 022,E02001848,2.598138845411027,2021-08
Birmingham,J01000007,Birmingham 022,E02001848,2.295313450572004,2021-09
Birmingham,J01000007,Birmingham 022,E02001848,3.2850473551295076,2021-10
Birmingham,J01000007,Birmingham 022,E02001848,2.955611319722553,2021-11
Birmingham,J01000007,Birmingham 022,E02001848,3.3585500653087057,2021-12
Birmingham,J01000007,Birmingham 023,E02001849,3.31896352600618,2019-01
Birmingham,J01000007,Birmingham 023,E02001849,3.5666057214650486,2019-02
Birmingham,J01000007,Birmingham 023,E02001849,4.513449359247366,2019-03
Birmingham,J01000007,Birmingham 023,E02001849,3.375559141958126,2019-04
Birmingham,J01000007,Birmingham 023,E02001849,2.7802020173680675,2019-05
Birmingham,J01000007,Birmingham 023,E02001849,3.190011574907118,2019-06
Birmingham,J01000007,Birmingham 023,E02001849,2.606372685361666,2019-07
Birmingham,J01000007,Birmingham 023,E02001849,3.1712833458018763,2019-08
Birmingham,J01000007,Birmingham 023,E02001849,2.9239436155583536,2019-09
Birmingham,J01000007,Birmingham 023,E02001849,3.1165365897799244,2019-10
Birmingham,J01000007,Birmingham 023,E02001849,3.1649040756839435,2019-11
Birmingham,J01000007,Birmingham 023,E02001849,3.7915909793923657,2019-12
Birmingham,J01000007,Birmingham 023,E02001849,4.058596986964967,2020-01
Birmingham,J01000007,Birmingham 023,E02001849,5.412782125708048,2020-02
Birmingham,J01000007,Birmingham 023,E02001849,4.188159468998274,2020-03
Birmingham,J01000007,Birmingham 023,E02001849,3.0817745072715237,2020-04
Birmingham,J01000007,Birmingham 023,E02001849,2.9710965812867443,2020-05
Birmingham,J01000007,Birmingham 023,E02001849,3.1370880352752826,2020-06
Birmingham,J01000007,Birmingham 023,E02001849,3.1754205942689184,2020-07
Birmingham,J01000007,Birmingham 023,E02001849,3.4171995061752067,2020-08
Birmingham,J01000007,Birmingham 023,E02001849,2.9633461826371845,2020-09
Birmingham,J01000007,Birmingham 023,E02001849,3.5406097629815716,2020-10
Birmingham,J01000007,Birmingham 023,E02001849,3.486642203836657,2020-11
Birmingham,J01000007,Birmingham 023,E02001849,3.626163425272862,2020-12
Birmingham,J01000007,Birmingham 023,E02001849,3.241388193297215,2021-01
Birmingham,J01000007,Birmingham 023,E02001849,4.26345020759045,2021-02
Birmingham,J01000007,Birmingham 023,E02001849,3.875232974874937,2021-03
Birmingham,J01000007,Birmingham 023,E02001849,2.773607152090254,2021-04
Birmingham,J01000007,Birmingham 023,E02001849,3.2318538805528325,2021-05
Birmingham,J01000007,Birmingham 023,E02001849,2.7833823129580932,2021-06
Birmingham,J01000007,Birmingham 023,E02001849,2.3846724996695587,2021-07
Birmingham,J01000007,Birmingham 023,E02001849,2.774886810674982,2021-08
Birmingham,J01000007,Birmingham 023,E02001849,2.473395607632182,2021-09
Birmingham,J01000007,Birmingham 023,E02001849,3.5611103089126375,2021-10
Birmingham,J01000007,Birmingham 023,E02001849,3.1875261188004496,2021-11
Birmingham,J01000007,Birmingham 023,E02001849,3.586260865359857,2021-12
Birmingham,J01000007,Birmingham 024,E02001850,3.0155045863223697,2019-01
Birmingham,J01000007,Birmingham 024,E02001850,3.2816812032998564,2019-02
Birmingham,J01000007,Birmingham 024,E02001850,4.14037743172158,2019-03
Birmingham,J01000007,Birmingham 024,E02001850,3.1771739891123727,2019-04
Birmingham,J01000007,Birmingham 024,E02001850,2.5453767110346455,2019-05
Birmingham,J01000007,Birmingham 024,E02001850,2.9209748010426115,2019-06
Birmingham,J01000007,Birmingham 024,E02001850,2.454726555915764,2019-07
Birmingham,J01000007,Birmingham 024,E02001850,2.904649773444084,2019-08
Birmingham,J01000007,Birmingham 024,E02001850,2.662466193423058,2019-09
