CityName,CityCode,MSOAName,MSOACode,SunshineHours,Time
Birmingham,J01000007,Birmingham 022,E02001848,35.08097993872553,2021-01
Birmingham,J01000007,Birmingham 022,E02001848,71.43827109701452,2021-02
Birmingham,J01000007,Birmingham 022,E02001848,97.65090660556443,2021-03
Birmingham,J01000007,Birmingham 022,E02001848,209.1104305984206,2021-04
Birmingham,J01000007,Birmingham 022,E02001848,145.34868723689863,2021-05
Birmingham,J01000007,Birmingham 022,E02001848,187.62911463085112,2021-06
Birmingham,J01000007,Birmingham 022,E02001848,204.5694441759573,2021-07
Birmingham,J01000007,Birmingham 022,E02001848,105.95440660077452,2021-08
Birmingham,J01000007,Birmingham 022,E02001848,146.888356381933,2021-09
Birmingham,J01000007,Birmingham 022,E02001848,95.94103417335748,2021-10
Birmingham,J01000007,Birmingham 022,E02001848,49.480361238256314,2021-11
Birmingham,J01000007,Birmingham 022,E02001848,23.715207040785412,2021-12
Birmingham,J01000007,Birmingham 023,E02001849,47.066381800802546,2019-01
Birmingham,J01000007,Birmingham 023,E02001849,112.88214146059971,2019-02
Birmingham,J01000007,Birmingham 023,E02001849,130.82958849351434,2019-03
Birmingham,J01000007,Birmingham 023,E02001849,156.58976126567939,2019-04
Birmingham,J01000007,Birmingham 023,E02001849,192.57222759417527,2019-05
Birmingham,J01000007,Birmingham 023,E02001849,138.7383636612205,2019-06
Birmingham,J01000007,Birmingham 023,E02001849,182.0432172140579,2019-07
Birmingham,J01000007,Birmingham 023,E02001849,200.88381230944825,2019-08
Birmingham,J01000007,Birmingham 023,E02001849,170.8315631771496,2019-09
Birmingham,J01000007,Birmingham 023,E02001849,88.13916616206899,2019-10
Birmingham,J01000007,Birmingham 023,E02001849,47.171467037303884,2019-11
Birmingham,J01000007,Birmingham 023,E02001849,53.754619253067006,2019-12
Birmingham,J01000007,Birmingham 023,E02001849,49.615709744524366,2020-01
Birmingham,J01000007,Birmingham 023,E02001849,77.87662803889599,2020-02
Birmingham,J01000007,Birmingham 023,E02001849,146.84492516738283,2020-03
Birmingham,J01000007,Birmingham 023,E02001849,233.4222938823133,2020-04
Birmingham,J01000007,Birmingham 023,E02001849,286.20444044466865,2020-05
Birmingham,J01000007,Birmingham 023,E02001849,172.1251479712114,2020-06
Birmingham,J01000007,Birmingham 023,E02001849,152.97236469238825,2020-07
Birmingham,J01000007,Birmingham 023,E02001849,142.79479903824136,2020-08
Birmingham,J01000007,Birmingham 023,E02001849,178.4167642598768,2020-09
Birmingham,J01000007,Birmingham 023,E02001849,61.39377707439895,2020-10
Birmingham,J01000007,Birmingham 023,E02001849,59.39753768514259,2020-11
