MSOACode,MSOAName,CityCode,CityName,background,building,road,water,barren,forest,agricultural
E02002087,Solihull 007,J01000007,Birmingham,0.6979773239862351,0.160700218563988,0.0665671793619791,0.0047757975260416,2.531505766369048e-05,0.0691081019810267,0.0008460635230654
E02002088,Solihull 008,J01000007,Birmingham,0.645827552436516,0.1803236224763491,0.0833128493544907,0.0005796719031558,0.0,0.0898992743947979,5.702943469034522e-05
E02002089,Solihull 009,J01000007,Birmingham,0.6613524417468548,0.1063101387879239,0.0978697171897869,0.0114125744525508,0.0158443631493873,0.0946563925978314,0.0125543720756648
E02002148,Walsall 039,J01000007,Birmingham,0.6621333012650161,0.1453505280468233,0.0853310387232187,0.0011621472700111,0.0013811723716665,0.0976716902013499,0.0069701221219142
E02006698,Bromsgrove 003,J01000007,Birmingham,0.6562663666189533,0.1249460716770119,0.066295195279056,0.0184956171741224,0.0001466097897046,0.1337472575984589,0.0001028818626926
E02006699,Bromsgrove 004,J01000007,Birmingham,0.6823707997882517,0.1402209310009971,0.0581278754150048,0.0171887155669267,0.0,0.1010389501884642,0.0010527280403554
E02006700,Bromsgrove 005,J01000007,Birmingham,0.6891135578923181,0.0648935276657435,0.0264969580682807,0.0350077484414304,0.0174180494373427,0.1619295055283112,0.0051406529665731
E02006807,Birmingham 132,J01000007,Birmingham,0.6512196634659508,0.13478305721423,0.0423640224552014,0.0005709610321448,0.0,0.1688219202072435,0.0022403756252294
E02006809,Birmingham 133,J01000007,Birmingham,0.6618460095117963,0.1358397044832744,0.0391201443142361,0.008784324403793,0.0029939469837007,0.1497345424833752,0.0016813278198242
E02006895,Birmingham 134,J01000007,Birmingham,0.6062330095519243,0.2026979480384263,0.1018933012285305,0.0062337006624721,0.0194451329665632,0.063134773390287,0.0003621341617962
E02006896,Birmingham 135,J01000007,Birmingham,0.5441930649824454,0.3281935467728211,0.0956016265712103,0.0001931035089247,0.0045008716615968,0.0245074735088577,0.0028103129941439
E02006897,Birmingham 136,J01000007,Birmingham,0.5620869536019842,0.2439784268180631,0.0818503411692641,0.0011728870225136,0.0080319676730197,0.102879423715155,0.0
E02006898,Birmingham 137,J01000007,Birmingham,0.561175919389016,0.2909545574471702,0.0727319089723494,0.0192081589101479,0.0005443597295481,0.0553109397807192,7.415577104896496e-05
E02006899,Birmingham 138,J01000007,Birmingham,0.5027002210361291,0.3862156192004909,0.0744345361702286,0.0008981638941271,0.0072556418934087,0.0283735721047353,0.00012224570088
E02006900,Birmingham 139,J01000007,Birmingham,0.5314738010538036,0.3057638201220282,0.0956110132151636,0.0064536949683879,0.0,0.0575227244146939,0.0031749462259226
E02006901,Birmingham 140,J01000007,Birmingham,0.5132684126238697,0.2421358922484574,0.0999903032408723,0.0028620712099778,0.0052814986946584,0.1186228674905098,0.0178389544916543
