Date,NOx_1,NOx_2,PM10_1,PM10_2,PM2.5_2
2021-02-26,171,77,54,23,13
2021-02-27,200,100,53,29,21
2021-02-28,73,55,32,27,22
2021-03-01,27,19,13,10,9
2021-03-02,27,14,35,30,26
2021-03-03,42,21,52,48,42
2021-03-04,35,42,23,19,15
2021-03-05,31,28,15,10,4
2021-03-06,67,36,25,11,7
2021-03-07,70,25,37,28,21
2021-03-08,100,40,49,27,18
2021-03-09,71,38,29,22,12
2021-03-10,24,No data,12,13,9
2021-03-11,38,No data,14,9,4
2021-03-12,36,No data,12,8,4
2021-03-13,36,11,12,5,3
2021-03-14,31,9,13,7,4
2021-03-15,70,25,28,14,8
2021-03-16,83,33,28,13,8
2021-03-17,No data,No data,No data,21,12
2021-03-18,No data,No data,No data,20,12
2021-03-19,31,43,9,5,4
2021-03-20,65,21,24,12,9
2021-03-21,66,28,20,10,7
2021-03-22,118,61,35,20,13
2021-03-23,62,32,34,26,16
2021-03-24,69,29,30,20,13
2021-03-25,46,25,18,17,8
2021-03-26,46,17,13,9,4
2021-03-27,35,13,19,11,6
2021-03-28,13,5,9,6,3
2021-03-29,41,20,17,12,5
2021-03-30,130,48,43,26,15
2021-03-31,97,35,50,40,20
2021-04-01,15,12,17,12,6
2021-04-02,18,24,12,10,6
2021-04-03,No data,26,23,20,10
2021-04-04,No data,20,31,22,14
2021-04-05,No data,12,15,8,4
2021-04-06,No data,26,25,9,4
2021-04-07,No data,32,24,10,4
2021-04-08,No data,23,18,11,4
2021-04-09,91,27,29,11,6
2021-04-10,27,25,11,9,6
2021-04-11,46,21,15,9,6
2021-04-12,134,52,30,13,7
2021-04-13,116,54,28,15,8
2021-04-14,40,31,18,14,9
2021-04-15,40,28,14,9,4
2021-04-16,62,34,18,9,5
2021-04-17,55,39,19,13,8
2021-04-18,33,19,12,10,6
2021-04-19,51,27,24,18,10
2021-04-20,72,31,40,30,19
2021-04-21,25,No data,27,19,12
2021-04-22,42,No data,21,15,7
2021-04-23,47,No data,18,11,6
2021-04-24,26,No data,15,13,7
2021-04-25,12,No data,11,8,5
2021-04-26,19,No data,12,10,5
2021-04-27,73,No data,34,25,14
2021-04-28,17,No data,22,16,9
2021-04-29,58,No data,22,13,8
2021-04-30,54,No data,19,13,8
2021-05-01,35,No data,16,11,8
2021-05-02,50,No data,20,14,10
2021-05-03,23,No data,9,8,5
2021-05-04,45,No data,11,4,2
2021-05-05,69,No data,16,7,4
2021-05-06,73,No data,18,8,5
2021-05-07,75,No data,26,9,5
2021-05-08,No data,No data,No data,No data,No data
2021-05-09,No data,No data,No data,No data,No data
2021-05-10,No data,No data,No data,No data,No data
2021-05-11,No data,No data,No data,9,5
2021-05-12,No data,No data,No data,9,5
2021-05-13,No data,No data,No data,12,8
2021-05-14,No data,No data,No data,12,9
2021-05-15,No data,No data,No data,12,10
2021-05-16,No data,No data,No data,7,4
2021-05-17,No data,No data,No data,14,9
2021-05-18,No data,No data,No data,7,4
2021-05-19,54,No data,28,9,4
2021-05-20,57,No data,15,9,6
2021-05-21,34,15,6,5,3
2021-05-22,70,26,13,6,3
2021-05-23,25,11,9,6,3
2021-05-24,64,24,12,8,5
2021-05-25,59,23,18,9,4
2021-05-26,86,35,23,10,5
2021-05-27,51,24,19,12,9
2021-05-28,63,20,19,12,8
2021-05-29,32,10,15,10,7
2021-05-30,13,8,9,8,6
2021-05-31,17,5,18,14,11
2021-06-01,32,12,22,15,10
2021-06-02,30,22,26,18,11
2021-06-03,43,26,23,18,11
2021-06-04,52,23,16,9,4
2021-06-05,51,21,17,12,8
2021-06-06,27,12,12,9,6
2021-06-07,47,18,17,12,7
2021-06-08,46,21,15,13,6
2021-06-09,41,24,14,14,6
2021-06-10,36,17,8,8,3
2021-06-11,35,17,10,9,3
2021-06-12,41,20,19,11,7
2021-06-13,35,12,11,8,4
2021-06-14,43,22,19,12,6
2021-06-15,51,18,21,14,6
2021-06-16,45,19,19,16,7
2021-06-17,36,31,18,13,8
2021-06-18,30,40,10,8,4
2021-06-19,22,8,10,6,4
2021-06-20,19,9,12,9,6
2021-06-21,25,27,13,10,6
2021-06-22,24,25,14,11,6
2021-06-23,55,31,22,16,10
2021-06-24,57,33,14,10,6
2021-06-25,43,29,11,9,4
2021-06-26,16,14,9,7,5
2021-06-27,12,11,7,7,5
2021-06-28,30,33,11,8,5
2021-06-29,48,38,17,12,8
2021-06-30,32,31,15,13,9
2021-07-01,56,31,26,19,12
2021-07-02,64,20,28,22,15
2021-07-03,52,15,15,11,8
2021-07-04,29,9,9,8,4
2021-07-05,38,15,13,10,5
2021-07-06,34,14,11,9,4
2021-07-07,50,21,11,8,4
2021-07-08,72,29,22,15,8
2021-07-09,55,28,16,12,8
2021-07-10,46,10,11,7,4
2021-07-11,29,8,8,7,4
2021-07-12,47,21,12,9,5
2021-07-13,42,28,13,11,6
2021-07-14,49,24,14,9,5
2021-07-15,35,24,13,11,6
2021-07-16,45,27,19,14,7
2021-07-17,51,26,15,11,6
2021-07-18,41,18,15,14,8
2021-07-19,43,25,19,18,8
2021-07-20,55,19,26,21,11
2021-07-21,36,14,26,24,14
2021-07-22,48,18,24,20,12
2021-07-23,23,10,17,16,10
2021-07-24,14,7,14,12,6
2021-07-25,17,14,18,17,11
2021-07-26,56,22,24,21,11
2021-07-27,71,29,23,20,13
2021-07-28,42,22,13,15,7
2021-07-29,35,17,11,9,3
2021-07-30,46,17,11,9,5
2021-07-31,43,21,12,8,4
2021-08-01,30,13,10,8,5
2021-08-02,58,13,13,9,4
2021-08-03,54,23,17,14,8
2021-08-04,63,16,18,13,7
2021-08-05,39,11,12,10,6
2021-08-06,31,13,12,10,4
2021-08-07,30,9,9,7,3
2021-08-08,20,7,9,6,3
2021-08-09,52,23,12,11,6
2021-08-10,62,25,15,11,6
2021-08-11,38,19,12,13,5
2021-08-12,39,15,11,13,4
2021-08-13,30,12,15,17,7
2021-08-14,48,23,13,11,7
2021-08-15,28,10,9,8,5
2021-08-16,46,20,22,18,12
2021-08-17,43,20,11,6,3
2021-08-18,43,21,13,8,5
2021-08-19,54,28,13,10,5
2021-08-20,63,22,12,10,4
2021-08-21,67,16,15,10,6
2021-08-22,48,17,13,11,7
2021-08-23,27,22,15,10,6
2021-08-24,30,26,No data,6,3
2021-08-25,40,34,No data,8,5
2021-08-26,24,30,No data,11,6
2021-08-27,38,40,No data,11,5
2021-08-28,39,27,17,14,8
2021-08-29,28,30,15,13,8
2021-08-30,19,38,11,9,5
2021-08-31,25,39,9,7,4
2021-09-01,30,31,19,16,10
2021-09-02,27,16,19,15,9
2021-09-03,27,13,20,16,10
2021-09-04,40,21,18,16,11
2021-09-05,31,10,21,18,11
2021-09-06,121,43,42,32,20
2021-09-07,76,36,32,26,15
2021-09-08,46,12,33,28,17
2021-09-09,54,20,23,21,13
2021-09-10,49,24,12,10,5
2021-09-11,45,23,10,8,5
2021-09-12,32,18,12,9,6
2021-09-13,30,7,13,9,4
2021-09-14,No data,No data,15,No data,No data
2021-09-15,No data,No data,25,No data,No data
2021-09-16,103,54,25,18,12
2021-09-17,74,26,16,11,6
2021-09-18,57,18,20,16,11
2021-09-19,53,22,16,11,7
2021-09-20,81,43,14,7,3
2021-09-21,95,48,26,17,10
2021-09-22,70,39,18,13,7
2021-09-23,61,33,17,10,4
2021-09-24,63,38,18,14,6
2021-09-25,67,21,16,11,8
2021-09-26,32,10,17,14,9
2021-09-27,35,14,9,6,2
2021-09-28,58,15,13,8,3
2021-09-29,61,33,14,7,3
2021-09-30,30,14,9,6,3
2021-10-01,47,24,12,7,3
2021-10-02,54,14,9,6,3
2021-10-03,25,9,9,6,3
2021-10-04,48,19,10,8,4
2021-10-05,43,22,7,5,2
2021-10-06,84,38,21,10,5
2021-10-07,64,29,18,12,5
2021-10-08,99,45,21,13,8
2021-10-09,85,25,33,21,17
2021-10-10,61,26,18,11,7
2021-10-11,100,52,25,14,7
2021-10-12,75,37,17,9,5
2021-10-13,92,46,20,11,6
2021-10-14,65,39,14,9,5
2021-10-15,43,16,15,9,4
2021-10-16,93,32,23,15,10
2021-10-17,37,16,21,16,12
2021-10-18,55,18,18,14,10
2021-10-19,24,13,13,11,7
2021-10-20,46,26,10,7,3
2021-10-21,76,31,17,9,4
2021-10-22,79,40,17,9,4
2021-10-23,47,19,11,8,5
2021-10-24,29,9,11,8,4
2021-10-25,59,28,17,13,7
2021-10-26,38,18,12,10,5
2021-10-27,24,11,11,10,4
2021-10-28,36,10,13,10,5
2021-10-29,51,15,13,7,4
2021-10-30,48,19,12,6,4
2021-10-31,21,7,9,9,5
2021-11-01,65,29,12,7,4
2021-11-02,173,84,28,17,11
2021-11-03,107,74,20,12,8
2021-11-04,104,50,18,7,4
2021-11-05,130,84,40,27,21
2021-11-06,38,17,19,11,8
2021-11-07,42,14,24,16,8
2021-11-08,77,40,24,20,13
2021-11-09,39,20,14,9,6
2021-11-10,78,34,22,11,7
2021-11-11,104,43,22,12,9
2021-11-12,44,17,15,9,6
2021-11-13,101,41,22,8,5
2021-11-14,41,25,21,14,11
2021-11-15,119,54,34,22,17
2021-11-16,95,46,25,18,15
2021-11-17,93,43,27,16,8
2021-11-18,80,39,17,10,5
2021-11-19,94,41,14,6,3
2021-11-20,76,31,16,7,4
2021-11-21,43,23,11,6,3
2021-11-22,172,120,27,15,8
2021-11-23,195,101,34,17,13
2021-11-24,117,52,23,13,9
2021-11-25,119,51,31,13,6
2021-11-26,75,27,13,8,4
2021-11-27,32,18,10,6,3
2021-11-28,117,44,17,8,5
2021-11-29,157,79,24,17,14
2021-11-30,62,No data,8,4,3
2021-12-01,70,30,12,6,3
2021-12-02,133,65,34,13,6
2021-12-03,142,74,19,12,9
2021-12-04,57,26,14,8,5
2021-12-05,61,26,11,5,4
2021-12-06,121,53,18,12,9
2021-12-07,73,19,12,9,5
2021-12-08,41,16,10,5,3
2021-12-09,97,34,20,9,5
2021-12-10,114,45,26,11,5
2021-12-11,79,37,16,11,8
2021-12-12,26,13,10,5,3
2021-12-13,47,20,14,9,6
2021-12-14,79,32,16,8,5
2021-12-15,110,47,32,10,6
2021-12-16,276,131,55,20,12
2021-12-17,94,69,29,20,16
2021-12-18,43,10,7,4,3
2021-12-19,58,39,11,7,6
2021-12-20,50,20,19,13,8
2021-12-21,77,14,25,11,8
2021-12-22,140,50,35,22,18
2021-12-23,87,36,25,19,16
2021-12-24,59,20,14,9,8
2021-12-25,12,6,11,8,5
2021-12-26,46,17,11,8,8
2021-12-27,35,10,13,8,7
2021-12-28,64,22,13,6,4
2021-12-29,49,16,15,9,6
2021-12-30,23,8,8,2,1
2021-12-31,38,10,19,8,5
2022-01-01,18,6,27,15,10
2022-01-02,25,9,14,8,5
2022-01-03,37,13,19,14,7
2022-01-04,88,34,20,9,5
2022-01-05,152,63,31,14,8
2022-01-06,95,46,18,11,8
2022-01-07,83,39,16,9,5
2022-01-08,68,24,13,9,5
2022-01-09,80,27,17,12,7
2022-01-10,117,36,24,15,11
2022-01-11,192,75,34,15,10
2022-01-12,230,131,36,25,19
2022-01-13,262,140,39,25,20
2022-01-14,326,238,43,33,29
2022-01-15,201,156,37,31,28
2022-01-16,98,41,27,20,16
2022-01-17,198,94,31,19,12
2022-01-18,163,102,31,26,21
2022-01-19,101,46,28,17,12
2022-01-20,141,64,45,18,7
2022-01-21,150,68,32,14,9
2022-01-22,130,40,16,9,7
2022-01-23,63,19,19,15,13
2022-01-24,96,22,50,29,25
2022-01-25,111,42,48,33,25
2022-01-26,105,51,35,25,19
2022-01-27,98,36,25,11,6
2022-01-28,87,45,26,13,10
2022-01-29,48,14,21,10,5
2022-01-30,63,23,29,16,9
2022-01-31,64,23,26,13,6
2022-02-01,58,21,21,5,3
2022-02-02,81,38,21,7,4
2022-02-03,60,23,22,8,5
2022-02-04,75,29,21,7,3
2022-02-05,39,14,14,8,4
2022-02-06,28,8,9,5,3
2022-02-07,88,36,21,11,6
2022-02-08,48,18,18,7,4
2022-02-09,103,41,34,9,5
2022-02-10,83,36,30,11,6
2022-02-11,113,41,33,14,7
2022-02-12,26,11,15,10,6
2022-02-13,32,8,6,5,3
2022-02-14,70,24,10,5,3
2022-02-15,60,24,13,9,6
2022-02-16,30,12,17,11,5
2022-02-17,60,20,25,11,5
2022-02-18,31,11,13,8,4
2022-02-19,61,20,12,9,6
2022-02-20,22,8,9,7,4
2022-02-21,56,22,28,17,9
2022-02-22,59,24,26,13,7
2022-02-23,36,15,No data,9,5
2022-02-24,59,21,No data,6,3
2022-02-25,108,38,No data,16,8
2022-02-26,69,18,No data,12,8
2022-02-27,48,13,No data,10,7
2022-02-28,71,21,No data,14,10
2022-03-01,28,32,No data,10,7
2022-03-02,47,23,23,19,17
2022-03-03,73,37,53,41,34
2022-03-04,99,47,17,10,8
2022-03-05,25,27,13,8,4
2022-03-06,19,25,14,9,6
2022-03-07,34,12,18,11,7
2022-03-08,49,18,35,29,22
2022-03-09,57,14,28,16,11
2022-03-10,59,16,25,12,9
2022-03-11,50,14,No data,14,11
2022-03-12,45,8,12,6,4
2022-03-13,38,10,15,8,5
2022-03-14,117,37,33,13,8
2022-03-15,139,50,39,17,11
2022-03-16,78,30,32,22,17
2022-03-17,71,30,23,9,5
2022-03-18,94,40,31,14,10
2022-03-19,22,10,21,14,10
2022-03-20,35,13,35,29,21
2022-03-21,128,33,55,40,31
2022-03-22,80,23,48,36,28
2022-03-23,131,79,65,47,33
2022-03-24,143,No data,83,55,37
2022-03-25,107,No data,65,50,31
2022-03-26,56,46,44,40,26
2022-03-27,23,17,20,15,12
2022-03-28,103,47,36,19,13
2022-03-29,28,26,20,15,12
2022-03-30,44,31,25,17,11
2022-03-31,31,32,11,6,3
2022-04-01,59,39,15,8,5
2022-04-02,97,61,21,11,8
2022-04-03,95,42,30,16,12
2022-04-04,51,19,11,5,3
2022-04-05,42,15,17,7,3
2022-04-06,39,14,13,6,3
2022-04-07,48,19,15,7,3
2022-04-08,84,43,23,9,5
2022-04-09,79,27,27,10,5
2022-04-10,57,20,21,10,7
2022-04-11,26,11,20,15,10
2022-04-12,58,29,34,22,15
2022-04-13,93,35,26,10,6
2022-04-14,110,45,29,11,8
2022-04-15,74,22,22,12,9
2022-04-16,37,11,29,23,19
2022-04-17,36,10,25,21,17
2022-04-18,43,15,13,9,6
2022-04-19,32,32,15,12,7
2022-04-20,19,23,20,17,11
2022-04-21,21,23,21,15,9
2022-04-22,13,17,25,17,10
2022-04-23,10,23,30,24,16
2022-04-24,8,26,18,16,9
2022-04-25,23,31,17,14,7
2022-04-26,23,20,16,12,8
2022-04-27,30,23,16,14,8
2022-04-28,22,15,17,13,7
2022-04-29,25,14,15,11,7
2022-04-30,76,34,22,14,9
2022-05-01,50,19,18,13,9
2022-05-02,35,19,26,21,18
2022-05-03,42,14,20,14,10
2022-05-04,77,31,23,14,10
2022-05-05,71,37,24,13,8
2022-05-06,68,32,21,13,8
2022-05-07,24,14,12,10,7
2022-05-08,16,4,17,12,8
2022-05-09,41,13,20,17,9
2022-05-10,32,14,18,12,6
2022-05-11,52,25,13,9,5
2022-05-12,45,21,17,9,4
2022-05-13,43,17,23,15,7
2022-05-14,40,13,26,18,11
2022-05-15,18,10,26,19,12
2022-05-16,45,15,21,14,9
2022-05-17,45,12,20,11,6
2022-05-18,43,14,14,10,5
2022-05-19,52,26,17,10,5
2022-05-20,51,26,18,10,5
2022-05-21,42,18,18,12,6
2022-05-22,31,19,10,6,3
2022-05-23,47,26,12,7,3
2022-05-24,48,26,12,6,3
2022-05-25,33,20,10,8,3
2022-05-26,33,18,12,8,4
2022-05-27,52,22,22,12,5
2022-05-28,28,13,9,7,3
2022-05-29,22,13,7,6,3
2022-05-30,55,26,14,11,5
2022-05-31,63,29,12,9,5
2022-06-01,59,29,13,9,5
2022-06-02,39,16,10,9,7
2022-06-03,19,7,13,11,7
2022-06-04,12,3,11,10,6
2022-06-05,21,8,6,6,4
2022-06-06,68,36,13,9,6
2022-06-07,61,25,17,14,10
2022-06-08,38,22,8,7,3
2022-06-09,31,22,15,12,6
2022-06-10,34,17,21,18,9
2022-06-11,25,13,15,13,7
2022-06-12,24,11,14,12,6
2022-06-13,57,24,15,10,5
2022-06-14,58,28,19,13,7
2022-06-15,76,29,26,15,8
2022-06-16,72,34,25,19,10
2022-06-17,44,20,24,29,9
2022-06-18,58,26,15,9,5
2022-06-19,36,16,12,10,5
2022-06-20,46,23,14,10,5
2022-06-21,62,20,23,14,7
2022-06-22,62,24,26,18,9
2022-06-23,64,15,16,9,5
2022-06-24,39,15,20,19,11
2022-06-25,25,8,10,12,5
2022-06-26,19,7,12,9,4
2022-06-27,39,19,11,8,4
2022-06-28,35,10,15,13,5
2022-06-29,41,16,11,8,4
2022-06-30,54,22,13,7,4
2022-07-01,47,26,11,9,4
2022-07-02,43,20,8,6,3
2022-07-03,39,17,10,8,3
2022-07-04,51,25,12,8,3
2022-07-05,52,25,14,8,4
2022-07-06,39,19,12,6,3
2022-07-07,46,20,12,7,3
2022-07-08,55,25,14,9,4
2022-07-09,41,20,10,7,4
2022-07-10,41,17,10,8,5
2022-07-11,45,27,15,11,5
2022-07-12,48,27,16,14,5
2022-07-13,45,23,19,12,5
2022-07-14,51,25,18,10,4
2022-07-15,47,23,16,10,4
2022-07-16,52,22,14,9,5
2022-07-17,29,14,14,13,7
2022-07-18,53,19,21,19,7
2022-07-19,48,17,32,30,12
2022-07-20,31,21,29,24,14
2022-07-21,39,22,14,11,5
2022-07-22,25,7,10,9,4
2022-07-23,23,14,11,11,6
2022-07-24,10,7,8,9,4
2022-07-25,31,15,14,8,4
2022-07-26,56,24,17,10,5
2022-07-27,44,16,14,11,5
2022-07-28,29,7,12,10,4
2022-07-29,37,8,15,13,4
2022-07-30,33,19,9,10,4
2022-07-31,29,16,5,6,2
2022-08-01,44,20,11,9,4
2022-08-02,22,16,6,11,3
2022-08-03,28,17,6,7,3
2022-08-04,52,21,14,9,4
2022-08-05,55,22,15,9,4
2022-08-06,58,22,18,12,8
2022-08-07,45,18,11,8,4
2022-08-08,44,25,14,12,5
2022-08-09,30,20,18,16,6
2022-08-10,32,11,17,13,5
2022-08-11,37,16,19,15,5
2022-08-12,35,20,23,20,7
2022-08-13,27,20,23,22,10
2022-08-14,32,18,22,21,10
2022-08-15,86,36,31,23,11
2022-08-16,61,36,21,20,13
2022-08-17,No data,17,9,7,3
2022-08-18,No data,16,14,12,6
2022-08-19,No data,23,17,10,4
2022-08-20,No data,13,13,12,5
2022-08-21,No data,14,15,10,5
2022-08-22,No data,23,14,12,5
2022-08-23,No data,22,8,13,5
2022-08-24,54,20,No data,9,3
2022-08-25,88,41,No data,11,6
2022-08-26,76,42,No data,14,7
2022-08-27,27,9,11,8,5
2022-08-28,24,6,7,5,3
2022-08-29,17,7,6,5,3
2022-08-30,23,13,No data,9,4
2022-08-31,21,10,No data,10,5
