Date,NOx_1,NOx_2,PM2.5_1,PM10_1,PM10_2
2019-07-14,13,22,6,9,8
2019-07-15,15,30,4,8,8
2019-07-16,22,37,6,11,12
2019-07-17,18,41,7,14,14
2019-07-18,11,38,5,11,14
2019-07-19,21,43,6,10,10
2019-07-20,13,53,4,9,11
2019-07-21,17,39,4,6,9
2019-07-22,19,39,6,8,7
2019-07-23,24,19,8,20,18
2019-07-24,20,41,10,18,No data
2019-07-25,20,31,12,24,No data
2019-07-26,11,44,7,13,17
2019-07-27,14,44,5,8,11
2019-07-28,10,46,4,8,14
2019-07-29,21,20,5,12,14
2019-07-30,6,18,8,17,22
2019-07-31,7,30,5,9,8
2019-08-01,17,46,6,10,11
2019-08-02,17,42,9,14,16
2019-08-03,13,19,8,12,14
2019-08-04,12,33,8,12,15
2019-08-05,8,31,5,10,No data
2019-08-06,10,29,6,11,No data
2019-08-07,6,30,5,11,No data
2019-08-08,21,20,4,8,5
2019-08-09,10,27,7,14,15
2019-08-10,5,24,12,25,31
2019-08-11,7,30,7,15,19
2019-08-12,20,47,4,7,8
2019-08-13,12,41,3,6,8
2019-08-14,9,32,4,7,7
2019-08-15,10,30,5,10,13
2019-08-16,18,34,5,9,12
2019-08-17,6,40,7,14,20
2019-08-18,6,32,5,11,18
2019-08-19,6,30,7,15,20
2019-08-20,11,39,7,14,19
2019-08-21,38,40,9,16,20
2019-08-22,17,43,6,10,15
2019-08-23,35,32,5,10,12
2019-08-24,23,25,14,22,29
2019-08-25,20,37,15,21,25
2019-08-26,20,41,14,19,23
2019-08-27,31,68,14,22,24
2019-08-28,18,43,5,9,13
2019-08-29,12,54,4,8,15
