Date,NOx_1,NOx_2,PM2.5_1,PM10_1,PM10_2
2021-03-14,12,11,3,11,3
2021-03-15,33,54,4,10,7
2021-03-16,36,37,7,17,12
2021-03-17,45,40,9,23,20
2021-03-18,33,29,8,19,12
2021-03-19,33,22,2,8,3
2021-03-20,22,23,4,9,6
2021-03-21,22,26,5,14,10
2021-03-22,23,28,5,11,6
2021-03-23,26,63,4,16,11
2021-03-24,27,68,5,16,10
2021-03-25,32,85,6,16,13
2021-03-26,22,56,6,13,9
2021-03-27,15,27,5,14,9
2021-03-28,13,19,2,7,5
2021-03-29,17,35,3,9,8
2021-03-30,30,78,6,16,17
2021-03-31,49,45,12,27,26
2021-04-01,27,27,2,12,7
2021-04-02,20,13,5,14,10
2021-04-03,25,41,8,21,17
2021-04-04,13,13,9,16,12
2021-04-05,10,7,2,9,6
2021-04-06,17,20,2,9,6
2021-04-07,25,31,2,9,3
2021-04-08,23,49,4,11,10
2021-04-09,35,78,4,15,15
2021-04-10,29,41,3,10,8
2021-04-11,19,23,3,9,6
2021-04-12,43,99,5,14,12
2021-04-13,52,109,8,16,16
2021-04-14,58,149,9,19,22
2021-04-15,56,158,6,17,20
2021-04-16,57,149,9,22,26
2021-04-17,42,85,12,21,22
2021-04-18,37,84,9,16,19
2021-04-19,63,182,14,29,34
2021-04-20,43,62,19,30,29
2021-04-21,33,56,6,20,18
2021-04-22,45,124,7,23,23
2021-04-23,50,117,11,28,29
2021-04-24,33,56,9,19,20
2021-04-25,32,63,7,13,15
2021-04-26,44,112,11,19,24
2021-04-27,34,48,6,11,10
2021-04-28,38,22,7,18,14
2021-04-29,35,23,4,10,7
2021-04-30,37,32,6,14,10
2021-05-01,37,60,3,10,11
2021-05-02,24,41,5,10,11
2021-05-03,29,53,2,7,7
2021-05-04,23,17,4,10,8
2021-05-05,29,45,2,8,7
2021-05-06,33,60,2,8,8
2021-05-07,37,92,6,12,13
2021-05-08,59,127,8,14,17
2021-05-09,28,60,6,11,16
2021-05-10,38,103,6,12,15
2021-05-11,30,90,7,15,19
2021-05-12,42,120,7,14,20
2021-05-13,38,31,11,18,17
2021-05-14,38,62,5,11,11
2021-05-15,36,70,10,20,21
2021-05-16,36,58,11,18,20
2021-05-17,40,112,6,12,12
2021-05-18,24,48,3,7,9
2021-05-19,33,57,5,10,12
2021-05-20,36,98,5,12,14
2021-05-21,38,55,5,7,8
2021-05-22,27,50,5,7,8
2021-05-23,25,45,3,8,8
2021-05-24,28,65,3,7,8
2021-05-25,34,31,5,8,8
2021-05-26,37,22,6,11,9
2021-05-27,34,77,8,16,17
2021-05-28,47,99,15,20,23
2021-05-29,47,64,20,23,25
2021-05-30,37,59,15,18,17
2021-05-31,37,55,14,19,19
2021-06-01,40,81,15,21,20
2021-06-02,39,51,16,25,23
2021-06-03,31,73,12,23,23
2021-06-04,30,69,5,13,13
2021-06-05,30,64,6,13,12
2021-06-06,29,43,6,8,10
2021-06-07,34,74,11,17,19
2021-06-08,27,86,7,11,14
2021-06-09,22,64,6,9,19
2021-06-10,20,55,6,9,11
2021-06-11,17,47,7,14,16
2021-06-12,17,36,6,14,12
2021-06-13,18,37,8,11,10
2021-06-14,19,37,6,14,11
2021-06-15,22,61,9,17,14
2021-06-16,25,61,7,13,11
2021-06-17,29,61,9,18,15
2021-06-18,34,34,8,17,14
2021-06-19,26,79,8,17,15
2021-06-20,27,46,8,15,12
2021-06-21,41,23,7,16,11
2021-06-22,31,58,9,18,14
2021-06-23,28,62,8,14,11
2021-06-24,21,54,7,12,9
2021-06-25,28,11,4,14,7
2021-06-26,30,11,4,10,6
2021-06-27,25,38,7,14,10
2021-06-28,32,82,8,15,13
2021-06-29,37,30,10,19,13
2021-06-30,30,14,5,16,10
2021-07-01,31,33,9,24,15
2021-07-02,44,103,11,24,20
2021-07-03,37,104,23,32,31
2021-07-04,28,65,18,25,24
2021-07-05,29,77,5,12,11
2021-07-06,35,48,7,14,9
2021-07-07,32,70,6,15,11
2021-07-08,29,67,8,15,13
2021-07-09,34,72,14,19,17
2021-07-10,34,70,15,22,20
2021-07-11,30,56,15,22,19
2021-07-12,36,33,11,16,14
2021-07-13,26,23,6,13,9
2021-07-14,23,43,7,14,11
2021-07-15,23,43,8,No data,No data
2021-07-16,27,62,No data,No data,No data
2021-07-17,16,37,No data,No data,No data
2021-07-18,18,40,No data,No data,No data
2021-07-19,31,58,No data,No data,No data
2021-07-20,33,49,No data,No data,No data
2021-07-21,25,No data,No data,No data,No data
2021-07-22,No data,No data,No data,No data,No data
2021-07-23,No data,71,No data,No data,9
2021-07-24,28,39,5,15,9
2021-07-25,32,34,8,17,11
2021-07-26,34,66,10,19,14
2021-07-27,27,53,8,18,12
2021-07-28,27,76,3,10,9
2021-07-29,20,46,2,11,6
2021-07-30,39,29,4,11,5
2021-07-31,38,35,4,13,9
2021-08-01,32,29,3,12,7
2021-08-02,48,96,4,14,9
2021-08-03,31,70,4,13,9
2021-08-04,33,82,6,15,12
2021-08-05,30,75,11,25,25
2021-08-06,30,91,6,14,13
2021-08-07,31,79,5,13,11
2021-08-08,22,42,4,10,8
2021-08-09,31,81,3,10,10
2021-08-10,30,62,6,13,11
2021-08-11,32,83,4,13,10
2021-08-12,30,92,5,15,14
2021-08-13,23,73,5,18,17
2021-08-14,23,48,4,13,12
2021-08-15,24,58,5,12,10
2021-08-16,24,40,5,13,12
2021-08-17,23,42,3,9,7
2021-08-18,19,37,2,9,8
2021-08-19,35,89,4,13,12
2021-08-20,47,130,9,18,19
2021-08-21,55,151,10,16,18
2021-08-22,32,54,7,14,12
2021-08-23,30,62,4,12,8
2021-08-24,37,85,6,11,10
2021-08-25,35,41,6,15,12
2021-08-26,28,12,5,13,11
2021-08-27,35,17,4,13,10
2021-08-28,35,61,6,16,15
2021-08-29,31,10,3,11,7
2021-08-30,26,10,2,10,7
2021-08-31,36,15,3,14,10
2021-09-01,35,12,7,19,17
2021-09-02,36,21,5,16,11
2021-09-03,45,44,7,17,14
2021-09-04,46,125,6,14,15
2021-09-05,30,86,7,19,18
2021-09-06,42,105,16,27,25
2021-09-07,60,109,19,28,27
2021-09-08,65,162,25,42,40
2021-09-09,62,86,28,42,41
2021-09-10,35,78,13,18,17
2021-09-11,20,50,3,8,8
2021-09-12,23,18,2,9,7
2021-09-13,44,94,3,15,14
2021-09-14,57,124,5,13,15
2021-09-15,42,102,5,12,No data
2021-09-16,54,119,5,13,12
2021-09-17,44,139,8,15,16
2021-09-18,65,137,14,26,25
2021-09-19,32,70,12,19,17
2021-09-20,33,69,3,No data,9
2021-09-21,29,68,9,19,15
2021-09-22,24,59,6,13,10
2021-09-23,21,41,6,11,9
2021-09-24,22,57,7,10,8
2021-09-25,37,116,8,10,9
2021-09-26,26,52,12,15,13
2021-09-27,26,57,5,10,7
2021-09-28,42,102,7,11,9
2021-09-29,31,61,6,10,7
2021-09-30,43,113,7,10,11
2021-10-01,27,79,6,10,10
2021-10-02,33,80,6,11,10
2021-10-03,26,59,4,10,8
2021-10-04,44,118,6,10,10
2021-10-05,35,24,6,8,No data
2021-10-06,40,78,5,9,No data
2021-10-07,44,113,9,12,No data
2021-10-08,67,195,10,16,No data
2021-10-09,57,144,13,16,17
2021-10-10,21,44,7,12,10
2021-10-11,30,54,7,12,12
2021-10-12,46,61,6,14,12
2021-10-13,30,63,5,9,8
2021-10-14,28,64,6,12,11
2021-10-15,54,129,5,13,12
2021-10-16,97,175,13,21,19
2021-10-17,41,115,12,16,16
2021-10-18,44,119,15,18,19
2021-10-19,38,115,6,10,11
2021-10-20,35,115,6,15,14
2021-10-21,30,41,4,12,9
2021-10-22,44,95,7,15,12
2021-10-23,37,88,5,11,9
2021-10-24,23,43,7,11,10
2021-10-25,48,133,6,12,13
2021-10-26,32,72,7,14,12
2021-10-27,19,47,6,9,6
2021-10-28,27,54,7,13,10
2021-10-29,32,84,7,13,12
2021-10-30,41,115,7,14,11
2021-10-31,29,63,5,9,7
2021-11-01,33,74,4,8,6
2021-11-02,56,115,5,11,10
2021-11-03,42,31,3,8,4
2021-11-04,40,42,4,9,5
2021-11-05,34,64,8,11,10
2021-11-06,22,43,4,11,9
2021-11-07,16,23,6,18,16
2021-11-08,57,160,7,17,18
2021-11-09,30,73,4,8,7
2021-11-10,55,119,7,17,16
2021-11-11,56,182,9,17,19
2021-11-12,31,74,6,10,11
2021-11-13,33,24,5,12,8
2021-11-14,53,125,14,24,22
2021-11-15,72,210,15,23,22
2021-11-16,44,127,6,14,14
2021-11-17,29,55,7,15,12
2021-11-18,23,45,4,9,7
2021-11-19,26,56,6,10,8
2021-11-20,26,44,3,7,6
2021-11-21,21,26,3,8,6
2021-11-22,35,46,3,9,8
2021-11-23,37,50,4,8,7
2021-11-24,44,99,4,13,17
2021-11-25,38,55,5,13,13
2021-11-26,20,29,2,8,6
2021-11-27,15,10,6,15,21
2021-11-28,30,34,3,8,5
2021-11-29,52,106,5,11,8
2021-11-30,28,52,4,8,3
2021-12-01,22,25,3,10,6
2021-12-02,42,82,6,12,15
2021-12-03,52,131,6,12,10
2021-12-04,37,80,4,9,6
2021-12-05,22,27,6,13,10
2021-12-06,43,104,6,12,9
2021-12-07,34,99,6,12,9
2021-12-08,39,92,5,11,7
2021-12-09,55,137,6,14,11
2021-12-10,34,32,4,10,6
2021-12-11,66,205,10,18,15
2021-12-12,71,226,8,15,13
2021-12-13,77,260,8,16,29
2021-12-14,50,147,7,13,19
2021-12-15,45,104,5,11,10
2021-12-16,95,226,10,14,13
2021-12-17,293,496,26,35,30
2021-12-18,141,358,21,24,24
2021-12-19,51,74,8,11,8
2021-12-20,56,193,6,19,24
2021-12-21,42,140,14,25,31
2021-12-22,68,159,25,34,31
2021-12-23,118,170,21,26,21
2021-12-24,37,47,3,11,8
2021-12-25,11,23,4,19,15
2021-12-26,23,53,6,15,12
2021-12-27,43,109,10,15,11
2021-12-28,39,37,5,8,5
2021-12-29,32,88,9,16,14
2021-12-30,37,103,6,10,8
2021-12-31,32,82,7,12,11
2022-01-01,16,30,11,20,19
2022-01-02,19,41,5,15,10
2022-01-03,20,20,5,13,8
2022-01-04,24,33,4,11,7
2022-01-05,33,29,5,12,9
2022-01-06,50,124,5,14,13
2022-01-07,29,48,3,7,5
2022-01-08,32,70,6,13,10
2022-01-09,30,84,6,15,10
2022-01-10,58,164,10,19,15
2022-01-11,44,68,7,17,13
2022-01-12,29,60,6,15,9
2022-01-13,19,34,5,13,10
2022-01-14,53,114,10,15,12
2022-01-15,82,173,18,23,19
2022-01-16,31,60,9,17,11
2022-01-17,25,29,7,15,8
2022-01-18,69,185,12,18,15
2022-01-19,24,32,6,10,9
2022-01-20,29,34,5,15,No data
2022-01-21,24,32,No data,No data,No data
2022-01-22,24,36,No data,No data,No data
2022-01-23,44,163,No data,No data,No data
2022-01-24,44,77,No data,No data,No data
2022-01-25,55,135,No data,No data,No data
2022-01-26,21,47,8,12,14
2022-01-27,26,27,4,10,7
2022-01-28,40,133,7,11,17
2022-01-29,10,16,5,15,14
2022-01-30,23,60,6,14,18
2022-01-31,24,32,5,12,14
2022-02-01,No data,13,No data,No data,16
2022-02-02,No data,38,No data,No data,7
2022-02-03,24,66,6,10,18
2022-02-04,20,36,2,10,17
2022-02-05,19,42,2,7,7
2022-02-06,11,16,2,6,4
2022-02-07,32,No data,4,12,No data
2022-02-08,31,No data,4,7,No data
2022-02-09,22,58,4,10,13
2022-02-10,17,36,3,12,14
2022-02-11,55,157,9,20,29
2022-02-12,25,56,4,10,12
2022-02-13,34,72,6,8,10
2022-02-14,26,36,2,6,5
2022-02-15,31,71,5,13,12
2022-02-16,16,31,7,14,13
2022-02-17,19,39,4,11,11
2022-02-18,24,57,3,6,5
2022-02-19,28,65,5,13,No data
2022-02-20,15,24,3,6,No data
2022-02-21,27,41,4,10,No data
2022-02-22,22,38,5,12,No data
2022-02-23,19,37,4,12,8
2022-02-24,22,50,3,11,8
2022-02-25,30,79,6,15,13
2022-02-26,34,86,9,20,15
2022-02-27,26,49,11,18,12
2022-02-28,41,88,12,18,10
2022-03-01,60,168,8,18,16
2022-03-02,43,118,20,30,22
2022-03-03,81,208,42,51,46
2022-03-04,37,33,4,7,0
2022-03-05,29,19,3,13,6
2022-03-06,52,137,6,17,14
2022-03-07,53,168,8,17,15
2022-03-08,32,71,22,35,26
2022-03-09,37,76,20,32,26
2022-03-10,37,75,12,21,19
2022-03-11,33,70,22,37,31
2022-03-12,27,55,7,13,10
2022-03-13,25,51,8,15,12
2022-03-14,39,110,6,14,14
2022-03-15,48,121,10,23,21
2022-03-16,45,91,14,22,20
2022-03-17,27,58,6,15,19
2022-03-18,63,181,12,33,30
2022-03-19,32,93,16,28,24
2022-03-20,26,67,18,36,31
2022-03-21,58,134,32,51,46
2022-03-22,58,174,38,58,53
2022-03-23,84,191,51,69,62
2022-03-24,73,192,33,51,50
2022-03-25,54,88,25,37,31
2022-03-26,66,124,23,32,27
2022-03-27,52,154,20,25,24
2022-03-28,62,94,19,22,17
2022-03-29,43,60,20,25,18
2022-03-30,30,26,7,8,2
2022-03-31,28,13,5,8,1
2022-04-01,35,39,6,8,3
2022-04-02,56,87,7,12,7
2022-04-03,21,24,6,8,3
2022-04-04,14,13,2,6,0
2022-04-05,19,31,0,8,4
2022-04-06,23,45,1,9,7
2022-04-07,22,32,2,9,1
2022-04-08,29,27,3,13,3
2022-04-09,32,62,3,15,8
2022-04-10,34,87,5,15,14
2022-04-11,29,90,10,30,26
2022-04-12,41,120,15,39,34
2022-04-13,29,47,7,15,12
2022-04-14,44,101,8,18,20
2022-04-15,40,88,11,25,28
2022-04-16,39,73,20,31,36
2022-04-17,31,64,16,28,31
2022-04-18,26,37,3,7,6
2022-04-19,37,60,3,13,11
2022-04-20,40,79,9,18,19
2022-04-21,38,32,12,21,22
2022-04-22,29,25,7,26,22
2022-04-23,27,20,9,27,23
2022-04-24,22,9,6,22,17
2022-04-25,50,33,4,15,12
2022-04-26,46,20,4,13,10
2022-04-27,48,27,4,19,13
2022-04-28,44,103,5,19,18
2022-04-29,59,129,8,21,23
2022-04-30,49,107,8,16,18
2022-05-01,34,84,3,8,9
2022-05-02,33,21,4,11,9
2022-05-03,39,136,9,22,28
2022-05-04,33,85,7,13,14
2022-05-05,28,70,2,9,11
2022-05-06,31,79,2,9,12
2022-05-07,26,58,5,17,17
2022-05-08,28,70,8,24,21
2022-05-09,31,66,8,19,20
2022-05-10,23,50,3,13,14
2022-05-11,25,61,3,11,12
2022-05-12,26,61,2,11,11
2022-05-13,24,50,9,24,23
2022-05-14,39,89,15,29,30
2022-05-15,34,53,13,28,29
2022-05-16,43,107,10,19,23
2022-05-17,34,101,8,21,23
2022-05-18,27,65,4,15,16
2022-05-19,26,76,3,14,14
2022-05-20,29,82,2,14,14
2022-05-21,21,53,3,11,12
2022-05-22,22,45,1,8,8
2022-05-23,25,No data,1,9,No data
2022-05-24,27,No data,0,7,No data
2022-05-25,22,No data,2,11,No data
2022-05-26,22,No data,3,12,No data
2022-05-27,17,No data,1,12,No data
2022-05-28,32,No data,2,9,No data
2022-05-29,27,No data,1,9,No data
2022-05-30,41,No data,2,12,No data
2022-05-31,46,No data,4,11,No data
2022-06-01,38,56,5,13,14
2022-06-02,32,74,5,14,14
2022-06-03,27,25,3,13,12
2022-06-04,24,30,4,11,11
2022-06-05,28,16,4,13,11
2022-06-06,34,13,3,12,11
2022-06-07,33,36,6,20,15
2022-06-08,29,80,3,10,9
2022-06-09,29,68,4,24,7
2022-06-10,20,49,6,22,17
2022-06-11,20,35,4,15,11
2022-06-12,16,26,3,12,7
2022-06-13,22,52,3,12,8
2022-06-14,35,86,4,13,9
2022-06-15,28,83,4,14,11
2022-06-16,29,86,5,16,13
2022-06-17,26,70,4,15,12
2022-06-18,18,43,5,17,13
2022-06-19,19,15,2,11,6
2022-06-20,24,43,3,11,9
2022-06-21,26,63,3,13,10
2022-06-22,28,64,2,10,8
2022-06-23,28,73,4,14,13
2022-06-24,38,106,8,19,18
2022-06-25,23,44,2,10,7
2022-06-26,20,32,4,13,8
2022-06-27,27,56,1,10,7
2022-06-28,26,53,5,20,13
2022-06-29,35,91,4,13,10
2022-06-30,40,96,4,11,11
2022-07-01,25,79,2,9,8
2022-07-02,17,46,2,9,6
2022-07-03,15,37,1,7,5
2022-07-04,17,36,0,8,4
2022-07-05,20,44,0,9,5
2022-07-06,23,41,1,7,5
2022-07-07,26,45,2,10,7
2022-07-08,19,42,0,6,4
2022-07-09,24,48,2,6,6
2022-07-10,23,49,2,7,5
2022-07-11,39,81,2,10,9
2022-07-12,31,68,5,14,13
2022-07-13,20,43,1,10,7
2022-07-14,24,41,2,9,5
2022-07-15,41,73,2,8,6
2022-07-16,24,50,3,10,8
2022-07-17,33,78,5,12,12
2022-07-18,43,115,6,14,15
2022-07-19,43,119,No data,No data,No data
2022-07-20,27,18,No data,No data,No data
2022-07-21,28,31,No data,No data,No data
2022-07-22,26,110,2,11,11
2022-07-23,24,64,4,12,10
2022-07-24,14,31,3,10,7
2022-07-25,28,40,3,12,8
2022-07-26,27,60,3,12,8
2022-07-27,42,98,4,17,14
2022-07-28,44,117,5,16,13
2022-07-29,30,83,6,16,13
2022-07-30,26,74,2,10,8
2022-07-31,25,36,2,11,8
2022-08-01,25,68,4,13,10
2022-08-02,22,47,2,8,6
2022-08-03,23,51,4,11,8
2022-08-04,25,55,2,10,5
2022-08-05,23,63,3,12,10
2022-08-06,16,50,3,12,8
2022-08-07,10,33,4,13,9
2022-08-08,20,44,4,13,9
2022-08-09,21,65,4,11,10
2022-08-10,29,76,5,16,12
2022-08-11,31,108,6,18,16
2022-08-12,35,88,7,19,14
2022-08-13,24,52,6,13,10
2022-08-14,23,57,9,19,17
2022-08-15,29,19,11,18,15
2022-08-16,29,No data,5,12,No data
2022-08-17,29,No data,3,14,No data
2022-08-18,28,62,4,16,12
2022-08-19,30,85,4,16,11
2022-08-20,28,68,4,12,10
2022-08-21,27,58,2,10,7
2022-08-22,46,124,4,15,16
2022-08-23,43,105,5,12,12
2022-08-24,No data,85,No data,No data,8
2022-08-25,No data,68,No data,No data,7
2022-08-26,47,111,4,14,12
2022-08-27,43,84,7,14,13
2022-08-28,37,30,6,13,9
2022-08-29,28,21,2,8,5
2022-08-30,34,20,2,9,4
2022-08-31,40,20,4,9,5
