Date,PM2.5_1,PM10_1,PM10_2,NOx_1,NOx_2
2019-06-14,3,7,12,26,63
2019-06-15,4,8,12,22,50
2019-06-16,4,7,11,14,28
2019-06-17,4,8,12,13,36
2019-06-18,6,9,11,34,60
2019-06-19,9,13,14,30,66
2019-06-20,3,6,11,19,59
2019-06-21,5,10,16,35,72
2019-06-22,5,9,15,25,59
2019-06-23,10,15,15,9,17
2019-06-24,24,32,28,29,56
2019-06-25,15,20,23,20,36
2019-06-26,7,12,16,9,23
2019-06-27,5,10,11,6,15
2019-06-28,8,15,14,10,29
2019-06-29,11,19,18,15,42
2019-06-30,4,7,14,6,31
2019-07-01,3,7,15,13,47
2019-07-02,5,9,13,18,41
2019-07-03,6,12,11,18,27
2019-07-04,6,12,13,28,58
2019-07-05,5,11,10,22,52
2019-07-06,4,8,11,21,54
2019-07-07,5,9,15,12,22
2019-07-08,7,11,19,14,37
2019-07-09,9,16,20,31,53
2019-07-10,7,12,16,24,68
2019-07-11,4,7,12,19,57
2019-07-12,4,8,11,18,49
2019-07-13,6,9,10,12,33
2019-07-14,6,10,10,9,18
2019-07-15,7,11,12,25,39
2019-07-16,10,17,24,43,65
2019-07-17,11,18,22,33,73
2019-07-18,4,7,13,19,58
2019-07-19,5,9,11,28,60
2019-07-20,4,11,11,12,44
2019-07-21,3,6,9,9,30
2019-07-22,5,9,8,13,39
2019-07-23,8,17,No data,34,61
2019-07-24,No data,No data,No data,22,53
2019-07-25,No data,No data,No data,33,61
2019-07-26,6,12,17,21,60
2019-07-27,5,10,14,19,51
2019-07-28,3,7,10,16,40
2019-07-29,4,9,13,16,52
2019-07-30,5,10,13,18,42
2019-07-31,5,9,15,13,50
2019-08-01,8,13,14,16,45
2019-08-02,8,14,13,20,26
2019-08-03,10,15,16,21,49
2019-08-04,9,15,15,15,40
2019-08-05,5,10,16,14,39
2019-08-06,4,8,14,13,37
2019-08-07,4,8,14,12,44
2019-08-08,4,8,13,15,50
2019-08-09,6,11,15,12,37
2019-08-10,6,11,14,6,20
2019-08-11,3,8,11,12,29
2019-08-12,4,9,15,30,61
2019-08-13,3,7,13,22,57
2019-08-14,3,7,11,25,53
2019-08-15,3,8,15,18,53
2019-08-16,3,7,9,23,44
2019-08-17,5,12,13,10,36
2019-08-18,5,9,13,8,27
2019-08-19,5,9,12,15,52
2019-08-20,6,10,12,18,57
2019-08-21,5,10,12,22,55
2019-08-22,5,10,12,14,40
2019-08-23,7,13,14,42,74
2019-08-24,10,20,22,54,78
2019-08-25,14,24,24,37,55
2019-08-26,18,26,27,29,49
2019-08-27,19,29,30,39,74
2019-08-28,5,9,11,22,51
2019-08-29,5,9,12,17,50
2019-08-30,7,12,13,13,42
2019-08-31,4,7,10,12,46
2019-09-01,3,7,10,16,47
2019-09-02,4,9,14,14,54
2019-09-03,3,7,12,13,41
2019-09-04,3,7,14,11,44
2019-09-05,5,9,18,23,57
2019-09-06,5,9,16,25,61
2019-09-07,4,8,12,18,34
2019-09-08,5,9,16,32,52
2019-09-09,6,9,15,33,73
2019-09-10,7,10,17,37,83
2019-09-11,4,7,13,19,56
2019-09-12,5,9,15,17,54
2019-09-13,5,10,17,38,41
2019-09-14,6,12,22,40,93
2019-09-15,4,7,12,16,43
2019-09-16,6,9,13,27,49
2019-09-17,6,11,17,37,54
2019-09-18,7,14,23,49,91
2019-09-19,11,19,29,84,133
2019-09-20,7,14,23,42,82
2019-09-21,9,19,26,23,54
2019-09-22,7,13,19,24,53
2019-09-23,3,7,12,21,51
2019-09-24,3,5,9,21,60
2019-09-25,2,5,11,28,77
2019-09-26,4,8,13,13,43
2019-09-27,4,7,14,15,55
2019-09-28,3,6,11,11,43
2019-09-29,2,4,7,11,39
2019-09-30,3,6,12,34,77
2019-10-01,4,8,13,22,44
2019-10-02,5,9,17,65,97
2019-10-03,8,11,19,62,110
2019-10-04,8,14,21,34,74
2019-10-05,7,10,18,25,61
2019-10-06,4,8,12,14,41
2019-10-07,5,9,15,26,64
2019-10-08,7,13,21,18,55
2019-10-09,4,8,15,18,61
2019-10-10,4,9,13,18,44
2019-10-11,3,6,10,19,61
2019-10-12,4,7,13,22,59
2019-10-13,3,5,9,17,46
2019-10-14,3,6,10,41,50
2019-10-15,7,11,18,40,86
2019-10-16,4,9,18,63,101
2019-10-17,5,8,18,63,105
2019-10-18,3,5,12,25,59
2019-10-19,5,7,14,26,82
2019-10-20,5,8,11,13,27
2019-10-21,4,7,12,23,38
2019-10-22,7,11,18,58,103
2019-10-23,12,16,25,75,128
2019-10-24,14,18,24,44,100
2019-10-25,3,6,12,26,55
2019-10-26,3,5,12,31,69
2019-10-27,4,8,20,40,101
2019-10-28,11,15,26,55,114
2019-10-29,9,13,18,26,41
2019-10-30,10,14,19,30,49
2019-10-31,22,28,40,38,88
2019-11-01,7,9,13,34,73
2019-11-02,4,7,11,14,52
2019-11-03,10,14,19,33,73
2019-11-04,10,16,19,37,67
2019-11-05,12,15,23,22,37
2019-11-06,21,27,46,68,136
2019-11-07,8,12,21,52,112
2019-11-08,6,9,14,33,62
2019-11-09,11,13,19,55,80
2019-11-10,8,12,20,62,78
2019-11-11,5,9,18,23,76
2019-11-12,4,7,14,26,73
2019-11-13,5,9,23,43,98
2019-11-14,4,5,9,21,33
2019-11-15,7,10,13,22,31
2019-11-16,15,19,28,49,119
2019-11-17,14,17,20,31,52
2019-11-18,9,12,20,80,111
2019-11-19,16,19,30,103,176
2019-11-20,9,13,27,32,81
2019-11-21,22,26,29,34,50
2019-11-22,9,12,18,30,79
2019-11-23,15,18,23,30,40
2019-11-24,20,24,30,52,100
2019-11-25,5,8,14,27,78
2019-11-26,7,12,19,34,68
2019-11-27,9,12,20,36,63
2019-11-28,6,9,15,30,51
2019-11-29,11,16,28,144,175
2019-11-30,14,17,20,96,99
2019-12-01,11,14,20,45,55
2019-12-02,13,17,29,132,205
2019-12-03,12,16,21,78,136
2019-12-04,20,23,31,164,217
2019-12-05,12,15,19,42,64
2019-12-06,2,4,9,21,64
2019-12-07,4,7,13,20,50
2019-12-08,5,9,13,10,30
2019-12-09,6,12,19,47,79
2019-12-10,5,9,12,23,43
2019-12-11,5,10,12,42,91
2019-12-12,3,6,7,35,72
2019-12-13,4,8,16,18,65
2019-12-14,6,10,15,20,59
2019-12-15,3,6,7,19,39
2019-12-16,9,14,20,164,186
2019-12-17,15,17,24,120,150
2019-12-18,8,10,12,23,54
2019-12-19,5,9,11,21,39
2019-12-20,6,9,15,53,102
2019-12-21,5,8,12,29,63
2019-12-22,5,7,12,25,58
2019-12-23,5,10,18,31,68
2019-12-24,5,8,13,21,52
2019-12-25,9,13,25,93,141
2019-12-26,11,13,15,36,50
2019-12-27,16,18,20,42,84
2019-12-28,9,11,15,23,43
2019-12-29,14,16,19,20,42
2019-12-30,21,25,27,52,90
2019-12-31,14,18,23,35,49
2020-01-01,26,30,34,30,49
2020-01-02,7,10,13,17,28
2020-01-03,9,15,20,39,66
2020-01-04,3,6,12,24,71
2020-01-05,4,6,11,18,38
2020-01-06,6,10,16,23,49
2020-01-07,7,12,16,30,43
2020-01-08,9,17,24,41,76
2020-01-09,6,9,15,23,41
2020-01-10,7,11,21,56,91
2020-01-11,3,5,8,11,20
2020-01-12,2,4,9,21,47
2020-01-13,4,8,10,30,38
2020-01-14,5,10,11,21,32
2020-01-15,4,9,12,33,58
2020-01-16,6,11,14,24,36
2020-01-17,4,8,12,35,71
2020-01-18,6,12,18,34,91
2020-01-19,15,19,22,103,139
2020-01-20,16,20,26,122,176
2020-01-21,13,18,25,102,135
2020-01-22,13,16,20,67,85
2020-01-23,14,16,18,48,79
2020-01-24,12,16,19,51,110
2020-01-25,19,29,29,31,58
2020-01-26,11,18,17,25,45
2020-01-27,4,7,11,47,63
2020-01-28,3,6,12,23,59
2020-01-29,6,12,18,25,53
2020-01-30,3,5,8,29,51
2020-01-31,2,3,5,20,30
2020-02-01,7,13,20,11,36
2020-02-02,9,15,19,15,33
2020-02-03,6,12,23,20,56
2020-02-04,8,14,19,21,44
2020-02-05,14,26,38,87,134
2020-02-06,18,25,40,161,199
2020-02-07,21,27,37,56,88
2020-02-08,7,15,23,20,36
2020-02-09,4,7,10,6,14
2020-02-10,4,7,10,16,47
2020-02-11,5,9,18,No data,44
2020-02-12,5,11,19,No data,65
2020-02-13,4,6,12,No data,57
2020-02-14,7,12,21,44,65
2020-02-15,3,4,6,12,24
2020-02-16,3,6,9,10,20
2020-02-17,5,9,14,16,39
2020-02-18,5,9,No data,24,49
2020-02-19,6,11,No data,29,52
2020-02-20,2,5,No data,17,45
2020-02-21,7,13,No data,17,31
2020-02-22,5,9,16,9,35
2020-02-23,3,6,12,30,52
2020-02-24,2,4,9,16,37
2020-02-25,2,5,10,19,58
2020-02-26,4,9,15,29,73
2020-02-27,5,10,16,33,61
2020-02-28,4,6,9,31,49
2020-02-29,4,8,12,11,27
2020-03-01,5,11,17,18,30
2020-03-02,5,11,21,52,90
2020-03-03,6,11,20,30,76
2020-03-04,6,10,17,49,85
2020-03-05,10,13,No data,21,No data
2020-03-06,13,22,No data,89,No data
2020-03-07,7,12,21,24,42
2020-03-08,4,7,13,10,27
2020-03-09,5,9,16,18,41
2020-03-10,2,4,11,14,37
2020-03-11,5,9,18,18,32
2020-03-12,5,9,19,13,35
2020-03-13,4,8,19,29,63
2020-03-14,5,7,14,18,32
2020-03-15,4,6,11,25,51
2020-03-16,6,11,20,40,62
2020-03-17,4,7,12,17,24
2020-03-18,3,5,7,18,28
2020-03-19,6,10,13,17,31
2020-03-20,6,9,13,11,21
2020-03-21,5,10,13,9,13
2020-03-22,10,15,16,11,16
2020-03-23,13,20,25,36,56
2020-03-24,19,29,34,30,61
2020-03-25,21,29,32,38,59
2020-03-26,24,34,31,28,32
2020-03-27,32,43,41,13,22
2020-03-28,12,19,21,6,11
2020-03-29,6,12,14,5,9
2020-03-30,5,9,11,11,17
2020-03-31,7,12,13,11,18
2020-04-01,7,12,14,20,37
2020-04-02,5,10,12,12,25
2020-04-03,8,15,20,26,49
2020-04-04,9,12,18,19,36
2020-04-05,10,15,19,9,13
2020-04-06,6,10,16,15,30
2020-04-07,9,16,25,41,69
2020-04-08,12,20,32,37,66
2020-04-09,20,29,34,13,20
2020-04-10,21,29,33,12,25
2020-04-11,22,31,34,18,29
2020-04-12,12,17,21,9,19
2020-04-13,7,14,18,4,9
2020-04-14,9,16,19,22,31
2020-04-15,13,20,25,36,46
2020-04-16,27,39,44,26,33
2020-04-17,8,14,18,5,12
2020-04-18,7,12,17,9,15
2020-04-19,8,13,18,6,12
2020-04-20,8,17,22,7,13
2020-04-21,10,22,26,8,15
2020-04-22,13,27,31,9,16
2020-04-23,12,23,29,11,19
2020-04-24,13,22,24,12,18
2020-04-25,15,19,21,16,30
2020-04-26,17,22,26,15,23
2020-04-27,7,12,19,9,18
2020-04-28,4,5,8,8,14
2020-04-29,5,7,12,11,28
2020-04-30,3,5,9,13,31
2020-05-01,3,6,10,13,32
2020-05-02,4,7,14,15,31
2020-05-03,9,11,18,17,29
2020-05-04,16,19,22,16,22
2020-05-05,5,9,13,7,14
2020-05-06,8,13,17,13,24
2020-05-07,13,19,26,26,45
2020-05-08,11,16,21,15,27
2020-05-09,16,21,24,14,21
2020-05-10,7,13,15,5,10
2020-05-11,5,10,13,9,18
2020-05-12,6,11,14,21,40
2020-05-13,4,9,11,10,19
2020-05-14,5,10,15,13,22
2020-05-15,6,11,14,16,31
2020-05-16,6,9,13,18,30
2020-05-17,5,9,13,10,24
2020-05-18,5,9,16,8,24
2020-05-19,4,8,12,11,28
2020-05-20,8,13,16,20,35
2020-05-21,6,12,16,14,28
2020-05-22,8,19,28,6,19
2020-05-23,6,14,19,5,21
2020-05-24,7,12,17,8,22
2020-05-25,4,7,13,13,29
2020-05-26,5,10,16,13,24
2020-05-27,6,12,17,10,21
2020-05-28,5,10,13,9,23
2020-05-29,4,9,13,10,25
2020-05-30,7,13,18,7,16
2020-05-31,6,12,19,5,11
2020-06-01,4,11,15,7,16
2020-06-02,6,14,20,12,26
2020-06-03,7,11,15,13,24
2020-06-04,5,9,12,17,41
2020-06-05,2,6,12,11,32
2020-06-06,3,6,9,11,36
2020-06-07,5,7,11,10,23
2020-06-08,8,14,17,15,21
2020-06-09,7,12,18,16,37
2020-06-10,10,14,20,19,39
2020-06-11,8,11,16,9,20
2020-06-12,14,18,22,11,21
2020-06-13,10,15,20,12,30
2020-06-14,8,12,15,18,25
2020-06-15,4,8,13,15,31
2020-06-16,6,10,14,16,28
2020-06-17,10,14,18,17,26
2020-06-18,6,8,13,13,28
2020-06-19,4,7,11,13,36
2020-06-20,4,8,11,12,33
2020-06-21,5,10,15,6,19
2020-06-22,6,13,18,11,29
2020-06-23,7,13,20,16,34
2020-06-24,10,18,25,20,38
2020-06-25,10,18,24,14,32
2020-06-26,10,18,22,15,35
2020-06-27,3,6,10,7,21
2020-06-28,4,8,12,4,15
2020-06-29,5,11,16,6,24
2020-06-30,5,8,13,11,34
2020-07-01,3,5,8,14,41
2020-07-02,4,7,11,18,36
2020-07-03,4,7,13,11,29
2020-07-04,2,3,6,7,24
2020-07-05,3,8,11,4,19
2020-07-06,4,8,13,13,37
2020-07-07,5,8,13,14,45
2020-07-08,3,5,6,16,36
2020-07-09,2,4,8,11,27
2020-07-10,3,7,11,15,44
2020-07-11,3,6,12,17,36
2020-07-12,8,11,10,15,33
2020-07-13,4,7,10,13,40
2020-07-14,4,7,10,15,37
2020-07-15,3,5,9,16,49
2020-07-16,3,5,9,16,39
2020-07-17,4,11,16,12,44
2020-07-18,4,8,12,8,32
2020-07-19,4,8,12,8,25
2020-07-20,4,8,13,17,31
2020-07-21,4,9,14,27,40
2020-07-22,5,10,16,24,45
2020-07-23,4,7,11,12,36
2020-07-24,3,6,9,12,39
2020-07-25,3,6,9,11,35
2020-07-26,4,7,11,7,25
2020-07-27,3,6,10,13,32
2020-07-28,3,7,11,12,45
2020-07-29,4,7,11,15,46
2020-07-30,4,9,15,25,51
2020-07-31,7,18,24,18,42
2020-08-01,4,7,13,11,36
2020-08-02,2,5,9,10,27
2020-08-03,2,6,No data,20,37
2020-08-04,3,8,No data,20,40
2020-08-05,2,6,No data,8,23
2020-08-06,2,4,8,19,43
2020-08-07,4,9,15,43,62
2020-08-08,4,10,13,10,16
2020-08-09,12,18,21,5,8
2020-08-10,16,29,37,10,21
2020-08-11,24,35,37,19,30
2020-08-12,22,33,32,16,31
2020-08-13,22,31,34,12,23
2020-08-14,12,21,24,9,21
2020-08-15,10,16,20,6,16
2020-08-16,7,9,12,8,15
2020-08-17,5,9,12,18,43
2020-08-18,3,8,11,16,38
2020-08-19,3,6,No data,13,35
2020-08-20,6,15,No data,13,33
2020-08-21,5,11,No data,8,23
2020-08-22,4,7,12,6,24
2020-08-23,3,6,11,7,31
2020-08-24,4,7,12,14,45
2020-08-25,2,5,9,8,19
2020-08-26,3,7,12,20,49
2020-08-27,6,10,13,33,54
2020-08-28,5,7,10,17,33
2020-08-29,2,5,10,8,29
2020-08-30,5,8,13,17,27
2020-08-31,6,10,17,36,68
2020-09-01,7,13,19,44,68
2020-09-02,7,12,18,37,62
2020-09-03,3,6,12,12,42
2020-09-04,6,12,21,17,62
2020-09-05,4,9,15,14,55
2020-09-06,4,8,12,22,39
2020-09-07,5,8,No data,21,No data
2020-09-08,4,7,No data,13,No data
2020-09-09,4,9,15,15,39
2020-09-10,7,13,21,41,81
2020-09-11,5,10,17,20,58
2020-09-12,4,8,13,10,38
2020-09-13,6,10,15,14,38
2020-09-14,7,14,22,58,90
2020-09-15,13,25,30,49,50
2020-09-16,16,26,30,24,31
2020-09-17,7,16,21,8,20
2020-09-18,4,14,18,12,24
2020-09-19,7,16,23,8,18
2020-09-20,7,14,18,7,15
2020-09-21,12,20,30,48,80
2020-09-22,16,26,33,35,63
2020-09-23,6,9,15,19,54
2020-09-24,3,5,10,24,50
2020-09-25,3,7,12,13,40
2020-09-26,3,7,10,11,30
2020-09-27,7,13,18,15,29
2020-09-28,8,12,19,49,90
2020-09-29,No data,No data,18,No data,58
2020-09-30,No data,No data,13,No data,56
2020-10-01,4,8,14,35,72
2020-10-02,5,8,14,13,26
2020-10-03,6,8,11,13,37
2020-10-04,1,1,7,15,34
2020-10-05,2,3,14,16,58
2020-10-06,2,4,10,17,55
2020-10-07,4,8,14,22,63
2020-10-08,3,6,11,32,66
2020-10-09,3,6,14,20,70
2020-10-10,3,6,12,15,58
2020-10-11,3,5,10,17,45
2020-10-12,5,8,13,34,73
2020-10-13,4,7,11,23,50
2020-10-14,7,12,18,17,35
2020-10-15,4,9,14,20,39
2020-10-16,6,10,15,25,47
2020-10-17,8,11,17,30,64
2020-10-18,17,21,27,31,64
2020-10-19,11,16,22,34,62
2020-10-20,7,11,18,23,42
2020-10-21,8,13,17,25,61
2020-10-22,3,7,13,25,65
2020-10-23,5,8,17,30,72
2020-10-24,3,6,9,12,36
2020-10-25,3,5,8,17,40
2020-10-26,4,8,13,22,55
2020-10-27,4,8,11,23,51
2020-10-28,4,7,11,16,41
2020-10-29,5,9,13,15,33
2020-10-30,3,6,12,22,45
2020-10-31,5,9,13,11,36
2020-11-01,6,11,14,7,21
2020-11-02,3,7,11,9,31
2020-11-03,5,10,17,29,81
2020-11-04,10,15,28,97,135
2020-11-05,29,35,61,117,188
2020-11-06,40,47,55,115,142
2020-11-07,33,40,51,63,82
2020-11-08,32,38,38,35,67
2020-11-09,13,17,20,30,82
2020-11-10,6,9,19,32,71
2020-11-11,4,7,16,18,35
2020-11-12,4,8,16,19,39
2020-11-13,5,10,20,26,54
2020-11-14,5,8,12,12,29
2020-11-15,4,8,12,9,24
2020-11-16,3,6,11,14,38
2020-11-17,3,5,10,13,25
2020-11-18,6,10,17,13,32
2020-11-19,4,7,13,36,65
2020-11-20,5,8,12,35,55
2020-11-21,2,4,8,11,26
2020-11-22,6,10,18,39,81
2020-11-23,8,11,15,78,97
2020-11-24,6,10,12,24,38
2020-11-25,10,14,21,78,114
2020-11-26,16,21,28,204,262
2020-11-27,20,24,26,179,142
2020-11-28,27,32,34,39,57
2020-11-29,22,24,28,34,68
2020-11-30,8,11,13,21,53
2020-12-01,6,9,14,57,69
2020-12-02,10,14,21,71,120
2020-12-03,5,7,9,35,62
2020-12-04,4,5,7,22,54
2020-12-05,7,9,12,23,38
2020-12-06,14,16,18,54,92
2020-12-07,13,15,17,76,107
2020-12-08,9,12,14,55,89
2020-12-09,6,11,18,45,82
2020-12-10,7,10,14,22,58
2020-12-11,8,12,19,57,102
2020-12-12,6,9,17,33,77
2020-12-13,4,6,8,16,35
2020-12-14,6,12,16,27,41
2020-12-15,5,9,13,34,54
2020-12-16,4,7,10,25,44
2020-12-17,5,9,14,29,52
2020-12-18,2,3,5,16,32
2020-12-19,4,8,12,16,31
2020-12-20,4,7,10,19,36
2020-12-21,2,4,8,21,39
2020-12-22,6,10,15,52,70
2020-12-23,6,8,10,27,42
2020-12-24,3,4,6,14,25
2020-12-25,5,7,11,22,46
2020-12-26,2,3,3,7,14
2020-12-27,4,7,9,17,36
2020-12-28,9,11,11,18,32
2020-12-29,12,15,17,37,62
2020-12-30,10,12,20,93,151
2020-12-31,17,20,31,82,159
2021-01-01,15,17,21,27,41
2021-01-02,8,10,11,38,57
2021-01-03,6,7,7,13,22
2021-01-04,4,7,8,12,25
2021-01-05,5,8,9,19,35
2021-01-06,9,13,14,46,69
2021-01-07,18,20,22,86,130
2021-01-08,19,22,22,62,79
2021-01-09,19,21,25,36,79
2021-01-10,13,14,15,22,53
2021-01-11,3,4,6,16,41
2021-01-12,7,9,14,65,97
2021-01-13,15,18,23,106,139
2021-01-14,6,7,No data,30,39
2021-01-15,14,17,No data,35,70
2021-01-16,7,10,16,22,59
2021-01-17,6,10,16,15,45
2021-01-18,4,7,10,22,41
2021-01-19,1,2,3,11,21
2021-01-20,2,3,6,13,25
2021-01-21,2,4,12,22,52
2021-01-22,5,9,17,36,78
2021-01-23,7,9,13,40,80
2021-01-24,9,10,12,27,42
2021-01-25,8,12,17,40,99
2021-01-26,7,9,14,64,96
2021-01-27,8,11,17,80,125
2021-01-28,4,6,10,24,51
2021-01-29,4,7,14,25,61
2021-01-30,4,6,8,9,13
2021-01-31,6,9,12,15,23
2021-02-01,17,22,27,41,69
2021-02-02,9,13,17,30,53
2021-02-03,5,9,17,36,78
2021-02-04,8,10,12,41,73
2021-02-05,7,9,15,28,63
2021-02-06,7,8,9,31,44
2021-02-07,9,17,20,5,12
2021-02-08,4,6,8,10,23
2021-02-09,No data,No data,8,13,25
2021-02-10,No data,No data,14,23,38
2021-02-11,9,12,21,22,42
2021-02-12,13,17,24,19,34
2021-02-13,11,17,22,16,34
2021-02-14,9,13,17,13,21
2021-02-15,8,11,15,27,48
2021-02-16,5,9,No data,19,34
2021-02-17,5,10,No data,17,31
2021-02-18,5,9,No data,16,37
2021-02-19,5,8,No data,15,33
2021-02-20,13,29,34,14,25
2021-02-21,8,13,24,17,40
2021-02-22,9,14,24,52,81
2021-02-23,5,9,17,16,28
2021-02-24,6,11,21,9,20
2021-02-25,5,12,21,25,57
2021-02-26,10,21,35,83,125
2021-02-27,17,25,51,67,191
2021-02-28,20,24,38,31,62
2021-03-01,13,15,18,17,28
2021-03-02,29,34,37,14,28
2021-03-03,50,58,61,30,44
2021-03-04,17,22,No data,21,No data
2021-03-05,4,10,No data,15,No data
2021-03-06,7,12,20,34,69
2021-03-07,20,28,30,31,55
2021-03-08,18,28,38,42,80
2021-03-09,12,20,27,32,58
2021-03-10,7,10,12,13,23
2021-03-11,4,7,12,9,31
2021-03-12,3,7,13,12,32
2021-03-13,3,5,12,8,32
2021-03-14,3,6,11,9,32
2021-03-15,9,15,22,15,35
