Date,PM2.5_1,PM10_1,PM10_2,NOx_1,NOx_2
2021-03-16,8,13,19,20,40
2021-03-17,14,24,31,35,51
2021-03-18,13,19,23,29,44
2021-03-19,5,7,10,13,25
2021-03-20,11,14,18,17,41
2021-03-21,8,12,14,17,29
2021-03-22,11,19,30,45,83
2021-03-23,15,23,28,33,54
2021-03-24,11,19,26,23,53
2021-03-25,5,12,17,20,40
2021-03-26,4,7,13,13,38
2021-03-27,5,10,16,9,30
2021-03-28,3,6,10,5,11
2021-03-29,4,8,15,17,36
2021-03-30,15,29,37,68,117
2021-03-31,18,39,47,49,90
2021-04-01,8,14,19,7,17
2021-04-02,6,11,14,6,18
2021-04-03,14,24,27,22,36
2021-04-04,14,23,28,23,50
2021-04-05,4,8,11,7,17
2021-04-06,4,9,12,17,32
2021-04-07,4,9,14,25,49
2021-04-08,4,8,12,14,38
2021-04-09,4,9,13,18,36
2021-04-10,7,10,15,16,32
2021-04-11,5,9,13,17,31
2021-04-12,5,11,17,30,48
2021-04-13,No data,No data,17,41,54
2021-04-14,No data,No data,21,32,44
2021-04-15,No data,No data,13,26,35
2021-04-16,No data,No data,18,42,60
2021-04-17,11,18,21,29,57
2021-04-18,12,20,20,31,44
2021-04-19,11,23,24,38,49
2021-04-20,23,38,39,39,57
2021-04-21,16,25,27,13,28
2021-04-22,8,18,21,21,37
2021-04-23,7,14,22,20,48
2021-04-24,8,15,17,18,25
2021-04-25,6,10,12,4,11
2021-04-26,6,12,14,8,21
2021-04-27,13,24,28,27,53
2021-04-28,10,17,21,8,25
2021-04-29,9,13,17,No data,44
2021-04-30,11,16,18,No data,39
2021-05-01,12,17,18,No data,33
2021-05-02,9,12,18,No data,47
2021-05-03,5,8,11,No data,22
2021-05-04,2,4,9,No data,33
2021-05-05,3,6,11,No data,51
2021-05-06,4,7,10,No data,40
2021-05-07,5,10,15,25,58
2021-05-08,3,5,6,13,29
2021-05-09,2,5,8,9,23
2021-05-10,4,9,13,14,30
2021-05-11,5,9,16,16,40
2021-05-12,5,9,15,22,46
2021-05-13,8,13,17,21,37
2021-05-14,12,16,21,18,45
2021-05-15,9,11,16,13,49
2021-05-16,4,7,12,12,27
2021-05-17,8,11,15,23,49
2021-05-18,3,6,10,19,47
2021-05-19,4,7,11,20,39
2021-05-20,5,8,11,21,33
2021-05-21,2,4,6,11,30
2021-05-22,3,6,10,19,49
2021-05-23,3,5,9,10,26
2021-05-24,3,6,11,16,42
2021-05-25,4,8,14,16,46
2021-05-26,5,9,13,23,47
2021-05-27,8,12,20,26,49
2021-05-28,6,10,17,25,58
2021-05-29,9,13,18,22,34
2021-05-30,9,12,15,10,17
2021-05-31,14,18,22,9,22
2021-06-01,10,16,23,15,33
2021-06-02,11,19,24,15,35
2021-06-03,10,15,20,14,39
2021-06-04,5,12,16,23,43
2021-06-05,6,11,16,21,49
2021-06-06,6,9,12,12,23
2021-06-07,5,9,14,14,39
2021-06-08,5,10,16,17,43
2021-06-09,5,9,14,13,37
2021-06-10,2,5,10,10,33
2021-06-11,3,6,11,10,39
2021-06-12,7,12,16,11,33
2021-06-13,4,8,12,14,31
2021-06-14,7,14,18,12,31
2021-06-15,6,13,19,20,36
2021-06-16,6,13,19,17,43
2021-06-17,6,11,16,14,28
2021-06-18,4,8,13,14,27
2021-06-19,4,7,11,8,25
2021-06-20,7,10,13,6,15
2021-06-21,7,12,14,9,22
2021-06-22,7,12,14,12,24
2021-06-23,12,18,20,20,44
2021-06-24,9,13,15,23,52
2021-06-25,4,7,10,12,37
2021-06-26,6,9,11,7,17
2021-06-27,6,9,11,5,15
2021-06-28,6,9,14,12,26
2021-06-29,9,14,18,20,38
2021-06-30,14,21,20,20,33
2021-07-01,16,25,25,30,42
2021-07-02,16,23,27,22,47
2021-07-03,6,10,16,13,45
2021-07-04,3,8,11,11,31
2021-07-05,2,4,15,11,35
2021-07-06,1,2,14,11,35
2021-07-07,4,8,12,11,38
2021-07-08,7,12,17,19,44
2021-07-09,7,12,16,17,41
2021-07-10,4,7,11,13,39
2021-07-11,4,7,10,12,32
2021-07-12,5,9,10,13,33
2021-07-13,7,12,14,12,26
2021-07-14,7,12,16,12,34
2021-07-15,6,12,15,14,26
2021-07-16,8,15,20,19,36
2021-07-17,6,12,17,18,35
2021-07-18,8,14,16,16,27
2021-07-19,9,19,22,17,30
2021-07-20,12,25,28,22,38
2021-07-21,14,26,27,15,22
2021-07-22,14,25,26,16,30
2021-07-23,12,21,21,9,20
2021-07-24,8,14,14,5,15
2021-07-25,12,18,20,10,17
2021-07-26,13,21,22,21,41
2021-07-27,13,21,22,22,39
2021-07-28,5,11,14,13,40
2021-07-29,4,8,12,11,39
2021-07-30,4,7,12,12,44
2021-07-31,4,7,12,15,48
2021-08-01,5,8,11,10,25
2021-08-02,5,9,15,14,36
2021-08-03,8,13,16,24,45
2021-08-04,8,13,18,18,48
2021-08-05,6,10,14,15,36
2021-08-06,4,9,11,9,32
2021-08-07,4,7,11,9,34
2021-08-08,4,7,11,5,26
2021-08-09,4,9,13,16,45
2021-08-10,5,10,14,15,43
2021-08-11,4,8,11,14,36
2021-08-12,4,9,12,10,36
2021-08-13,7,12,15,10,33
2021-08-14,6,10,13,13,45
2021-08-15,5,8,10,9,36
2021-08-16,10,16,19,13,45
2021-08-17,3,6,No data,No data,40
2021-08-18,3,7,No data,No data,48
2021-08-19,4,7,No data,No data,46
2021-08-20,3,7,No data,No data,52
2021-08-21,5,7,14,No data,54
2021-08-22,5,9,13,No data,31
2021-08-23,7,13,13,10,17
2021-08-24,5,9,9,11,22
2021-08-25,7,11,11,20,28
2021-08-26,7,13,No data,12,22
2021-08-27,5,11,12,15,27
2021-08-28,9,15,17,25,47
2021-08-29,9,15,15,13,26
2021-08-30,6,10,10,8,18
2021-08-31,5,9,9,12,24
2021-09-01,11,17,16,12,24
2021-09-02,9,15,16,9,23
2021-09-03,11,19,19,11,24
2021-09-04,14,21,19,13,32
2021-09-05,14,22,21,25,41
2021-09-06,18,28,No data,47,No data
2021-09-07,14,24,No data,32,No data
2021-09-08,18,31,33,24,46
2021-09-09,11,16,17,24,45
2021-09-10,4,8,12,16,49
2021-09-11,5,9,13,16,48
2021-09-12,6,10,12,17,38
2021-09-13,No data,No data,13,No data,40
2021-09-14,No data,No data,15,No data,35
2021-09-15,13,18,25,34,85
2021-09-16,8,13,17,39,78
2021-09-17,5,9,15,29,70
2021-09-18,10,13,21,30,64
2021-09-19,5,8,13,18,50
2021-09-20,4,7,14,23,45
2021-09-21,7,13,20,47,78
2021-09-22,5,9,14,26,No data
2021-09-23,4,9,13,21,54
2021-09-24,4,9,15,23,72
2021-09-25,7,10,14,18,52
2021-09-26,8,12,17,10,33
2021-09-27,2,5,11,10,38
2021-09-28,3,7,12,16,46
2021-09-29,3,6,13,16,60
2021-09-30,3,5,7,14,31
2021-10-01,3,6,12,14,50
2021-10-02,3,6,10,14,52
2021-10-03,3,6,10,10,30
2021-10-04,3,7,12,18,41
2021-10-05,2,4,11,11,39
2021-10-06,4,8,16,21,58
2021-10-07,5,9,14,26,65
2021-10-08,8,11,16,27,71
2021-10-09,16,20,30,37,77
2021-10-10,6,10,15,17,46
2021-10-11,7,13,18,38,61
2021-10-12,6,10,14,24,59
2021-10-13,5,8,14,36,68
2021-10-14,5,9,13,19,58
2021-10-15,5,11,16,50,70
2021-10-16,10,15,23,42,81
2021-10-17,12,16,24,29,56
2021-10-18,9,13,19,23,52
2021-10-19,6,9,12,12,28
2021-10-20,2,4,10,15,41
2021-10-21,No data,No data,15,19,59
2021-10-22,No data,No data,14,27,74
2021-10-23,3,6,11,18,52
2021-10-24,4,7,11,13,35
2021-10-25,5,8,15,21,68
2021-10-26,4,8,10,15,36
2021-10-27,3,5,8,9,22
2021-10-28,5,8,12,13,31
2021-10-29,4,7,11,17,46
2021-10-30,3,6,12,18,56
2021-10-31,2,5,10,9,21
2021-11-01,1,1,12,20,64
2021-11-02,4,7,20,58,124
2021-11-03,6,9,15,46,85
2021-11-04,3,6,17,30,57
2021-11-05,19,24,38,65,147
2021-11-06,7,9,16,12,40
2021-11-07,8,15,26,13,51
2021-11-08,9,13,21,34,75
2021-11-09,4,6,13,16,43
2021-11-10,8,11,14,31,50
2021-11-11,6,9,14,35,68
2021-11-12,5,8,16,16,48
2021-11-13,4,8,15,20,50
2021-11-14,10,14,18,21,29
2021-11-15,14,18,26,46,85
2021-11-16,13,17,24,38,81
2021-11-17,8,15,24,31,75
2021-11-18,4,8,16,21,69
2021-11-19,2,5,12,25,76
2021-11-20,5,8,14,21,71
2021-11-21,3,7,10,11,20
2021-11-22,7,13,17,52,64
2021-11-23,9,12,16,42,69
2021-11-24,9,12,18,36,79
2021-11-25,6,10,21,37,66
2021-11-26,4,7,10,17,53
2021-11-27,2,4,7,7,13
2021-11-28,6,8,10,23,47
2021-11-29,12,14,18,59,117
2021-11-30,2,3,8,16,51
2021-12-01,3,5,9,17,39
2021-12-02,5,9,15,47,82
2021-12-03,9,11,17,73,139
2021-12-04,5,8,14,16,58
2021-12-05,3,5,7,16,30
2021-12-06,7,10,13,44,90
2021-12-07,5,9,11,22,42
2021-12-08,3,5,12,10,87
2021-12-09,5,9,13,31,68
2021-12-10,4,8,14,34,75
2021-12-11,7,11,15,36,81
2021-12-12,3,4,9,12,30
2021-12-13,3,5,12,24,40
2021-12-14,5,7,20,21,45
2021-12-15,7,12,30,38,70
2021-12-16,8,13,27,44,75
2021-12-17,15,19,25,34,52
2021-12-18,5,5,6,15,31
2021-12-19,5,6,6,29,40
2021-12-20,9,13,19,18,41
2021-12-21,11,15,28,22,66
2021-12-22,19,23,32,53,111
2021-12-23,16,19,21,43,73
2021-12-24,7,10,13,29,49
2021-12-25,7,9,11,10,14
2021-12-26,10,11,12,31,58
2021-12-27,7,9,11,18,49
2021-12-28,3,4,7,17,44
2021-12-29,6,8,12,15,34
2021-12-30,2,3,5,8,16
2021-12-31,5,8,14,11,30
2022-01-01,10,17,22,11,23
2022-01-02,5,8,12,10,25
2022-01-03,7,13,17,17,38
2022-01-04,5,8,13,19,43
2022-01-05,7,12,19,53,82
2022-01-06,8,12,15,57,81
2022-01-07,4,7,11,28,65
2022-01-08,5,8,12,21,55
2022-01-09,8,12,16,40,99
2022-01-10,12,16,21,70,96
2022-01-11,9,14,18,42,65
2022-01-12,14,18,28,126,201
2022-01-13,17,19,29,149,196
2022-01-14,26,32,43,249,334
2022-01-15,30,33,41,137,220
2022-01-16,15,18,24,28,78
2022-01-17,14,21,27,119,187
2022-01-18,19,23,26,128,171
2022-01-19,12,17,21,26,61
2022-01-20,8,15,23,48,63
2022-01-21,8,12,27,58,106
2022-01-22,6,9,15,16,54
2022-01-23,12,13,17,17,51
2022-01-24,23,26,37,21,56
2022-01-25,25,31,41,31,77
2022-01-26,18,24,35,29,71
2022-01-27,5,8,17,25,62
2022-01-28,8,10,19,43,85
2022-01-29,4,8,17,9,34
2022-01-30,7,14,23,27,51
2022-01-31,5,10,18,15,41
2022-02-01,2,5,14,14,45
2022-02-02,3,5,13,23,66
2022-02-03,4,6,17,17,39
2022-02-04,3,6,15,18,62
2022-02-05,4,7,12,12,35
2022-02-06,3,5,8,7,27
2022-02-07,5,10,13,30,71
2022-02-08,4,7,13,12,38
2022-02-09,3,6,18,23,61
2022-02-10,6,11,23,25,72
2022-02-11,7,14,26,36,79
2022-02-12,5,9,16,14,24
2022-02-13,2,4,6,11,30
2022-02-14,2,3,8,16,50
2022-02-15,5,8,10,22,54
2022-02-16,4,7,13,8,27
2022-02-17,5,10,21,13,50
2022-02-18,4,7,12,9,30
2022-02-19,4,7,12,18,53
2022-02-20,4,6,10,6,21
2022-02-21,7,13,20,11,37
2022-02-22,7,13,No data,17,50
2022-02-23,4,8,No data,18,30
2022-02-24,3,5,No data,12,45
2022-02-25,8,19,28,41,87
2022-02-26,8,14,25,29,61
2022-02-27,8,11,20,14,37
2022-02-28,9,13,20,25,49
2022-03-01,7,10,No data,15,No data
2022-03-02,19,21,No data,31,No data
2022-03-03,25,31,41,44,90
2022-03-04,4,7,11,21,34
2022-03-05,5,8,10,10,16
2022-03-06,6,10,12,9,18
2022-03-07,8,11,15,15,31
2022-03-08,22,29,33,22,44
2022-03-09,10,16,24,17,34
2022-03-10,8,13,19,18,38
2022-03-11,8,11,16,15,34
2022-03-12,3,6,11,11,24
2022-03-13,5,8,14,12,30
2022-03-14,7,15,21,38,87
2022-03-15,10,18,27,57,91
2022-03-16,15,19,25,24,48
2022-03-17,5,9,17,22,59
2022-03-18,9,13,21,37,66
2022-03-19,10,14,20,12,22
2022-03-20,18,25,30,20,34
2022-03-21,32,43,49,49,85
2022-03-22,23,36,43,No data,81
2022-03-23,28,43,53,No data,113
2022-03-24,33,52,58,62,85
2022-03-25,32,51,53,42,63
2022-03-26,22,33,36,21,40
2022-03-27,13,16,18,15,30
2022-03-28,15,22,28,56,77
2022-03-29,15,20,20,24,30
2022-03-30,13,18,19,13,21
2022-03-31,4,7,9,12,19
2022-04-01,4,7,9,16,25
2022-04-02,7,10,17,27,49
2022-04-03,9,12,22,27,73
2022-04-04,2,4,10,15,41
2022-04-05,3,7,13,9,34
2022-04-06,3,5,9,12,26
2022-04-07,3,6,16,13,37
2022-04-08,3,7,15,32,52
2022-04-09,3,8,15,21,42
2022-04-10,5,8,18,27,59
2022-04-11,10,15,21,19,33
2022-04-12,14,20,24,30,49
2022-04-13,5,7,14,32,68
2022-04-14,5,9,18,45,80
2022-04-15,8,12,19,47,71
2022-04-16,14,18,22,19,42
2022-04-17,15,19,21,14,31
2022-04-18,4,7,11,12,32
2022-04-19,7,12,14,16,23
2022-04-20,11,17,18,10,19
2022-04-21,8,14,17,9,18
2022-04-22,9,16,20,7,19
2022-04-23,14,21,27,6,17
2022-04-24,9,14,19,5,14
2022-04-25,6,12,17,10,20
2022-04-26,7,12,15,10,19
2022-04-27,6,12,16,14,24
2022-04-28,8,13,18,10,23
2022-04-29,8,15,15,16,23
2022-04-30,8,13,18,20,59
2022-05-01,10,13,16,12,41
2022-05-02,20,25,22,15,30
2022-05-03,13,18,19,15,35
2022-05-04,8,11,14,17,44
2022-05-05,7,11,15,27,47
2022-05-06,7,12,15,17,50
2022-05-07,7,10,11,8,20
2022-05-08,8,12,14,7,24
2022-05-09,8,14,19,15,34
2022-05-10,6,12,15,9,28
2022-05-11,4,7,11,15,39
2022-05-12,No data,No data,13,11,41
2022-05-13,6,13,20,9,37
2022-05-14,10,17,22,19,44
2022-05-15,12,17,23,14,26
2022-05-16,9,13,18,16,35
2022-05-17,6,11,17,15,33
2022-05-18,4,8,15,13,33
2022-05-19,5,8,12,16,44
2022-05-20,4,8,13,14,43
2022-05-21,6,11,17,12,43
2022-05-22,3,5,9,10,34
2022-05-23,2,5,8,14,47
2022-05-24,2,5,9,15,52
2022-05-25,2,6,10,10,37
2022-05-26,3,7,11,9,35
2022-05-27,5,11,16,12,39
2022-05-28,4,8,10,9,22
2022-05-29,3,6,7,9,19
2022-05-30,4,7,10,15,38
2022-05-31,4,6,11,19,53
2022-06-01,5,9,11,25,44
2022-06-02,7,11,13,18,39
2022-06-03,9,14,14,10,18
2022-06-04,6,11,12,4,12
2022-06-05,3,5,9,7,16
2022-06-06,6,8,11,18,43
2022-06-07,7,10,14,20,40
2022-06-08,2,6,11,10,42
2022-06-09,5,11,16,11,33
2022-06-10,9,17,21,8,32
2022-06-11,6,12,16,7,31
2022-06-12,6,11,16,5,30
2022-06-13,5,9,13,17,43
2022-06-14,6,12,16,19,36
2022-06-15,8,14,21,30,46
2022-06-16,7,14,17,19,47
2022-06-17,9,23,26,17,42
2022-06-18,6,10,13,13,31
2022-06-19,6,11,12,10,22
2022-06-20,5,9,11,17,27
2022-06-21,7,12,18,22,43
2022-06-22,7,13,18,21,30
2022-06-23,6,12,16,27,36
2022-06-24,9,14,17,13,22
2022-06-25,4,9,11,8,17
2022-06-26,4,9,12,6,15
2022-06-27,4,8,11,12,25
2022-06-28,5,11,14,13,22
2022-06-29,3,7,11,13,25
2022-06-30,3,6,10,14,26
2022-07-01,3,7,10,11,25
2022-07-02,2,5,7,10,26
2022-07-03,3,6,8,11,25
2022-07-04,2,6,8,12,32
2022-07-05,3,8,11,17,33
2022-07-06,3,7,10,12,32
2022-07-07,5,9,10,8,23
2022-07-08,6,11,No data,12,27
2022-07-09,3,7,9,10,22
2022-07-10,4,7,8,15,18
2022-07-11,4,9,15,17,32
2022-07-12,4,11,15,15,29
2022-07-13,5,12,14,11,22
2022-07-14,4,10,14,14,28
2022-07-15,4,9,12,17,31
2022-07-16,6,11,13,17,26
2022-07-17,7,14,16,18,23
2022-07-18,7,17,20,23,34
2022-07-19,14,32,36,22,40
2022-07-20,13,24,26,13,31
2022-07-21,5,11,13,13,23
2022-07-22,5,11,12,19,28
2022-07-23,7,12,13,12,19
2022-07-24,4,9,10,5,9
2022-07-25,3,9,11,7,21
2022-07-26,5,9,10,12,26
2022-07-27,6,14,16,21,31
2022-07-28,5,11,16,12,31
2022-07-29,5,14,17,20,33
2022-07-30,5,9,13,12,22
2022-07-31,2,5,7,6,15
2022-08-01,3,7,8,11,20
2022-08-02,3,8,8,7,11
2022-08-03,3,6,9,7,20
2022-08-04,3,8,12,11,28
2022-08-05,4,8,12,13,31
2022-08-06,7,12,16,14,23
2022-08-07,4,8,10,12,22
2022-08-08,5,12,14,15,21
2022-08-09,7,17,20,24,38
2022-08-10,6,15,18,21,30
2022-08-11,5,14,21,18,26
2022-08-12,7,21,24,13,20
2022-08-13,9,22,26,9,15
2022-08-14,9,21,21,11,17
2022-08-15,11,23,24,28,42
2022-08-16,14,22,20,16,23
2022-08-17,4,8,10,11,15
2022-08-18,7,12,14,10,21
2022-08-19,4,9,12,10,30
2022-08-20,5,10,12,9,18
2022-08-21,5,10,13,12,24
2022-08-22,4,8,No data,23,33
2022-08-23,3,7,No data,13,24
2022-08-24,3,5,No data,20,28
2022-08-25,5,10,No data,23,34
2022-08-26,5,10,14,34,45
2022-08-27,6,12,14,15,18
2022-08-28,3,7,9,11,17
2022-08-29,3,6,7,6,12
2022-08-30,4,9,10,6,13
2022-08-31,5,11,12,5,14
