Date,NOx_1,NOx_2,NOx_3,PM10_2,PM10_3,PM2.5_1,PM2.5_2,PM2.5_3
2019-04-22,75,40,34,41,No data,36,37,No data
2019-04-23,73,31,27,51,No data,42,41,No data
2019-04-24,71,30,26,46,No data,28,30,No data
2019-04-25,93,45,37,15,No data,15,12,No data
2019-04-26,65,26,39,13,No data,10,11,No data
2019-04-27,28,12,19,9,No data,7,7,No data
2019-04-28,43,17,14,14,No data,11,12,No data
2019-04-29,85,39,37,21,No data,22,18,No data
2019-04-30,118,56,45,31,No data,29,27,No data
2019-05-01,85,32,57,27,No data,25,26,No data
2019-05-02,57,18,34,11,No data,10,9,No data
2019-05-03,107,35,33,15,No data,14,13,No data
2019-05-04,48,19,15,12,No data,10,10,No data
2019-05-05,43,19,25,14,No data,10,12,No data
2019-05-06,43,18,19,12,No data,8,11,No data
2019-05-07,88,37,37,19,No data,17,19,No data
2019-05-08,87,35,22,20,No data,No data,19,No data
2019-05-09,88,27,21,14,No data,No data,13,No data
2019-05-10,101,34,27,14,No data,14,14,No data
2019-05-11,74,29,29,16,No data,14,15,No data
2019-05-12,66,42,37,14,No data,12,14,No data
2019-05-13,78,29,40,19,No data,14,18,No data
2019-05-14,78,39,43,20,No data,17,20,No data
2019-05-15,66,27,29,18,No data,15,17,No data
2019-05-16,56,30,23,No data,No data,16,No data,No data
2019-05-17,49,No data,15,No data,No data,14,No data,No data
2019-05-18,74,No data,27,No data,No data,15,No data,No data
2019-05-19,62,No data,26,No data,No data,15,No data,No data
2019-05-20,50,No data,38,No data,No data,10,No data,No data
2019-05-21,No data,No data,30,8,No data,9,4,No data
2019-05-22,No data,No data,44,10,No data,10,5,No data
2019-05-23,No data,No data,43,12,No data,13,7,No data
2019-05-24,No data,No data,29,11,No data,10,6,No data
2019-05-25,No data,No data,20,9,No data,9,6,No data
2019-05-26,No data,No data,16,7,No data,6,4,No data
2019-05-27,No data,No data,18,6,No data,7,3,No data
2019-05-28,No data,No data,20,7,No data,8,4,No data
2019-05-29,No data,No data,40,8,No data,8,4,No data
2019-05-30,No data,No data,27,8,No data,8,4,No data
2019-05-31,46,No data,32,7,No data,8,3,No data
2019-06-01,69,No data,22,10,No data,13,6,No data
2019-06-02,37,No data,15,10,No data,No data,5,No data
2019-06-03,42,No data,28,10,No data,No data,5,No data
2019-06-04,79,No data,29,11,No data,11,6,No data
2019-06-05,68,No data,46,7,No data,9,3,No data
2019-06-06,72,No data,54,8,No data,15,4,No data
2019-06-07,101,No data,59,18,No data,18,12,No data
2019-06-08,62,No data,32,9,No data,12,7,No data
2019-06-09,40,No data,24,7,No data,7,4,No data
2019-06-10,71,No data,36,8,No data,9,5,No data
2019-06-11,42,No data,11,7,No data,7,4,No data
2019-06-12,72,No data,19,5,No data,8,3,No data
2019-06-13,88,No data,32,6,No data,8,4,No data
2019-06-14,109,No data,46,7,No data,10,4,No data
2019-06-15,79,No data,27,9,No data,10,5,No data
2019-06-16,46,No data,19,7,No data,7,4,No data
2019-06-17,51,No data,31,6,No data,6,3,No data
2019-06-18,69,No data,38,7,No data,8,4,No data
2019-06-19,No data,No data,33,11,No data,12,7,No data
2019-06-20,No data,No data,48,8,No data,7,4,No data
2019-06-21,No data,No data,44,8,No data,8,4,No data
2019-06-22,No data,No data,28,11,No data,10,5,No data
2019-06-23,No data,No data,12,15,No data,14,9,No data
2019-06-24,No data,No data,34,30,No data,31,23,No data
2019-06-25,No data,No data,23,16,No data,16,11,No data
2019-06-26,No data,No data,20,12,No data,13,8,No data
2019-06-27,No data,No data,21,14,No data,13,8,No data
2019-06-28,No data,No data,10,19,No data,16,10,No data
2019-06-29,No data,No data,19,23,No data,21,13,No data
2019-06-30,No data,No data,14,8,No data,10,5,No data
2019-07-01,No data,No data,26,9,No data,8,3,No data
2019-07-02,No data,No data,28,8,No data,8,5,No data
2019-07-03,No data,No data,25,12,No data,12,6,No data
2019-07-04,No data,No data,43,12,No data,12,6,No data
2019-07-05,No data,No data,22,7,No data,7,4,No data
2019-07-06,No data,No data,17,6,No data,8,3,No data
2019-07-07,No data,No data,17,8,No data,12,5,No data
2019-07-08,No data,No data,11,10,No data,10,4,No data
2019-07-09,No data,No data,40,12,No data,13,7,No data
2019-07-10,No data,No data,44,9,No data,10,5,No data
2019-07-11,No data,No data,36,6,No data,9,4,No data
2019-07-12,No data,No data,25,7,No data,8,4,No data
2019-07-13,No data,No data,14,9,No data,10,5,No data
2019-07-14,No data,No data,9,8,No data,10,5,No data
2019-07-15,No data,No data,39,13,No data,12,8,No data
2019-07-16,No data,No data,50,12,No data,12,7,No data
2019-07-17,No data,No data,41,15,No data,13,8,No data
2019-07-18,No data,22,34,7,No data,8,4,No data
2019-07-19,No data,37,35,11,No data,10,6,No data
2019-07-20,No data,22,21,9,No data,10,4,No data
2019-07-21,No data,22,20,7,No data,8,4,No data
2019-07-22,No data,9,26,9,No data,14,4,No data
2019-07-23,No data,22,26,15,No data,14,7,No data
2019-07-24,No data,22,32,16,No data,19,9,No data
2019-07-25,No data,45,53,26,No data,20,11,No data
2019-07-26,No data,20,37,14,No data,14,8,No data
2019-07-27,No data,15,24,6,No data,8,3,No data
2019-07-28,No data,11,24,3,No data,5,1,No data
2019-07-29,No data,16,35,7,No data,11,4,No data
2019-07-30,No data,27,22,15,No data,13,7,No data
2019-07-31,No data,14,34,9,No data,9,5,No data
2019-08-01,No data,15,22,11,No data,12,6,No data
2019-08-02,No data,23,19,12,No data,13,7,No data
2019-08-03,No data,30,28,12,No data,No data,7,No data
2019-08-04,No data,23,19,15,No data,No data,9,No data
2019-08-05,No data,14,25,9,No data,10,5,No data
2019-08-06,No data,13,24,10,No data,No data,5,No data
2019-08-07,No data,13,33,7,No data,9,4,No data
2019-08-08,No data,23,31,11,No data,10,6,No data
2019-08-09,62,24,17,10,No data,9,6,No data
2019-08-10,25,11,10,9,No data,6,4,No data
2019-08-11,22,8,15,7,No data,6,3,No data
2019-08-12,47,16,46,9,No data,7,4,No data
2019-08-13,50,19,46,6,No data,9,3,No data
2019-08-14,99,39,49,7,No data,10,4,No data
2019-08-15,38,14,No data,9,No data,8,4,No data
2019-08-16,61,25,29,7,No data,7,4,No data
2019-08-17,39,16,18,10,No data,9,5,No data
2019-08-18,26,11,16,11,No data,9,5,No data
2019-08-19,50,15,39,13,No data,24,6,No data
2019-08-20,64,18,44,10,No data,13,6,No data
2019-08-21,54,18,31,10,No data,10,5,No data
2019-08-22,33,No data,28,8,No data,8,4,No data
2019-08-23,68,No data,37,9,No data,10,5,No data
2019-08-24,105,No data,56,18,No data,19,10,No data
2019-08-25,85,No data,35,28,No data,27,18,No data
2019-08-26,62,No data,46,25,No data,23,17,No data
2019-08-27,79,No data,56,24,No data,19,14,No data
2019-08-28,No data,No data,49,7,No data,10,4,No data
2019-08-29,54,No data,35,9,No data,10,5,No data
2019-08-30,40,No data,19,13,No data,10,7,No data
2019-08-31,40,18,23,8,No data,10,4,No data
2019-09-01,38,17,24,8,No data,10,4,No data
2019-09-02,44,12,39,8,No data,10,4,No data
2019-09-03,37,14,27,5,No data,8,2,No data
2019-09-04,36,12,33,6,No data,9,3,No data
2019-09-05,40,14,30,8,No data,9,4,No data
2019-09-06,39,15,33,9,No data,No data,4,No data
2019-09-07,67,23,17,9,No data,No data,5,No data
2019-09-08,59,36,39,8,No data,No data,5,No data
2019-09-09,121,52,51,13,No data,No data,10,No data
2019-09-10,81,36,62,11,No data,No data,7,No data
2019-09-11,42,15,33,8,No data,No data,4,No data
2019-09-12,53,17,31,8,No data,No data,4,No data
2019-09-13,70,26,56,10,No data,No data,5,No data
2019-09-14,71,33,45,12,No data,No data,6,No data
2019-09-15,42,18,18,6,No data,No data,4,No data
2019-09-16,76,21,29,9,No data,No data,5,No data
2019-09-17,78,21,42,11,No data,No data,5,No data
2019-09-18,111,51,75,14,No data,No data,7,No data
2019-09-19,116,69,94,14,No data,No data,7,No data
2019-09-20,118,45,60,15,No data,No data,8,No data
2019-09-21,111,54,36,23,No data,17,13,No data
2019-09-22,103,49,43,24,No data,27,17,No data
2019-09-23,76,24,35,8,No data,10,4,No data
2019-09-24,127,42,49,8,No data,12,5,No data
2019-09-25,114,36,42,8,No data,13,5,No data
2019-09-26,55,20,37,7,No data,8,3,No data
2019-09-27,60,24,33,7,No data,8,3,No data
2019-09-28,58,25,35,5,No data,8,3,No data
2019-09-29,53,20,21,3,No data,8,2,No data
2019-09-30,92,31,54,8,No data,12,4,No data
2019-10-01,76,28,24,6,No data,11,4,No data
2019-10-02,68,30,73,6,No data,13,3,No data
2019-10-03,162,92,96,13,No data,18,7,No data
2019-10-04,93,31,47,9,No data,14,5,No data
2019-10-05,108,58,42,12,No data,17,7,No data
2019-10-06,38,15,16,7,No data,12,4,No data
2019-10-07,106,35,47,11,No data,14,6,No data
2019-10-08,60,21,47,13,No data,12,7,No data
2019-10-09,83,24,56,10,No data,11,5,No data
2019-10-10,47,16,39,9,No data,8,4,No data
2019-10-11,71,21,44,7,No data,6,4,No data
2019-10-12,86,43,43,10,No data,9,6,No data
2019-10-13,83,29,26,7,No data,7,5,No data
2019-10-14,147,55,61,10,No data,10,6,No data
2019-10-15,108,36,64,8,No data,9,5,No data
2019-10-16,127,51,76,11,No data,12,6,No data
2019-10-17,169,55,66,11,No data,14,6,No data
2019-10-18,85,31,48,7,No data,9,4,No data
2019-10-19,76,24,37,6,No data,8,4,No data
2019-10-20,36,10,13,7,No data,7,4,No data
2019-10-21,99,32,41,10,No data,10,6,No data
2019-10-22,175,55,78,12,No data,14,7,No data
2019-10-23,151,56,87,19,No data,21,14,No data
2019-10-24,174,57,107,18,No data,21,13,No data
2019-10-25,135,48,69,6,No data,11,4,No data
2019-10-26,103,38,47,5,No data,9,4,No data
2019-10-27,48,20,40,9,No data,9,4,No data
2019-10-28,146,61,96,14,No data,13,8,No data
2019-10-29,93,49,50,14,No data,12,7,No data
2019-10-30,136,60,53,17,No data,16,11,No data
2019-10-31,164,98,108,28,No data,27,21,No data
2019-11-01,196,77,55,14,No data,24,11,No data
2019-11-02,118,47,62,15,No data,16,11,No data
2019-11-03,130,65,85,24,No data,31,19,No data
2019-11-04,172,69,64,31,No data,35,25,No data
2019-11-05,73,24,26,17,No data,21,13,No data
2019-11-06,180,103,142,26,No data,28,18,No data
2019-11-07,95,36,27,9,No data,13,7,No data
2019-11-08,91,30,39,8,No data,12,6,No data
2019-11-09,172,107,83,17,No data,20,12,No data
2019-11-10,115,42,49,14,No data,15,9,No data
2019-11-11,60,16,59,10,No data,9,5,No data
2019-11-12,51,16,39,6,No data,6,3,No data
2019-11-13,177,60,93,14,No data,14,9,No data
2019-11-14,49,23,20,8,No data,9,5,No data
2019-11-15,64,25,19,9,No data,9,6,No data
2019-11-16,140,35,59,10,No data,15,8,No data
2019-11-17,71,26,21,8,No data,13,6,No data
2019-11-18,144,72,128,11,No data,11,7,No data
2019-11-19,215,154,200,23,No data,26,18,No data
2019-11-20,169,100,85,23,No data,23,16,No data
2019-11-21,154,60,54,27,No data,26,21,No data
2019-11-22,125,56,33,18,No data,22,14,No data
2019-11-23,123,55,37,22,No data,24,17,No data
2019-11-24,120,55,55,34,No data,34,28,No data
2019-11-25,152,65,48,15,No data,21,12,No data
2019-11-26,180,66,56,12,No data,16,8,No data
2019-11-27,101,40,42,13,No data,15,9,No data
2019-11-28,94,28,40,8,No data,9,4,No data
2019-11-29,224,99,215,17,No data,17,12,No data
2019-11-30,279,189,204,28,No data,31,23,No data
2019-12-01,167,143,116,22,No data,18,19,No data
2019-12-02,171,63,156,11,No data,12,8,No data
2019-12-03,360,93,181,14,No data,23,10,No data
2019-12-04,152,54,86,16,No data,20,13,No data
2019-12-05,79,27,44,10,No data,9,6,No data
2019-12-06,53,15,47,3,No data,5,2,No data
2019-12-07,49,21,30,6,No data,7,4,No data
2019-12-08,28,9,18,9,No data,6,5,No data
2019-12-09,144,36,90,10,No data,10,5,No data
2019-12-10,56,23,34,9,No data,8,5,No data
2019-12-11,115,28,67,10,No data,11,5,No data
2019-12-12,174,71,80,10,No data,13,7,No data
2019-12-13,75,24,53,6,No data,8,4,No data
2019-12-14,60,24,30,11,No data,8,6,No data
2019-12-15,41,15,24,6,No data,6,3,No data
2019-12-16,139,45,93,13,No data,13,8,No data
2019-12-17,321,177,283,18,No data,21,13,No data
2019-12-18,136,70,62,13,No data,16,11,No data
2019-12-19,83,42,32,9,No data,12,6,No data
2019-12-20,178,53,99,10,No data,10,7,No data
2019-12-21,144,64,43,14,No data,13,11,No data
2019-12-22,152,36,65,9,No data,10,7,No data
2019-12-23,90,22,55,10,No data,5,5,No data
2019-12-24,103,31,56,7,No data,7,4,No data
2019-12-25,123,22,39,10,No data,9,7,No data
2019-12-26,91,25,23,16,No data,14,13,No data
2019-12-27,116,47,49,18,No data,19,16,No data
2019-12-28,73,31,37,13,No data,11,10,No data
2019-12-29,55,23,24,14,No data,11,11,No data
2019-12-30,182,44,54,13,No data,12,9,No data
2019-12-31,149,48,74,16,No data,14,11,No data
2020-01-01,97,31,36,29,No data,28,25,No data
2020-01-02,49,14,27,9,No data,6,7,No data
2020-01-03,50,13,36,11,No data,5,6,No data
2020-01-04,55,17,35,7,No data,3,5,No data
2020-01-05,45,17,26,4,No data,3,3,No data
2020-01-06,53,17,34,10,No data,3,6,No data
2020-01-07,62,23,34,10,No data,4,6,No data
2020-01-08,109,35,62,22,No data,9,12,No data
2020-01-09,84,22,44,7,No data,5,5,No data
2020-01-10,105,32,62,10,No data,5,5,No data
2020-01-11,40,18,22,5,No data,1,3,No data
2020-01-12,84,30,37,5,No data,3,3,No data
2020-01-13,56,23,30,9,No data,3,5,No data
2020-01-14,59,22,32,8,No data,2,4,No data
2020-01-15,54,19,38,10,No data,3,4,No data
2020-01-16,61,27,30,15,No data,4,6,No data
2020-01-17,100,29,60,10,No data,5,5,No data
2020-01-18,65,23,38,13,No data,5,6,No data
2020-01-19,171,113,106,15,No data,10,9,No data
2020-01-20,327,49,186,10,No data,17,6,No data
2020-01-21,405,204,185,25,No data,26,18,No data
2020-01-22,572,305,425,25,No data,31,18,No data
2020-01-23,327,129,203,21,No data,28,16,No data
2020-01-24,128,30,67,8,No data,9,6,No data
2020-01-25,71,34,35,16,No data,13,13,No data
2020-01-26,91,32,55,16,No data,13,11,No data
2020-01-27,107,35,56,10,No data,9,7,No data
2020-01-28,65,16,45,7,No data,5,4,No data
2020-01-29,58,17,44,11,No data,No data,6,No data
2020-01-30,64,19,35,8,No data,No data,5,No data
2020-01-31,56,16,28,4,No data,No data,2,No data
2020-02-01,39,11,22,11,No data,No data,6,No data
2020-02-02,65,23,27,11,No data,No data,7,No data
2020-02-03,49,13,34,12,No data,No data,6,No data
2020-02-04,106,29,59,12,No data,6,6,No data
2020-02-05,184,97,156,20,No data,12,12,No data
2020-02-06,378,163,203,30,No data,28,21,No data
2020-02-07,185,80,98,36,No data,31,26,No data
2020-02-08,45,17,22,14,No data,9,7,No data
2020-02-09,20,8,10,5,No data,5,3,No data
2020-02-10,49,17,30,10,No data,7,5,No data
2020-02-11,42,10,29,11,No data,7,5,No data
2020-02-12,104,24,57,11,No data,8,5,No data
2020-02-13,93,27,48,6,No data,8,4,No data
2020-02-14,110,39,56,11,No data,11,7,No data
2020-02-15,40,23,15,7,No data,7,4,No data
2020-02-16,28,10,16,6,No data,6,3,No data
2020-02-17,46,12,34,10,No data,7,5,No data
2020-02-18,54,17,40,9,No data,6,4,No data
2020-02-19,65,29,44,10,No data,7,5,No data
2020-02-20,45,17,27,5,No data,5,3,No data
2020-02-21,36,19,26,10,No data,6,5,No data
2020-02-22,34,18,17,6,No data,6,3,No data
2020-02-23,53,22,25,8,No data,6,4,No data
2020-02-24,77,23,32,5,No data,7,3,No data
2020-02-25,86,22,51,6,No data,6,3,No data
2020-02-26,No data,22,48,8,No data,No data,4,No data
2020-02-27,No data,22,46,9,No data,No data,5,No data
2020-02-28,105,50,45,7,No data,8,4,No data
2020-02-29,36,14,18,7,No data,5,3,No data
2020-03-01,39,13,19,12,No data,6,5,No data
2020-03-02,123,42,68,14,No data,9,6,No data
2020-03-03,105,25,56,11,No data,8,5,No data
2020-03-04,181,79,100,32,No data,18,13,No data
2020-03-05,132,65,87,25,No data,18,16,No data
2020-03-06,147,95,126,23,No data,14,13,No data
2020-03-07,52,25,22,34,No data,9,10,No data
2020-03-08,45,15,24,6,No data,6,3,No data
2020-03-09,52,16,37,10,No data,6,5,No data
2020-03-10,45,11,32,5,No data,7,3,No data
2020-03-11,56,17,33,9,No data,6,4,No data
2020-03-12,43,10,26,10,No data,5,4,No data
2020-03-13,76,23,23,9,No data,8,5,No data
2020-03-14,61,27,20,9,No data,9,6,No data
2020-03-15,33,12,18,7,No data,7,4,No data
2020-03-16,58,15,39,10,No data,7,5,No data
2020-03-17,49,27,27,13,No data,2,4,No data
2020-03-18,82,20,41,7,No data,5,3,No data
2020-03-19,117,38,52,17,No data,12,9,No data
2020-03-20,63,26,21,16,No data,8,8,No data
2020-03-21,56,19,14,18,No data,6,8,No data
2020-03-22,57,15,13,20,No data,10,12,No data
2020-03-23,85,47,65,25,No data,16,15,No data
2020-03-24,71,33,41,39,No data,23,24,No data
2020-03-25,129,44,40,39,No data,26,24,No data
2020-03-26,87,40,77,44,No data,36,30,No data
2020-03-27,47,22,23,49,No data,37,37,No data
2020-03-28,20,8,6,16,No data,8,10,No data
2020-03-29,17,6,6,13,No data,4,6,No data
2020-03-30,27,10,12,9,No data,3,5,No data
2020-03-31,48,20,18,13,No data,8,8,No data
2020-04-01,35,13,26,11,No data,5,7,No data
2020-04-02,20,10,17,16,No data,4,6,No data
2020-04-03,46,12,23,14,No data,7,7,No data
2020-04-04,38,19,15,14,No data,10,9,No data
2020-04-05,38,15,9,19,No data,13,12,No data
2020-04-06,32,12,25,12,No data,6,7,No data
2020-04-07,62,32,51,18,No data,9,9,No data
2020-04-08,58,30,39,22,No data,17,12,No data
2020-04-09,43,19,22,24,No data,18,16,No data
2020-04-10,49,16,11,31,No data,25,22,No data
2020-04-11,34,11,12,25,No data,19,17,No data
2020-04-12,34,18,15,16,No data,11,11,No data
2020-04-13,22,7,7,17,No data,6,8,No data
2020-04-14,40,21,28,18,No data,9,11,No data
2020-04-15,85,37,44,24,No data,18,13,No data
2020-04-16,51,29,40,32,No data,22,20,No data
2020-04-17,38,15,10,20,No data,10,11,No data
2020-04-18,36,12,10,17,No data,8,9,No data
2020-04-19,25,12,9,14,No data,9,8,No data
2020-04-20,32,15,12,22,No data,9,9,No data
2020-04-21,31,17,12,27,No data,11,11,No data
2020-04-22,35,17,14,32,No data,15,14,No data
2020-04-23,38,17,15,23,No data,15,11,No data
2020-04-24,46,23,35,23,No data,15,13,No data
2020-04-25,42,13,9,20,No data,14,14,No data
2020-04-26,25,13,13,33,No data,24,21,No data
2020-04-27,35,13,12,10,No data,5,5,No data
2020-04-28,46,17,13,11,No data,8,6,No data
2020-04-29,87,28,22,12,No data,15,10,No data
2020-04-30,39,14,21,6,No data,4,3,No data
2020-05-01,23,15,22,6,No data,4,3,No data
2020-05-02,22,9,10,7,No data,6,4,No data
2020-05-03,48,21,16,13,No data,13,10,No data
2020-05-04,42,20,15,23,No data,20,17,No data
2020-05-05,40,20,13,16,No data,7,7,No data
2020-05-06,53,21,32,19,No data,10,9,No data
2020-05-07,67,25,39,25,No data,13,12,No data
2020-05-08,38,18,29,14,No data,10,9,No data
2020-05-09,36,18,16,15,No data,12,11,No data
2020-05-10,19,5,5,12,No data,5,6,No data
2020-05-11,38,12,16,12,No data,6,5,No data
2020-05-12,21,15,27,19,No data,4,5,No data
2020-05-13,41,12,16,11,No data,5,5,No data
2020-05-14,36,21,33,13,No data,6,5,No data
2020-05-15,24,16,27,20,No data,4,5,No data
2020-05-16,19,8,12,12,No data,4,5,No data
2020-05-17,17,7,11,10,No data,6,5,No data
2020-05-18,21,12,19,30,No data,6,7,No data
2020-05-19,30,13,No data,15,No data,7,6,No data
2020-05-20,54,32,No data,36,No data,8,11,No data
2020-05-21,40,17,No data,33,No data,6,8,No data
2020-05-22,20,7,No data,37,No data,6,10,No data
2020-05-23,16,4,6,20,No data,3,7,No data
2020-05-24,24,10,8,13,No data,8,8,No data
2020-05-25,39,12,19,9,No data,6,5,No data
2020-05-26,34,12,18,9,No data,5,4,No data
2020-05-27,37,13,25,14,No data,6,6,No data
2020-05-28,43,18,11,22,No data,9,9,No data
2020-05-29,42,16,13,21,No data,6,6,No data
2020-05-30,33,12,9,17,No data,10,8,No data
2020-05-31,26,11,6,19,No data,13,11,No data
2020-06-01,50,18,14,19,No data,10,7,No data
2020-06-02,59,17,21,19,No data,17,9,No data
2020-06-03,48,19,11,11,No data,9,6,No data
2020-06-04,51,16,19,8,No data,5,4,No data
2020-06-05,25,8,12,8,No data,3,3,No data
2020-06-06,34,10,10,6,No data,5,3,No data
2020-06-07,33,11,6,7,No data,7,4,No data
2020-06-08,59,16,10,15,No data,9,8,No data
2020-06-09,73,31,32,20,No data,13,10,No data
2020-06-10,62,29,19,16,No data,15,10,No data
2020-06-11,36,14,11,13,No data,14,9,No data
2020-06-12,51,20,19,10,No data,14,8,No data
2020-06-13,50,19,11,24,No data,24,19,No data
2020-06-14,45,16,11,21,No data,24,17,No data
2020-06-15,60,22,18,25,No data,27,19,No data
2020-06-16,74,25,22,28,No data,25,21,No data
2020-06-17,61,23,17,30,No data,28,24,No data
2020-06-18,76,24,21,17,No data,18,13,No data
2020-06-19,68,18,26,10,No data,8,5,No data
2020-06-20,44,10,12,8,No data,8,4,No data
2020-06-21,22,6,9,9,No data,7,5,No data
2020-06-22,40,11,18,18,No data,11,7,No data
2020-06-23,58,25,19,35,No data,10,9,No data
2020-06-24,67,41,21,38,No data,19,14,No data
2020-06-25,56,28,19,45,No data,23,18,No data
2020-06-26,67,47,33,56,No data,23,21,No data
2020-06-27,39,12,10,8,No data,7,4,No data
2020-06-28,17,4,7,8,No data,4,3,No data
2020-06-29,29,17,24,5,No data,6,2,No data
2020-06-30,49,18,30,42,No data,10,9,No data
2020-07-01,53,27,35,10,No data,8,5,No data
2020-07-02,72,25,17,7,No data,5,4,No data
