Date,NOx_1,NOx_2,PM2.5_1,PM2.5_2,PM10_1,PM10_2
2020-12-11,24,73,7,8,13,13
2020-12-12,22,54,13,11,16,15
2020-12-13,14,22,8,5,13,12
2020-12-14,17,33,6,3,15,15
2020-12-15,27,52,7,5,16,18
2020-12-16,19,35,8,6,15,15
2020-12-17,28,54,9,7,16,18
2020-12-18,10,22,3,1,8,7
2020-12-19,11,24,4,2,9,10
2020-12-20,18,37,5,4,10,13
2020-12-21,41,77,11,9,17,16
2020-12-22,61,121,12,8,19,21
2020-12-23,18,42,5,4,10,11
2020-12-24,8,28,4,1,9,10
2020-12-25,17,23,9,7,12,14
2020-12-26,7,11,3,2,9,9
2020-12-27,15,31,5,3,11,12
2020-12-28,22,47,17,13,22,21
2020-12-29,15,41,7,5,9,12
2020-12-30,47,102,10,9,14,18
2020-12-31,58,93,18,16,20,24
2021-01-01,8,15,7,5,10,12
2021-01-02,15,38,4,2,7,10
2021-01-03,16,39,6,4,9,10
2021-01-04,23,41,3,2,9,12
2021-01-05,29,56,No data,No data,No data,No data
2021-01-06,26,62,No data,No data,No data,No data
2021-01-07,51,88,No data,No data,No data,No data
2021-01-08,18,55,No data,No data,No data,No data
2021-01-09,44,56,No data,No data,No data,No data
2021-01-10,18,23,No data,No data,No data,No data
2021-01-11,9,16,No data,No data,No data,No data
2021-01-12,29,45,7,6,12,13
2021-01-13,80,100,16,15,20,23
2021-01-14,No data,No data,13,11,14,13
2021-01-15,No data,No data,16,15,18,20
2021-01-16,17,24,9,9,15,16
2021-01-17,14,21,6,3,12,13
2021-01-18,18,31,5,4,8,9
2021-01-19,26,37,4,4,5,6
2021-01-20,11,20,3,1,4,4
2021-01-21,9,19,4,3,7,7
2021-01-22,24,37,8,6,15,14
2021-01-23,36,48,12,9,15,14
2021-01-24,39,65,23,18,26,23
2021-01-25,27,33,7,5,11,13
2021-01-26,38,61,13,11,17,19
2021-01-27,79,130,17,16,23,23
2021-01-28,20,42,7,8,10,10
2021-01-29,16,35,6,7,11,11
2021-01-30,10,24,5,3,12,13
2021-01-31,19,46,6,5,11,13
2021-02-01,40,83,9,8,18,19
2021-02-02,14,33,3,4,7,7
2021-02-03,27,56,7,8,9,9
2021-02-04,20,31,10,11,16,16
2021-02-05,20,42,14,15,16,16
2021-02-06,8,17,8,10,14,14
2021-02-07,6,8,6,7,17,18
2021-02-08,11,19,4,4,9,10
2021-02-09,13,38,3,3,8,7
2021-02-10,25,65,5,5,11,12
2021-02-11,40,76,8,6,17,21
2021-02-12,23,55,12,11,18,24
2021-02-13,9,13,8,7,18,25
2021-02-14,12,16,10,9,16,17
2021-02-15,24,42,13,14,18,18
2021-02-16,20,28,8,8,12,12
2021-02-17,14,23,6,8,16,16
2021-02-18,13,20,6,5,11,11
2021-02-19,11,17,6,7,13,12
2021-02-20,9,12,14,14,28,27
2021-02-21,11,16,8,10,16,15
2021-02-22,29,46,13,14,21,21
2021-02-23,11,16,8,8,15,14
2021-02-24,8,14,7,9,14,13
2021-02-25,12,21,6,9,17,19
2021-02-26,32,51,12,16,21,26
2021-02-27,37,43,15,15,23,26
2021-02-28,43,56,30,29,37,42
2021-03-01,24,51,18,19,21,25
2021-03-02,10,31,14,15,19,19
2021-03-03,17,47,26,26,31,31
2021-03-04,18,38,5,7,12,14
2021-03-05,15,40,3,3,10,18
2021-03-06,19,40,16,16,24,30
2021-03-07,18,25,22,22,27,33
2021-03-08,13,25,12,11,17,17
2021-03-09,18,35,10,11,17,23
2021-03-10,11,20,8,8,13,12
2021-03-11,6,11,6,5,12,13
2021-03-12,12,22,5,4,9,10
2021-03-13,6,11,4,3,7,7
2021-03-14,7,13,4,3,9,9
2021-03-15,11,34,4,3,9,15
2021-03-16,18,32,9,9,17,20
2021-03-17,27,57,11,12,23,31
2021-03-18,13,32,10,9,18,22
2021-03-19,17,37,3,3,6,11
2021-03-20,8,17,8,9,10,13
2021-03-21,8,16,7,7,15,17
2021-03-22,20,29,6,7,11,15
2021-03-23,11,19,7,8,14,17
2021-03-24,13,25,6,6,13,18
2021-03-25,13,24,5,5,12,16
2021-03-26,15,21,5,6,13,17
2021-03-27,7,12,5,7,14,17
2021-03-28,5,7,3,4,8,8
2021-03-29,9,14,3,5,8,10
2021-03-30,28,46,11,15,23,30
2021-03-31,21,39,19,21,32,36
2021-04-01,10,23,3,4,12,16
2021-04-02,13,26,7,6,16,17
2021-04-03,10,24,7,8,22,27
2021-04-04,11,13,12,12,21,24
2021-04-05,4,15,3,2,12,15
2021-04-06,6,22,3,No data,9,12
2021-04-07,7,23,3,No data,7,10
2021-04-08,11,18,5,No data,11,14
2021-04-09,6,24,4,No data,11,17
2021-04-10,12,25,7,No data,10,17
2021-04-11,8,22,6,No data,10,16
2021-04-12,12,35,5,No data,9,14
2021-04-13,14,47,6,No data,10,20
2021-04-14,15,44,8,7,13,21
2021-04-15,16,37,5,5,11,16
2021-04-16,17,44,7,6,13,17
2021-04-17,14,25,14,11,20,23
2021-04-18,10,23,9,9,15,17
2021-04-19,16,34,13,12,22,26
2021-04-20,17,42,20,19,31,35
2021-04-21,8,28,8,6,18,22
2021-04-22,19,47,9,7,19,24
2021-04-23,18,36,8,6,19,24
2021-04-24,10,28,12,11,23,26
2021-04-25,5,14,6,6,11,14
2021-04-26,11,28,7,4,15,20
2021-04-27,11,31,10,9,22,23
2021-04-28,10,23,10,8,19,22
2021-04-29,12,32,6,2,11,15
2021-04-30,15,45,9,7,13,16
2021-05-01,10,34,8,9,14,17
2021-05-02,15,22,10,8,14,16
2021-05-03,12,20,9,6,12,13
2021-05-04,8,22,3,1,6,6
2021-05-05,8,30,3,1,8,10
2021-05-06,12,31,5,2,10,11
2021-05-07,12,40,7,5,11,16
2021-05-08,14,23,7,7,11,10
2021-05-09,9,20,4,4,10,11
2021-05-10,10,20,6,4,13,17
2021-05-11,13,28,7,6,13,15
2021-05-12,15,36,6,6,10,13
2021-05-13,12,27,9,8,17,19
2021-05-14,9,31,7,5,13,15
2021-05-15,12,24,15,12,22,20
2021-05-16,7,14,11,10,15,15
2021-05-17,10,34,6,5,9,12
2021-05-18,11,31,4,4,9,13
2021-05-19,11,33,4,2,9,12
2021-05-20,15,26,7,5,12,13
2021-05-21,9,34,3,3,6,6
2021-05-22,8,33,4,3,8,10
2021-05-23,9,17,5,5,10,12
2021-05-24,13,31,4,3,11,12
2021-05-25,12,32,5,3,9,8
2021-05-26,11,36,7,6,11,14
2021-05-27,10,28,10,8,16,18
2021-05-28,14,35,15,14,24,25
2021-05-29,10,22,16,15,22,24
2021-05-30,5,10,9,9,13,14
2021-05-31,5,10,14,13,22,20
2021-06-01,10,23,11,13,21,23
2021-06-02,9,22,16,16,25,27
2021-06-03,8,28,16,18,29,31
2021-06-04,5,22,4,7,12,14
2021-06-05,11,27,9,10,14,18
2021-06-06,5,17,8,9,9,13
2021-06-07,8,27,9,12,15,18
2021-06-08,12,25,8,11,14,18
2021-06-09,13,28,6,8,11,14
2021-06-10,11,29,2,6,7,13
2021-06-11,8,22,3,9,11,18
2021-06-12,7,18,6,8,12,16
2021-06-13,8,14,6,7,10,13
2021-06-14,8,16,5,8,10,16
2021-06-15,6,24,8,9,17,18
2021-06-16,7,24,6,9,14,18
2021-06-17,6,26,3,8,9,12
2021-06-18,8,37,3,8,9,13
2021-06-19,5,15,5,6,10,12
2021-06-20,7,20,9,9,13,14
2021-06-21,16,38,10,6,14,16
2021-06-22,9,26,10,9,15,17
2021-06-23,11,26,11,9,16,15
2021-06-24,8,20,10,7,11,10
2021-06-25,8,43,5,8,4,10
2021-06-26,6,22,5,5,5,8
2021-06-27,5,18,8,7,6,8
2021-06-28,9,30,9,7,7,11
2021-06-29,11,27,12,8,11,13
2021-06-30,8,34,9,7,11,12
2021-07-01,5,24,11,12,21,21
2021-07-02,9,31,13,14,22,25
2021-07-03,10,30,19,22,25,28
2021-07-04,9,20,5,9,8,11
2021-07-05,11,23,4,6,8,12
2021-07-06,No data,24,4,7,10,10
2021-07-07,No data,27,4,6,11,15
2021-07-08,8,22,7,7,14,12
2021-07-09,6,25,7,10,12,13
2021-07-10,6,17,15,16,18,19
2021-07-11,8,13,8,12,16,16
2021-07-12,9,34,14,18,20,20
2021-07-13,9,36,4,8,12,13
2021-07-14,8,23,4,7,13,12
2021-07-15,9,31,5,7,14,14
2021-07-16,9,32,6,7,14,17
2021-07-17,7,24,6,6,11,13
2021-07-18,4,16,5,5,12,13
2021-07-19,7,23,7,8,15,19
2021-07-20,9,27,12,12,24,27
2021-07-21,6,25,No data,No data,No data,No data
2021-07-22,9,28,No data,No data,No data,No data
2021-07-23,5,21,No data,No data,No data,No data
2021-07-24,4,22,No data,No data,No data,No data
2021-07-25,10,24,No data,No data,No data,No data
2021-07-26,12,33,No data,No data,No data,No data
2021-07-27,No data,No data,10,11,17,22
2021-07-28,No data,33,5,8,12,18
2021-07-29,No data,17,No data,4,No data,12
2021-07-30,No data,49,No data,8,No data,16
2021-07-31,No data,18,No data,5,No data,13
2021-08-01,No data,28,No data,4,No data,13
2021-08-02,No data,34,No data,6,No data,18
2021-08-03,No data,26,No data,7,No data,15
2021-08-04,No data,29,No data,9,No data,22
2021-08-05,No data,21,No data,11,No data,25
2021-08-06,No data,29,No data,5,No data,17
2021-08-07,No data,21,No data,5,No data,16
2021-08-08,No data,13,No data,4,No data,13
2021-08-09,No data,25,No data,6,No data,17
2021-08-10,No data,25,No data,7,No data,17
2021-08-11,No data,31,No data,6,No data,15
2021-08-12,No data,27,No data,7,No data,14
2021-08-13,No data,24,No data,7,No data,18
2021-08-14,No data,21,No data,6,No data,14
2021-08-15,No data,17,No data,6,No data,12
2021-08-16,No data,20,No data,10,No data,16
2021-08-17,No data,18,No data,2,No data,8
2021-08-18,No data,14,No data,3,No data,9
2021-08-19,No data,33,No data,6,No data,11
2021-08-20,No data,41,No data,6,No data,13
2021-08-21,No data,44,No data,6,No data,12
2021-08-22,No data,27,No data,4,No data,11
2021-08-23,No data,31,No data,3,No data,11
2021-08-24,No data,34,4,3,6,8
2021-08-25,10,38,No data,4,7,9
2021-08-26,5,38,4,5,14,15
2021-08-27,8,38,6,5,13,14
2021-08-28,10,26,7,5,15,16
2021-08-29,16,31,5,6,12,13
2021-08-30,11,30,5,3,8,10
2021-08-31,11,36,6,4,9,12
2021-09-01,No data,30,12,9,20,21
2021-09-02,11,32,11,7,18,17
2021-09-03,6,34,13,11,19,19
2021-09-04,5,19,10,7,14,15
2021-09-05,6,14,13,10,21,21
2021-09-06,17,33,20,20,29,31
2021-09-07,20,41,23,21,32,33
2021-09-08,15,25,25,23,39,38
2021-09-09,16,42,28,27,37,37
2021-09-10,19,39,8,9,11,14
2021-09-11,8,16,5,6,8,9
2021-09-12,5,22,1,2,7,9
2021-09-13,8,33,1,3,9,12
2021-09-14,11,53,4,6,6,11
2021-09-15,10,35,5,8,9,12
2021-09-16,19,35,8,8,9,12
2021-09-17,21,42,10,10,14,18
2021-09-18,16,31,15,14,20,21
2021-09-19,7,22,8,9,10,13
2021-09-20,12,32,4,5,7,10
2021-09-21,19,40,7,7,12,15
2021-09-22,15,32,7,8,12,16
2021-09-23,8,19,6,7,13,15
2021-09-24,12,26,8,9,12,14
2021-09-25,16,35,4,7,8,11
2021-09-26,9,22,9,11,12,15
2021-09-27,9,27,5,5,7,13
2021-09-28,17,45,6,5,10,12
2021-09-29,9,25,5,3,6,9
2021-09-30,18,44,6,5,7,8
2021-10-01,13,34,5,3,9,10
2021-10-02,14,33,5,4,8,11
2021-10-03,11,23,4,3,6,11
2021-10-04,15,36,4,3,6,10
2021-10-05,10,28,4,5,4,5
2021-10-06,16,38,4,4,6,10
2021-10-07,20,42,8,7,11,14
2021-10-08,29,65,10,8,14,18
2021-10-09,21,49,17,16,18,21
2021-10-10,7,20,6,5,9,11
2021-10-11,13,32,6,4,9,13
2021-10-12,18,47,5,4,7,12
2021-10-13,19,33,5,6,8,10
2021-10-14,12,29,5,5,12,12
2021-10-15,19,56,6,5,10,15
2021-10-16,34,67,13,11,18,21
2021-10-17,17,56,16,14,18,19
2021-10-18,19,40,20,17,20,20
2021-10-19,15,33,6,7,6,6
2021-10-20,23,55,9,6,13,15
2021-10-21,9,27,5,2,10,11
2021-10-22,13,40,4,4,8,12
2021-10-23,17,29,6,6,9,12
2021-10-24,11,23,8,7,11,13
2021-10-25,24,54,7,7,11,15
2021-10-26,16,31,7,3,10,11
2021-10-27,11,20,4,3,7,9
2021-10-28,9,19,8,7,12,11
2021-10-29,13,30,8,7,9,12
2021-10-30,18,47,6,7,9,14
2021-10-31,11,19,5,4,7,10
2021-11-01,15,30,5,3,7,9
2021-11-02,48,76,9,8,11,17
2021-11-03,14,43,6,4,8,10
2021-11-04,13,37,4,3,6,9
2021-11-05,43,81,28,25,31,35
2021-11-06,13,22,17,14,20,21
2021-11-07,11,24,10,10,20,23
2021-11-08,36,67,11,11,19,22
2021-11-09,20,42,6,5,9,12
2021-11-10,34,80,9,8,16,18
2021-11-11,43,71,19,16,22,27
2021-11-12,13,26,7,4,9,10
2021-11-13,12,48,7,6,10,13
2021-11-14,13,40,13,11,18,19
2021-11-15,39,65,24,19,26,27
2021-11-16,40,65,16,16,18,20
2021-11-17,16,37,9,7,18,20
2021-11-18,10,24,5,3,7,No data
2021-11-19,12,32,5,2,7,No data
2021-11-20,11,31,4,2,8,No data
2021-11-21,7,34,4,2,6,No data
2021-11-22,30,68,7,7,9,No data
2021-11-23,48,108,10,9,10,15
2021-11-24,33,64,7,6,11,13
2021-11-25,20,46,6,4,12,16
2021-11-26,11,28,2,1,4,8
2021-11-27,7,29,4,4,9,13
2021-11-28,14,40,5,2,7,10
2021-11-29,41,80,7,6,9,13
2021-11-30,11,29,1,2,3,7
2021-12-01,7,32,2,3,7,8
2021-12-02,22,53,6,4,10,19
2021-12-03,43,110,8,7,13,17
2021-12-04,13,36,5,5,8,9
2021-12-05,10,38,5,5,7,9
2021-12-06,28,58,7,7,8,12
2021-12-07,19,28,4,4,9,12
2021-12-08,17,39,4,4,6,8
2021-12-09,38,85,6,5,11,14
2021-12-10,24,54,6,5,9,12
2021-12-11,39,85,10,9,14,17
2021-12-12,20,49,6,6,8,9
2021-12-13,43,98,10,10,14,17
2021-12-14,31,65,10,9,12,14
2021-12-15,14,40,5,3,7,10
2021-12-16,108,185,18,17,21,26
2021-12-17,94,176,21,21,24,28
2021-12-18,33,79,17,13,14,16
2021-12-19,24,48,14,6,11,10
2021-12-20,20,87,10,7,15,24
2021-12-21,17,61,12,10,18,25
2021-12-22,36,56,22,18,25,27
2021-12-23,47,96,28,21,27,28
2021-12-24,13,40,7,5,9,10
2021-12-25,3,6,7,2,13,15
2021-12-26,11,18,No data,7,12,13
2021-12-27,14,29,No data,10,12,13
2021-12-28,17,31,No data,6,9,11
2021-12-29,17,26,No data,8,14,16
2021-12-30,15,24,No data,4,4,8
2021-12-31,12,20,6,6,10,12
2022-01-01,9,12,13,12,19,21
2022-01-02,16,17,9,4,11,14
2022-01-03,14,21,10,8,14,18
2022-01-04,14,25,7,2,6,11
2022-01-05,16,33,8,4,9,15
2022-01-06,35,51,11,8,12,15
2022-01-07,15,37,6,3,6,11
2022-01-08,15,30,8,5,12,15
2022-01-09,31,46,10,8,16,19
2022-01-10,36,57,17,14,24,26
2022-01-11,50,96,No data,No data,No data,No data
2022-01-12,50,76,No data,No data,No data,No data
2022-01-13,23,44,No data,No data,No data,No data
2022-01-14,111,163,No data,No data,No data,No data
2022-01-15,78,107,24,23,23,27
2022-01-16,59,82,22,19,23,24
2022-01-17,62,126,10,12,13,18
2022-01-18,98,143,24,24,27,30
2022-01-19,19,35,10,10,14,16
2022-01-20,17,34,5,4,14,19
2022-01-21,32,50,6,5,11,12
2022-01-22,36,77,7,7,11,12
2022-01-23,25,41,10,11,12,15
2022-01-24,34,60,24,24,34,36
2022-01-25,No data,No data,31,34,47,54
2022-01-26,No data,No data,13,13,21,21
2022-01-27,19,34,6,6,11,12
2022-01-28,33,58,7,8,13,14
2022-01-29,6,13,6,5,14,14
2022-01-30,17,30,5,6,12,15
2022-01-31,10,No data,4,5,12,15
2022-02-01,6,12,5,7,14,15
2022-02-02,12,28,5,4,10,8
2022-02-03,18,34,7,8,14,13
2022-02-04,9,21,3,5,8,10
2022-02-05,11,18,3,5,9,10
2022-02-06,5,12,2,2,7,8
2022-02-07,26,49,5,6,12,13
2022-02-08,16,33,4,4,9,10
2022-02-09,15,31,3,3,11,11
2022-02-10,12,22,4,4,13,14
2022-02-11,37,74,7,10,15,23
2022-02-12,14,23,5,7,13,13
2022-02-13,11,17,3,5,8,6
2022-02-14,13,27,2,2,7,4
2022-02-15,19,35,5,6,15,16
2022-02-16,7,14,7,7,15,15
2022-02-17,11,23,4,3,11,13
2022-02-18,9,17,3,2,8,9
2022-02-19,21,45,6,7,11,13
2022-02-20,7,11,5,4,8,9
2022-02-21,9,18,5,6,14,15
2022-02-22,13,22,5,7,14,15
2022-02-23,11,17,4,3,10,12
2022-02-24,9,19,4,2,8,9
2022-02-25,18,43,6,5,14,18
2022-02-26,21,33,12,12,21,27
2022-02-27,11,18,9,9,16,19
2022-02-28,21,42,11,11,16,18
2022-03-01,15,44,6,7,15,17
2022-03-02,21,27,26,28,36,36
2022-03-03,43,66,36,37,47,50
2022-03-04,20,50,11,13,15,17
2022-03-05,10,40,3,5,12,15
2022-03-06,11,45,5,4,12,16
2022-03-07,26,58,8,7,16,20
2022-03-08,15,25,21,21,32,34
2022-03-09,13,24,16,17,25,32
2022-03-10,14,26,11,12,18,25
2022-03-11,14,19,14,16,24,27
2022-03-12,9,16,5,5,10,13
2022-03-13,9,16,7,7,13,16
2022-03-14,24,39,6,7,14,19
2022-03-15,25,42,10,10,21,28
2022-03-16,19,51,20,21,25,27
2022-03-17,19,35,5,5,13,17
2022-03-18,22,47,10,11,20,24
2022-03-19,11,28,10,10,22,25
2022-03-20,11,26,20,19,34,38
2022-03-21,28,43,30,31,44,49
2022-03-22,23,40,38,39,52,61
2022-03-23,30,60,50,No data,63,74
2022-03-24,36,79,43,No data,58,71
2022-03-25,35,65,29,No data,47,58
2022-03-26,21,40,30,No data,39,43
2022-03-27,12,25,15,No data,21,23
2022-03-28,18,40,23,No data,25,27
2022-03-29,10,35,14,No data,17,21
2022-03-30,12,37,6,6,10,12
2022-03-31,11,32,4,2,7,15
2022-04-01,15,48,6,4,11,14
2022-04-02,17,50,6,7,14,21
2022-04-03,10,19,5,7,10,11
2022-04-04,5,13,2,3,5,4
2022-04-05,5,14,4,3,7,7
2022-04-06,7,17,3,3,8,8
2022-04-07,6,19,3,4,10,8
2022-04-08,17,40,5,4,11,11
2022-04-09,10,28,5,5,10,12
2022-04-10,17,29,8,9,15,17
2022-04-11,13,18,12,13,26,27
2022-04-12,25,67,24,25,38,37
2022-04-13,15,27,10,12,14,16
2022-04-14,24,39,10,10,14,17
2022-04-15,15,25,16,17,24,24
2022-04-16,11,18,18,20,27,25
2022-04-17,10,15,18,19,23,24
2022-04-18,11,19,6,6,10,11
2022-04-19,9,30,5,4,12,13
2022-04-20,9,28,9,9,15,18
2022-04-21,12,31,13,14,20,22
2022-04-22,15,20,11,10,21,22
2022-04-23,9,16,12,12,25,27
2022-04-24,19,17,10,9,21,19
2022-04-25,8,35,8,8,17,19
2022-04-26,15,37,7,8,14,15
2022-04-27,8,38,7,7,17,20
2022-04-28,7,36,8,8,18,20
2022-04-29,13,40,9,10,17,21
2022-04-30,15,32,12,13,20,21
2022-05-01,12,30,11,13,15,17
2022-05-02,17,33,15,16,19,21
2022-05-03,11,38,11,12,19,23
2022-05-04,13,29,7,8,12,12
2022-05-05,11,26,4,5,10,9
2022-05-06,20,40,6,7,12,13
2022-05-07,6,28,6,7,14,15
2022-05-08,7,16,10,10,19,18
2022-05-09,10,23,8,8,17,19
2022-05-10,8,17,5,6,14,14
2022-05-11,10,23,4,4,10,12
2022-05-12,11,24,5,5,12,13
2022-05-13,6,19,9,8,22,20
2022-05-14,10,25,14,14,26,28
2022-05-15,9,18,15,15,28,26
2022-05-16,12,35,9,14,17,18
2022-05-17,14,27,8,9,16,16
2022-05-18,8,22,5,7,12,12
2022-05-19,11,28,6,7,12,11
2022-05-20,17,38,6,6,14,14
2022-05-21,10,24,6,6,12,12
2022-05-22,12,24,5,6,10,10
2022-05-23,8,26,4,4,9,8
2022-05-24,7,18,3,3,8,7
2022-05-25,8,21,4,4,9,10
2022-05-26,7,20,4,6,11,10
2022-05-27,5,13,5,6,13,14
2022-05-28,10,28,4,4,9,9
2022-05-29,9,21,3,5,9,9
2022-05-30,13,26,5,6,9,11
2022-05-31,10,30,5,7,8,8
2022-06-01,9,28,5,7,10,9
2022-06-02,11,20,9,9,14,13
2022-06-03,5,16,7,8,12,12
2022-06-04,4,16,6,6,11,12
2022-06-05,6,19,7,7,13,13
2022-06-06,9,31,6,7,13,11
2022-06-07,6,24,8,9,18,16
2022-06-08,8,18,6,6,10,8
2022-06-09,9,20,5,7,14,13
2022-06-10,11,22,9,8,20,20
2022-06-11,8,16,7,7,15,14
2022-06-12,4,8,7,6,14,12
2022-06-13,7,14,5,4,10,8
2022-06-14,11,26,6,8,13,15
2022-06-15,14,32,9,11,19,19
2022-06-16,9,29,8,9,16,16
2022-06-17,12,22,8,7,17,18
2022-06-18,5,12,5,5,15,14
2022-06-19,6,18,4,5,11,10
2022-06-20,7,21,6,7,12,13
2022-06-21,6,21,6,7,15,15
2022-06-22,8,20,6,6,12,12
2022-06-23,10,19,7,6,15,15
2022-06-24,15,26,10,11,20,23
2022-06-25,7,15,6,4,12,12
2022-06-26,6,11,6,5,15,15
2022-06-27,13,23,5,4,13,12
2022-06-28,11,18,6,7,14,16
2022-06-29,12,26,5,5,11,12
2022-06-30,14,22,4,5,10,11
2022-07-01,11,25,5,4,10,10
2022-07-02,8,16,3,4,8,8
2022-07-03,9,15,5,5,10,9
2022-07-04,6,13,3,4,9,8
2022-07-05,7,17,4,3,9,8
2022-07-06,6,11,3,3,8,6
2022-07-07,5,20,3,3,8,5
2022-07-08,6,16,3,3,7,5
2022-07-09,5,19,3,2,6,6
2022-07-10,6,13,3,3,7,6
2022-07-11,16,34,6,7,12,14
2022-07-12,19,37,7,9,15,17
2022-07-13,4,13,4,7,10,11
2022-07-14,7,13,3,5,9,7
2022-07-15,9,16,4,6,9,10
2022-07-16,6,15,4,7,10,10
2022-07-17,17,17,8,10,14,16
2022-07-18,15,31,7,12,19,20
2022-07-19,16,25,13,16,31,34
2022-07-20,6,24,11,14,21,23
2022-07-21,4,28,3,7,12,15
2022-07-22,4,26,4,6,12,12
2022-07-23,7,22,4,7,11,13
2022-07-24,6,14,3,6,7,9
2022-07-25,6,17,4,7,10,15
2022-07-26,42,44,No data,No data,No data,No data
2022-07-27,8,21,No data,No data,No data,No data
2022-07-28,8,23,No data,No data,No data,No data
2022-07-29,9,30,No data,No data,No data,No data
2022-07-30,14,27,3,7,10,8
2022-07-31,7,19,2,7,11,9
2022-08-01,8,20,4,4,14,22
2022-08-02,No data,No data,1,2,6,14
2022-08-03,No data,No data,3,5,10,27
2022-08-04,9,19,4,4,11,15
2022-08-05,7,25,4,4,9,17
2022-08-06,8,18,4,4,11,11
2022-08-07,9,14,4,3,10,9
2022-08-08,9,30,6,6,12,19
2022-08-09,9,31,5,6,16,21
2022-08-10,14,28,6,7,21,24
2022-08-11,14,29,8,10,22,30
2022-08-12,11,29,7,8,19,24
2022-08-13,12,20,6,7,17,18
2022-08-14,10,16,10,12,21,22
2022-08-15,16,34,13,18,27,36
2022-08-16,13,33,9,12,15,17
2022-08-17,13,27,4,3,12,10
2022-08-18,14,29,4,5,13,14
2022-08-19,11,29,5,8,14,46
2022-08-20,9,22,5,7,14,25
2022-08-21,8,13,5,5,11,10
2022-08-22,14,29,5,5,11,15
2022-08-23,12,29,4,6,10,14
2022-08-24,10,22,3,4,8,27
2022-08-25,13,33,3,5,11,16
2022-08-26,9,25,5,5,12,15
2022-08-27,7,19,3,4,10,10
2022-08-28,8,18,5,5,11,12
2022-08-29,5,18,2,2,9,6
2022-08-30,6,28,2,3,10,8
2022-08-31,7,21,5,5,13,12
