Date,NOx_1,NOx_2,PM2.5_2,PM10_1,PM10_2
2021-03-13,26,29,5,14,11
2021-03-14,19,13,7,15,13
2021-03-15,62,20,12,22,18
2021-03-16,51,30,7,15,11
2021-03-17,68,32,15,29,24
2021-03-18,44,30,13,22,21
2021-03-19,9,19,4,5,7
2021-03-20,38,29,11,14,14
2021-03-21,19,24,9,11,12
2021-03-22,95,63,14,29,21
2021-03-23,95,57,20,46,28
2021-03-24,107,59,23,31,54
2021-03-25,81,42,9,18,20
2021-03-26,54,33,6,16,11
2021-03-27,35,27,6,15,13
2021-03-28,18,27,10,24,20
2021-03-29,73,49,11,29,19
2021-03-30,175,108,24,37,34
2021-03-31,219,144,31,50,45
2021-04-01,53,36,23,34,35
2021-04-02,7,12,7,13,12
2021-04-03,7,15,11,19,20
2021-04-04,28,22,13,22,23
2021-04-05,8,10,6,11,11
2021-04-06,26,16,3,11,8
2021-04-07,72,30,7,20,13
2021-04-08,75,44,6,20,12
2021-04-09,84,41,6,16,10
2021-04-10,13,21,10,13,15
2021-04-11,18,16,6,10,8
2021-04-12,70,60,7,14,11
2021-04-13,131,84,12,27,20
2021-04-14,121,86,20,33,29
2021-04-15,49,36,6,13,11
2021-04-16,53,41,10,19,16
2021-04-17,43,35,12,17,18
2021-04-18,40,33,18,24,24
2021-04-19,101,69,21,29,28
2021-04-20,103,71,17,32,27
2021-04-21,61,50,22,31,34
2021-04-22,44,27,10,26,21
2021-04-23,60,34,10,26,23
2021-04-24,16,18,10,18,19
2021-04-25,9,11,7,13,13
2021-04-26,18,20,7,16,15
2021-04-27,80,53,11,29,22
2021-04-28,21,24,19,25,27
2021-04-29,22,22,8,13,13
2021-04-30,63,39,11,18,15
2021-05-01,39,30,15,16,19
2021-05-02,37,35,15,18,18
2021-05-03,22,17,8,23,14
2021-05-04,38,18,4,13,10
2021-05-05,61,29,3,13,7
2021-05-06,63,44,5,12,9
2021-05-07,64,28,5,18,10
2021-05-08,27,14,8,14,13
2021-05-09,30,28,6,12,10
2021-05-10,45,29,7,22,14
2021-05-11,69,39,6,17,11
2021-05-12,56,28,7,19,14
2021-05-13,12,22,4,7,9
2021-05-14,34,29,12,14,17
2021-05-15,44,48,7,11,10
2021-05-16,26,38,7,14,12
2021-05-17,60,52,5,14,8
2021-05-18,69,65,5,15,9
2021-05-19,49,25,3,9,5
2021-05-20,51,34,9,24,17
2021-05-21,35,16,10,21,18
2021-05-22,43,27,4,13,7
2021-05-23,19,26,5,11,9
2021-05-24,68,29,4,13,8
2021-05-25,58,44,4,14,8
2021-05-26,50,19,4,14,7
2021-05-27,77,44,5,17,9
2021-05-28,91,46,12,23,16
2021-05-29,46,32,10,18,14
2021-05-30,38,20,12,20,16
2021-05-31,43,23,13,22,18
2021-06-01,69,32,10,23,18
2021-06-02,85,40,12,28,21
2021-06-03,57,28,9,22,13
2021-06-04,35,31,6,15,10
2021-06-05,35,24,5,14,8
2021-06-06,35,22,6,13,8
2021-06-07,63,27,5,18,8
2021-06-08,55,38,7,19,11
2021-06-09,55,38,8,18,12
2021-06-10,51,27,4,11,6
2021-06-11,50,32,5,12,8
2021-06-12,22,18,8,13,12
2021-06-13,52,25,9,18,15
2021-06-14,35,22,7,16,13
2021-06-15,37,28,8,20,15
2021-06-16,75,59,15,27,21
2021-06-17,36,19,8,14,12
2021-06-18,8,17,2,1,3
2021-06-19,9,19,5,5,8
2021-06-20,28,15,6,9,9
2021-06-21,7,14,6,8,8
2021-06-22,7,17,7,12,12
2021-06-23,33,28,7,15,12
2021-06-24,57,38,12,19,17
2021-06-25,55,42,5,11,8
2021-06-26,45,24,6,9,9
2021-06-27,10,12,17,18,20
2021-06-28,38,25,7,10,9
2021-06-29,9,16,10,13,15
2021-06-30,27,20,12,17,17
2021-07-01,69,30,19,25,26
2021-07-02,66,26,14,20,19
2021-07-03,56,24,9,16,12
2021-07-04,50,21,5,11,9
2021-07-05,86,23,5,14,9
2021-07-06,44,27,6,17,13
2021-07-07,44,21,7,15,12
2021-07-08,76,43,8,18,13
2021-07-09,43,29,5,10,8
2021-07-10,50,31,4,7,5
2021-07-11,37,32,5,7,7
2021-07-12,39,28,5,8,7
2021-07-13,21,16,7,10,11
2021-07-14,23,12,5,12,10
2021-07-15,15,17,6,10,11
2021-07-16,21,29,9,15,15
2021-07-17,25,27,5,12,10
2021-07-18,41,39,8,14,12
2021-07-19,54,40,9,20,15
2021-07-20,87,53,12,27,21
2021-07-21,77,45,14,30,25
2021-07-22,87,32,15,30,23
2021-07-23,17,20,9,16,17
2021-07-24,30,20,11,18,17
2021-07-25,10,14,14,20,20
2021-07-26,40,28,12,22,19
2021-07-27,44,26,6,15,11
2021-07-28,37,27,6,16,12
2021-07-29,42,27,7,19,14
2021-07-30,32,31,5,15,11
2021-07-31,33,35,4,10,6
2021-08-01,27,35,4,10,6
2021-08-02,51,27,6,14,10
2021-08-03,63,38,7,17,12
2021-08-04,76,42,10,19,15
2021-08-05,59,24,6,17,10
2021-08-06,30,40,6,15,12
2021-08-07,36,30,4,10,8
2021-08-08,17,51,6,16,13
2021-08-09,42,62,6,15,10
2021-08-10,50,41,6,15,9
2021-08-11,53,30,5,15,8
2021-08-12,43,36,6,14,8
2021-08-13,48,34,10,25,17
2021-08-14,30,27,9,19,13
2021-08-15,20,30,6,13,9
2021-08-16,32,13,8,18,13
2021-08-17,46,19,6,No data,11
2021-08-18,50,41,5,No data,8
2021-08-19,52,30,3,No data,5
2021-08-20,70,44,4,No data,7
2021-08-21,50,32,5,8,8
2021-08-22,18,12,4,7,8
2021-08-23,14,17,6,9,11
2021-08-24,9,No data,6,11,12
2021-08-25,10,No data,4,7,9
2021-08-26,15,No data,7,13,13
2021-08-27,18,No data,6,12,13
2021-08-28,14,No data,8,12,14
2021-08-29,13,No data,7,11,13
2021-08-30,4,No data,5,7,8
2021-08-31,6,No data,4,6,8
2021-09-01,7,No data,7,No data,12
2021-09-02,10,No data,11,No data,18
2021-09-03,27,No data,16,No data,24
2021-09-04,13,No data,21,No data,28
2021-09-05,81,No data,28,No data,35
2021-09-06,117,No data,24,No data,33
2021-09-07,95,No data,14,26,24
2021-09-08,60,No data,15,27,26
2021-09-09,79,No data,6,13,9
2021-09-10,70,31,5,12,8
2021-09-11,48,37,5,12,9
2021-09-12,37,36,5,10,8
2021-09-13,35,31,10,17,16
2021-09-14,38,32,10,17,14
2021-09-15,29,23,9,15,12
2021-09-16,71,60,12,19,17
2021-09-17,105,63,13,22,19
2021-09-18,65,44,14,26,19
2021-09-19,25,19,6,14,9
2021-09-20,22,26,5,12,9
2021-09-21,59,49,7,16,11
2021-09-22,83,76,10,19,16
2021-09-23,65,44,4,13,8
2021-09-24,65,49,5,16,10
2021-09-25,69,49,10,17,13
2021-09-26,44,33,12,18,17
2021-09-27,42,30,4,13,8
2021-09-28,60,43,5,17,11
2021-09-29,62,38,3,11,7
2021-09-30,48,31,5,14,10
2021-10-01,69,47,4,16,9
2021-10-02,48,54,4,11,8
2021-10-03,27,26,4,10,10
2021-10-04,No data,No data,5,14,10
2021-10-05,No data,No data,3,12,8
2021-10-06,70,37,4,12,9
2021-10-07,79,41,4,11,9
2021-10-08,70,49,8,11,12
2021-10-09,49,43,24,25,30
2021-10-10,27,29,14,13,18
2021-10-11,57,47,8,11,14
2021-10-12,66,45,7,8,11
2021-10-13,76,56,8,10,12
2021-10-14,92,67,7,14,11
2021-10-15,44,41,8,12,13
2021-10-16,67,62,9,15,14
2021-10-17,66,56,12,17,17
2021-10-18,93,70,9,13,14
2021-10-19,28,17,No data,27,No data
2021-10-20,50,46,No data,22,No data
2021-10-21,59,38,No data,11,No data
2021-10-22,104,62,No data,14,No data
2021-10-23,71,48,4,10,8
2021-10-24,42,27,6,16,12
2021-10-25,99,83,6,14,9
2021-10-26,73,38,6,15,10
2021-10-27,39,24,5,13,10
2021-10-28,63,41,7,17,13
2021-10-29,67,53,7,15,14
2021-10-30,54,62,5,11,9
2021-10-31,23,17,6,17,13
2021-11-01,108,67,5,16,10
2021-11-02,166,186,11,18,16
2021-11-03,75,66,9,17,12
2021-11-04,35,25,4,11,7
2021-11-05,118,79,12,26,17
2021-11-06,42,80,7,17,10
2021-11-07,40,27,9,20,15
2021-11-08,153,101,9,26,16
2021-11-09,99,61,4,16,7
2021-11-10,95,46,3,13,5
2021-11-11,147,105,9,17,13
2021-11-12,68,35,8,17,14
2021-11-13,41,28,4,7,7
2021-11-14,18,22,9,10,12
2021-11-15,65,74,12,16,17
2021-11-16,204,153,15,27,21
2021-11-17,144,62,9,24,16
2021-11-18,106,66,6,16,12
2021-11-19,96,55,4,9,6
2021-11-20,75,35,7,10,9
2021-11-21,8,14,4,7,7
2021-11-22,14,32,6,10,12
2021-11-23,91,93,16,21,21
2021-11-24,150,149,21,30,27
2021-11-25,74,57,10,21,15
2021-11-26,64,44,4,13,8
2021-11-27,5,12,2,6,5
2021-11-28,18,18,4,9,6
2021-11-29,119,61,9,28,12
2021-11-30,67,60,3,7,5
2021-12-01,65,25,5,14,8
2021-12-02,109,54,6,22,10
2021-12-03,163,119,9,19,12
2021-12-04,56,33,6,17,10
2021-12-05,11,14,3,9,6
2021-12-06,134,72,5,21,9
2021-12-07,77,45,7,20,13
2021-12-08,68,37,7,24,15
2021-12-09,112,60,5,20,12
2021-12-10,95,26,5,17,9
2021-12-11,119,100,8,20,14
2021-12-12,26,27,6,11,10
2021-12-13,71,42,4,9,7
2021-12-14,96,44,8,17,12
2021-12-15,116,65,9,26,14
2021-12-16,86,82,11,23,16
2021-12-17,20,29,10,15,14
2021-12-18,18,27,13,15,15
2021-12-19,17,25,8,9,9
2021-12-20,16,28,5,14,9
2021-12-21,30,40,17,28,23
2021-12-22,122,69,16,36,23
2021-12-23,103,64,15,25,22
2021-12-24,106,61,8,15,14
2021-12-25,22,18,9,12,13
2021-12-26,46,48,7,10,10
2021-12-27,39,23,10,23,17
2021-12-28,31,27,5,10,9
2021-12-29,60,33,5,11,8
2021-12-30,28,16,8,19,12
2021-12-31,33,22,11,24,17
2022-01-01,19,17,12,27,22
2022-01-02,24,14,6,14,11
2022-01-03,34,27,8,18,16
2022-01-04,78,37,6,17,11
2022-01-05,105,42,8,27,13
2022-01-06,137,105,9,22,14
2022-01-07,79,58,4,11,7
2022-01-08,45,28,6,14,11
2022-01-09,86,82,8,19,14
2022-01-10,182,116,13,24,18
2022-01-11,122,72,6,12,8
2022-01-12,142,142,16,29,22
2022-01-13,230,259,21,37,27
2022-01-14,210,215,31,42,40
2022-01-15,199,165,27,40,33
2022-01-16,99,56,13,22,16
2022-01-17,149,108,13,28,20
2022-01-18,181,186,19,32,25
2022-01-19,101,63,10,20,14
2022-01-20,94,46,8,18,14
2022-01-21,145,54,11,44,17
2022-01-22,33,24,11,18,15
2022-01-23,26,28,21,25,25
2022-01-24,21,34,19,21,25
2022-01-25,41,39,27,34,31
2022-01-26,125,78,20,42,29
2022-01-27,115,76,7,15,11
2022-01-28,167,158,11,22,16
2022-01-29,38,32,4,12,9
2022-01-30,62,56,9,No data,17
2022-01-31,69,41,6,23,12
2022-02-01,50,26,5,No data,11
2022-02-02,87,44,5,No data,10
2022-02-03,81,47,4,No data,8
2022-02-04,53,31,4,No data,10
2022-02-05,48,39,6,19,13
2022-02-06,19,13,5,10,8
2022-02-07,97,56,7,26,15
2022-02-08,69,45,3,20,8
2022-02-09,94,47,4,18,9
2022-02-10,91,25,5,25,9
2022-02-11,170,106,10,31,17
2022-02-12,50,28,9,18,16
2022-02-13,26,28,8,15,14
2022-02-14,75,39,4,13,8
2022-02-15,64,54,7,15,13
2022-02-16,44,45,7,No data,12
2022-02-17,64,36,13,No data,26
2022-02-18,25,19,8,No data,16
2022-02-19,42,40,7,No data,15
2022-02-20,16,14,14,No data,25
2022-02-21,38,24,11,No data,21
2022-02-22,62,34,11,No data,21
2022-02-23,91,43,9,22,17
2022-02-24,60,35,5,15,10
2022-02-25,134,94,12,35,21
2022-02-26,100,71,14,28,22
2022-02-27,53,26,12,26,21
2022-02-28,77,37,11,23,17
2022-03-01,20,29,5,3,6
2022-03-02,75,47,26,31,32
2022-03-03,No data,57,18,26,24
2022-03-04,No data,20,5,11,7
2022-03-05,15,15,8,11,11
2022-03-06,9,15,10,12,14
2022-03-07,27,30,12,20,20
2022-03-08,82,31,27,40,39
2022-03-09,65,28,8,19,15
2022-03-10,88,37,10,21,17
2022-03-11,73,28,8,18,14
2022-03-12,45,20,6,15,13
2022-03-13,50,30,8,19,16
2022-03-14,163,68,7,20,12
2022-03-15,168,66,15,33,21
2022-03-16,90,39,16,23,22
2022-03-17,105,67,6,19,12
2022-03-18,96,64,11,21,17
2022-03-19,12,18,16,24,28
2022-03-20,53,31,22,No data,30
2022-03-21,133,57,32,No data,43
2022-03-22,122,59,22,No data,31
2022-03-23,157,106,32,No data,45
2022-03-24,158,105,28,No data,42
2022-03-25,103,76,34,No data,51
2022-03-26,14,21,27,No data,42
2022-03-27,24,19,18,No data,23
2022-03-28,140,53,28,No data,38
2022-03-29,26,33,31,No data,38
2022-03-30,10,18,29,No data,36
2022-03-31,8,13,4,No data,9
2022-04-01,13,19,5,No data,10
2022-04-02,26,27,9,No data,13
2022-04-03,30,28,9,No data,12
2022-04-04,55,33,6,No data,9
2022-04-05,50,20,5,14,9
2022-04-06,42,16,7,17,13
2022-04-07,38,19,5,16,11
2022-04-08,47,38,5,12,9
2022-04-09,53,24,6,17,9
2022-04-10,48,36,8,16,12
2022-04-11,65,31,10,25,19
2022-04-12,83,39,10,24,17
2022-04-13,92,38,8,No data,12
2022-04-14,99,55,7,No data,12
2022-04-15,90,65,7,17,11
2022-04-16,79,46,22,26,27
2022-04-17,49,30,14,20,19
2022-04-18,31,21,10,19,15
2022-04-19,29,23,7,15,12
2022-04-20,22,19,13,21,20
2022-04-21,31,28,15,26,24
2022-04-22,10,15,12,19,23
2022-04-23,10,12,31,33,43
2022-04-24,8,11,15,22,22
2022-04-25,15,18,9,18,16
2022-04-26,41,28,8,No data,15
2022-04-27,17,23,7,10,14
2022-04-28,26,26,13,18,21
2022-04-29,25,23,12,17,19
2022-04-30,50,34,11,15,16
2022-05-01,42,36,14,16,18
2022-05-02,44,30,15,18,19
2022-05-03,54,No data,No data,29,No data
2022-05-04,65,No data,No data,17,No data
2022-05-05,40,15,6,11,11
2022-05-06,48,18,6,11,11
2022-05-07,12,16,5,5,8
2022-05-08,40,17,7,11,11
2022-05-09,77,33,12,24,20
2022-05-10,48,20,9,17,15
2022-05-11,47,18,7,15,13
2022-05-12,71,32,6,17,12
2022-05-13,54,37,7,16,14
2022-05-14,63,30,9,18,17
2022-05-15,25,22,10,15,16
2022-05-16,62,30,12,29,20
2022-05-17,97,36,8,21,14
2022-05-18,75,28,6,17,12
2022-05-19,55,23,6,16,12
2022-05-20,56,27,6,17,11
2022-05-21,30,29,7,12,12
2022-05-22,49,32,6,10,10
2022-05-23,52,22,4,9,8
2022-05-24,51,23,2,9,6
2022-05-25,45,19,4,10,10
2022-05-26,48,35,5,9,10
2022-05-27,29,12,6,12,11
2022-05-28,9,10,5,7,8
2022-05-29,10,11,4,5,7
2022-05-30,86,40,5,13,9
2022-05-31,64,34,4,10,8
2022-06-01,51,33,5,10,9
2022-06-02,62,36,6,10,10
2022-06-03,22,19,9,14,15
2022-06-04,7,8,9,12,15
2022-06-05,16,16,8,8,10
2022-06-06,59,30,5,14,10
2022-06-07,59,39,5,11,8
2022-06-08,45,22,4,14,9
2022-06-09,43,26,7,19,15
2022-06-10,36,18,11,23,19
2022-06-11,25,27,9,18,18
2022-06-12,21,12,7,13,14
2022-06-13,35,15,5,11,9
2022-06-14,85,39,6,17,12
2022-06-15,69,36,8,19,16
2022-06-16,68,31,6,19,13
2022-06-17,93,52,13,28,24
2022-06-18,11,15,9,16,17
2022-06-19,5,10,5,9,9
2022-06-20,25,16,6,13,11
2022-06-21,58,34,8,18,14
2022-06-22,51,30,8,20,14
2022-06-23,58,30,9,21,16
2022-06-24,43,24,7,16,12
2022-06-25,22,21,6,16,13
2022-06-26,15,12,5,14,11
2022-06-27,51,37,5,13,10
2022-06-28,52,18,5,15,10
2022-06-29,45,19,5,15,11
2022-06-30,49,34,6,11,11
2022-07-01,41,37,4,11,8
2022-07-02,23,17,4,10,7
2022-07-03,20,18,3,7,7
2022-07-04,42,13,3,10,7
2022-07-05,38,13,5,11,9
2022-07-06,35,13,6,12,10
2022-07-07,14,15,4,9,8
2022-07-08,23,12,5,11,10
2022-07-09,10,13,4,6,8
2022-07-10,34,27,6,9,10
2022-07-11,85,41,5,16,11
2022-07-12,80,41,6,20,15
2022-07-13,31,14,9,20,17
2022-07-14,11,11,5,18,15
2022-07-15,45,24,4,13,10
2022-07-16,46,20,6,14,11
2022-07-17,49,25,6,15,12
2022-07-18,118,47,8,28,20
2022-07-19,85,30,17,34,34
2022-07-20,40,17,11,20,18
2022-07-21,34,18,7,15,15
2022-07-22,34,19,7,15,13
2022-07-23,24,19,5,10,9
2022-07-24,12,10,5,11,9
2022-07-25,31,15,4,11,9
2022-07-26,27,10,4,9,9
2022-07-27,73,24,5,16,12
2022-07-28,50,25,7,20,17
2022-07-29,57,28,7,20,16
2022-07-30,31,45,6,12,11
2022-07-31,20,13,4,6,7
2022-08-01,29,20,4,21,9
2022-08-02,29,15,6,12,16
2022-08-03,35,17,6,14,16
2022-08-04,35,11,4,12,10
2022-08-05,21,11,3,10,8
2022-08-06,18,20,8,12,14
2022-08-07,34,32,9,18,16
2022-08-08,52,29,7,16,15
2022-08-09,54,28,6,16,14
2022-08-10,71,28,6,20,15
2022-08-11,76,30,8,24,20
2022-08-12,94,42,13,30,29
2022-08-13,88,32,12,58,27
2022-08-14,54,32,10,18,21
2022-08-15,40,22,15,23,24
2022-08-16,58,29,13,No data,20
2022-08-17,19,19,17,No data,24
2022-08-18,44,28,9,No data,16
2022-08-19,36,14,5,13,9
2022-08-20,27,27,6,13,12
2022-08-21,27,27,7,14,12
2022-08-22,67,37,6,10,10
2022-08-23,48,25,4,11,7
2022-08-24,48,22,2,6,5
2022-08-25,47,21,7,10,10
2022-08-26,61,32,5,14,11
2022-08-27,41,29,6,12,11
2022-08-28,25,17,6,14,11
2022-08-29,11,13,4,8,8
2022-08-30,9,13,5,11,11
2022-08-31,11,15,5,13,13
