Date,NOx_1,NOx_2,PM2.5_2,PM10_1,PM10_2
2019-06-17,61,25,5,12,11
2019-06-18,64,56,11,14,17
2019-06-19,61,32,14,19,19
2019-06-20,78,35,3,10,8
2019-06-21,73,55,5,12,11
2019-06-22,64,37,7,13,13
2019-06-23,33,28,15,22,22
2019-06-24,73,49,17,26,24
2019-06-25,66,39,11,16,17
2019-06-26,11,17,12,18,19
2019-06-27,9,14,5,11,12
2019-06-28,17,21,8,13,16
2019-06-29,78,40,15,26,25
2019-06-30,21,17,5,10,11
2019-07-01,44,19,4,10,9
2019-07-02,13,14,5,9,11
2019-07-03,42,27,7,No data,13
2019-07-04,60,35,7,No data,13
2019-07-05,72,45,11,20,18
2019-07-06,23,21,6,11,10
2019-07-07,28,21,5,10,11
2019-07-08,88,40,7,15,13
2019-07-09,77,41,7,16,14
2019-07-10,61,34,8,15,14
2019-07-11,48,31,6,12,10
2019-07-12,33,15,3,8,7
2019-07-13,10,12,5,7,8
2019-07-14,10,14,8,11,13
2019-07-15,28,24,4,9,9
2019-07-16,72,44,7,No data,13
2019-07-17,70,32,7,16,14
2019-07-18,56,22,5,12,11
2019-07-19,64,29,6,13,12
2019-07-20,23,26,4,9,10
2019-07-21,21,23,4,8,9
2019-07-22,53,34,7,No data,13
2019-07-23,104,49,10,No data,19
2019-07-24,No data,37,11,No data,19
2019-07-25,No data,49,11,No data,21
2019-07-26,No data,28,7,17,15
2019-07-27,No data,13,4,9,10
2019-07-28,No data,15,5,9,10
2019-07-29,No data,35,5,12,12
2019-07-30,No data,20,6,14,15
2019-07-31,No data,29,4,10,10
2019-08-01,No data,28,7,12,13
2019-08-02,39,29,9,15,18
2019-08-03,63,33,10,17,18
2019-08-04,40,22,8,14,15
2019-08-05,47,20,5,No data,12
2019-08-06,41,21,No data,No data,No data
2019-08-07,61,26,No data,No data,No data
2019-08-08,93,45,No data,No data,No data
2019-08-09,39,19,No data,No data,No data
2019-08-10,19,35,9,20,21
2019-08-11,20,27,5,14,15
2019-08-12,58,39,4,10,9
2019-08-13,68,41,3,10,9
2019-08-14,66,35,4,9,9
2019-08-15,57,39,5,13,10
2019-08-16,49,34,4,11,11
2019-08-17,28,23,5,13,14
2019-08-18,20,25,4,11,11
2019-08-19,59,No data,No data,14,No data
2019-08-20,No data,No data,No data,No data,No data
2019-08-21,No data,63,11,No data,19
2019-08-22,61,35,8,18,15
2019-08-23,129,70,11,21,19
2019-08-24,98,72,18,27,27
2019-08-25,75,40,18,27,26
2019-08-26,46,46,19,23,25
2019-08-27,51,28,14,No data,20
2019-08-28,61,36,7,15,12
2019-08-29,67,30,5,14,13
2019-08-30,74,32,7,15,15
2019-08-31,49,36,6,12,14
2019-09-01,24,13,4,10,12
2019-09-02,87,60,7,13,13
2019-09-03,58,29,5,11,11
2019-09-04,49,21,4,10,11
2019-09-05,28,16,4,10,11
2019-09-06,76,49,5,14,14
2019-09-07,24,25,6,12,13
2019-09-08,25,27,6,10,12
2019-09-09,82,47,8,15,15
2019-09-10,63,30,7,13,13
2019-09-11,51,53,6,10,12
2019-09-12,59,33,6,11,12
2019-09-13,26,35,6,11,13
2019-09-14,85,65,10,18,19
2019-09-15,34,43,11,12,17
2019-09-16,53,23,5,10,10
2019-09-17,13,28,6,12,15
2019-09-18,55,57,9,17,19
2019-09-19,107,62,10,21,20
2019-09-20,29,32,7,17,19
2019-09-21,43,30,10,20,21
2019-09-22,42,30,7,13,15
2019-09-23,73,38,4,11,11
2019-09-24,61,56,6,12,16
2019-09-25,67,49,5,9,11
2019-09-26,55,44,7,13,17
2019-09-27,51,44,6,13,17
2019-09-28,26,19,4,11,15
2019-09-29,17,11,5,7,11
2019-09-30,80,57,5,11,13
2019-10-01,65,28,4,12,14
2019-10-02,55,47,5,9,14
2019-10-03,109,72,7,14,17
2019-10-04,74,55,7,17,19
2019-10-05,59,41,9,13,16
2019-10-06,31,14,3,8,11
2019-10-07,106,55,5,11,13
2019-10-08,76,56,8,17,22
2019-10-09,75,44,5,12,14
2019-10-10,79,55,7,16,20
2019-10-11,43,31,5,10,14
2019-10-12,87,43,4,7,11
2019-10-13,44,47,5,8,14
2019-10-14,71,60,6,9,15
2019-10-15,87,47,8,13,17
2019-10-16,110,51,5,14,16
2019-10-17,133,80,5,17,16
2019-10-18,80,47,6,14,17
2019-10-19,77,73,8,14,18
2019-10-20,28,40,9,10,17
2019-10-21,24,25,6,9,15
2019-10-22,175,109,13,20,22
2019-10-23,118,97,19,25,30
2019-10-24,149,89,15,23,26
2019-10-25,74,42,5,No data,18
2019-10-26,18,18,5,14,17
2019-10-27,48,62,26,No data,36
2019-10-28,75,54,8,15,17
2019-10-29,16,27,5,9,13
2019-10-30,16,28,13,18,22
2019-10-31,49,47,22,28,32
2019-11-01,79,42,4,9,14
2019-11-02,24,59,6,13,18
2019-11-03,68,75,5,11,15
2019-11-04,142,101,6,14,17
2019-11-05,20,31,8,10,16
2019-11-06,142,68,9,19,18
2019-11-07,163,131,No data,No data,No data
2019-11-08,89,67,No data,16,No data
2019-11-09,91,63,10,15,13
2019-11-10,66,76,16,No data,21
2019-11-11,93,32,6,16,12
2019-11-12,87,48,5,13,10
2019-11-13,154,73,5,14,10
2019-11-14,110,91,9,14,13
2019-11-15,13,25,8,10,11
2019-11-16,60,70,14,17,18
2019-11-17,65,74,21,24,25
2019-11-18,83,61,9,No data,12
2019-11-19,205,137,12,27,18
2019-11-20,73,34,8,22,15
2019-11-21,38,42,14,17,19
2019-11-22,92,39,6,13,13
2019-11-23,17,31,8,11,12
2019-11-24,71,53,11,16,16
2019-11-25,117,47,5,12,9
2019-11-26,104,45,8,15,15
2019-11-27,141,64,4,10,8
2019-11-28,143,46,7,17,11
2019-11-29,86,93,10,16,16
2019-11-30,26,34,9,15,13
2019-12-01,19,27,8,11,10
2019-12-02,120,86,31,24,36
2019-12-03,331,307,30,37,39
2019-12-04,316,276,25,38,31
2019-12-05,252,210,21,28,27
2019-12-06,68,33,4,10,7
2019-12-07,54,39,6,13,11
2019-12-08,28,25,7,12,13
2019-12-09,95,54,7,18,13
2019-12-10,86,75,11,16,17
2019-12-11,179,87,7,13,13
2019-12-12,111,53,5,9,9
2019-12-13,71,33,8,15,15
2019-12-14,47,36,7,11,15
2019-12-15,31,26,6,9,13
2019-12-16,152,79,7,16,14
2019-12-17,189,130,12,17,15
2019-12-18,142,86,8,13,13
2019-12-19,92,38,9,15,19
2019-12-20,130,67,4,7,7
2019-12-21,56,33,7,11,14
2019-12-22,56,52,5,8,8
2019-12-23,84,64,7,14,15
2019-12-24,50,39,9,12,14
2019-12-25,73,57,10,15,14
2019-12-26,31,21,7,10,11
2019-12-27,72,38,10,12,13
2019-12-28,59,36,8,10,11
2019-12-29,81,74,14,16,17
2019-12-30,126,69,16,23,20
2019-12-31,36,38,20,22,24
2020-01-01,58,41,23,24,26
2020-01-02,80,27,7,12,11
2020-01-03,63,39,7,12,12
2020-01-04,81,63,7,13,12
2020-01-05,52,41,4,8,7
2020-01-06,87,36,7,14,13
2020-01-07,80,36,9,13,16
2020-01-08,125,57,10,20,18
2020-01-09,81,39,7,13,14
2020-01-10,143,56,7,13,12
2020-01-11,25,17,9,16,18
2020-01-12,46,31,6,9,11
2020-01-13,62,24,6,10,12
2020-01-14,53,20,9,12,15
2020-01-15,160,53,6,11,12
2020-01-16,86,26,8,15,17
2020-01-17,107,48,5,11,10
2020-01-18,97,81,10,13,15
2020-01-19,83,90,16,18,21
2020-01-20,256,280,25,34,34
2020-01-21,196,255,31,28,37
2020-01-22,114,122,25,23,29
2020-01-23,24,40,14,14,16
2020-01-24,61,65,14,17,16
2020-01-25,82,44,20,25,31
2020-01-26,38,20,13,17,22
2020-01-27,115,44,5,9,10
2020-01-28,96,48,4,9,8
2020-01-29,112,50,8,19,17
2020-01-30,104,41,5,11,9
2020-01-31,61,26,2,4,3
2020-02-01,57,45,9,16,17
2020-02-02,44,34,10,16,18
2020-02-03,98,40,9,16,17
2020-02-04,65,26,6,No data,12
2020-02-05,183,117,14,No data,23
2020-02-06,153,120,15,No data,21
2020-02-07,95,48,16,No data,25
2020-02-08,46,25,9,19,19
2020-02-09,12,16,10,14,17
2020-02-10,47,31,6,12,12
2020-02-11,66,40,7,18,14
2020-02-12,89,51,5,18,11
2020-02-13,82,32,7,13,13
2020-02-14,99,71,11,22,20
2020-02-15,18,12,7,8,11
2020-02-16,27,19,6,8,10
2020-02-17,76,29,7,14,15
2020-02-18,80,31,6,13,12
2020-02-19,99,37,8,13,15
2020-02-20,No data,27,6,13,11
2020-02-21,79,27,10,33,20
2020-02-22,36,23,11,24,20
2020-02-23,36,18,4,7,7
2020-02-24,62,No data,No data,7,No data
2020-02-25,87,No data,No data,11,No data
2020-02-26,94,35,5,No data,11
2020-02-27,71,34,3,No data,6
2020-02-28,88,30,8,No data,15
2020-02-29,41,25,9,No data,22
2020-03-01,44,26,5,No data,11
2020-03-02,90,32,4,No data,8
2020-03-03,126,47,7,34,15
2020-03-04,97,56,8,19,13
2020-03-05,19,20,9,13,11
2020-03-06,146,49,15,39,20
2020-03-07,76,26,12,36,20
2020-03-08,37,16,7,18,13
2020-03-09,68,14,7,19,14
2020-03-10,60,13,5,10,8
2020-03-11,66,21,4,10,7
2020-03-12,64,36,7,23,14
2020-03-13,78,39,8,30,16
2020-03-14,44,28,6,20,11
2020-03-15,41,23,5,11,8
2020-03-16,94,35,6,21,11
2020-03-17,69,33,7,31,14
2020-03-18,58,42,6,20,12
2020-03-19,25,31,9,12,12
2020-03-20,11,17,6,13,12
2020-03-21,10,15,7,17,13
2020-03-22,12,15,11,19,16
2020-03-23,51,27,12,25,21
2020-03-24,104,43,17,34,26
2020-03-25,85,70,22,34,31
2020-03-26,29,31,29,38,41
2020-03-27,12,19,33,43,46
2020-03-28,6,9,17,27,26
2020-03-29,4,6,6,16,14
2020-03-30,7,15,6,11,11
2020-03-31,13,25,10,18,17
2020-04-01,26,34,10,17,15
2020-04-02,40,15,8,16,13
2020-04-03,43,22,9,17,13
2020-04-04,59,26,9,18,12
2020-04-05,110,25,12,26,18
2020-04-06,38,32,8,19,14
2020-04-07,100,60,12,25,18
2020-04-08,89,47,38,53,50
2020-04-09,108,59,55,58,67
2020-04-10,93,39,27,42,37
2020-04-11,90,55,28,45,38
2020-04-12,93,47,39,45,48
2020-04-13,7,10,10,18,18
2020-04-14,32,25,9,18,16
2020-04-15,79,38,14,26,23
2020-04-16,129,55,27,42,39
2020-04-17,23,30,21,29,28
2020-04-18,12,16,16,21,20
2020-04-19,10,13,13,23,20
2020-04-20,11,15,9,24,20
2020-04-21,15,19,11,30,28
2020-04-22,14,21,15,30,30
2020-04-23,55,32,23,41,37
2020-04-24,82,48,27,38,38
2020-04-25,45,28,20,28,27
2020-04-26,43,26,13,20,18
2020-04-27,65,78,16,26,23
2020-04-28,18,25,8,10,10
2020-04-29,50,40,7,17,13
2020-04-30,35,42,5,14,12
2020-05-01,34,29,5,16,13
2020-05-02,19,19,4,9,7
2020-05-03,32,28,7,13,10
2020-05-04,29,21,11,17,16
2020-05-05,10,14,9,12,17
2020-05-06,43,25,12,24,19
2020-05-07,129,57,19,37,27
2020-05-08,83,40,24,26,31
2020-05-09,53,39,29,30,37
2020-05-10,10,11,15,18,25
2020-05-11,5,No data,5,14,14
2020-05-12,32,No data,5,11,10
2020-05-13,14,No data,5,10,14
2020-05-14,7,No data,5,9,11
2020-05-15,23,No data,10,14,18
2020-05-16,19,No data,6,10,10
2020-05-17,15,No data,5,10,9
2020-05-18,40,No data,12,30,18
2020-05-19,41,No data,7,19,12
2020-05-20,76,40,8,16,13
2020-05-21,64,38,6,20,12
2020-05-22,36,24,13,39,27
2020-05-23,16,16,9,19,19
2020-05-24,14,10,7,12,13
2020-05-25,25,19,7,13,12
2020-05-26,36,41,8,13,15
2020-05-27,64,29,8,19,14
2020-05-28,38,25,7,16,14
2020-05-29,47,25,7,21,16
2020-05-30,30,20,9,20,17
2020-05-31,18,13,8,16,17
2020-06-01,45,27,8,18,16
2020-06-02,26,26,7,13,17
2020-06-03,43,29,10,15,17
2020-06-04,21,15,5,5,8
2020-06-05,34,18,3,9,8
2020-06-06,18,26,4,8,8
2020-06-07,16,21,8,7,11
2020-06-08,9,16,7,7,11
2020-06-09,49,30,10,19,17
2020-06-10,55,32,6,14,11
2020-06-11,10,18,13,19,18
2020-06-12,21,25,12,16,16
2020-06-13,43,22,5,No data,10
2020-06-14,17,18,5,No data,8
2020-06-15,52,37,7,No data,10
2020-06-16,59,29,7,No data,11
2020-06-17,55,40,8,No data,12
2020-06-18,66,39,9,13,13
2020-06-19,34,20,5,11,8
2020-06-20,30,38,4,8,7
2020-06-21,21,28,8,15,14
2020-06-22,41,39,9,26,17
2020-06-23,132,48,10,29,18
2020-06-24,108,47,15,27,27
2020-06-25,86,46,10,27,21
2020-06-26,48,27,10,24,16
2020-06-27,16,12,5,10,10
2020-06-28,12,11,5,11,11
2020-06-29,30,22,6,15,14
2020-06-30,51,27,3,3,5
2020-07-01,38,28,5,11,9
2020-07-02,43,28,4,9,7
2020-07-03,34,20,5,17,11
2020-07-04,17,16,4,4,7
2020-07-05,13,16,5,9,11
2020-07-06,36,18,6,13,13
2020-07-07,43,26,6,21,12
2020-07-08,43,36,5,10,9
2020-07-09,39,23,4,9,6
2020-07-10,24,12,3,5,7
2020-07-11,16,14,5,8,8
2020-07-12,30,20,5,9,8
2020-07-13,48,44,4,12,9
2020-07-14,32,18,4,7,8
2020-07-15,56,23,6,12,10
2020-07-16,26,11,3,9,7
2020-07-17,43,18,5,17,10
2020-07-18,25,23,4,9,9
2020-07-19,7,11,4,7,7
2020-07-20,12,13,5,9,10
2020-07-21,30,24,5,13,11
2020-07-22,68,47,6,21,12
2020-07-23,54,52,5,24,10
2020-07-24,44,34,3,10,6
2020-07-25,25,33,5,5,7
2020-07-26,18,19,5,12,11
2020-07-27,38,27,6,13,10
2020-07-28,42,23,4,13,10
2020-07-29,55,30,4,12,8
2020-07-30,118,49,7,24,13
2020-07-31,69,28,8,22,21
2020-08-01,28,23,4,9,8
2020-08-02,21,25,3,6,7
2020-08-03,28,12,3,9,7
2020-08-04,43,25,3,13,7
2020-08-05,32,17,3,22,7
2020-08-06,55,34,4,11,8
2020-08-07,111,84,10,26,23
2020-08-08,22,23,10,17,22
2020-08-09,8,11,17,22,26
2020-08-10,45,27,23,31,34
2020-08-11,72,44,23,30,34
2020-08-12,80,43,15,24,28
2020-08-13,33,26,20,22,29
2020-08-14,11,16,16,13,21
2020-08-15,12,18,16,12,21
2020-08-16,34,30,10,9,13
2020-08-17,55,31,6,9,8
2020-08-18,52,24,4,10,7
2020-08-19,53,35,4,No data,8
2020-08-20,58,26,9,No data,21
2020-08-21,23,16,12,No data,24
2020-08-22,21,16,7,No data,14
2020-08-23,21,21,4,No data,8
2020-08-24,52,39,3,No data,6
2020-08-25,28,27,6,11,12
2020-08-26,50,23,5,14,11
2020-08-27,73,No data,5,17,11
2020-08-28,54,No data,3,6,6
2020-08-29,5,No data,3,6,6
2020-08-30,7,No data,4,11,8
2020-08-31,36,No data,6,12,10
2020-09-01,60,No data,No data,15,No data
2020-09-02,No data,No data,No data,No data,No data
2020-09-03,No data,38,5,No data,7
2020-09-04,64,33,5,No data,10
2020-09-05,33,13,5,No data,9
2020-09-06,31,34,5,No data,9
2020-09-07,68,57,5,No data,9
2020-09-08,59,41,5,No data,9
2020-09-09,60,33,5,No data,10
2020-09-10,39,24,6,No data,12
2020-09-11,70,53,6,No data,12
2020-09-12,32,29,4,No data,8
2020-09-13,35,39,5,No data,8
2020-09-14,118,74,8,No data,16
2020-09-15,69,49,14,No data,24
2020-09-16,24,20,13,No data,21
2020-09-17,9,15,7,No data,16
2020-09-18,13,23,8,No data,19
2020-09-19,11,15,7,20,17
2020-09-20,11,15,8,20,16
2020-09-21,47,40,12,25,21
2020-09-22,78,65,17,27,24
2020-09-23,56,37,4,9,7
2020-09-24,67,41,4,10,7
2020-09-25,24,16,4,10,7
2020-09-26,13,15,3,7,6
2020-09-27,11,17,6,13,11
2020-09-28,74,39,7,15,12
2020-09-29,57,34,8,12,11
2020-09-30,77,52,6,12,10
2020-10-01,81,36,4,10,7
2020-10-02,13,25,3,4,5
2020-10-03,35,25,2,2,3
2020-10-04,26,23,3,5,5
2020-10-05,77,52,5,12,9
2020-10-06,47,33,4,10,7
2020-10-07,68,42,5,14,10
2020-10-08,53,33,5,13,9
2020-10-09,101,67,5,15,9
2020-10-10,48,38,4,10,7
2020-10-11,22,23,4,6,6
2020-10-12,109,62,5,13,9
2020-10-13,38,27,4,8,7
2020-10-14,12,22,5,10,9
2020-10-15,10,26,5,7,10
2020-10-16,57,47,7,14,12
2020-10-17,18,25,8,12,11
2020-10-18,63,66,14,16,17
2020-10-19,90,33,10,23,17
2020-10-20,59,24,10,24,19
2020-10-21,89,46,5,11,9
2020-10-22,74,48,8,16,13
2020-10-23,102,69,5,14,9
2020-10-24,28,20,6,14,10
2020-10-25,46,51,5,10,10
2020-10-26,83,63,6,17,12
2020-10-27,87,59,5,14,10
2020-10-28,75,57,6,15,12
2020-10-29,54,55,8,20,15
2020-10-30,46,42,6,14,10
2020-10-31,44,38,8,18,16
2020-11-01,17,18,8,17,14
2020-11-02,45,No data,7,19,16
2020-11-03,90,No data,5,14,10
2020-11-04,118,No data,14,23,20
2020-11-05,122,No data,28,37,37
2020-11-06,38,No data,22,28,29
2020-11-07,83,No data,25,38,33
2020-11-08,108,No data,20,29,25
2020-11-09,134,No data,11,22,16
2020-11-10,128,No data,5,17,9
2020-11-11,79,No data,5,16,9
2020-11-12,72,No data,7,21,15
2020-11-13,97,No data,7,22,13
2020-11-14,33,No data,10,25,16
2020-11-15,24,No data,4,13,9
2020-11-16,62,No data,6,21,12
2020-11-17,53,No data,7,23,14
2020-11-18,70,No data,7,24,14
2020-11-19,68,No data,5,18,9
2020-11-20,163,No data,9,21,14
2020-11-21,35,No data,4,16,9
2020-11-22,42,No data,7,19,10
2020-11-23,158,No data,8,27,13
2020-11-24,89,No data,7,24,13
2020-11-25,66,No data,11,20,16
2020-11-26,61,No data,10,22,16
2020-11-27,76,No data,19,22,24
2020-11-28,53,No data,29,34,35
2020-11-29,38,No data,27,30,31
2020-11-30,100,No data,11,25,15
2020-12-01,66,No data,6,17,10
2020-12-02,190,No data,11,30,17
2020-12-03,174,No data,5,16,8
2020-12-04,110,No data,5,14,9
2020-12-05,36,No data,7,12,13
2020-12-06,20,No data,13,14,15
2020-12-07,38,No data,12,14,14
2020-12-08,259,No data,14,30,19
2020-12-09,215,No data,10,23,16
2020-12-10,116,No data,5,15,10
2020-12-11,185,No data,9,23,13
2020-12-12,69,No data,8,19,12
2020-12-13,42,No data,6,15,10
2020-12-14,72,No data,9,25,17
2020-12-15,123,No data,6,20,13
2020-12-16,103,No data,6,16,12
2020-12-17,100,No data,6,17,12
2020-12-18,54,No data,7,19,13
2020-12-19,37,No data,9,22,18
2020-12-20,57,No data,6,16,13
2020-12-21,55,No data,3,6,5
2020-12-22,100,No data,4,9,7
2020-12-23,63,No data,4,9,8
2020-12-24,7,No data,3,5,5
2020-12-25,34,No data,5,15,7
2020-12-26,20,No data,4,7,6
2020-12-27,44,No data,7,16,11
2020-12-28,36,No data,6,10,8
2020-12-29,58,No data,11,14,13
2020-12-30,154,No data,13,22,18
2020-12-31,58,No data,15,22,17
2021-01-01,35,No data,19,23,21
2021-01-02,16,No data,6,9,8
2021-01-03,9,No data,8,9,9
2021-01-04,8,No data,5,8,7
2021-01-05,19,No data,4,8,7
2021-01-06,52,No data,10,12,14
2021-01-07,47,No data,18,21,20
2021-01-08,136,No data,21,29,25
2021-01-09,16,No data,13,13,15
2021-01-10,46,No data,20,22,22
2021-01-11,67,No data,4,9,7
2021-01-12,48,No data,4,10,6
2021-01-13,87,No data,7,11,9
2021-01-14,43,No data,3,7,4
2021-01-15,69,No data,14,21,19
2021-01-16,45,No data,7,No data,11
2021-01-17,38,No data,8,20,14
2021-01-18,106,No data,6,17,10
2021-01-19,37,No data,5,12,8
2021-01-20,41,No data,8,18,13
2021-01-21,83,No data,5,17,10
2021-01-22,138,No data,5,20,9
2021-01-23,66,No data,10,20,14
2021-01-24,54,No data,10,16,12
2021-01-25,125,No data,9,35,13
2021-01-26,167,No data,11,17,14
2021-01-27,111,No data,7,10,9
2021-01-28,54,No data,4,7,6
2021-01-29,57,No data,8,20,14
2021-01-30,17,No data,5,7,7
2021-01-31,21,No data,10,15,14
2021-02-01,44,No data,15,19,17
2021-02-02,63,No data,14,32,24
2021-02-03,139,No data,8,24,15
2021-02-04,139,No data,6,16,11
2021-02-05,126,No data,5,14,8
2021-02-06,48,No data,7,12,9
2021-02-07,4,No data,7,14,12
2021-02-08,8,No data,6,No data,9
2021-02-09,11,No data,6,No data,11
2021-02-10,17,No data,12,No data,18
2021-02-11,26,No data,13,No data,23
2021-02-12,16,No data,12,No data,20
2021-02-13,49,No data,14,No data,22
2021-02-14,58,No data,13,No data,22
2021-02-15,69,No data,9,No data,14
2021-02-16,63,No data,10,23,18
2021-02-17,34,No data,11,21,18
2021-02-18,69,No data,6,15,12
2021-02-19,66,No data,8,No data,15
2021-02-20,41,No data,16,No data,41
2021-02-21,91,No data,12,No data,20
2021-02-22,131,No data,10,No data,17
2021-02-23,75,No data,6,No data,11
2021-02-24,56,No data,9,22,17
2021-02-25,94,30,6,23,12
2021-02-26,105,82,12,No data,19
2021-02-27,58,63,19,No data,26
2021-02-28,27,28,21,No data,25
2021-03-01,57,37,27,No data,33
2021-03-02,43,53,52,55,64
2021-03-03,207,109,40,61,51
2021-03-04,50,43,19,21,24
2021-03-05,13,26,10,14,18
2021-03-06,20,41,13,16,17
2021-03-07,32,53,22,24,27
2021-03-08,119,86,30,47,39
2021-03-09,120,58,15,33,21
2021-03-10,40,No data,No data,20,No data
2021-03-11,42,No data,No data,23,No data
2021-03-12,52,55,6,15,13
