Date,PM10,PM2.5,NOx
2021-11-22,12,6,21
2021-11-23,20,15,58
2021-11-24,22,18,44
2021-11-25,13,8,19
2021-11-26,8,5,17
2021-11-27,8,5,11
2021-11-28,7,4,7
2021-11-29,12,9,19
2021-11-30,6,4,11
2021-12-01,5,3,9
2021-12-02,9,5,13
2021-12-03,12,10,24
2021-12-04,9,7,13
2021-12-05,7,4,9
2021-12-06,10,6,20
2021-12-07,10,5,13
2021-12-08,11,5,10
2021-12-09,11,6,16
2021-12-10,8,4,10
2021-12-11,15,10,21
2021-12-12,6,4,8
2021-12-13,7,4,12
2021-12-14,9,7,13
2021-12-15,11,8,18
2021-12-16,18,15,67
2021-12-17,17,15,71
2021-12-18,5,4,13
2021-12-19,6,4,11
2021-12-20,11,6,22
2021-12-21,10,7,27
2021-12-22,23,19,41
2021-12-23,29,25,22
2021-12-24,9,7,11
2021-12-25,11,6,5
2021-12-26,13,10,17
2021-12-27,13,9,11
2021-12-28,7,6,9
2021-12-29,10,7,10
2021-12-30,5,3,5
2021-12-31,8,6,6
2022-01-01,14,10,6
2022-01-02,8,5,5
2022-01-03,13,8,5
2022-01-04,49,13,12
2022-01-05,11,6,11
2022-01-06,12,9,25
2022-01-07,9,5,11
2022-01-08,8,6,9
2022-01-09,11,7,9
2022-01-10,16,12,20
2022-01-11,19,16,20
2022-01-12,19,15,43
2022-01-13,20,17,49
2022-01-14,22,19,36
2022-01-15,31,28,21
2022-01-16,20,17,14
2022-01-17,17,12,39
2022-01-18,23,19,51
2022-01-19,16,13,14
2022-01-20,12,7,12
2022-01-21,16,12,26
2022-01-22,16,14,21
2022-01-23,21,18,14
2022-01-24,34,30,9
2022-01-25,34,30,12
2022-01-26,28,21,16
2022-01-27,11,7,11
2022-01-28,14,11,21
2022-01-29,9,5,5
2022-01-30,14,8,10
2022-01-31,11,6,8
2022-02-01,8,5,7
2022-02-02,7,5,11
2022-02-03,8,6,11
2022-02-04,6,3,9
2022-02-05,8,5,7
2022-02-06,5,3,4
2022-02-07,10,6,10
2022-02-08,6,4,8
2022-02-09,7,5,12
2022-02-10,11,7,13
2022-02-11,11,6,16
2022-02-12,11,7,8
2022-02-13,13,9,5
2022-02-14,4,3,9
2022-02-15,7,5,12
2022-02-16,8,5,5
2022-02-17,9,5,6
2022-02-18,8,5,5
2022-02-19,8,5,7
2022-02-20,8,6,5
2022-02-21,9,5,6
2022-02-22,13,8,9
2022-02-23,10,6,11
2022-02-24,5,3,9
2022-02-25,12,7,22
2022-02-26,16,11,16
2022-02-27,13,8,10
2022-02-28,17,12,12
2022-03-01,15,12,12
2022-03-02,43,35,33
2022-03-03,40,33,36
2022-03-04,38,30,29
2022-03-05,18,14,11
2022-03-06,11,6,7
2022-03-07,14,9,9
2022-03-08,31,22,17
2022-03-09,30,24,13
2022-03-10,33,26,19
2022-03-11,25,18,15
2022-03-12,10,6,7
2022-03-13,11,9,7
2022-03-14,12,8,13
2022-03-15,17,13,24
2022-03-16,28,22,24
2022-03-17,9,6,10
2022-03-18,15,10,19
2022-03-19,19,12,10
2022-03-20,34,25,9
2022-03-21,46,37,19
2022-03-22,59,47,46
2022-03-23,63,47,54
2022-03-24,73,55,54
2022-03-25,69,51,49
2022-03-26,44,36,19
2022-03-27,4,3,8
2022-03-28,9,5,10
2022-03-29,25,18,9
2022-03-30,19,13,10
2022-03-31,8,3,7
2022-04-01,7,4,9
2022-04-02,6,3,12
2022-04-03,9,7,11
2022-04-04,6,4,8
2022-04-05,6,4,6
2022-04-06,6,3,4
2022-04-07,7,3,5
2022-04-08,10,5,11
2022-04-09,8,5,12
2022-04-10,12,9,14
2022-04-11,18,12,15
2022-04-12,21,13,19
2022-04-13,11,8,12
2022-04-14,17,13,17
2022-04-15,25,21,17
2022-04-16,22,19,11
2022-04-17,18,15,14
2022-04-18,22,18,10
2022-04-19,19,15,13
2022-04-20,14,8,12
2022-04-21,15,8,12
2022-04-22,21,12,8
2022-04-23,27,18,8
2022-04-24,18,11,6
2022-04-25,13,7,7
2022-04-26,8,4,8
2022-04-27,12,6,7
2022-04-28,12,6,8
2022-04-29,9,6,10
2022-04-30,12,8,11
2022-05-01,19,13,9
2022-05-02,24,20,13
2022-05-03,No data,No data,No data
2022-05-04,No data,No data,No data
2022-05-05,12,9,10
2022-05-06,18,13,13
2022-05-07,7,5,7
2022-05-08,12,7,6
2022-05-09,16,10,10
2022-05-10,12,7,7
2022-05-11,8,5,8
2022-05-12,8,5,8
2022-05-13,13,7,6
2022-05-14,17,11,9
2022-05-15,23,15,16
2022-05-16,16,10,14
2022-05-17,13,8,11
2022-05-18,11,7,10
2022-05-19,12,8,12
2022-05-20,12,8,13
2022-05-21,9,5,7
2022-05-22,13,9,12
2022-05-23,16,12,17
2022-05-24,6,4,8
2022-05-25,6,3,8
2022-05-26,8,4,7
2022-05-27,11,5,7
2022-05-28,7,3,6
2022-05-29,8,4,6
2022-05-30,7,4,10
2022-05-31,7,4,10
2022-06-01,9,7,11
2022-06-02,9,7,10
2022-06-03,10,6,10
2022-06-04,11,7,6
2022-06-05,12,8,8
2022-06-06,9,6,8
2022-06-07,14,11,11
2022-06-08,5,3,8
2022-06-09,9,5,7
2022-06-10,12,7,7
2022-06-11,11,6,5
2022-06-12,10,6,4
2022-06-13,7,4,5
2022-06-14,10,6,7
2022-06-15,10,6,12
2022-06-16,18,12,10
2022-06-17,23,12,9
2022-06-18,9,5,8
2022-06-19,9,4,5
2022-06-20,11,6,5
2022-06-21,11,7,6
2022-06-22,12,7,11
2022-06-23,19,13,11
2022-06-24,18,12,7
2022-06-25,9,5,3
2022-06-26,9,4,3
2022-06-27,7,3,6
2022-06-28,10,4,7
2022-06-29,8,4,10
2022-06-30,9,5,9
2022-07-01,6,3,6
2022-07-02,6,3,5
2022-07-03,8,4,6
2022-07-04,8,3,6
2022-07-05,8,4,7
2022-07-06,11,6,9
2022-07-07,7,3,6
2022-07-08,11,6,7
2022-07-09,6,3,5
2022-07-10,9,5,7
2022-07-11,10,6,11
2022-07-12,15,6,14
2022-07-13,12,6,8
2022-07-14,10,5,7
2022-07-15,9,4,6
2022-07-16,6,3,6
2022-07-17,10,5,6
2022-07-18,17,7,10
2022-07-19,24,9,15
2022-07-20,32,22,7
2022-07-21,11,5,5
2022-07-22,7,3,7
2022-07-23,12,5,6
2022-07-24,15,7,4
2022-07-25,9,3,4
2022-07-26,9,4,6
2022-07-27,7,3,9
2022-07-28,7,3,7
2022-07-29,9,3,8
2022-07-30,12,7,6
2022-07-31,5,3,6
2022-08-01,9,5,8
2022-08-02,14,5,6
2022-08-03,12,4,5
2022-08-04,9,4,7
2022-08-05,8,3,6
2022-08-06,12,7,7
2022-08-07,11,6,6
2022-08-08,9,5,6
2022-08-09,10,5,10
2022-08-10,8,5,9
2022-08-11,13,6,10
2022-08-12,16,7,9
2022-08-13,18,9,10
2022-08-14,22,14,12
2022-08-15,31,19,15
2022-08-16,27,19,10
2022-08-17,14,9,7
2022-08-18,13,8,7
2022-08-19,11,6,8
2022-08-20,15,5,7
2022-08-21,11,6,5
2022-08-22,16,9,10
2022-08-23,10,4,7
2022-08-24,8,3,7
2022-08-25,7,4,10
2022-08-26,10,5,9
2022-08-27,6,3,9
2022-08-28,6,3,9
2022-08-29,7,3,6
2022-08-30,8,4,6
2022-08-31,9,3,7
