Date,PM10,PM2.5,NOx
2019-05-22,16,6,24
2019-05-23,17,8,23
2019-05-24,17,8,25
2019-05-25,13,6,14
2019-05-26,9,4,6
2019-05-27,9,3,9
2019-05-28,11,2,17
2019-05-29,10,5,16
2019-05-30,11,5,6
2019-05-31,7,3,9
2019-06-01,10,6,14
2019-06-02,14,6,9
2019-06-03,14,3,4
2019-06-04,11,5,23
2019-06-05,7,3,10
2019-06-06,9,4,13
2019-06-07,16,9,54
2019-06-08,10,4,9
2019-06-09,9,3,14
2019-06-10,13,7,53
2019-06-11,9,7,25
2019-06-12,8,4,29
2019-06-13,7,3,23
2019-06-14,9,4,12
2019-06-15,13,6,13
2019-06-16,9,4,7
2019-06-17,10,3,8
2019-06-18,13,6,16
2019-06-19,12,6,20
2019-06-20,12,4,12
2019-06-21,10,3,21
2019-06-22,18,9,30
2019-06-23,20,13,14
2019-06-24,29,25,25
2019-06-25,16,12,27
2019-06-26,13,7,32
2019-06-27,17,9,20
2019-06-28,19,9,11
2019-06-29,30,16,18
2019-06-30,11,4,2
2019-07-01,15,4,9
2019-07-02,15,6,16
2019-07-03,17,5,19
2019-07-04,13,5,19
2019-07-05,11,4,15
2019-07-06,12,6,16
2019-07-07,15,6,12
2019-07-08,19,11,17
2019-07-09,16,10,25
2019-07-10,10,5,13
2019-07-11,9,5,15
2019-07-12,9,5,18
2019-07-13,12,5,13
2019-07-14,13,7,14
2019-07-15,16,8,15
2019-07-16,16,10,30
2019-07-17,16,8,14
2019-07-18,10,4,10
2019-07-19,11,6,12
2019-07-20,11,7,8
2019-07-21,8,4,7
2019-07-22,10,4,5
2019-07-23,No data,No data,10
2019-07-24,No data,No data,19
2019-07-25,No data,No data,18
2019-07-26,16,8,15
2019-07-27,9,5,18
2019-07-28,6,3,9
2019-07-29,11,5,12
2019-07-30,15,8,27
2019-07-31,19,9,8
2019-08-01,20,10,18
2019-08-02,15,8,25
2019-08-03,19,12,10
2019-08-04,17,11,9
2019-08-05,11,5,6
2019-08-06,No data,No data,No data
2019-08-07,No data,No data,No data
2019-08-08,13,6,16
2019-08-09,11,8,10
2019-08-10,11,6,5
2019-08-11,11,5,6
2019-08-12,13,5,11
2019-08-13,9,4,11
2019-08-14,8,5,11
2019-08-15,12,4,9
2019-08-16,10,5,11
2019-08-17,16,7,6
2019-08-18,14,7,5
2019-08-19,16,7,8
2019-08-20,15,6,10
2019-08-21,11,5,12
2019-08-22,8,6,8
2019-08-23,9,6,16
2019-08-24,23,14,30
2019-08-25,29,19,26
2019-08-26,49,42,24
2019-08-27,24,15,41
2019-08-28,11,6,20
2019-08-29,14,6,8
2019-08-30,17,9,8
2019-08-31,9,4,8
2019-09-01,14,5,7
2019-09-02,11,5,8
2019-09-03,7,4,10
2019-09-04,15,5,8
2019-09-05,18,6,15
2019-09-06,14,6,11
2019-09-07,11,5,20
2019-09-08,13,8,28
2019-09-09,9,7,19
2019-09-10,13,5,21
2019-09-11,12,6,10
2019-09-12,12,4,11
2019-09-13,19,7,45
2019-09-14,16,8,18
2019-09-15,12,5,13
2019-09-16,12,5,26
2019-09-17,17,6,33
2019-09-18,21,9,40
2019-09-19,25,13,52
2019-09-20,23,14,45
2019-09-21,26,10,19
2019-09-22,19,13,18
2019-09-23,10,6,14
2019-09-24,9,5,14
2019-09-25,10,6,22
2019-09-26,10,5,10
2019-09-27,10,4,12
2019-09-28,7,3,7
2019-09-29,8,4,18
2019-09-30,9,4,23
2019-10-01,11,4,35
2019-10-02,13,4,52
2019-10-03,16,11,56
2019-10-04,14,7,29
2019-10-05,16,10,21
2019-10-06,13,5,13
2019-10-07,16,6,13
2019-10-08,16,6,10
2019-10-09,14,5,10
2019-10-10,14,5,9
2019-10-11,11,5,11
2019-10-12,12,5,19
2019-10-13,10,6,12
2019-10-14,13,8,45
2019-10-15,12,7,33
2019-10-16,15,6,37
2019-10-17,13,5,30
2019-10-18,8,4,30
2019-10-19,10,6,40
2019-10-20,10,3,29
2019-10-21,12,5,58
2019-10-22,13,6,41
2019-10-23,19,13,33
2019-10-24,19,10,38
2019-10-25,10,5,57
2019-10-26,8,3,42
2019-10-27,14,4,35
2019-10-28,21,11,113
2019-10-29,16,7,77
2019-10-30,19,10,53
2019-10-31,29,21,49
2019-11-01,10,8,37
2019-11-02,16,10,56
2019-11-03,37,30,72
2019-11-04,18,13,62
2019-11-05,58,49,56
2019-11-06,58,50,61
2019-11-07,13,6,64
2019-11-08,14,5,48
2019-11-09,16,10,41
2019-11-10,13,6,34
2019-11-11,16,5,22
2019-11-12,14,4,30
2019-11-13,14,6,47
2019-11-14,13,5,34
2019-11-15,10,3,33
2019-11-16,13,5,40
2019-11-17,14,8,39
2019-11-18,19,11,110
2019-11-19,28,22,116
2019-11-20,18,10,21
2019-11-21,28,19,28
2019-11-22,18,12,43
2019-11-23,19,11,51
2019-11-24,25,19,41
2019-11-25,14,8,22
2019-11-26,14,5,22
2019-11-27,21,9,55
2019-11-28,13,5,45
2019-11-29,26,15,188
2019-11-30,25,16,115
2019-12-01,15,9,51
2019-12-02,17,10,94
2019-12-03,18,11,54
2019-12-04,16,10,23
2019-12-05,9,3,16
2019-12-06,10,2,11
2019-12-07,10,3,10
2019-12-08,13,3,4
2019-12-09,22,7,31
2019-12-10,14,4,13
2019-12-11,12,4,20
2019-12-12,9,4,23
2019-12-13,14,4,11
2019-12-14,15,3,8
2019-12-15,8,2,12
2019-12-16,13,5,26
2019-12-17,16,10,50
2019-12-18,12,7,22
2019-12-19,10,4,17
2019-12-20,12,5,26
2019-12-21,11,8,31
2019-12-22,13,6,28
2019-12-23,14,4,12
2019-12-24,10,4,15
2019-12-25,17,6,25
2019-12-26,16,10,26
2019-12-27,19,14,25
2019-12-28,16,10,16
2019-12-29,14,10,12
2019-12-30,20,12,42
2019-12-31,19,9,42
2020-01-01,30,24,18
2020-01-02,11,6,12
2020-01-03,20,6,16
2020-01-04,12,5,16
2020-01-05,6,2,10
2020-01-06,14,4,14
2020-01-07,12,5,11
2020-01-08,26,9,28
2020-01-09,10,4,26
2020-01-10,12,4,20
2020-01-11,6,2,9
2020-01-12,8,3,14
2020-01-13,10,3,12
2020-01-14,8,3,13
2020-01-15,14,4,10
2020-01-16,12,5,12
2020-01-17,12,3,23
2020-01-18,18,5,27
2020-01-19,20,15,75
2020-01-20,21,12,87
2020-01-21,No data,No data,44
2020-01-22,No data,No data,43
2020-01-23,No data,No data,48
2020-01-24,No data,No data,33
2020-01-25,15,8,15
2020-01-26,15,6,18
2020-01-27,8,1,16
2020-01-28,9,2,10
2020-01-29,14,3,7
2020-01-30,10,3,10
2020-01-31,6,3,9
2020-02-01,17,7,5
2020-02-02,15,6,7
2020-02-03,18,5,11
2020-02-04,28,8,20
2020-02-05,28,9,70
2020-02-06,No data,No data,67
2020-02-07,29,22,35
2020-02-08,11,5,9
2020-02-09,9,4,4
2020-02-10,13,4,5
2020-02-11,13,No data,6
2020-02-12,10,No data,12
2020-02-13,12,3,34
2020-02-14,16,7,20
2020-02-15,10,4,9
2020-02-16,13,4,3
2020-02-17,13,No data,6
2020-02-18,11,No data,7
2020-02-19,11,4,16
2020-02-20,8,3,11
2020-02-21,10,4,6
2020-02-22,8,3,4
2020-02-23,10,4,13
2020-02-24,7,1,8
2020-02-25,10,2,11
2020-02-26,13,No data,17
2020-02-27,13,No data,25
2020-02-28,8,2,16
2020-02-29,9,3,6
2020-03-01,10,3,6
2020-03-02,10,3,17
2020-03-03,14,4,17
2020-03-04,14,8,43
2020-03-05,27,16,83
2020-03-06,29,17,92
2020-03-07,11,4,9
2020-03-08,8,3,7
2020-03-09,13,4,9
2020-03-10,9,3,7
2020-03-11,9,2,7
2020-03-12,12,4,5
2020-03-13,11,4,21
2020-03-14,8,4,11
2020-03-15,11,4,8
2020-03-16,12,3,9
2020-03-17,4,1,5
2020-03-18,11,4,22
2020-03-19,No data,6,31
2020-03-20,No data,6,29
2020-03-21,14,4,14
2020-03-22,16,10,13
2020-03-23,25,14,22
2020-03-24,33,24,16
2020-03-25,33,23,27
2020-03-26,41,27,55
2020-03-27,40,30,29
2020-03-28,16,8,8
2020-03-29,11,3,7
2020-03-30,11,4,14
2020-03-31,10,4,19
2020-04-01,12,3,14
2020-04-02,17,6,8
2020-04-03,14,4,8
2020-04-04,12,6,9
2020-04-05,18,10,9
2020-04-06,16,7,7
2020-04-07,19,8,22
2020-04-08,27,14,33
2020-04-09,31,18,38
2020-04-10,33,23,10
2020-04-11,27,21,17
2020-04-12,23,18,17
2020-04-13,19,6,7
2020-04-14,21,9,23
2020-04-15,28,15,28
2020-04-16,33,18,32
2020-04-17,20,9,13
2020-04-18,17,9,16
2020-04-19,19,10,11
2020-04-20,21,6,13
2020-04-21,26,8,12
2020-04-22,29,11,14
2020-04-23,29,13,20
2020-04-24,29,16,23
2020-04-25,27,17,13
2020-04-26,37,28,16
2020-04-27,10,2,11
2020-04-28,14,8,17
2020-04-29,10,4,10
2020-04-30,9,2,6
2020-05-01,13,4,8
2020-05-02,15,6,9
2020-05-03,22,12,23
2020-05-04,16,9,14
2020-05-05,15,5,10
2020-05-06,16,6,8
2020-05-07,26,14,17
2020-05-08,27,17,19
2020-05-09,19,12,17
2020-05-10,16,3,7
2020-05-11,13,2,11
2020-05-12,14,4,12
2020-05-13,11,2,12
2020-05-14,14,4,24
2020-05-15,12,2,11
2020-05-16,10,3,8
2020-05-17,12,5,6
2020-05-18,11,3,3
2020-05-19,14,4,9
2020-05-20,19,10,20
2020-05-21,21,10,18
2020-05-22,30,8,3
2020-05-23,18,4,2
2020-05-24,19,7,6
2020-05-25,13,4,7
2020-05-26,13,5,12
2020-05-27,24,8,19
2020-05-28,19,9,8
2020-05-29,16,5,10
2020-05-30,17,6,9
2020-05-31,18,12,11
2020-06-01,17,7,19
2020-06-02,21,9,24
2020-06-03,13,8,22
2020-06-04,9,3,11
2020-06-05,13,3,9
2020-06-06,16,7,6
2020-06-07,17,8,8
2020-06-08,19,9,15
2020-06-09,21,11,15
2020-06-10,17,10,13
2020-06-11,17,8,16
2020-06-12,9,4,18
2020-06-13,16,11,12
2020-06-14,21,16,16
2020-06-15,29,23,28
2020-06-16,25,20,23
2020-06-17,17,No data,19
2020-06-18,16,No data,29
2020-06-19,9,7,8
2020-06-20,10,No data,7
2020-06-21,16,No data,5
2020-06-22,18,No data,8
2020-06-23,13,No data,12
2020-06-24,No data,12,No data
2020-06-25,No data,15,No data
2020-06-26,22,14,No data
2020-06-27,8,4,8
2020-06-28,8,3,4
2020-06-29,5,1,5
2020-06-30,11,3,12
2020-07-01,9,4,14
2020-07-02,8,4,14
2020-07-03,6,1,5
2020-07-04,3,1,5
2020-07-05,11,3,2
2020-07-06,16,4,8
2020-07-07,10,3,12
2020-07-08,10,4,26
2020-07-09,7,3,26
2020-07-10,11,3,11
2020-07-11,9,4,13
2020-07-12,10,5,14
2020-07-13,6,2,11
2020-07-14,7,2,11
2020-07-15,8,2,12
2020-07-16,8,2,12
2020-07-17,10,4,8
2020-07-18,6,2,12
2020-07-19,14,6,9
2020-07-20,11,3,12
2020-07-21,13,6,19
2020-07-22,9,4,10
2020-07-23,8,2,11
2020-07-24,8,No data,12
2020-07-25,7,No data,8
2020-07-26,8,No data,3
2020-07-27,9,No data,8
2020-07-28,11,3,7
2020-07-29,11,3,12
2020-07-30,11,4,9
2020-07-31,21,8,18
2020-08-01,10,4,8
2020-08-02,7,3,6
2020-08-03,No data,No data,11
2020-08-04,No data,No data,10
2020-08-05,No data,No data,8
2020-08-06,No data,No data,17
2020-08-07,8,3,16
2020-08-08,10,4,16
2020-08-09,19,10,12
2020-08-10,24,11,26
2020-08-11,30,21,26
2020-08-12,26,17,35
2020-08-13,24,14,27
2020-08-14,16,9,24
2020-08-15,18,11,18
2020-08-16,7,5,16
2020-08-17,10,6,15
2020-08-18,7,3,10
2020-08-19,7,2,14
2020-08-20,16,5,8
2020-08-21,11,3,6
2020-08-22,9,4,4
2020-08-23,10,3,6
2020-08-24,10,4,13
2020-08-25,8,2,7
2020-08-26,No data,No data,No data
2020-08-27,No data,No data,No data
2020-08-28,No data,No data,No data
2020-08-29,No data,No data,No data
2020-08-30,No data,No data,No data
2020-08-31,No data,No data,No data
2020-09-01,No data,No data,No data
2020-09-02,11,5,No data
2020-09-03,9,3,No data
2020-09-04,15,6,No data
2020-09-05,14,4,No data
2020-09-06,10,3,No data
2020-09-07,8,2,No data
2020-09-08,6,0,No data
2020-09-09,13,4,No data
2020-09-10,15,6,No data
2020-09-11,12,4,No data
2020-09-12,11,3,No data
2020-09-13,9,3,No data
2020-09-14,No data,8,No data
2020-09-15,No data,No data,No data
2020-09-16,No data,No data,No data
2020-09-17,No data,No data,No data
2020-09-18,No data,No data,No data
2020-09-19,No data,No data,No data
2020-09-20,No data,No data,No data
2020-09-21,No data,No data,No data
2020-09-22,No data,No data,No data
2020-09-23,No data,No data,No data
2020-09-24,No data,No data,No data
2020-09-25,No data,No data,No data
2020-09-26,No data,No data,No data
2020-09-27,No data,No data,No data
2020-09-28,No data,No data,No data
2020-09-29,No data,No data,No data
2020-09-30,No data,No data,No data
2020-10-01,No data,No data,No data
2020-10-02,No data,No data,No data
2020-10-03,No data,No data,No data
2020-10-04,No data,No data,No data
2020-10-05,No data,No data,No data
2020-10-06,No data,No data,No data
2020-10-07,No data,No data,No data
2020-10-08,No data,No data,No data
2020-10-09,No data,No data,No data
2020-10-10,No data,No data,No data
2020-10-11,No data,No data,No data
2020-10-12,No data,No data,No data
2020-10-13,No data,No data,No data
2020-10-14,No data,No data,No data
2020-10-15,No data,No data,No data
2020-10-16,No data,No data,No data
2020-10-17,No data,No data,No data
2020-10-18,No data,No data,No data
2020-10-19,No data,No data,No data
2020-10-20,No data,No data,No data
2020-10-21,No data,No data,No data
2020-10-22,No data,No data,No data
2020-10-23,No data,No data,No data
2020-10-24,No data,No data,No data
2020-10-25,No data,No data,No data
2020-10-26,No data,No data,No data
2020-10-27,No data,No data,No data
2020-10-28,No data,No data,No data
2020-10-29,No data,No data,No data
2020-10-30,No data,No data,No data
2020-10-31,No data,No data,No data
2020-11-01,No data,No data,No data
2020-11-02,No data,No data,No data
2020-11-03,No data,No data,No data
2020-11-04,No data,No data,No data
2020-11-05,No data,No data,No data
2020-11-06,No data,No data,No data
2020-11-07,No data,No data,No data
2020-11-08,No data,No data,No data
2020-11-09,No data,No data,No data
2020-11-10,No data,No data,No data
2020-11-11,No data,No data,No data
2020-11-12,No data,No data,No data
2020-11-13,No data,No data,No data
2020-11-14,No data,No data,No data
2020-11-15,No data,No data,No data
2020-11-16,No data,No data,No data
2020-11-17,No data,No data,No data
2020-11-18,No data,No data,No data
2020-11-19,No data,No data,No data
2020-11-20,No data,No data,No data
2020-11-21,No data,No data,No data
2020-11-22,No data,No data,No data
2020-11-23,No data,No data,No data
2020-11-24,No data,No data,No data
2020-11-25,No data,No data,No data
2020-11-26,No data,No data,No data
2020-11-27,No data,No data,No data
2020-11-28,No data,No data,No data
2020-11-29,No data,No data,No data
2020-11-30,No data,No data,No data
2020-12-01,No data,No data,No data
2020-12-02,No data,No data,No data
2020-12-03,No data,No data,No data
2020-12-04,No data,No data,No data
2020-12-05,No data,No data,No data
2020-12-06,No data,No data,No data
2020-12-07,No data,No data,No data
2020-12-08,No data,No data,No data
2020-12-09,No data,No data,No data
2020-12-10,No data,No data,No data
2020-12-11,No data,No data,No data
2020-12-12,No data,No data,No data
2020-12-13,No data,No data,No data
2020-12-14,No data,No data,No data
2020-12-15,No data,No data,No data
2020-12-16,No data,No data,No data
2020-12-17,No data,No data,No data
2020-12-18,No data,No data,No data
2020-12-19,No data,No data,No data
2020-12-20,No data,No data,No data
2020-12-21,No data,No data,No data
2020-12-22,No data,No data,No data
2020-12-23,No data,No data,No data
2020-12-24,No data,No data,No data
2020-12-25,No data,No data,No data
2020-12-26,No data,No data,No data
2020-12-27,No data,No data,No data
2020-12-28,No data,No data,No data
2020-12-29,No data,No data,No data
2020-12-30,No data,No data,No data
2020-12-31,No data,No data,No data
2021-01-01,No data,No data,No data
2021-01-02,No data,No data,No data
2021-01-03,No data,No data,No data
2021-01-04,No data,No data,No data
2021-01-05,No data,No data,No data
2021-01-06,No data,No data,No data
2021-01-07,No data,No data,No data
2021-01-08,No data,No data,No data
2021-01-09,No data,No data,No data
2021-01-10,No data,No data,No data
2021-01-11,No data,No data,No data
2021-01-12,No data,No data,No data
2021-01-13,No data,No data,No data
2021-01-14,No data,No data,No data
2021-01-15,No data,No data,No data
2021-01-16,No data,No data,No data
2021-01-17,No data,No data,No data
2021-01-18,No data,No data,No data
2021-01-19,No data,No data,No data
2021-01-20,No data,No data,No data
2021-01-21,No data,No data,No data
2021-01-22,No data,No data,No data
2021-01-23,No data,No data,No data
2021-01-24,No data,No data,No data
2021-01-25,No data,No data,No data
2021-01-26,No data,No data,No data
2021-01-27,No data,No data,No data
2021-01-28,No data,No data,No data
2021-01-29,No data,No data,No data
2021-01-30,No data,No data,No data
2021-01-31,No data,No data,No data
2021-02-01,No data,No data,No data
2021-02-02,No data,No data,No data
2021-02-03,No data,No data,No data
2021-02-04,No data,No data,No data
2021-02-05,No data,No data,No data
2021-02-06,No data,No data,No data
2021-02-07,No data,No data,No data
2021-02-08,No data,No data,No data
2021-02-09,No data,No data,No data
2021-02-10,No data,No data,No data
2021-02-11,No data,No data,No data
2021-02-12,No data,No data,No data
2021-02-13,No data,No data,No data
2021-02-14,No data,No data,No data
2021-02-15,No data,No data,No data
2021-02-16,No data,No data,No data
2021-02-17,No data,No data,No data
2021-02-18,No data,No data,No data
2021-02-19,No data,No data,No data
2021-02-20,No data,No data,No data
2021-02-21,No data,No data,No data
2021-02-22,No data,No data,No data
2021-02-23,No data,No data,No data
2021-02-24,No data,No data,No data
2021-02-25,No data,No data,No data
2021-02-26,No data,No data,No data
2021-02-27,No data,No data,No data
2021-02-28,No data,No data,No data
2021-03-01,No data,No data,No data
2021-03-02,No data,No data,No data
2021-03-03,No data,No data,No data
2021-03-04,No data,No data,No data
2021-03-05,No data,No data,No data
2021-03-06,No data,No data,No data
2021-03-07,No data,No data,No data
2021-03-08,No data,No data,No data
2021-03-09,No data,No data,No data
2021-03-10,No data,No data,No data
2021-03-11,No data,No data,No data
2021-03-12,No data,No data,No data
2021-03-13,No data,No data,No data
2021-03-14,No data,No data,No data
2021-03-15,No data,No data,No data
2021-03-16,No data,No data,No data
2021-03-17,No data,No data,No data
2021-03-18,No data,No data,No data
2021-03-19,No data,No data,No data
2021-03-20,No data,No data,No data
2021-03-21,No data,No data,No data
2021-03-22,No data,No data,No data
2021-03-23,No data,No data,No data
2021-03-24,No data,No data,No data
2021-03-25,No data,No data,No data
2021-03-26,No data,No data,No data
2021-03-27,No data,No data,No data
2021-03-28,No data,No data,No data
2021-03-29,No data,No data,No data
2021-03-30,No data,No data,No data
2021-03-31,No data,No data,No data
2021-04-01,No data,No data,No data
2021-04-02,No data,No data,No data
2021-04-03,No data,No data,No data
2021-04-04,No data,No data,No data
2021-04-05,No data,No data,No data
2021-04-06,No data,No data,No data
2021-04-07,No data,No data,No data
2021-04-08,No data,No data,No data
2021-04-09,No data,No data,No data
2021-04-10,No data,No data,No data
2021-04-11,No data,No data,No data
2021-04-12,No data,No data,No data
2021-04-13,No data,No data,No data
2021-04-14,No data,No data,No data
2021-04-15,No data,No data,No data
2021-04-16,No data,No data,No data
2021-04-17,No data,No data,No data
2021-04-18,No data,No data,No data
2021-04-19,No data,No data,No data
2021-04-20,No data,No data,No data
2021-04-21,No data,No data,No data
2021-04-22,No data,No data,No data
2021-04-23,No data,No data,No data
2021-04-24,No data,No data,No data
2021-04-25,No data,No data,No data
2021-04-26,No data,No data,No data
2021-04-27,No data,No data,No data
2021-04-28,No data,No data,No data
2021-04-29,No data,No data,No data
2021-04-30,No data,No data,No data
2021-05-01,No data,No data,No data
2021-05-02,No data,No data,No data
2021-05-03,No data,No data,No data
2021-05-04,No data,No data,No data
2021-05-05,No data,No data,No data
2021-05-06,No data,No data,No data
2021-05-07,No data,No data,No data
2021-05-08,No data,No data,No data
2021-05-09,No data,No data,No data
2021-05-10,No data,No data,No data
2021-05-11,No data,No data,No data
2021-05-12,No data,No data,No data
2021-05-13,No data,No data,No data
2021-05-14,No data,No data,No data
2021-05-15,No data,No data,No data
2021-05-16,No data,No data,No data
2021-05-17,No data,No data,No data
2021-05-18,No data,No data,No data
2021-05-19,No data,No data,No data
2021-05-20,No data,No data,No data
2021-05-21,No data,No data,No data
2021-05-22,No data,No data,No data
2021-05-23,No data,No data,No data
2021-05-24,No data,No data,No data
2021-05-25,No data,No data,No data
2021-05-26,No data,No data,No data
2021-05-27,No data,No data,No data
2021-05-28,No data,No data,No data
2021-05-29,No data,No data,No data
2021-05-30,No data,No data,No data
2021-05-31,No data,No data,No data
2021-06-01,No data,No data,No data
2021-06-02,No data,No data,No data
2021-06-03,No data,No data,No data
2021-06-04,No data,No data,No data
2021-06-05,No data,No data,No data
2021-06-06,No data,No data,No data
2021-06-07,No data,No data,No data
2021-06-08,No data,No data,No data
2021-06-09,No data,No data,No data
2021-06-10,No data,No data,No data
2021-06-11,No data,No data,No data
2021-06-12,No data,No data,No data
2021-06-13,No data,No data,No data
2021-06-14,No data,No data,No data
2021-06-15,No data,No data,No data
2021-06-16,No data,No data,No data
2021-06-17,No data,No data,No data
2021-06-18,No data,No data,No data
2021-06-19,No data,No data,No data
2021-06-20,No data,No data,No data
2021-06-21,No data,No data,No data
2021-06-22,No data,No data,No data
2021-06-23,No data,No data,No data
2021-06-24,No data,No data,No data
2021-06-25,No data,No data,No data
2021-06-26,No data,No data,No data
2021-06-27,No data,No data,No data
2021-06-28,No data,No data,No data
2021-06-29,No data,No data,No data
2021-06-30,No data,No data,No data
2021-07-01,No data,No data,No data
2021-07-02,No data,No data,No data
2021-07-03,No data,No data,No data
2021-07-04,No data,No data,No data
2021-07-05,No data,No data,No data
2021-07-06,No data,No data,No data
2021-07-07,No data,No data,No data
2021-07-08,No data,No data,No data
2021-07-09,No data,No data,No data
2021-07-10,No data,No data,No data
2021-07-11,No data,No data,No data
2021-07-12,No data,No data,No data
2021-07-13,No data,No data,No data
2021-07-14,No data,No data,No data
2021-07-15,No data,No data,No data
2021-07-16,No data,No data,No data
2021-07-17,No data,No data,No data
2021-07-18,No data,No data,No data
2021-07-19,No data,No data,No data
2021-07-20,No data,No data,No data
2021-07-21,No data,No data,No data
2021-07-22,No data,No data,No data
2021-07-23,No data,No data,No data
2021-07-24,No data,No data,No data
2021-07-25,No data,No data,No data
2021-07-26,No data,No data,No data
2021-07-27,No data,No data,No data
2021-07-28,No data,No data,No data
2021-07-29,No data,No data,No data
2021-07-30,No data,No data,No data
2021-07-31,No data,No data,No data
2021-08-01,No data,No data,No data
2021-08-02,No data,No data,No data
2021-08-03,No data,No data,No data
2021-08-04,No data,No data,No data
2021-08-05,No data,No data,No data
2021-08-06,No data,No data,No data
2021-08-07,No data,No data,No data
2021-08-08,No data,No data,No data
2021-08-09,No data,No data,No data
2021-08-10,No data,No data,No data
2021-08-11,No data,No data,No data
2021-08-12,No data,No data,No data
2021-08-13,No data,No data,No data
2021-08-14,No data,No data,No data
2021-08-15,No data,No data,No data
2021-08-16,No data,No data,No data
2021-08-17,No data,No data,No data
2021-08-18,No data,No data,No data
2021-08-19,No data,No data,No data
2021-08-20,No data,No data,No data
2021-08-21,No data,No data,No data
2021-08-22,No data,No data,No data
2021-08-23,No data,No data,No data
2021-08-24,No data,No data,No data
2021-08-25,No data,No data,No data
2021-08-26,No data,No data,No data
2021-08-27,No data,No data,No data
2021-08-28,No data,No data,No data
2021-08-29,No data,No data,No data
2021-08-30,No data,No data,No data
2021-08-31,No data,No data,No data
2021-09-01,No data,No data,No data
2021-09-02,No data,No data,No data
2021-09-03,No data,No data,No data
2021-09-04,No data,No data,No data
2021-09-05,No data,No data,No data
2021-09-06,No data,No data,No data
2021-09-07,No data,No data,No data
