Date,PM2.5_1,PM10_1,PM10_2,NOx_1,NOx_2
2021-03-13,4,15,15,9,16
2021-03-14,7,18,19,8,13
2021-03-15,7,17,19,18,38
2021-03-16,6,13,15,17,54
2021-03-17,13,28,34,89,167
2021-03-18,14,28,31,90,154
2021-03-19,6,11,15,18,84
2021-03-20,13,17,20,22,49
2021-03-21,6,11,13,12,55
2021-03-22,9,18,19,42,106
2021-03-23,10,20,24,37,91
2021-03-24,8,20,21,16,40
2021-03-25,4,14,14,15,45
2021-03-26,3,12,13,10,20
2021-03-27,3,15,13,8,16
2021-03-28,3,13,12,6,8
2021-03-29,6,17,19,17,50
2021-03-30,12,24,29,54,121
2021-03-31,18,41,46,61,110
2021-04-01,16,28,34,18,79
2021-04-02,6,16,18,10,54
2021-04-03,11,25,27,16,85
2021-04-04,14,29,32,24,44
2021-04-05,4,13,14,7,35
2021-04-06,0,10,12,11,43
2021-04-07,3,14,15,56,95
2021-04-08,2,12,9,20,38
2021-04-09,1,9,13,16,71
2021-04-10,6,11,16,12,70
2021-04-11,5,11,12,11,40
2021-04-12,3,9,15,33,105
2021-04-13,7,15,26,53,146
2021-04-14,10,20,32,58,161
2021-04-15,3,11,19,24,117
2021-04-16,7,No data,21,26,141
2021-04-17,13,21,23,45,102
2021-04-18,22,32,31,60,91
2021-04-19,16,28,28,46,110
2021-04-20,15,32,32,36,104
2021-04-21,22,35,42,21,101
2021-04-22,5,20,23,16,81
2021-04-23,6,21,22,21,68
2021-04-24,9,23,26,20,70
2021-04-25,7,17,20,7,45
2021-04-26,6,18,25,23,115
2021-04-27,13,25,28,42,111
2021-04-28,19,23,28,28,129
2021-04-29,9,16,22,29,116
2021-04-30,11,17,22,24,103
2021-05-01,16,23,25,34,84
2021-05-02,18,24,18,43,72
2021-05-03,4,13,15,7,27
2021-05-04,4,12,16,7,23
2021-05-05,2,9,8,11,29
2021-05-06,3,11,13,32,92
2021-05-07,5,15,12,26,43
2021-05-08,4,8,13,10,39
2021-05-09,4,10,13,8,33
2021-05-10,6,18,23,10,49
2021-05-11,6,14,No data,15,41
2021-05-12,4,13,No data,11,43
2021-05-13,7,11,17,18,108
2021-05-14,9,14,20,14,85
2021-05-15,8,16,18,10,28
2021-05-16,4,8,9,No data,26
2021-05-17,6,14,15,12,25
2021-05-18,4,11,11,10,26
2021-05-19,3,10,13,10,26
2021-05-20,5,15,21,15,36
2021-05-21,6,11,13,11,18
2021-05-22,4,10,17,8,20
2021-05-23,3,8,10,11,41
2021-05-24,4,8,16,14,36
2021-05-25,5,12,14,14,29
2021-05-26,7,15,17,25,46
2021-05-27,8,15,19,39,104
2021-05-28,10,17,21,29,95
2021-05-29,13,20,27,23,99
2021-05-30,12,17,21,15,68
2021-05-31,14,23,23,16,51
2021-06-01,10,20,24,16,54
2021-06-02,13,22,24,17,64
2021-06-03,9,17,16,9,24
2021-06-04,4,12,13,13,59
2021-06-05,6,13,14,14,34
2021-06-06,4,7,7,7,29
2021-06-07,5,13,12,11,24
2021-06-08,6,17,18,29,67
2021-06-09,6,13,17,19,53
2021-06-10,5,10,10,10,31
2021-06-11,5,10,13,9,20
2021-06-12,11,18,22,9,20
2021-06-13,8,16,17,9,32
2021-06-14,7,16,18,14,23
2021-06-15,7,18,22,12,54
2021-06-16,7,18,21,13,31
2021-06-17,7,13,19,11,68
2021-06-18,5,11,19,13,86
2021-06-19,6,10,14,10,55
2021-06-20,7,8,17,7,74
2021-06-21,8,13,21,11,94
2021-06-22,8,18,24,24,92
2021-06-23,12,21,29,35,86
2021-06-24,7,11,18,11,33
2021-06-25,5,10,14,11,29
2021-06-26,7,10,12,9,50
2021-06-27,10,14,18,6,56
2021-06-28,9,13,18,14,99
2021-06-29,12,19,20,19,99
2021-06-30,16,24,24,31,83
2021-07-01,17,28,26,24,57
2021-07-02,12,20,19,14,50
2021-07-03,9,12,12,17,41
2021-07-04,6,10,10,9,22
2021-07-05,5,12,10,9,29
2021-07-06,No data,No data,15,13,32
2021-07-07,No data,No data,No data,9,31
2021-07-08,No data,No data,No data,10,26
2021-07-09,No data,No data,No data,9,27
2021-07-10,4,6,No data,7,27
2021-07-11,6,9,No data,7,23
2021-07-12,6,11,No data,No data,77
2021-07-13,8,15,16,8,53
2021-07-14,5,12,11,11,44
2021-07-15,7,14,16,11,73
2021-07-16,11,20,24,17,85
2021-07-17,7,15,17,17,77
2021-07-18,10,15,15,20,40
2021-07-19,11,20,20,32,62
2021-07-20,11,21,20,46,55
2021-07-21,10,24,25,15,90
2021-07-22,14,25,26,15,47
2021-07-23,10,27,27,16,64
2021-07-24,12,21,28,11,81
2021-07-25,12,21,23,9,48
2021-07-26,14,24,27,25,50
2021-07-27,7,17,15,12,36
2021-07-28,5,11,15,12,24
2021-07-29,6,13,17,9,21
2021-07-30,4,10,16,11,25
2021-07-31,4,10,13,9,17
2021-08-01,6,9,12,14,40
2021-08-02,7,12,19,20,85
2021-08-03,8,11,16,20,68
2021-08-04,9,15,17,49,81
2021-08-05,6,10,13,17,34
2021-08-06,5,14,17,8,26
2021-08-07,5,12,18,9,30
2021-08-08,7,15,17,7,19
2021-08-09,4,9,11,11,28
2021-08-10,6,11,13,18,30
2021-08-11,5,10,12,17,54
2021-08-12,No data,10,13,14,42
2021-08-13,No data,16,23,13,32
2021-08-14,7,10,13,10,44
2021-08-15,4,7,9,8,20
2021-08-16,7,12,14,9,28
2021-08-17,4,10,10,12,26
2021-08-18,7,10,10,11,20
2021-08-19,5,7,7,12,31
2021-08-20,4,7,8,18,42
2021-08-21,6,8,10,19,35
2021-08-22,6,9,8,10,19
2021-08-23,9,14,15,16,108
2021-08-24,6,11,13,13,86
2021-08-25,4,8,10,14,106
2021-08-26,No data,No data,20,21,109
2021-08-27,No data,15,17,22,129
2021-08-28,11,19,17,36,96
2021-08-29,11,18,17,38,102
2021-08-30,7,13,14,11,81
2021-08-31,4,10,11,13,105
2021-09-01,7,16,15,14,124
2021-09-02,7,16,17,11,95
2021-09-03,14,24,22,17,102
2021-09-04,16,28,21,17,61
2021-09-05,25,35,28,37,66
2021-09-06,24,37,27,76,131
2021-09-07,15,26,20,49,80
2021-09-08,14,27,23,20,64
2021-09-09,7,14,11,20,44
2021-09-10,6,12,10,13,29
2021-09-11,5,14,16,9,18
2021-09-12,6,11,9,23,40
2021-09-13,12,20,16,20,38
2021-09-14,13,17,16,23,119
2021-09-15,16,23,16,22,65
2021-09-16,6,14,15,37,63
2021-09-17,7,13,14,39,83
2021-09-18,12,17,16,23,49
2021-09-19,4,11,10,12,33
2021-09-20,7,14,18,68,136
2021-09-21,10,17,21,73,116
2021-09-22,7,12,14,56,92
2021-09-23,5,10,11,11,22
2021-09-24,6,13,15,17,29
2021-09-25,4,7,4,16,29
2021-09-26,11,15,14,15,41
2021-09-27,4,9,13,13,31
2021-09-28,5,10,12,22,65
2021-09-29,4,11,14,20,45
2021-09-30,5,9,12,11,76
2021-10-01,5,12,11,15,37
2021-10-02,5,8,9,21,38
2021-10-03,5,10,9,14,39
2021-10-04,5,9,9,17,56
2021-10-05,3,8,7,11,18
2021-10-06,5,12,10,15,34
2021-10-07,7,13,10,42,83
2021-10-08,8,11,11,30,79
2021-10-09,21,26,25,47,78
2021-10-10,13,18,16,43,74
2021-10-11,10,22,22,108,152
2021-10-12,9,16,17,86,130
2021-10-13,6,10,11,38,63
2021-10-14,7,12,10,19,30
2021-10-15,8,14,15,23,80
2021-10-16,12,17,18,35,57
2021-10-17,13,19,19,34,63
2021-10-18,10,13,12,44,72
2021-10-19,12,14,18,12,70
2021-10-20,5,10,11,16,41
2021-10-21,5,12,13,14,48
2021-10-22,4,13,9,17,31
2021-10-23,5,10,8,20,34
2021-10-24,6,12,13,19,No data
2021-10-25,5,13,13,22,No data
2021-10-26,5,10,10,18,No data
2021-10-27,6,11,14,12,No data
2021-10-28,5,12,17,16,58
2021-10-29,5,12,14,23,44
2021-10-30,5,8,8,26,39
2021-10-31,5,10,10,9,15
2021-11-01,6,14,11,61,64
2021-11-02,16,25,22,215,219
2021-11-03,13,20,21,128,219
2021-11-04,8,15,17,74,130
2021-11-05,20,28,28,148,183
2021-11-06,5,9,9,12,23
2021-11-07,9,19,20,18,27
2021-11-08,10,17,19,87,139
2021-11-09,4,8,10,20,72
2021-11-10,6,10,13,38,95
2021-11-11,6,9,13,31,75
2021-11-12,7,15,19,15,31
2021-11-13,8,12,14,25,63
2021-11-14,13,16,22,25,101
2021-11-15,22,28,35,60,110
2021-11-16,11,16,19,45,87
2021-11-17,10,24,26,49,72
2021-11-18,7,13,16,33,42
2021-11-19,7,10,12,23,39
2021-11-20,5,11,12,19,44
2021-11-21,4,9,12,12,81
2021-11-22,8,16,24,49,149
2021-11-23,18,26,30,157,271
2021-11-24,11,18,21,50,115
2021-11-25,6,14,21,32,109
2021-11-26,No data,No data,14,16,39
2021-11-27,No data,No data,16,8,47
2021-11-28,No data,No data,17,22,56
2021-11-29,No data,No data,18,99,159
2021-11-30,3,8,9,14,30
2021-12-01,4,9,9,15,46
2021-12-02,8,18,21,78,115
2021-12-03,11,17,18,77,113
2021-12-04,8,16,20,58,72
2021-12-05,5,11,12,14,44
2021-12-06,4,11,13,43,79
2021-12-07,3,13,15,29,62
2021-12-08,6,20,22,11,22
2021-12-09,4,15,17,35,72
2021-12-10,3,14,16,32,53
2021-12-11,8,17,17,61,98
2021-12-12,3,9,11,14,58
2021-12-13,3,9,12,18,85
2021-12-14,5,12,11,24,63
2021-12-15,7,16,15,31,57
2021-12-16,11,19,19,67,118
2021-12-17,13,18,24,23,115
2021-12-18,9,12,18,19,99
2021-12-19,6,8,12,22,92
2021-12-20,5,11,14,20,104
2021-12-21,20,33,31,65,118
2021-12-22,19,27,29,57,109
2021-12-23,13,22,20,40,77
2021-12-24,11,17,15,119,178
2021-12-25,7,12,9,25,47
2021-12-26,10,14,10,56,78
2021-12-27,7,14,12,28,67
2021-12-28,6,15,12,14,24
2021-12-29,7,15,13,27,47
2021-12-30,3,9,10,11,42
2021-12-31,7,17,15,19,48
2022-01-01,13,29,27,13,51
2022-01-02,4,16,14,8,25
2022-01-03,7,18,14,16,43
2022-01-04,5,12,10,15,50
2022-01-05,7,17,13,40,58
2022-01-06,6,16,14,59,121
2022-01-07,4,9,8,21,34
2022-01-08,4,11,9,16,32
2022-01-09,8,22,15,19,33
2022-01-10,9,16,14,48,No data
2022-01-11,8,18,25,57,154
2022-01-12,25,40,40,211,249
2022-01-13,38,53,53,305,391
2022-01-14,37,47,49,256,371
2022-01-15,27,35,35,122,162
2022-01-16,18,24,23,81,119
2022-01-17,24,37,31,258,286
2022-01-18,28,40,38,249,294
2022-01-19,8,17,No data,45,77
2022-01-20,No data,No data,No data,144,282
2022-01-21,No data,No data,No data,184,253
2022-01-22,No data,No data,22,107,149
2022-01-23,No data,No data,25,33,59
2022-01-24,No data,No data,27,26,83
2022-01-25,28,35,No data,50,102
2022-01-26,18,30,No data,79,112
2022-01-27,8,14,No data,58,73
2022-01-28,12,17,No data,101,169
2022-01-29,6,13,18,19,36
2022-01-30,9,17,23,52,98
2022-01-31,6,15,21,14,41
2022-02-01,7,14,17,14,24
2022-02-02,4,12,15,18,33
2022-02-03,3,7,9,21,43
2022-02-04,3,11,13,16,33
2022-02-05,5,16,17,16,27
2022-02-06,6,13,17,8,17
2022-02-07,4,17,18,33,57
2022-02-08,2,12,14,14,29
2022-02-09,3,8,9,23,44
2022-02-10,5,16,18,21,39
2022-02-11,8,20,23,76,122
2022-02-12,6,15,17,15,40
2022-02-13,5,11,13,12,30
2022-02-14,3,10,11,17,30
2022-02-15,5,13,17,25,45
2022-02-16,7,20,25,8,15
2022-02-17,11,30,29,14,26
2022-02-18,6,16,17,7,18
2022-02-19,7,20,21,13,24
2022-02-20,9,22,26,6,13
2022-02-21,9,25,27,12,27
2022-02-22,9,21,24,14,26
2022-02-23,4,14,15,18,No data
2022-02-24,4,11,12,11,No data
2022-02-25,8,24,26,32,No data
2022-02-26,8,19,21,32,No data
2022-02-27,9,20,21,17,No data
2022-02-28,5,13,14,39,No data
2022-03-01,7,14,22,19,No data
2022-03-02,17,23,26,30,45
2022-03-03,17,22,26,31,67
2022-03-04,4,11,12,22,63
2022-03-05,4,10,13,13,65
2022-03-06,7,13,19,14,65
2022-03-07,6,16,24,19,85
2022-03-08,19,32,35,26,32
2022-03-09,6,19,17,19,22
2022-03-10,4,13,13,21,30
2022-03-11,6,13,14,21,30
2022-03-12,4,11,10,12,26
2022-03-13,5,14,15,23,36
2022-03-14,10,20,22,69,124
2022-03-15,12,24,No data,41,80
2022-03-16,16,24,No data,33,92
2022-03-17,5,17,No data,42,66
2022-03-18,8,18,27,41,119
2022-03-19,12,26,32,17,62
2022-03-20,12,21,26,22,51
2022-03-21,26,36,43,42,79
2022-03-22,21,32,37,49,83
2022-03-23,24,40,44,100,150
2022-03-24,27,45,53,99,181
2022-03-25,32,52,62,96,188
2022-03-26,24,37,46,26,85
2022-03-27,15,20,27,19,68
2022-03-28,19,27,35,40,123
2022-03-29,21,31,41,34,114
2022-03-30,17,23,32,20,92
2022-03-31,4,9,22,13,66
2022-04-01,3,9,22,15,85
2022-04-02,10,17,26,53,147
2022-04-03,12,18,24,48,74
2022-04-04,4,11,13,16,24
2022-04-05,6,18,19,20,19
2022-04-06,4,13,14,11,16
2022-04-07,5,16,19,11,19
2022-04-08,5,13,20,31,99
2022-04-09,5,14,18,27,39
2022-04-10,9,16,15,29,46
2022-04-11,9,19,21,24,50
2022-04-12,12,22,27,26,68
2022-04-13,5,13,15,20,42
2022-04-14,9,18,19,55,116
2022-04-15,8,14,16,33,67
2022-04-16,19,27,26,34,63
2022-04-17,14,20,21,23,31
2022-04-18,4,15,15,11,18
2022-04-19,No data,No data,22,No data,108
2022-04-20,No data,No data,32,No data,92
2022-04-21,11,22,29,18,84
2022-04-22,12,24,30,15,80
2022-04-23,16,29,37,13,54
2022-04-24,11,21,29,10,51
2022-04-25,9,18,26,16,98
2022-04-26,7,16,24,13,88
2022-04-27,7,15,23,15,96
2022-04-28,9,22,30,22,121
2022-04-29,14,27,33,37,115
2022-04-30,12,20,26,32,60
2022-05-01,12,20,19,22,32
2022-05-02,15,19,22,22,70
2022-05-03,22,29,34,31,109
2022-05-04,9,15,17,18,25
2022-05-05,10,20,20,40,56
2022-05-06,No data,No data,11,No data,18
2022-05-07,No data,No data,16,No data,69
2022-05-08,No data,No data,16,No data,39
2022-05-09,No data,No data,28,No data,56
2022-05-10,6,16,26,12,20
2022-05-11,5,15,20,13,42
2022-05-12,4,15,23,10,18
2022-05-13,6,22,26,8,14
2022-05-14,9,24,28,14,33
2022-05-15,8,15,16,16,56
2022-05-16,9,22,25,18,56
2022-05-17,7,18,23,18,40
2022-05-18,5,15,19,25,51
2022-05-19,5,16,23,No data,29
2022-05-20,4,14,21,No data,31
2022-05-21,5,16,23,No data,21
2022-05-22,4,9,18,No data,35
2022-05-23,4,10,16,No data,21
2022-05-24,2,9,19,No data,18
2022-05-25,4,15,19,11,23
2022-05-26,5,14,21,8,14
2022-05-27,5,16,27,11,34
2022-05-28,4,14,29,11,69
2022-05-29,5,10,18,14,67
2022-05-30,5,13,18,27,53
2022-05-31,4,11,18,14,31
2022-06-01,5,10,22,27,53
2022-06-02,7,11,17,28,54
2022-06-03,13,21,28,29,94
2022-06-04,7,15,24,8,55
2022-06-05,4,6,No data,13,82
2022-06-06,4,9,No data,20,62
2022-06-07,3,9,11,28,66
2022-06-08,5,17,33,8,14
2022-06-09,9,19,23,14,36
2022-06-10,10,23,37,13,26
2022-06-11,7,20,26,8,16
2022-06-12,9,20,27,6,11
2022-06-13,4,12,16,11,26
2022-06-14,7,16,23,19,56
2022-06-15,8,16,22,30,59
2022-06-16,9,19,23,36,74
2022-06-17,11,23,26,23,43
2022-06-18,10,16,20,10,62
2022-06-19,6,12,21,9,67
2022-06-20,6,13,23,16,80
2022-06-21,10,19,22,30,68
2022-06-22,10,19,28,19,92
2022-06-23,12,22,24,19,53
2022-06-24,10,18,17,16,41
2022-06-25,4,13,17,11,34
2022-06-26,5,14,18,11,36
2022-06-27,3,12,20,11,30
2022-06-28,4,16,17,16,39
2022-06-29,3,9,No data,22,47
2022-06-30,3,10,No data,30,45
2022-07-01,2,9,14,19,30
2022-07-02,4,9,11,15,22
2022-07-03,5,8,14,11,15
2022-07-04,4,9,16,12,20
2022-07-05,4,10,13,24,41
2022-07-06,5,10,13,14,23
2022-07-07,5,10,16,9,53
2022-07-08,4,12,18,25,39
2022-07-09,4,10,14,15,44
2022-07-10,4,10,14,13,23
2022-07-11,6,14,14,34,71
2022-07-12,6,17,18,34,49
2022-07-13,6,14,19,13,43
2022-07-14,6,12,17,10,50
2022-07-15,5,14,17,24,37
2022-07-16,7,14,17,20,53
2022-07-17,6,15,15,21,37
2022-07-18,8,20,21,30,57
2022-07-19,13,31,34,25,43
2022-07-20,10,22,No data,12,27
2022-07-21,6,16,No data,11,62
2022-07-22,No data,No data,No data,22,31
2022-07-23,No data,No data,No data,12,39
2022-07-24,No data,No data,No data,6,24
2022-07-25,No data,No data,No data,7,19
2022-07-26,4,10,12,9,33
2022-07-27,5,16,17,16,49
2022-07-28,8,21,23,27,73
2022-07-29,10,21,25,26,61
2022-07-30,4,9,12,11,22
2022-07-31,2,8,8,8,14
2022-08-01,2,9,12,11,45
2022-08-02,3,16,16,11,19
2022-08-03,3,11,13,8,25
2022-08-04,4,12,16,10,35
2022-08-05,3,10,13,7,32
2022-08-06,7,15,19,12,45
2022-08-07,5,11,14,11,30
2022-08-08,7,17,23,21,60
2022-08-09,8,20,23,24,65
2022-08-10,7,17,23,23,84
2022-08-11,7,20,22,25,74
2022-08-12,11,28,30,22,85
2022-08-13,11,28,31,17,59
2022-08-14,9,20,22,15,50
2022-08-15,15,27,29,20,39
2022-08-16,15,24,28,21,70
2022-08-17,8,15,21,12,75
2022-08-18,5,14,16,15,30
2022-08-19,3,15,20,10,18
2022-08-20,5,15,21,8,16
2022-08-21,6,16,22,11,23
2022-08-22,3,12,15,17,38
2022-08-23,2,9,12,13,27
2022-08-24,1,6,10,11,29
2022-08-25,5,12,14,15,43
2022-08-26,4,12,14,30,54
2022-08-27,8,15,16,13,61
2022-08-28,6,13,15,11,52
2022-08-29,4,11,14,7,50
2022-08-30,4,14,19,10,83
2022-08-31,6,18,23,9,76
