CityName,CityCode,MSOAName,MSOACode,Value,LowerConfidenceInterval,UpperConfidenceInterval,Gender
Bristol,J01000015,Bristol 042,E02003053,63.0,61.5,64.4,Male
Bristol,J01000015,Bristol 042,E02003053,67.0,65.5,68.4,Female
Bristol,J01000015,Bristol 043,E02003054,64.4,62.7,66.2,Male
Bristol,J01000015,Bristol 043,E02003054,67.3,65.9,68.8,Female
Bristol,J01000015,Bristol 044,E02003055,56.3,54.9,57.6,Male
Bristol,J01000015,Bristol 044,E02003055,58.5,57.2,59.8,Female
Bristol,J01000015,Bristol 045,E02003056,53.8,52.4,55.2,Male
Bristol,J01000015,Bristol 045,E02003056,55.7,54.3,57.1,Female
Bristol,J01000015,Bristol 046,E02003057,63.3,61.7,64.9,Male
Bristol,J01000015,Bristol 046,E02003057,65.1,63.6,66.6,Female
Bristol,J01000015,Bristol 047,E02003058,60.8,59.5,62.0,Male
Bristol,J01000015,Bristol 047,E02003058,62.4,61.1,63.7,Female
Bristol,J01000015,Bristol 048,E02003059,62.7,61.1,64.3,Male
Bristol,J01000015,Bristol 048,E02003059,64.2,62.6,65.8,Female
Bristol,J01000015,Bristol 049,E02003060,62.2,60.9,63.5,Male
Bristol,J01000015,Bristol 049,E02003060,63.7,62.8,64.7,Female
Bristol,J01000015,Bristol 050,E02003061,57.1,55.4,58.8,Male
Bristol,J01000015,Bristol 050,E02003061,59.0,57.5,60.5,Female
Bristol,J01000015,Bristol 051,E02003062,52.6,51.1,54.2,Male
Bristol,J01000015,Bristol 051,E02003062,55.1,53.8,56.5,Female
Bristol,J01000015,Bristol 052,E02003063,67.0,65.8,68.1,Male
Bristol,J01000015,Bristol 052,E02003063,67.9,66.3,69.5,Female
Bristol,J01000015,Bristol 053,E02003064,51.3,49.7,52.9,Male
Bristol,J01000015,Bristol 053,E02003064,54.9,53.4,56.4,Female
Bristol,J01000015,South Gloucestershire 020,E02003109,71.9,70.7,73.2,Male
Bristol,J01000015,South Gloucestershire 020,E02003109,75.3,73.7,76.9,Female
Bristol,J01000015,South Gloucestershire 021,E02003110,70.2,68.7,71.7,Male
Bristol,J01000015,South Gloucestershire 021,E02003110,72.8,71.0,74.7,Female
Bristol,J01000015,South Gloucestershire 022,E02003111,67.4,65.9,69.0,Male
Bristol,J01000015,South Gloucestershire 022,E02003111,68.4,66.9,69.9,Female
Bristol,J01000015,South Gloucestershire 023,E02003112,61.2,59.4,62.9,Male
Bristol,J01000015,South Gloucestershire 023,E02003112,64.1,62.7,65.6,Female
Bristol,J01000015,South Gloucestershire 025,E02003114,65.8,64.3,67.3,Male
Bristol,J01000015,South Gloucestershire 025,E02003114,66.4,65.0,67.8,Female
Bristol,J01000015,South Gloucestershire 026,E02003115,62.6,61.4,63.8,Male
Bristol,J01000015,South Gloucestershire 026,E02003115,63.7,62.6,64.8,Female
Bristol,J01000015,South Gloucestershire 027,E02003116,61.2,59.9,62.5,Male
Bristol,J01000015,South Gloucestershire 027,E02003116,62.5,61.2,63.8,Female
Bristol,J01000015,South Gloucestershire 028,E02003117,62.4,61.0,63.9,Male
Bristol,J01000015,South Gloucestershire 028,E02003117,64.0,62.7,65.4,Female
Bristol,J01000015,South Gloucestershire 029,E02003118,67.1,65.8,68.3,Male
Bristol,J01000015,South Gloucestershire 029,E02003118,66.9,65.7,68.0,Female
Bristol,J01000015,South Gloucestershire 030,E02003119,64.8,63.5,66.1,Male
Bristol,J01000015,South Gloucestershire 030,E02003119,66.1,65.1,67.2,Female
Bristol,J01000015,South Gloucestershire 031,E02003120,70.2,69.0,71.5,Male
Bristol,J01000015,South Gloucestershire 031,E02003120,69.4,68.0,70.8,Female
Bristol,J01000015,South Gloucestershire 032,E02003121,69.4,68.1,70.7,Male
Bristol,J01000015,South Gloucestershire 032,E02003121,70.3,69.3,71.4,Female
Bristol,J01000015,Bristol 054,E02006887,54.6,53.1,56.1,Male
Bristol,J01000015,Bristol 054,E02006887,57.8,55.4,60.2,Female
Bristol,J01000015,Bristol 055,E02006888,52.2,50.7,53.7,Male
Bristol,J01000015,Bristol 055,E02006888,56.1,54.2,58.1,Female
Bristol,J01000015,Bristol 056,E02006889,53.8,52.4,55.2,Male
Bristol,J01000015,Bristol 056,E02006889,54.8,53.1,56.4,Female
Bristol,J01000015,Bristol 057,E02006890,58.0,56.6,59.5,Male
Bristol,J01000015,Bristol 057,E02006890,58.2,56.7,59.7,Female
Cambridge,J01000019,Cambridge 001,E02003719,60.7,59.4,62.0,Male
Cambridge,J01000019,Cambridge 001,E02003719,62.2,61.0,63.4,Female
Cambridge,J01000019,Cambridge 002,E02003720,63.8,62.2,65.5,Male
Cambridge,J01000019,Cambridge 002,E02003720,66.1,64.7,67.5,Female
Cambridge,J01000019,Cambridge 003,E02003721,62.8,61.4,64.2,Male
Cambridge,J01000019,Cambridge 003,E02003721,63.9,62.8,65.1,Female
Cambridge,J01000019,Cambridge 004,E02003722,68.5,67.1,70.0,Male
Cambridge,J01000019,Cambridge 004,E02003722,71.3,70.2,72.3,Female
Cambridge,J01000019,Cambridge 005,E02003723,71.4,69.3,73.5,Male
Cambridge,J01000019,Cambridge 005,E02003723,74.8,73.1,76.5,Female
Cambridge,J01000019,Cambridge 006,E02003724,61.5,60.1,62.9,Male
Cambridge,J01000019,Cambridge 006,E02003724,65.9,64.2,67.5,Female
Cambridge,J01000019,Cambridge 007,E02003725,73.5,72.0,75.0,Male
Cambridge,J01000019,Cambridge 007,E02003725,76.5,75.0,78.0,Female
Cambridge,J01000019,Cambridge 008,E02003726,69.1,67.0,71.1,Male
Cambridge,J01000019,Cambridge 008,E02003726,70.4,68.7,72.0,Female
Cambridge,J01000019,Cambridge 009,E02003727,62.1,60.4,63.7,Male
Cambridge,J01000019,Cambridge 009,E02003727,67.3,65.6,69.0,Female
Cambridge,J01000019,Cambridge 010,E02003728,63.6,62.3,64.9,Male
Cambridge,J01000019,Cambridge 010,E02003728,65.3,64.1,66.5,Female
Cambridge,J01000019,Cambridge 011,E02003729,65.4,63.9,66.9,Male
Cambridge,J01000019,Cambridge 011,E02003729,68.4,67.1,69.7,Female
Cambridge,J01000019,Cambridge 012,E02003730,67.4,65.6,69.2,Male
Cambridge,J01000019,Cambridge 012,E02003730,69.5,68.1,70.9,Female
Cambridge,J01000019,Cambridge 013,E02003731,70.4,68.6,72.2,Male
Cambridge,J01000019,Cambridge 013,E02003731,72.2,70.4,74.0,Female
Cambridge,J01000019,South Cambridgeshire 007,E02003781,68.4,66.9,70.0,Male
Cambridge,J01000019,South Cambridgeshire 007,E02003781,69.6,67.6,71.6,Female
Cambridge,J01000019,South Cambridgeshire 009,E02003783,73.6,72.1,75.1,Male
Cambridge,J01000019,South Cambridgeshire 009,E02003783,75.0,73.7,76.4,Female
Cambridge,J01000019,South Cambridgeshire 011,E02003785,68.3,67.0,69.5,Male
Cambridge,J01000019,South Cambridgeshire 011,E02003785,68.5,67.2,69.7,Female
Cambridge,J01000019,South Cambridgeshire 012,E02003786,71.5,70.0,72.9,Male
Cambridge,J01000019,South Cambridgeshire 012,E02003786,72.6,71.1,74.2,Female
Carlisle,J01000021,Carlisle 003,E02003989,67.8,66.4,69.2,Male
Carlisle,J01000021,Carlisle 003,E02003989,66.7,65.0,68.4,Female
Carlisle,J01000021,Carlisle 004,E02003990,68.7,67.4,69.9,Male
Carlisle,J01000021,Carlisle 004,E02003990,67.8,66.6,69.1,Female
Carlisle,J01000021,Carlisle 005,E02003991,66.7,65.3,68.0,Male
Carlisle,J01000021,Carlisle 005,E02003991,67.8,66.7,69.0,Female
Carlisle,J01000021,Carlisle 006,E02003992,58.3,56.7,59.9,Male
Carlisle,J01000021,Carlisle 006,E02003992,64.4,63.1,65.6,Female
Carlisle,J01000021,Carlisle 008,E02003994,58.9,57.4,60.4,Male
Carlisle,J01000021,Carlisle 008,E02003994,61.4,60.0,62.8,Female
Carlisle,J01000021,Carlisle 009,E02003995,58.1,56.9,59.2,Male
Carlisle,J01000021,Carlisle 009,E02003995,59.4,58.0,60.7,Female
Carlisle,J01000021,Carlisle 010,E02003996,60.5,59.2,61.9,Male
Carlisle,J01000021,Carlisle 010,E02003996,62.7,61.4,64.0,Female
Carlisle,J01000021,Carlisle 011,E02003997,56.1,54.8,57.4,Male
Carlisle,J01000021,Carlisle 011,E02003997,57.0,55.9,58.1,Female
Carlisle,J01000021,Carlisle 012,E02003998,57.5,56.1,58.9,Male
Carlisle,J01000021,Carlisle 012,E02003998,59.9,58.6,61.2,Female
Carlisle,J01000021,Carlisle 013,E02003999,67.4,66.1,68.7,Male
Carlisle,J01000021,Carlisle 013,E02003999,68.6,67.5,69.7,Female
Coventry,J01000028,Coventry 001,E02001958,59.6,58.3,60.8,Male
Coventry,J01000028,Coventry 001,E02001958,58.6,57.3,59.9,Female
Coventry,J01000028,Coventry 002,E02001959,63.0,61.5,64.4,Male
Coventry,J01000028,Coventry 002,E02001959,61.5,59.7,63.2,Female
Coventry,J01000028,Coventry 004,E02001961,54.6,53.2,56.0,Male
Coventry,J01000028,Coventry 004,E02001961,55.7,54.3,57.1,Female
Coventry,J01000028,Coventry 005,E02001962,55.3,53.7,56.8,Male
Coventry,J01000028,Coventry 005,E02001962,56.7,55.2,58.2,Female
Coventry,J01000028,Coventry 006,E02001963,62.9,61.3,64.5,Male
Coventry,J01000028,Coventry 006,E02001963,63.6,62.1,65.2,Female
Coventry,J01000028,Coventry 007,E02001964,53.4,52.0,54.7,Male
Coventry,J01000028,Coventry 007,E02001964,53.5,52.2,54.9,Female
Coventry,J01000028,Coventry 008,E02001965,64.2,62.8,65.5,Male
Coventry,J01000028,Coventry 008,E02001965,65.2,63.9,66.5,Female
Coventry,J01000028,Coventry 009,E02001966,54.4,52.9,55.9,Male
Coventry,J01000028,Coventry 009,E02001966,51.6,50.1,53.1,Female
Coventry,J01000028,Coventry 010,E02001967,68.6,67.4,69.8,Male
Coventry,J01000028,Coventry 010,E02001967,68.8,67.6,70.0,Female
Coventry,J01000028,Coventry 011,E02001968,58.7,57.2,60.2,Male
Coventry,J01000028,Coventry 011,E02001968,59.5,58.0,61.0,Female
Coventry,J01000028,Coventry 012,E02001969,57.8,56.3,59.4,Male
Coventry,J01000028,Coventry 012,E02001969,56.0,54.5,57.5,Female
Coventry,J01000028,Coventry 013,E02001970,63.2,61.5,64.9,Male
Coventry,J01000028,Coventry 013,E02001970,63.1,61.3,64.8,Female
Coventry,J01000028,Coventry 014,E02001971,63.7,62.0,65.4,Male
Coventry,J01000028,Coventry 014,E02001971,64.5,63.0,66.0,Female
Coventry,J01000028,Coventry 015,E02001972,52.9,51.6,54.1,Male
Coventry,J01000028,Coventry 015,E02001972,50.6,49.4,51.7,Female
Coventry,J01000028,Coventry 016,E02001973,54.9,53.6,56.2,Male
Coventry,J01000028,Coventry 016,E02001973,56.6,55.3,58.0,Female
Coventry,J01000028,Coventry 017,E02001974,66.0,64.8,67.1,Male
Coventry,J01000028,Coventry 017,E02001974,67.2,66.1,68.3,Female
Coventry,J01000028,Coventry 018,E02001975,63.2,61.6,64.8,Male
Coventry,J01000028,Coventry 018,E02001975,66.1,64.7,67.5,Female
Coventry,J01000028,Coventry 019,E02001976,62.0,60.3,63.7,Male
Coventry,J01000028,Coventry 019,E02001976,64.2,62.9,65.5,Female
Coventry,J01000028,Coventry 020,E02001977,54.4,53.1,55.8,Male
Coventry,J01000028,Coventry 020,E02001977,55.0,53.7,56.3,Female
Coventry,J01000028,Coventry 021,E02001978,61.7,60.1,63.3,Male
Coventry,J01000028,Coventry 021,E02001978,62.4,60.7,64.2,Female
Coventry,J01000028,Coventry 022,E02001979,67.1,65.6,68.7,Male
Coventry,J01000028,Coventry 022,E02001979,66.6,65.3,68.0,Female
Coventry,J01000028,Coventry 023,E02001980,67.5,65.4,69.6,Male
Coventry,J01000028,Coventry 023,E02001980,68.7,67.0,70.3,Female
Coventry,J01000028,Coventry 024,E02001981,54.6,53.3,56.0,Male
Coventry,J01000028,Coventry 024,E02001981,52.1,50.8,53.4,Female
Coventry,J01000028,Coventry 025,E02001982,65.7,64.2,67.1,Male
Coventry,J01000028,Coventry 025,E02001982,66.1,64.8,67.4,Female
Coventry,J01000028,Coventry 026,E02001983,65.0,63.7,66.3,Male
Coventry,J01000028,Coventry 026,E02001983,63.1,61.7,64.5,Female
Coventry,J01000028,Coventry 027,E02001984,61.7,60.3,63.0,Male
Coventry,J01000028,Coventry 027,E02001984,62.7,61.5,63.9,Female
Coventry,J01000028,Coventry 028,E02001985,54.9,53.3,56.6,Male
Coventry,J01000028,Coventry 028,E02001985,57.6,55.9,59.2,Female
Coventry,J01000028,Coventry 029,E02001986,57.7,56.2,59.3,Male
Coventry,J01000028,Coventry 029,E02001986,58.6,57.3,60.0,Female
Coventry,J01000028,Coventry 030,E02001987,60.8,58.9,62.6,Male
Coventry,J01000028,Coventry 030,E02001987,62.2,60.0,64.4,Female
Coventry,J01000028,Coventry 031,E02001988,56.1,54.5,57.7,Male
Coventry,J01000028,Coventry 031,E02001988,58.2,56.4,60.0,Female
Coventry,J01000028,Coventry 032,E02001989,63.9,62.0,65.7,Male
Coventry,J01000028,Coventry 032,E02001989,64.6,63.0,66.2,Female
Coventry,J01000028,Coventry 033,E02001990,66.5,65.2,67.8,Male
Coventry,J01000028,Coventry 033,E02001990,67.1,65.9,68.2,Female
Coventry,J01000028,Coventry 034,E02001991,67.8,66.4,69.3,Male
Coventry,J01000028,Coventry 034,E02001991,69.3,67.9,70.6,Female
Coventry,J01000028,Coventry 035,E02001992,57.5,56.2,58.9,Male
Coventry,J01000028,Coventry 035,E02001992,57.9,56.7,59.2,Female
Coventry,J01000028,Coventry 036,E02001993,60.1,58.5,61.7,Male
Coventry,J01000028,Coventry 036,E02001993,61.7,60.3,63.1,Female
Coventry,J01000028,Coventry 037,E02001994,64.3,62.9,65.6,Male
Coventry,J01000028,Coventry 037,E02001994,63.8,62.5,65.1,Female
Coventry,J01000028,Coventry 038,E02001995,59.8,58.2,61.5,Male
Coventry,J01000028,Coventry 038,E02001995,60.4,59.0,61.9,Female
Coventry,J01000028,Coventry 039,E02001996,51.8,50.2,53.4,Male
Coventry,J01000028,Coventry 039,E02001996,54.4,53.0,55.8,Female
Coventry,J01000028,Coventry 040,E02001997,69.2,68.0,70.5,Male
Coventry,J01000028,Coventry 040,E02001997,69.2,67.7,70.7,Female
Coventry,J01000028,Coventry 041,E02001998,68.6,67.2,69.9,Male
Coventry,J01000028,Coventry 041,E02001998,69.2,67.8,70.7,Female
Coventry,J01000028,Coventry 042,E02001999,67.2,65.6,68.8,Male
Coventry,J01000028,Coventry 042,E02001999,67.6,66.4,68.9,Female
Coventry,J01000028,Coventry 043,E02006805,58.7,57.5,60.0,Male
Coventry,J01000028,Coventry 043,E02006805,56.8,55.5,58.1,Female
Coventry,J01000028,Nuneaton and Bedworth 018,E02006806,59.5,58.1,60.9,Male
Coventry,J01000028,Nuneaton and Bedworth 018,E02006806,61.4,60.1,62.7,Female
Derby,J01000031,Derby 001,E02002796,71.5,70.1,72.9,Male
Derby,J01000031,Derby 001,E02002796,70.6,68.9,72.3,Female
Derby,J01000031,Derby 002,E02002797,68.8,67.2,70.4,Male
Derby,J01000031,Derby 002,E02002797,72.4,71.0,73.7,Female
Derby,J01000031,Derby 003,E02002798,68.0,66.6,69.4,Male
Derby,J01000031,Derby 003,E02002798,67.8,66.6,69.1,Female
Derby,J01000031,Derby 004,E02002799,59.0,57.5,60.5,Male
Derby,J01000031,Derby 004,E02002799,59.0,57.5,60.4,Female
Derby,J01000031,Derby 005,E02002800,65.8,64.3,67.4,Male
Derby,J01000031,Derby 005,E02002800,66.3,64.7,67.9,Female
Derby,J01000031,Derby 006,E02002801,61.3,59.8,62.7,Male
Derby,J01000031,Derby 006,E02002801,62.4,60.9,63.9,Female
Derby,J01000031,Derby 007,E02002802,54.0,52.6,55.3,Male
Derby,J01000031,Derby 007,E02002802,54.6,53.5,55.8,Female
Derby,J01000031,Derby 008,E02002803,58.1,56.5,59.6,Male
Derby,J01000031,Derby 008,E02002803,60.0,58.0,62.0,Female
Derby,J01000031,Derby 009,E02002804,59.2,57.8,60.7,Male
Derby,J01000031,Derby 009,E02002804,60.3,58.7,61.9,Female
Derby,J01000031,Derby 010,E02002805,65.9,63.9,67.8,Male
Derby,J01000031,Derby 010,E02002805,67.8,66.5,69.0,Female
Derby,J01000031,Derby 011,E02002806,57.4,55.8,59.0,Male
Derby,J01000031,Derby 011,E02002806,60.6,58.8,62.4,Female
Derby,J01000031,Derby 012,E02002807,61.6,60.1,63.2,Male
Derby,J01000031,Derby 012,E02002807,62.1,60.9,63.3,Female
Derby,J01000031,Derby 013,E02002808,53.7,52.5,55.0,Male
Derby,J01000031,Derby 013,E02002808,57.2,55.8,58.6,Female
Derby,J01000031,Derby 014,E02002809,60.9,59.5,62.4,Male
Derby,J01000031,Derby 014,E02002809,61.7,60.2,63.2,Female
Derby,J01000031,Derby 015,E02002810,70.5,69.1,72.0,Male
Derby,J01000031,Derby 015,E02002810,71.0,69.7,72.3,Female
Derby,J01000031,Derby 016,E02002811,54.5,53.2,55.8,Male
Derby,J01000031,Derby 016,E02002811,54.1,52.7,55.5,Female
Derby,J01000031,Derby 017,E02002812,61.8,60.1,63.6,Male
Derby,J01000031,Derby 017,E02002812,62.8,61.3,64.2,Female
Derby,J01000031,Derby 018,E02002813,51.9,50.7,53.1,Male
Derby,J01000031,Derby 018,E02002813,50.0,48.9,51.2,Female
Derby,J01000031,Derby 019,E02002814,68.3,67.1,69.4,Male
Derby,J01000031,Derby 019,E02002814,67.9,66.6,69.1,Female
Derby,J01000031,Derby 020,E02002815,57.5,55.9,59.0,Male
Derby,J01000031,Derby 020,E02002815,55.8,54.3,57.2,Female
Derby,J01000031,Derby 021,E02002816,71.5,69.8,73.2,Male
Derby,J01000031,Derby 021,E02002816,67.6,66.2,69.0,Female
Derby,J01000031,Derby 022,E02002817,65.5,64.0,67.0,Male
Derby,J01000031,Derby 022,E02002817,65.8,64.6,67.0,Female
Derby,J01000031,Derby 023,E02002818,55.7,54.5,57.0,Male
Derby,J01000031,Derby 023,E02002818,55.6,54.3,56.9,Female
Derby,J01000031,Derby 024,E02002819,61.3,59.9,62.8,Male
Derby,J01000031,Derby 024,E02002819,62.2,60.8,63.5,Female
Derby,J01000031,Derby 025,E02002820,58.4,57.1,59.7,Male
Derby,J01000031,Derby 025,E02002820,59.1,57.8,60.4,Female
Derby,J01000031,Derby 026,E02002821,54.5,53.4,55.7,Male
Derby,J01000031,Derby 026,E02002821,53.9,52.8,55.1,Female
Derby,J01000031,Derby 027,E02002822,62.1,60.2,64.0,Male
Derby,J01000031,Derby 027,E02002822,62.8,61.3,64.4,Female
Derby,J01000031,Derby 028,E02002823,58.7,57.3,60.1,Male
Derby,J01000031,Derby 028,E02002823,60.5,59.1,61.8,Female
Derby,J01000031,Derby 029,E02002824,57.2,55.8,58.7,Male
Derby,J01000031,Derby 029,E02002824,57.1,55.8,58.4,Female
Derby,J01000031,Derby 030,E02002825,62.8,61.6,64.0,Male
Derby,J01000031,Derby 030,E02002825,62.1,61.0,63.2,Female
Derby,J01000031,Derby 031,E02002826,64.6,62.7,66.6,Male
Derby,J01000031,Derby 031,E02002826,68.0,66.2,69.8,Female
Derby,J01000031,South Derbyshire 003,E02004120,65.8,64.4,67.2,Male
Derby,J01000031,South Derbyshire 003,E02004120,66.1,64.7,67.4,Female
Doncaster,J01000032,Doncaster 007,E02001545,66.9,65.7,68.1,Male
Doncaster,J01000032,Doncaster 007,E02001545,66.9,65.6,68.2,Female
Doncaster,J01000032,Doncaster 011,E02001549,64.7,63.2,66.1,Male
Doncaster,J01000032,Doncaster 011,E02001549,64.1,62.6,65.5,Female
Doncaster,J01000032,Doncaster 015,E02001553,59.7,58.5,61.0,Male
Doncaster,J01000032,Doncaster 015,E02001553,60.4,59.1,61.7,Female
Doncaster,J01000032,Doncaster 018,E02001556,58.0,56.7,59.2,Male
Doncaster,J01000032,Doncaster 018,E02001556,60.0,58.8,61.3,Female
Doncaster,J01000032,Doncaster 019,E02001557,58.9,57.5,60.3,Male
Doncaster,J01000032,Doncaster 019,E02001557,63.3,61.8,64.8,Female
Doncaster,J01000032,Doncaster 021,E02001559,68.0,66.9,69.1,Male
Doncaster,J01000032,Doncaster 021,E02001559,68.2,66.9,69.5,Female
Doncaster,J01000032,Doncaster 022,E02001560,54.1,52.9,55.2,Male
Doncaster,J01000032,Doncaster 022,E02001560,57.3,56.0,58.6,Female
Doncaster,J01000032,Doncaster 023,E02001561,54.7,53.2,56.2,Male
Doncaster,J01000032,Doncaster 023,E02001561,57.2,55.6,58.8,Female
Doncaster,J01000032,Doncaster 024,E02001562,61.7,60.2,63.3,Male
Doncaster,J01000032,Doncaster 024,E02001562,62.8,61.3,64.4,Female
Doncaster,J01000032,Doncaster 025,E02001563,67.0,65.7,68.4,Male
Doncaster,J01000032,Doncaster 025,E02001563,67.9,66.7,69.1,Female
Doncaster,J01000032,Doncaster 027,E02001565,69.0,67.6,70.4,Male
Doncaster,J01000032,Doncaster 027,E02001565,69.4,68.1,70.7,Female
Doncaster,J01000032,Doncaster 028,E02001566,58.0,56.6,59.5,Male
Doncaster,J01000032,Doncaster 028,E02001566,58.9,57.5,60.3,Female
Doncaster,J01000032,Doncaster 029,E02001567,60.5,59.2,61.8,Male
Doncaster,J01000032,Doncaster 029,E02001567,60.3,59.1,61.5,Female
Doncaster,J01000032,Doncaster 033,E02001571,63.3,61.6,65.0,Male
Doncaster,J01000032,Doncaster 033,E02001571,65.6,63.6,67.5,Female
Doncaster,J01000032,Doncaster 034,E02001572,56.6,55.2,58.0,Male
Doncaster,J01000032,Doncaster 034,E02001572,57.8,56.4,59.1,Female
Exeter,J01000035,Exeter 001,E02004149,71.1,69.5,72.7,Male
Exeter,J01000035,Exeter 001,E02004149,71.8,70.1,73.5,Female
Exeter,J01000035,Exeter 002,E02004150,60.1,58.4,61.7,Male
Exeter,J01000035,Exeter 002,E02004150,64.8,63.4,66.1,Female
Exeter,J01000035,Exeter 003,E02004151,66.3,64.8,67.8,Male
Exeter,J01000035,Exeter 003,E02004151,66.9,65.5,68.4,Female
Exeter,J01000035,Exeter 004,E02004152,62.4,60.7,64.1,Male
Exeter,J01000035,Exeter 004,E02004152,62.8,60.0,65.5,Female
Exeter,J01000035,Exeter 005,E02004153,64.7,63.0,66.4,Male
Exeter,J01000035,Exeter 005,E02004153,67.4,65.7,69.1,Female
Exeter,J01000035,Exeter 006,E02004154,63.1,61.7,64.5,Male
Exeter,J01000035,Exeter 006,E02004154,67.1,65.5,68.6,Female
Exeter,J01000035,Exeter 007,E02004155,62.1,60.7,63.5,Male
Exeter,J01000035,Exeter 007,E02004155,64.4,63.0,65.8,Female
Exeter,J01000035,Exeter 008,E02004156,58.2,56.7,59.8,Male
Exeter,J01000035,Exeter 008,E02004156,62.1,60.4,63.8,Female
Exeter,J01000035,Exeter 009,E02004157,65.3,63.5,67.1,Male
Exeter,J01000035,Exeter 009,E02004157,69.0,67.3,70.7,Female
Exeter,J01000035,Exeter 010,E02004158,61.3,59.7,62.8,Male
Exeter,J01000035,Exeter 010,E02004158,65.1,63.7,66.6,Female
Exeter,J01000035,Exeter 011,E02004159,69.9,68.6,71.1,Male
Exeter,J01000035,Exeter 011,E02004159,70.5,69.1,71.9,Female
Exeter,J01000035,Exeter 012,E02004160,65.5,64.1,66.8,Male
Exeter,J01000035,Exeter 012,E02004160,67.3,65.9,68.6,Female
Exeter,J01000035,Exeter 013,E02004161,60.9,59.5,62.3,Male
Exeter,J01000035,Exeter 013,E02004161,61.3,59.8,62.8,Female
Exeter,J01000035,Exeter 014,E02004162,65.1,63.8,66.4,Male
Exeter,J01000035,Exeter 014,E02004162,66.1,64.9,67.2,Female
Leeds,J01000051,Leeds 012,E02002341,73.6,72.4,74.9,Male
Leeds,J01000051,Leeds 012,E02002341,72.5,71.3,73.8,Female
Leeds,J01000051,Leeds 013,E02002342,68.6,67.0,70.3,Male
Leeds,J01000051,Leeds 013,E02002342,68.9,67.2,70.6,Female
Leeds,J01000051,Leeds 015,E02002344,68.9,67.5,70.4,Male
Leeds,J01000051,Leeds 015,E02002344,69.5,68.0,71.0,Female
Leeds,J01000051,Leeds 016,E02002345,70.4,68.9,71.9,Male
Leeds,J01000051,Leeds 016,E02002345,72.5,70.4,74.6,Female
Leeds,J01000051,Leeds 017,E02002346,61.5,59.9,63.0,Male
Leeds,J01000051,Leeds 017,E02002346,63.3,61.7,65.0,Female
Leeds,J01000051,Leeds 018,E02002347,57.6,56.0,59.1,Male
Leeds,J01000051,Leeds 018,E02002347,60.1,58.4,61.8,Female
Leeds,J01000051,Leeds 019,E02002348,61.2,59.5,62.9,Male
Leeds,J01000051,Leeds 019,E02002348,64.5,63.0,66.0,Female
Leeds,J01000051,Leeds 020,E02002349,66.6,65.0,68.3,Male
Leeds,J01000051,Leeds 020,E02002349,68.6,67.1,70.0,Female
Leeds,J01000051,Leeds 023,E02002352,66.5,65.3,67.8,Male
Leeds,J01000051,Leeds 023,E02002352,67.5,66.4,68.6,Female
Leeds,J01000051,Leeds 024,E02002353,69.2,67.4,71.0,Male
Leeds,J01000051,Leeds 024,E02002353,66.2,64.7,67.7,Female
Leeds,J01000051,Leeds 025,E02002354,64.7,63.5,65.9,Male
Leeds,J01000051,Leeds 025,E02002354,63.2,61.7,64.6,Female
Leeds,J01000051,Leeds 029,E02002358,63.1,61.7,64.6,Male
Leeds,J01000051,Leeds 029,E02002358,63.6,62.2,64.9,Female
Leeds,J01000051,Leeds 031,E02002360,63.8,62.2,65.4,Male
Leeds,J01000051,Leeds 031,E02002360,64.6,63.1,66.1,Female
Leeds,J01000051,Leeds 032,E02002361,61.6,59.8,63.4,Male
Leeds,J01000051,Leeds 032,E02002361,64.1,62.7,65.5,Female
Leeds,J01000051,Leeds 033,E02002362,56.7,55.2,58.1,Male
Leeds,J01000051,Leeds 033,E02002362,58.8,57.4,60.2,Female
Leeds,J01000051,Leeds 034,E02002363,64.9,63.4,66.5,Male
Leeds,J01000051,Leeds 034,E02002363,68.0,66.7,69.3,Female
Leeds,J01000051,Leeds 035,E02002364,54.3,52.6,55.9,Male
Leeds,J01000051,Leeds 035,E02002364,55.8,54.3,57.2,Female
Leeds,J01000051,Leeds 037,E02002366,62.9,61.4,64.4,Male
Leeds,J01000051,Leeds 037,E02002366,63.4,62.2,64.5,Female
Leeds,J01000051,Leeds 038,E02002367,55.1,53.3,56.9,Male
Leeds,J01000051,Leeds 038,E02002367,56.1,54.5,57.7,Female
Leeds,J01000051,Leeds 040,E02002369,55.5,54.0,57.0,Male
Leeds,J01000051,Leeds 040,E02002369,57.3,55.8,58.7,Female
Leeds,J01000051,Leeds 041,E02002370,56.4,55.0,57.8,Male
Leeds,J01000051,Leeds 041,E02002370,57.2,55.9,58.6,Female
Leeds,J01000051,Leeds 042,E02002371,56.5,55.2,57.8,Male
Leeds,J01000051,Leeds 042,E02002371,55.5,54.3,56.7,Female
Leeds,J01000051,Leeds 044,E02002373,61.6,59.7,63.6,Male
Leeds,J01000051,Leeds 044,E02002373,62.2,60.0,64.4,Female
Leeds,J01000051,Leeds 045,E02002374,61.6,60.0,63.2,Male
Leeds,J01000051,Leeds 045,E02002374,62.3,60.9,63.6,Female
Leeds,J01000051,Leeds 046,E02002375,56.9,55.3,58.5,Male
Leeds,J01000051,Leeds 046,E02002375,58.9,57.1,60.7,Female
Leeds,J01000051,Leeds 047,E02002376,54.2,52.7,55.8,Male
Leeds,J01000051,Leeds 047,E02002376,55.1,53.6,56.5,Female
Leeds,J01000051,Leeds 048,E02002377,53.7,52.2,55.2,Male
