CityName,CityCode,MSOAName,MSOACode,RoadLength,Area,RoadDensity
Bristol,J01000015,Bristol 013,E02003024,48.769,1.7310171702690098,28.17360846421935
Bristol,J01000015,Bristol 014,E02003025,59.96,3.20519545985413,18.7071274594682
Bristol,J01000015,Bristol 015,E02003026,57.572,4.538488324451451,12.685281063702748
Bristol,J01000015,Bristol 016,E02003027,31.271,1.53465068592834,20.376624000974896
Bristol,J01000015,Bristol 017,E02003028,28.245,1.26424832318115,22.34133870862399
Bristol,J01000015,Bristol 018,E02003029,24.778,1.0077388120575,24.587720254031662
Bristol,J01000015,Bristol 019,E02003030,32.968,1.73270259955215,19.02692360969575
Bristol,J01000015,Bristol 020,E02003031,26.44,1.22595640735626,21.56683536327128
Bristol,J01000015,Bristol 021,E02003032,40.208,1.70271546299362,23.614045255282125
Bristol,J01000015,Bristol 022,E02003033,20.562,0.7770513937873841,26.461570192648225
Bristol,J01000015,Bristol 023,E02003034,33.507,1.25808450477219,26.633346069282798
Bristol,J01000015,Bristol 025,E02003036,25.354,0.801458833194733,31.634812606575466
Bristol,J01000015,Bristol 026,E02003037,24.673,0.830812035701752,29.697451336462347
Bristol,J01000015,Bristol 027,E02003038,30.545,0.93529477407074,32.65815317994043
Bristol,J01000015,Bristol 028,E02003039,25.817,1.15477030902863,22.356826979485422
Bristol,J01000015,Bristol 029,E02003040,30.058,1.33214868921661,22.56354733019785
Bristol,J01000015,Bristol 030,E02003041,25.922,1.12520826313019,23.03751300927013
Bristol,J01000015,Bristol 032,E02003043,62.932,2.46967286108398,25.48191746026561
Bristol,J01000015,Bristol 033,E02003044,32.263,1.37196710213089,23.51586998688982
Bristol,J01000015,Bristol 034,E02003045,18.715,0.632237085865021,29.60123728647507
Bristol,J01000015,Bristol 035,E02003046,47.488,1.79357972352219,26.4766597086324
Bristol,J01000015,Bristol 036,E02003047,41.988,1.90183522476196,22.077622421393187
Bristol,J01000015,Bristol 037,E02003048,20.497,0.891454152355194,22.992769673961995
Bristol,J01000015,Bristol 038,E02003049,46.557,3.13531538164902,14.849223868353985
Bristol,J01000015,Bristol 039,E02003050,42.161,1.47889352460098,28.508475626313565
Bristol,J01000015,Bristol 040,E02003051,16.57,0.958086891971588,17.294882268873984
Bristol,J01000015,Bristol 041,E02003052,37.098,1.74644729912567,21.24198080215332
Bristol,J01000015,Bristol 042,E02003053,29.386,1.43440203102875,20.48658560454242
Bristol,J01000015,Bristol 043,E02003054,47.357,2.44498020298767,19.36907298559375
Bristol,J01000015,Bristol 044,E02003055,29.734,1.4162599314537,20.994733621729985
Bristol,J01000015,Bristol 045,E02003056,33.883,1.81834921733093,18.633934382381884
Bristol,J01000015,Bristol 046,E02003057,31.226,2.3912021493454,13.058703551495311
Bristol,J01000015,Bristol 047,E02003058,43.738,2.64296882270432,16.548814206308613
Bristol,J01000015,Bristol 048,E02003059,34.876,1.63835197979736,21.28724500599294
Bristol,J01000015,Bristol 049,E02003060,36.386,3.05870667388535,11.89587753237559
Bristol,J01000015,Bristol 050,E02003061,21.086,1.18422881224823,17.805680609956394
Bristol,J01000015,Bristol 051,E02003062,24.017,1.27088001701736,18.897928741035457
Bristol,J01000015,Bristol 052,E02003063,30.517,1.70879233220673,17.85881141015563
Bristol,J01000015,Bristol 053,E02003064,31.112,2.09391154059601,14.858316312227924
Bristol,J01000015,South Gloucestershire 020,E02003109,28.486,1.48876125828552,19.134028267772702
Bristol,J01000015,South Gloucestershire 021,E02003110,83.16,3.40840228265762,24.39852843167268
Bristol,J01000015,South Gloucestershire 022,E02003111,33.59,1.50279275486755,22.3517180870096
Bristol,J01000015,South Gloucestershire 023,E02003112,28.626,1.1830840834045402,24.196082426891813
Bristol,J01000015,South Gloucestershire 025,E02003114,35.148,1.36249975310898,25.79670192218279
Bristol,J01000015,South Gloucestershire 026,E02003115,48.013,1.5451569797515898,31.07321820965977
Bristol,J01000015,South Gloucestershire 027,E02003116,31.358,1.3767790171051,22.77634944345336
Bristol,J01000015,South Gloucestershire 028,E02003117,43.507,1.68281130718613,25.853760201284317
Bristol,J01000015,South Gloucestershire 029,E02003118,55.441,3.49917874601364,15.844003414561175
Bristol,J01000015,South Gloucestershire 030,E02003119,42.144,3.94047489451218,10.695157596028109
Bristol,J01000015,South Gloucestershire 031,E02003120,63.002,3.19216963038635,19.7364198319169
Bristol,J01000015,South Gloucestershire 032,E02003121,69.864,4.79011875366592,14.585024629406623
Bristol,J01000015,Bristol 054,E02006887,57.182,1.95349468144608,29.271643554038683
Bristol,J01000015,Bristol 055,E02006888,22.845,0.730078413146973,31.291159399615125
Bristol,J01000015,Bristol 056,E02006889,46.224,1.59040369217682,29.064318843935908
Bristol,J01000015,Bristol 057,E02006890,24.928,1.01317290073776,24.603895329067957
Cambridge,J01000019,Cambridge 001,E02003719,33.558,1.57140563116455,21.35540266272978
Cambridge,J01000019,Cambridge 002,E02003720,28.926,1.50028999453735,19.28027255085442
Cambridge,J01000019,Cambridge 003,E02003721,54.117,2.6040103985900904,20.782175074761984
Cambridge,J01000019,Cambridge 004,E02003722,27.484,1.52084392666626,18.071545355903705
Cambridge,J01000019,Cambridge 005,E02003723,52.807,3.41490321772766,15.463688612276034
Cambridge,J01000019,Cambridge 006,E02003724,51.364,3.95320425028992,12.99300434482561
Cambridge,J01000019,Cambridge 007,E02003725,80.744,6.13976417488098,13.150993702712569
Cambridge,J01000019,Cambridge 008,E02003726,24.106,1.05229985423279,22.90791916679984
Cambridge,J01000019,Cambridge 009,E02003727,28.238,1.4912714559631302,18.935519678248404
Cambridge,J01000019,Cambridge 010,E02003728,29.252,1.93670510891724,15.104003116072745
Cambridge,J01000019,Cambridge 011,E02003729,38.802,3.6647737719574,10.587829539959674
Cambridge,J01000019,Cambridge 012,E02003730,90.543,7.33129506016541,12.350205421681276
Cambridge,J01000019,Cambridge 013,E02003731,56.24,4.51649414768982,12.452136139436089
Cambridge,J01000019,South Cambridgeshire 007,E02003781,144.355,28.2972738802643,5.101374804188442
Cambridge,J01000019,South Cambridgeshire 009,E02003783,140.708,31.7234947147446,4.435450799643491
Cambridge,J01000019,South Cambridgeshire 011,E02003785,147.028,46.0433564368439,3.193251130631045
Cambridge,J01000019,South Cambridgeshire 012,E02003786,57.918,15.7988556134491,3.665961726411128
Carlisle,J01000021,Carlisle 003,E02003989,50.351,3.9584995956420896,12.719718363854676
Carlisle,J01000021,Carlisle 004,E02003990,176.185,35.574495143035904,4.952565012984875
Carlisle,J01000021,Carlisle 005,E02003991,120.845,57.9391698707428,2.0857219782332845
Carlisle,J01000021,Carlisle 006,E02003992,68.666,3.7995477216491698,18.07215095858724
Carlisle,J01000021,Carlisle 008,E02003994,48.168,2.09895114846802,22.94860460909574
Carlisle,J01000021,Carlisle 009,E02003995,45.505,2.2273313013916,20.43027903912149
Carlisle,J01000021,Carlisle 010,E02003996,61.334,3.25069096166992,18.867988597873964
Carlisle,J01000021,Carlisle 011,E02003997,43.451,2.40838944132996,18.041517395129212
Carlisle,J01000021,Carlisle 012,E02003998,23.545,1.56791002714539,15.016805551570537
Carlisle,J01000021,Carlisle 013,E02003999,278.218,86.3115740289917,3.2234147404906293
Coventry,J01000028,Coventry 001,E02001958,43.668,2.68118118268585,16.28685158690244
Coventry,J01000028,Coventry 002,E02001959,42.59,4.2863168059082,9.936269745926044
Coventry,J01000028,Coventry 004,E02001961,23.211,1.51020747117615,15.369411450416983
Coventry,J01000028,Coventry 005,E02001962,29.688,1.42754187774658,20.796587800887107
Coventry,J01000028,Coventry 006,E02001963,25.044,1.2851987744140598,19.486479833765724
Coventry,J01000028,Coventry 007,E02001964,49.416,3.29480430976105,14.998159330313552
Coventry,J01000028,Coventry 008,E02001965,49.673,2.25911007432556,21.987861753407252
Coventry,J01000028,Coventry 009,E02001966,28.605,1.17486132144165,24.347554454256223
Coventry,J01000028,Coventry 010,E02001967,88.825,16.3506281602478,5.432512997632369
Coventry,J01000028,Coventry 011,E02001968,32.648,1.5878299036026,20.56139635985285
Coventry,J01000028,Coventry 012,E02001969,22.0,0.9310237552795412,23.629901895891443
Coventry,J01000028,Coventry 013,E02001970,25.225,1.75044749552917,14.41060075462266
Coventry,J01000028,Coventry 014,E02001971,21.496,1.1136903350296,19.30159517764754
Coventry,J01000028,Coventry 015,E02001972,42.234,1.88985236573792,22.34777740615158
Coventry,J01000028,Coventry 016,E02001973,32.636,1.29310591177368,25.238458584753552
Coventry,J01000028,Coventry 017,E02001974,43.858,2.0387829683914203,21.511853237916505
Coventry,J01000028,Coventry 018,E02001975,36.185,1.19564477168274,30.26400554495257
